00007ffb0ae8c962 (__TEXT,__text) non-external _DiToMD5
00007ffb43753a80 (__DATA,__common) external _gIOReportLegendMetaClass
00007ffb4166aad0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReportLegend_Declaration
00007ffb43753a60 (__DATA,__common) external _gIOReporterMetaClass
00007ffb4166aab0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReporter_Declaration
00007ffb43753a88 (__DATA,__common) external _gIOServiceMetaClass
00007ffb43753a90 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
00007ffb4166aae0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
00007ffb43753a98 (__DATA,__common) external _gIOServiceStateNotificationDispatchSourceMetaClass
00007ffb4166aae8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceStateNotificationDispatchSource_Declaration
00007ffb4166aad8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
00007ffb43753a68 (__DATA,__common) external _gIOSimpleReporterMetaClass
00007ffb4166aab8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOSimpleReporter_Declaration
00007ffb43753a70 (__DATA,__common) external _gIOStateReporterMetaClass
00007ffb4166aac0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOStateReporter_Declaration
00007ffb43753b50 (__DATA,__common) external _gIOThreadMetaClass
00007ffb4166aba0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOThread_Declaration
00007ffb43753aa0 (__DATA,__common) external _gIOTimerDispatchSourceMetaClass
00007ffb4166aaf0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOTimerDispatchSource_Declaration
00007ffb43753aa8 (__DATA,__common) external _gIOUserClientMetaClass
00007ffb4166aaf8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserClient_Declaration
00007ffb43753ab8 (__DATA,__common) external _gIOUserServerMetaClass
00007ffb4166ab08 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserServer_Declaration
00007ffb43753ac0 (__DATA,__common) external _gIOWorkGroupMetaClass
00007ffb4166ab10 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOWorkGroup_Declaration
00007ffb43753ac8 (__DATA,__common) external _gOSActionMetaClass
00007ffb4166ab18 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_Declaration
00007ffb43753ab0 (__DATA,__common) external _gOSAction_IOUserClient_KernelCompletionMetaClass
00007ffb4166ab00 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_IOUserClient_KernelCompletion_Declaration
00007ffb43753b48 (__DATA,__common) external _gOSAction__IOBlockStorageDevice_KernelCompletionMetaClass
00007ffb4166ab98 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction__IOBlockStorageDevice_KernelCompletion_Declaration
00007ffb43753ad0 (__DATA,__common) external _gOSArrayMetaClass
00007ffb4166ab20 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSArray_Declaration
00007ffb43753ad8 (__DATA,__common) external _gOSBooleanMetaClass
00007ffb4166ab28 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBoolean_Declaration
00007ffb43753ae0 (__DATA,__common) external _gOSBundleMetaClass
00007ffb4166ab30 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBundle_Declaration
00007ffb43753ae8 (__DATA,__common) external _gOSCollectionMetaClass
00007ffb4166ab38 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSCollection_Declaration
00007ffb43753af0 (__DATA,__common) external _gOSContainerMetaClass
00007ffb4166ab40 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSContainer_Declaration
00007ffb43753af8 (__DATA,__common) external _gOSDataMetaClass
00007ffb4166ab48 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSData_Declaration
00007ffb43753b00 (__DATA,__common) external _gOSDictionaryMetaClass
00007ffb4166ab50 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSDictionary_Declaration
00007ffb43753b08 (__DATA,__common) external _gOSMappedFileMetaClass
00007ffb4166ab58 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSMappedFile_Declaration
00007ffb42f240b0 (__DATA_DIRTY,__common) non-external (was a private external) _gOSMetaClassBasePrivateLayout
00007ffb4166aa48 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBasePrivateLayout_Declaration
00007ffb42f23ed0 (__DATA_DIRTY,__common) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout
00007ffb4166aa40 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout_Declaration
00007ffb43753b10 (__DATA,__common) external _gOSNumberMetaClass
00007ffb4166ab60 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSNumber_Declaration
00007ffb43753b18 (__DATA,__common) external _gOSObjectMetaClass
00007ffb4166ab68 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSObject_Declaration
00007ffb43753b20 (__DATA,__common) external _gOSOrderedSetMetaClass
00007ffb4166ab70 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSOrderedSet_Declaration
00007ffb43753b28 (__DATA,__common) external _gOSSerializationMetaClass
00007ffb4166ab78 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSerialization_Declaration
00007ffb43753b30 (__DATA,__common) external _gOSSetMetaClass
00007ffb4166ab80 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSet_Declaration
00007ffb43753b38 (__DATA,__common) external _gOSStringMetaClass
00007ffb4166ab88 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSString_Declaration
00007ffb43753b40 (__DATA,__common) external _g_IOBlockStorageDeviceMetaClass
00007ffb4166ab90 (__DATA_CONST,__osclassinfo) non-external (was a private external) _g_IOBlockStorageDevice_Declaration
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getsectiondata (from libSystem)
                 (undefined) external _host_get_io_main (from libSystem)
00007ffb0ae84455 (__TEXT,__text) non-external (was a private external) _io_catalog_get_data
00007ffb0ae845bd (__TEXT,__text) non-external (was a private external) _io_catalog_get_gen_count
00007ffb0ae846c1 (__TEXT,__text) non-external (was a private external) _io_catalog_module_loaded
00007ffb0ae8483e (__TEXT,__text) non-external (was a private external) _io_catalog_reset
00007ffb0ae84166 (__TEXT,__text) non-external (was a private external) _io_catalog_send_data
00007ffb0ae842d2 (__TEXT,__text) non-external (was a private external) _io_catalog_terminate
00007ffb0ae832e4 (__TEXT,__text) non-external (was a private external) _io_connect_add_client
00007ffb0ae86353 (__TEXT,__text) non-external (was a private external) _io_connect_async_method
00007ffb0ae84e07 (__TEXT,__text) non-external (was a private external) _io_connect_get_notification_semaphore
00007ffb0ae831d4 (__TEXT,__text) non-external (was a private external) _io_connect_get_service
00007ffb0ae85d2a (__TEXT,__text) non-external (was a private external) _io_connect_map_memory_into_task
00007ffb0ae82e58 (__TEXT,__text) non-external (was a private external) _io_connect_map_shared_memory
00007ffb0ae85fb9 (__TEXT,__text) non-external (was a private external) _io_connect_method
00007ffb0ae870ae (__TEXT,__text) non-external (was a private external) _io_connect_method_var_output
00007ffb0ae86746 (__TEXT,__text) non-external (was a private external) _io_connect_set_notification_port
00007ffb0ae833d7 (__TEXT,__text) non-external (was a private external) _io_connect_set_properties
00007ffb0ae85e8d (__TEXT,__text) non-external (was a private external) _io_connect_unmap_memory_from_task
00007ffb0ae88ac8 (__TEXT,__text) non-external (was a private external) _io_device_tree_entry_exists_with_name
00007ffb0ae84062 (__TEXT,__text) non-external (was a private external) _io_iterator_is_valid
00007ffb0ae81a3e (__TEXT,__text) non-external (was a private external) _io_iterator_next
00007ffb0ae81b4e (__TEXT,__text) non-external (was a private external) _io_iterator_reset
00007ffb0ae81871 (__TEXT,__text) non-external (was a private external) _io_object_conforms_to
00007ffb0ae859b6 (__TEXT,__text) non-external (was a private external) _io_object_get_bundle_identifier
00007ffb0ae816c0 (__TEXT,__text) non-external (was a private external) _io_object_get_class
00007ffb0ae83b86 (__TEXT,__text) non-external (was a private external) _io_object_get_retain_count
00007ffb0ae8579a (__TEXT,__text) non-external (was a private external) _io_object_get_superclass
00007ffb0ae81fe3 (__TEXT,__text) non-external (was a private external) _io_registry_create_iterator
00007ffb0ae83e7e (__TEXT,__text) non-external (was a private external) _io_registry_entry_create_iterator
00007ffb0ae82371 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path
00007ffb0ae888b7 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path_ool
00007ffb0ae82aaa (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_child_iterator
00007ffb0ae84f32 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_location_in_plane
00007ffb0ae82548 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name
00007ffb0ae84a1e (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name_in_plane
00007ffb0ae82c81 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_parent_iterator
00007ffb0ae83532 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path
00007ffb0ae88660 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path_ool
00007ffb0ae826f9 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties
00007ffb0ae87ad1 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin
00007ffb0ae88c95 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin_buf
00007ffb0ae81dfa (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property
00007ffb0ae87c17 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin
00007ffb0ae88e0d (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin_buf
00007ffb0ae8283f (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bytes
00007ffb0ae8514e (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_recursively
00007ffb0ae86f86 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_registry_entry_id
00007ffb0ae839b9 (__TEXT,__text) non-external (was a private external) _io_registry_entry_in_plane
00007ffb0ae8385e (__TEXT,__text) non-external (was a private external) _io_registry_entry_set_properties
00007ffb0ae8374e (__TEXT,__text) non-external (was a private external) _io_registry_get_root_entry
00007ffb0ae821c7 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_enter_entry
00007ffb0ae8229c (__TEXT,__text) non-external (was a private external) _io_registry_iterator_exit_entry
00007ffb0ae879a9 (__TEXT,__text) non-external (was a private external) _io_server_version
00007ffb0ae86b1e (__TEXT,__text) non-external (was a private external) _io_service_add_interest_notification
00007ffb0ae86872 (__TEXT,__text) non-external (was a private external) _io_service_add_notification
00007ffb0ae883e1 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_bin
00007ffb0ae86d45 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_ool
00007ffb0ae830ff (__TEXT,__text) non-external (was a private external) _io_service_close
00007ffb0ae87791 (__TEXT,__text) non-external (was a private external) _io_service_get_authorization_id
00007ffb0ae83c8a (__TEXT,__text) non-external (was a private external) _io_service_get_busy_state
00007ffb0ae8745e (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service
00007ffb0ae87e66 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_bin
00007ffb0ae87635 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_ool
00007ffb0ae81c23 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services
00007ffb0ae8803d (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_bin
00007ffb0ae854e1 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_ool
00007ffb0ae8539d (__TEXT,__text) non-external (was a private external) _io_service_get_state
00007ffb0ae84c3a (__TEXT,__text) non-external (was a private external) _io_service_match_property_table
00007ffb0ae88214 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_bin
00007ffb0ae8563d (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_ool
00007ffb0ae85bd2 (__TEXT,__text) non-external (was a private external) _io_service_open_extended
00007ffb0ae8492e (__TEXT,__text) non-external (was a private external) _io_service_request_probe
00007ffb0ae878b9 (__TEXT,__text) non-external (was a private external) _io_service_set_authorization_id
00007ffb0ae83d8e (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet
00007ffb0ae89081 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet_with_options
00007ffb0ae816b0 (__TEXT,__text) non-external (was a private external) _iokit_user_client_trap
00007ffb437539f8 (__DATA,__common) external _kOSBooleanFalse
00007ffb437539f0 (__DATA,__common) external _kOSBooleanTrue
                 (undefined) external _mach_absolute_time (from libSystem)
                 (undefined) external _mach_continuous_time (from libSystem)
                 (undefined) external _mach_error (from libSystem)
                 (undefined) external _mach_error_string (from libSystem)
                 (undefined) external _mach_host_self (from libSystem)
                 (undefined) external _mach_msg2_internal (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_allocate (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_port_mod_refs (from libSystem)
                 (undefined) external _mach_ports_lookup (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_deallocate (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
00007ffb0ae7269f (__TEXT,__text) external _nanoseconds_to_absolutetime
00007ffb0ae9d040 (__TEXT,__text) non-external _nanoseconds_to_absolutetime.cold.1
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_eventlink_activate (from libSystem)
                 (undefined) external _os_eventlink_associate (from libSystem)
                 (undefined) external _os_eventlink_cancel (from libSystem)
                 (undefined) external _os_eventlink_create_with_port (from libSystem)
                 (undefined) external _os_eventlink_disassociate (from libSystem)
                 (undefined) external _os_eventlink_signal (from libSystem)
                 (undefined) external _os_eventlink_signal_and_wait (from libSystem)
                 (undefined) external _os_eventlink_signal_and_wait_until (from libSystem)
                 (undefined) external _os_eventlink_wait (from libSystem)
                 (undefined) external _os_eventlink_wait_until (from libSystem)
