00007ff803322a3d (__TEXT,__text) external _CreateLSTMBreakEngine
00007ff803356f91 (__TEXT,__text) external _u_foldCase
00007ff8035182ff (__TEXT,__text) external _u_fopen
00007ff803518349 (__TEXT,__text) external _u_fopen_u
00007ff80335ab3a (__TEXT,__text) external _u_forDigit
00007ff8034f74e1 (__TEXT,__text) external _u_formatMessage
00007ff8034f7b4e (__TEXT,__text) external _u_formatMessageWithError
00007ff803518d12 (__TEXT,__text) external _u_fprintf
00007ff803518fca (__TEXT,__text) external _u_fprintf_u
00007ff80351ccab (__TEXT,__text) external _u_fputc
00007ff80351cc54 (__TEXT,__text) external _u_fputs
00007ff8035185cb (__TEXT,__text) external _u_frewind
00007ff80351b150 (__TEXT,__text) external _u_fscanf
00007ff80351b323 (__TEXT,__text) external _u_fscanf_u
00007ff8035186ce (__TEXT,__text) external _u_fsetcodepage
00007ff80351866b (__TEXT,__text) external _u_fsetlocale
00007ff80351c783 (__TEXT,__text) external _u_fsettransliterator
00007ff8035184ca (__TEXT,__text) external _u_fstropen
00007ff80351d193 (__TEXT,__text) external _u_fungetc
00007ff803351eed (__TEXT,__text) external _u_getBidiPairedBracket
00007ff8033020d9 (__TEXT,__text) external _u_getBinaryPropertySet
00007ff8033269fa (__TEXT,__text) external _u_getCombiningClass
00007ff803332006 (__TEXT,__text) external _u_getDataDirectory
00007ff80330bf42 (__TEXT,__text) external _u_getDataVersion
00007ff8033b85a2 (__TEXT,__text) external _u_getDefaultConverter
00007ff8033aa1e3 (__TEXT,__text) external _u_getFC_NFKC_Closure
00007ff8033972ad (__TEXT,__text) external _u_getISOComment
00007ff8033022e7 (__TEXT,__text) external _u_getIntPropertyMap
00007ff8033a9e9e (__TEXT,__text) external _u_getIntPropertyMaxValue
00007ff8033a9e96 (__TEXT,__text) external _u_getIntPropertyMinValue
00007ff8033a9e27 (__TEXT,__text) external _u_getIntPropertyValue
00007ff80335a8e4 (__TEXT,__text) external _u_getNumericValue
00007ff80332fd85 (__TEXT,__text) external _u_getPropertyEnum
00007ff80332fd7b (__TEXT,__text) external _u_getPropertyName
00007ff80332fd9e (__TEXT,__text) external _u_getPropertyValueEnum
00007ff80332fd94 (__TEXT,__text) external _u_getPropertyValueName
00007ff803332069 (__TEXT,__text) external _u_getTimeZoneFilesDirectory
00007ff80335ab5d (__TEXT,__text) external _u_getUnicodeVersion
00007ff803332814 (__TEXT,__text) external _u_getVersion
00007ff803518cb3 (__TEXT,__text) external _u_get_stdout
00007ff8033a9d08 (__TEXT,__text) external _u_hasBinaryProperty
00007ff803388e08 (__TEXT,__text) external _u_init
00007ff8033a9d2f (__TEXT,__text) external _u_isEmoji
00007ff80335a66f (__TEXT,__text) external _u_isIDIgnorable
00007ff80335a5d7 (__TEXT,__text) external _u_isIDPart
00007ff80335a54d (__TEXT,__text) external _u_isIDStart
00007ff803359fba (__TEXT,__text) external _u_isISOControl
00007ff80335a7bb (__TEXT,__text) external _u_isJavaIDPart
00007ff80335a731 (__TEXT,__text) external _u_isJavaIDStart
00007ff80335a08c (__TEXT,__text) external _u_isJavaSpaceChar
00007ff803351ed9 (__TEXT,__text) external _u_isMirrored
00007ff803359cbc (__TEXT,__text) external _u_isUAlphabetic
00007ff803356f49 (__TEXT,__text) external _u_isULowercase
00007ff803356f5e (__TEXT,__text) external _u_isUUppercase
00007ff80335a27b (__TEXT,__text) external _u_isUWhiteSpace
00007ff80335a116 (__TEXT,__text) external _u_isWhitespace
00007ff803359d6a (__TEXT,__text) external _u_isalnum
00007ff803359c32 (__TEXT,__text) external _u_isalpha
00007ff803359ea6 (__TEXT,__text) external _u_isbase
00007ff80335a1d6 (__TEXT,__text) external _u_isblank
00007ff803359f30 (__TEXT,__text) external _u_iscntrl
00007ff803359e24 (__TEXT,__text) external _u_isdefined
00007ff803359aef (__TEXT,__text) external _u_isdigit
00007ff80335a439 (__TEXT,__text) external _u_isgraph
00007ff803359954 (__TEXT,__text) external _u_islower
00007ff80335a28e (__TEXT,__text) external _u_isprint
00007ff80335a4c3 (__TEXT,__text) external _u_ispunct
00007ff803359fd7 (__TEXT,__text) external _u_isspace
00007ff803359a66 (__TEXT,__text) external _u_istitle
00007ff8033599dd (__TEXT,__text) external _u_isupper
00007ff803359b78 (__TEXT,__text) external _u_isxdigit
00007ff8035176e3 (__TEXT,__text) external _u_locbund_close
00007ff80351772d (__TEXT,__text) external _u_locbund_getNumberFormat
00007ff80351765c (__TEXT,__text) external _u_locbund_init
00007ff8033bb658 (__TEXT,__text) external _u_memcasecmp
00007ff8033bc4fc (__TEXT,__text) external _u_memchr
00007ff8033bc5c5 (__TEXT,__text) external _u_memchr32
00007ff8033bd74e (__TEXT,__text) external _u_memcmp
00007ff8033bd777 (__TEXT,__text) external _u_memcmpCodePointOrder
00007ff8033bd6e4 (__TEXT,__text) external _u_memcpy
00007ff8033bd708 (__TEXT,__text) external _u_memmove
00007ff8033bc807 (__TEXT,__text) external _u_memrchr
00007ff8033bc8de (__TEXT,__text) external _u_memrchr32
00007ff8033bd72c (__TEXT,__text) external _u_memset
00007ff8034f7c56 (__TEXT,__text) external _u_parseMessage
00007ff8034f80a0 (__TEXT,__text) external _u_parseMessageWithError
00007ff803518f0b (__TEXT,__text) external _u_printf
00007ff8035190d3 (__TEXT,__text) external _u_printf_u
00007ff8033b8609 (__TEXT,__text) external _u_releaseDefaultConverter
00007ff803396cee (__TEXT,__text) external _u_setAtomicIncDecFunctions
00007ff803331eac (__TEXT,__text) external _u_setDataDirectory
00007ff8033033fc (__TEXT,__text) external _u_setMemoryFunctions
00007ff803396cdb (__TEXT,__text) external _u_setMutexFunctions
00007ff80333228a (__TEXT,__text) external _u_setTimeZoneFilesDirectory
00007ff8033b5368 (__TEXT,__text) external _u_shapeArabic
00007ff803517be1 (__TEXT,__text) external _u_snprintf
00007ff803517c7d (__TEXT,__text) external _u_snprintf_u
00007ff803517883 (__TEXT,__text) external _u_sprintf
00007ff803517a5b (__TEXT,__text) external _u_sprintf_u
00007ff803517e77 (__TEXT,__text) external _u_sscanf
00007ff80351804a (__TEXT,__text) external _u_sscanf_u
00007ff8033bb5d6 (__TEXT,__text) external _u_strCaseCompare
00007ff8033bd030 (__TEXT,__text) external _u_strCompare
00007ff8033bcef3 (__TEXT,__text) external _u_strCompareIter
00007ff8033bc0e8 (__TEXT,__text) external _u_strFindFirst
00007ff8033bc62c (__TEXT,__text) external _u_strFindLast
00007ff8033bad20 (__TEXT,__text) external _u_strFoldCase
00007ff8033bf8c6 (__TEXT,__text) external _u_strFromJavaModifiedUTF8WithSub
00007ff803330d81 (__TEXT,__text) external _u_strFromPunycode
00007ff8033be11d (__TEXT,__text) external _u_strFromUTF32
00007ff8033bdee3 (__TEXT,__text) external _u_strFromUTF32WithSub
00007ff8033beab9 (__TEXT,__text) external _u_strFromUTF8
00007ff8033bead4 (__TEXT,__text) external _u_strFromUTF8Lenient
00007ff8033be34d (__TEXT,__text) external _u_strFromUTF8WithSub
00007ff8033b9026 (__TEXT,__text) external _u_strFromWCS
00007ff8033bd1d5 (__TEXT,__text) external _u_strHasMoreChar32Than
00007ff8033bd2ba (__TEXT,__text) external _u_strIsWellFormed
00007ff8033bfdfb (__TEXT,__text) external _u_strToJavaModifiedUTF8
00007ff8033bb6ed (__TEXT,__text) external _u_strToLower
00007ff8033307cc (__TEXT,__text) external _u_strToPunycode
00007ff8033b8d67 (__TEXT,__text) external _u_strToTitle
00007ff8033be332 (__TEXT,__text) external _u_strToUTF32
00007ff8033be138 (__TEXT,__text) external _u_strToUTF32WithSub
00007ff8033bf8ab (__TEXT,__text) external _u_strToUTF8
00007ff8033bef45 (__TEXT,__text) external _u_strToUTF8WithSub
00007ff8033bb745 (__TEXT,__text) external _u_strToUpper
00007ff8033b8fe1 (__TEXT,__text) external _u_strToWCS
00007ff8033bb61e (__TEXT,__text) external _u_strcasecmp
00007ff8033bcc14 (__TEXT,__text) external _u_strcat
00007ff8033bc432 (__TEXT,__text) external _u_strchr
00007ff8033bc56a (__TEXT,__text) external _u_strchr32
00007ff8033bcc8d (__TEXT,__text) external _u_strcmp
00007ff8033bd059 (__TEXT,__text) external _u_strcmpCodePointOrder
00007ff8033bd0dd (__TEXT,__text) external _u_strcpy
00007ff8033bcb5c (__TEXT,__text) external _u_strcspn
00007ff8033a9d3e (__TEXT,__text) external _u_stringHasBinaryProperty
00007ff8033bc4e5 (__TEXT,__text) external _u_strlen
00007ff8033bb68c (__TEXT,__text) external _u_strncasecmp
00007ff8033bcc3e (__TEXT,__text) external _u_strncat
00007ff8033bd079 (__TEXT,__text) external _u_strncmp
00007ff8033bd0c0 (__TEXT,__text) external _u_strncmpCodePointOrder
00007ff8033bd0f9 (__TEXT,__text) external _u_strncpy
00007ff8033bc948 (__TEXT,__text) external _u_strpbrk
00007ff8033bc7bd (__TEXT,__text) external _u_strrchr
00007ff8033bc879 (__TEXT,__text) external _u_strrchr32
00007ff8033bc862 (__TEXT,__text) external _u_strrstr
00007ff8033bcb73 (__TEXT,__text) external _u_strspn
00007ff8033bc553 (__TEXT,__text) external _u_strstr
00007ff8033bcb87 (__TEXT,__text) external _u_strtok_r
00007ff8033bdd62 (__TEXT,__text) external _u_terminateChars
00007ff8033bdd9a (__TEXT,__text) external _u_terminateUChar32s
00007ff8033bdd27 (__TEXT,__text) external _u_terminateUChars
00007ff8033bddd6 (__TEXT,__text) external _u_terminateWChars
00007ff803356f73 (__TEXT,__text) external _u_tolower
00007ff803356f87 (__TEXT,__text) external _u_totitle
00007ff803356f7d (__TEXT,__text) external _u_toupper
00007ff8033b87ac (__TEXT,__text) external _u_uastrcpy
00007ff8033b86c0 (__TEXT,__text) external _u_uastrncpy
00007ff8033bdb52 (__TEXT,__text) external _u_unescape
00007ff8033bd791 (__TEXT,__text) external _u_unescapeAt
00007ff8033325b0 (__TEXT,__text) external _u_versionFromString
00007ff803332672 (__TEXT,__text) external _u_versionFromUString
00007ff80333270a (__TEXT,__text) external _u_versionToString
00007ff8034f7578 (__TEXT,__text) external _u_vformatMessage
00007ff8034f7bea (__TEXT,__text) external _u_vformatMessageWithError
00007ff803518db2 (__TEXT,__text) external _u_vfprintf
00007ff803519098 (__TEXT,__text) external _u_vfprintf_u
00007ff80351b1f0 (__TEXT,__text) external _u_vfscanf
00007ff80351b3c3 (__TEXT,__text) external _u_vfscanf_u
00007ff8034f7ced (__TEXT,__text) external _u_vparseMessage
00007ff8034f813f (__TEXT,__text) external _u_vparseMessageWithError
00007ff80351792e (__TEXT,__text) external _u_vsnprintf
00007ff803517b06 (__TEXT,__text) external _u_vsnprintf_u
00007ff803517bcc (__TEXT,__text) external _u_vsprintf
00007ff803517d19 (__TEXT,__text) external _u_vsprintf_u
00007ff803517f17 (__TEXT,__text) external _u_vsscanf
00007ff8035180ea (__TEXT,__text) external _u_vsscanf_u
00007ff8034ed6b0 (__TEXT,__text) external _uacal_getDayPeriod
00007ff8034f5376 (__TEXT,__text) external _uadatpg_remapPatternWithOptions
00007ff80338d970 (__TEXT,__text) external _ualoc_canonicalForm
00007ff803349f78 (__TEXT,__text) external _ualoc_getAppleParent
00007ff8033492d0 (__TEXT,__text) external _ualoc_getLanguagesForRegion
00007ff803349875 (__TEXT,__text) external _ualoc_getRegionsForLanguage
00007ff80334aa70 (__TEXT,__text) external _ualoc_localizationsToUse
00007ff8034ea7ae (__TEXT,__text) external _uameasfmt_close
00007ff8034ea7c0 (__TEXT,__text) external _uameasfmt_format
00007ff8034ea7d0 (__TEXT,__text) external _uameasfmt_formatGetPosition
00007ff8034eaa73 (__TEXT,__text) external _uameasfmt_formatMultiple
00007ff8034eaa8d (__TEXT,__text) external _uameasfmt_formatMultipleForFields
00007ff8034eaf27 (__TEXT,__text) external _uameasfmt_getMultipleUnitNames
00007ff8034eb90f (__TEXT,__text) external _uameasfmt_getUnitCategory
00007ff8034eadea (__TEXT,__text) external _uameasfmt_getUnitName
00007ff8034eb117 (__TEXT,__text) external _uameasfmt_getUnitsForUsage
00007ff8034ea6d0 (__TEXT,__text) external _uameasfmt_open
00007ff8034ebb8d (__TEXT,__text) external _uatmufmt_close
00007ff8034ebbd1 (__TEXT,__text) external _uatmufmt_format
00007ff8034ebf87 (__TEXT,__text) external _uatmufmt_getListPattern
00007ff8034ebea6 (__TEXT,__text) external _uatmufmt_getTimePattern
00007ff8034ebaa0 (__TEXT,__text) external _uatmufmt_open
00007ff8034ebaaf (__TEXT,__text) external _uatmufmt_openWithNumberFormat
00007ff8034ebe90 (__TEXT,__text) external _uatmufmt_parse
00007ff8034ebb9f (__TEXT,__text) external _uatmufmt_setNumberFormat
00007ff80334cfaf (__TEXT,__text) external _ubidi_close
00007ff80334eeec (__TEXT,__text) external _ubidi_countParagraphs
00007ff80335246e (__TEXT,__text) external _ubidi_countRuns
00007ff80334d0ea (__TEXT,__text) external _ubidi_getBaseDirection
00007ff803351a20 (__TEXT,__text) external _ubidi_getClass
00007ff80334f0b9 (__TEXT,__text) external _ubidi_getClassCallback
00007ff80334f0e2 (__TEXT,__text) external _ubidi_getCustomizedClass
00007ff80334ee12 (__TEXT,__text) external _ubidi_getDirection
00007ff80334ee5c (__TEXT,__text) external _ubidi_getLength
00007ff8033521e7 (__TEXT,__text) external _ubidi_getLevelAt
00007ff80335225b (__TEXT,__text) external _ubidi_getLevels
00007ff803353069 (__TEXT,__text) external _ubidi_getLogicalIndex
00007ff803353333 (__TEXT,__text) external _ubidi_getLogicalMap
00007ff803352347 (__TEXT,__text) external _ubidi_getLogicalRun
00007ff80334eec2 (__TEXT,__text) external _ubidi_getParaLevel
00007ff80334effa (__TEXT,__text) external _ubidi_getParagraph
00007ff80334ef11 (__TEXT,__text) external _ubidi_getParagraphByIndex
00007ff80334ee7e (__TEXT,__text) external _ubidi_getProcessedLength
00007ff80334d0a5 (__TEXT,__text) external _ubidi_getReorderingMode
00007ff80334d0d6 (__TEXT,__text) external _ubidi_getReorderingOptions
00007ff80334eea0 (__TEXT,__text) external _ubidi_getResultLength
00007ff80334ee37 (__TEXT,__text) external _ubidi_getText
00007ff803352df4 (__TEXT,__text) external _ubidi_getVisualIndex
00007ff803353562 (__TEXT,__text) external _ubidi_getVisualMap
00007ff8033529e9 (__TEXT,__text) external _ubidi_getVisualRun
00007ff803353846 (__TEXT,__text) external _ubidi_invertMap
00007ff80334d06d (__TEXT,__text) external _ubidi_isInverse
00007ff80334edfa (__TEXT,__text) external _ubidi_isOrderParagraphsLTR
00007ff80334ce24 (__TEXT,__text) external _ubidi_open
00007ff80334ce45 (__TEXT,__text) external _ubidi_openSized
00007ff80334ede8 (__TEXT,__text) external _ubidi_orderParagraphsLTR
00007ff803352adf (__TEXT,__text) external _ubidi_reorderLogical
00007ff803352c63 (__TEXT,__text) external _ubidi_reorderVisual
00007ff80334f06e (__TEXT,__text) external _ubidi_setClassCallback
00007ff80334d1fe (__TEXT,__text) external _ubidi_setContext
00007ff80334d04a (__TEXT,__text) external _ubidi_setInverse
00007ff803351ef7 (__TEXT,__text) external _ubidi_setLine
00007ff80334d291 (__TEXT,__text) external _ubidi_setPara
00007ff80334ed98 (__TEXT,__text) external _ubidi_setParaWithControls
00007ff80334d085 (__TEXT,__text) external _ubidi_setReorderingMode
00007ff80334d0b9 (__TEXT,__text) external _ubidi_setReorderingOptions
00007ff803354401 (__TEXT,__text) external _ubidi_writeReordered
00007ff803353ff4 (__TEXT,__text) external _ubidi_writeReverse
00007ff803353908 (__TEXT,__text) external _ubiditransform_close
00007ff8033538d3 (__TEXT,__text) external _ubiditransform_open
00007ff803353940 (__TEXT,__text) external _ubiditransform_transform
00007ff80335adfc (__TEXT,__text) external _ublock_getCode
00007ff8033551ec (__TEXT,__text) external _ubrk_clone
00007ff803355226 (__TEXT,__text) external _ubrk_close
00007ff8033552af (__TEXT,__text) external _ubrk_countAvailable
00007ff80335524f (__TEXT,__text) external _ubrk_current
00007ff803355270 (__TEXT,__text) external _ubrk_first
00007ff803355297 (__TEXT,__text) external _ubrk_following
00007ff8033552a5 (__TEXT,__text) external _ubrk_getAvailable
00007ff803355316 (__TEXT,__text) external _ubrk_getBinaryRules
00007ff8033552e9 (__TEXT,__text) external _ubrk_getLocaleByType
00007ff8033552ca (__TEXT,__text) external _ubrk_getRuleStatus
00007ff8033552d8 (__TEXT,__text) external _ubrk_getRuleStatusVec
00007ff8033552b9 (__TEXT,__text) external _ubrk_isBoundary
00007ff80335527b (__TEXT,__text) external _ubrk_last
00007ff80335525a (__TEXT,__text) external _ubrk_next
00007ff803354cf0 (__TEXT,__text) external _ubrk_open
00007ff80335507f (__TEXT,__text) external _ubrk_openBinaryRules
00007ff803354f5a (__TEXT,__text) external _ubrk_openRules
00007ff803355286 (__TEXT,__text) external _ubrk_preceding
00007ff803355265 (__TEXT,__text) external _ubrk_previous
00007ff803355305 (__TEXT,__text) external _ubrk_refreshUText
00007ff80335518d (__TEXT,__text) external _ubrk_safeClone
00007ff803355238 (__TEXT,__text) external _ubrk_setLineWordOpts
00007ff803354ed4 (__TEXT,__text) external _ubrk_setText
00007ff803355241 (__TEXT,__text) external _ubrk_setUText
00007ff803339f96 (__TEXT,__text) external _ubrk_swap
00007ff8034ecd46 (__TEXT,__text) external _ucal_add
00007ff8034ecda4 (__TEXT,__text) external _ucal_clear
00007ff8034ecd9a (__TEXT,__text) external _ucal_clearField
00007ff8034ec6a9 (__TEXT,__text) external _ucal_clone
00007ff8034ec697 (__TEXT,__text) external _ucal_close
00007ff8034ecce2 (__TEXT,__text) external _ucal_countAvailable
00007ff8034ecd38 (__TEXT,__text) external _ucal_equivalentTo
00007ff8034ecd70 (__TEXT,__text) external _ucal_get
00007ff8034ecc24 (__TEXT,__text) external _ucal_getAttribute
00007ff8034eccd8 (__TEXT,__text) external _ucal_getAvailable
00007ff8034ece62 (__TEXT,__text) external _ucal_getCanonicalTimeZoneID
00007ff8034ec408 (__TEXT,__text) external _ucal_getDSTSavings
00007ff8034ecfdb (__TEXT,__text) external _ucal_getDayOfWeekType
00007ff8034ec100 (__TEXT,__text) external _ucal_getDefaultTimeZone
00007ff8034ed029 (__TEXT,__text) external _ucal_getFieldDifference
00007ff8034ecbae (__TEXT,__text) external _ucal_getGregorianChange
00007ff8034ec30a (__TEXT,__text) external _ucal_getHostTimeZone
00007ff8034ed040 (__TEXT,__text) external _ucal_getKeywordValuesForLocale
00007ff8034ecdae (__TEXT,__text) external _ucal_getLimit
00007ff8034ece3c (__TEXT,__text) external _ucal_getLocaleByType
