00000001835cfd64 (__TEXT,__text) external _CreateLSTMBreakEngine
0000000183639cb0 (__TEXT,__text) external _uhash_nextElement
0000000183639a4c (__TEXT,__text) external _uhash_open
0000000183639b04 (__TEXT,__text) external _uhash_openSize
000000018363a1b0 (__TEXT,__text) external _uhash_put
000000018363a334 (__TEXT,__text) external _uhash_puti
000000018363a380 (__TEXT,__text) external _uhash_putiAllowZero
000000018363a3cc (__TEXT,__text) external _uhash_remove
000000018363a4b0 (__TEXT,__text) external _uhash_removeAll
000000018363a528 (__TEXT,__text) external _uhash_removeElement
000000018363a47c (__TEXT,__text) external _uhash_removei
0000000183639d0c (__TEXT,__text) external _uhash_setKeyComparator
0000000183639d2c (__TEXT,__text) external _uhash_setKeyDeleter
0000000183639cfc (__TEXT,__text) external _uhash_setKeyHasher
0000000183639d4c (__TEXT,__text) external _uhash_setResizePolicy
0000000183639d1c (__TEXT,__text) external _uhash_setValueComparator
0000000183639d3c (__TEXT,__text) external _uhash_setValueDeleter
000000018363b6bc (__TEXT,__text) external _uidna_IDNToASCII
000000018363b9b0 (__TEXT,__text) external _uidna_IDNToUnicode
00000001836843c0 (__TEXT,__text) external _uidna_close
000000018363bc60 (__TEXT,__text) external _uidna_compare
00000001836843ec (__TEXT,__text) external _uidna_labelToASCII
0000000183684ab8 (__TEXT,__text) external _uidna_labelToASCII_UTF8
0000000183684608 (__TEXT,__text) external _uidna_labelToUnicode
0000000183684be4 (__TEXT,__text) external _uidna_labelToUnicodeUTF8
0000000183684798 (__TEXT,__text) external _uidna_nameToASCII
0000000183684d10 (__TEXT,__text) external _uidna_nameToASCII_UTF8
0000000183684928 (__TEXT,__text) external _uidna_nameToUnicode
0000000183684e3c (__TEXT,__text) external _uidna_nameToUnicodeUTF8
00000001836843bc (__TEXT,__text) external _uidna_openUTS46
000000018363aae8 (__TEXT,__text) external _uidna_toASCII
000000018363b0e4 (__TEXT,__text) external _uidna_toUnicode
000000018363cc0c (__TEXT,__text) external _uiter_current32
000000018363cdd0 (__TEXT,__text) external _uiter_getState
000000018363ccd0 (__TEXT,__text) external _uiter_next32
000000018363cd50 (__TEXT,__text) external _uiter_previous32
000000018363ca50 (__TEXT,__text) external _uiter_setCharacterIterator
000000018363cab4 (__TEXT,__text) external _uiter_setReplaceable
000000018363cde8 (__TEXT,__text) external _uiter_setState
000000018363c8a8 (__TEXT,__text) external _uiter_setString
000000018363c948 (__TEXT,__text) external _uiter_setUTF16BE
000000018363cb64 (__TEXT,__text) external _uiter_setUTF8
00000001835c28b8 (__TEXT,__text) external _uldn_close
00000001835c2954 (__TEXT,__text) external _uldn_getContext
00000001835c2928 (__TEXT,__text) external _uldn_getDialectHandling
00000001835c28e4 (__TEXT,__text) external _uldn_getLocale
00000001835c301c (__TEXT,__text) external _uldn_keyDisplayName
00000001835c3154 (__TEXT,__text) external _uldn_keyValueDisplayName
00000001835c2adc (__TEXT,__text) external _uldn_languageDisplayName
00000001835c298c (__TEXT,__text) external _uldn_localeDisplayName
00000001835c2758 (__TEXT,__text) external _uldn_open
00000001835c2800 (__TEXT,__text) external _uldn_openForContext
00000001835c2dac (__TEXT,__text) external _uldn_regionDisplayName
00000001835c2d4c (__TEXT,__text) external _uldn_scriptCodeDisplayName
00000001835c2c14 (__TEXT,__text) external _uldn_scriptDisplayName
00000001835c2ee4 (__TEXT,__text) external _uldn_variantDisplayName
000000018363e3e4 (__TEXT,__text) external _ulist_addItemBeginList
000000018363e318 (__TEXT,__text) external _ulist_addItemEndList
000000018363e6a0 (__TEXT,__text) external _ulist_close_keyword_values_iterator
000000018363e4b4 (__TEXT,__text) external _ulist_containsString
000000018363e6e4 (__TEXT,__text) external _ulist_count_keyword_values
000000018363e2c0 (__TEXT,__text) external _ulist_createEmptyList
000000018363e630 (__TEXT,__text) external _ulist_deleteList
000000018363e790 (__TEXT,__text) external _ulist_getListFromEnum
000000018363e60c (__TEXT,__text) external _ulist_getListSize
000000018363e5e8 (__TEXT,__text) external _ulist_getNext
000000018363e708 (__TEXT,__text) external _ulist_next_keyword_value
000000018363e534 (__TEXT,__text) external _ulist_removeString
000000018363e620 (__TEXT,__text) external _ulist_resetList
000000018363e76c (__TEXT,__text) external _ulist_reset_keyword_values_iterator
00000001837d3860 (__TEXT,__text) external _ulistfmt_close
00000001837d3968 (__TEXT,__text) external _ulistfmt_closeResult
00000001837d39d0 (__TEXT,__text) external _ulistfmt_format
00000001837d3d64 (__TEXT,__text) external _ulistfmt_formatStringsToResult
00000001837d3698 (__TEXT,__text) external _ulistfmt_open
00000001837d3774 (__TEXT,__text) external _ulistfmt_openForType
00000001837d388c (__TEXT,__text) external _ulistfmt_openResult
00000001837d391c (__TEXT,__text) external _ulistfmt_resultAsValue
00000001835bbe7c (__TEXT,__text) external _uloc_acceptLanguage
00000001835bc338 (__TEXT,__text) external _uloc_acceptLanguageFromHTTP
00000001835c8a84 (__TEXT,__text) external _uloc_addLikelySubtags
00000001836410b4 (__TEXT,__text) external _uloc_canonicalize
00000001835bd048 (__TEXT,__text) external _uloc_countAvailable
0000000183644814 (__TEXT,__text) external _uloc_forLanguageTag
00000001835bd0b4 (__TEXT,__text) external _uloc_getAvailable
0000000183640ff0 (__TEXT,__text) external _uloc_getBaseName
00000001835ccb7c (__TEXT,__text) external _uloc_getCharacterOrientation
0000000183640204 (__TEXT,__text) external _uloc_getCountry
000000018363fec0 (__TEXT,__text) external _uloc_getDefault
00000001835bde6c (__TEXT,__text) external _uloc_getDisplayCountry
00000001835bedd0 (__TEXT,__text) external _uloc_getDisplayKeyword
00000001835bee44 (__TEXT,__text) external _uloc_getDisplayKeywordValue
00000001835bda78 (__TEXT,__text) external _uloc_getDisplayLanguage
00000001835be2d4 (__TEXT,__text) external _uloc_getDisplayName
00000001835bdc00 (__TEXT,__text) external _uloc_getDisplayScript
00000001835be14c (__TEXT,__text) external _uloc_getDisplayVariant
0000000183641314 (__TEXT,__text) external _uloc_getISO3Country
000000018364126c (__TEXT,__text) external _uloc_getISO3Language
0000000183641618 (__TEXT,__text) external _uloc_getISOCountries
000000018364160c (__TEXT,__text) external _uloc_getISOLanguages
000000018363eba0 (__TEXT,__text) external _uloc_getKeywordValue
00000001836413bc (__TEXT,__text) external _uloc_getLCID
0000000183640018 (__TEXT,__text) external _uloc_getLanguage
00000001835cccf4 (__TEXT,__text) external _uloc_getLineOrientation
00000001836415f4 (__TEXT,__text) external _uloc_getLocaleForLCID
0000000183640864 (__TEXT,__text) external _uloc_getName
000000018363fec4 (__TEXT,__text) external _uloc_getParent
00000001836400d8 (__TEXT,__text) external _uloc_getScript
00000001835cc854 (__TEXT,__text) external _uloc_getTableStringWithFallback
0000000183640390 (__TEXT,__text) external _uloc_getVariant
00000001835c950c (__TEXT,__text) external _uloc_isRightToLeft
00000001835c8ddc (__TEXT,__text) external _uloc_minimizeSubtags
00000001835bd2b4 (__TEXT,__text) external _uloc_openAvailableByType
000000018363fb10 (__TEXT,__text) external _uloc_openKeywordList
000000018363fc0c (__TEXT,__text) external _uloc_openKeywords
00000001836415f8 (__TEXT,__text) external _uloc_setDefault
000000018363f0a0 (__TEXT,__text) external _uloc_setKeywordValue
0000000183643578 (__TEXT,__text) external _uloc_toLanguageTag
00000001836416b4 (__TEXT,__text) external _uloc_toLegacyKey
0000000183641718 (__TEXT,__text) external _uloc_toLegacyType
0000000183641624 (__TEXT,__text) external _uloc_toUnicodeLocaleKey
0000000183641668 (__TEXT,__text) external _uloc_toUnicodeLocaleType
0000000183646a4c (__TEXT,__text) external _ulocale_close
0000000183646ac8 (__TEXT,__text) external _ulocale_getBaseName
0000000183646ad4 (__TEXT,__text) external _ulocale_getKeywordValue
0000000183646cdc (__TEXT,__text) external _ulocale_getKeywords
0000000183646a78 (__TEXT,__text) external _ulocale_getLanguage
0000000183646abc (__TEXT,__text) external _ulocale_getLocaleID
0000000183646a98 (__TEXT,__text) external _ulocale_getRegion
0000000183646a88 (__TEXT,__text) external _ulocale_getScript
0000000183646bd8 (__TEXT,__text) external _ulocale_getUnicodeKeywordValue
0000000183646d44 (__TEXT,__text) external _ulocale_getUnicodeKeywords
0000000183646aa8 (__TEXT,__text) external _ulocale_getVariant
0000000183646dac (__TEXT,__text) external _ulocale_isBogus
0000000183646974 (__TEXT,__text) external _ulocale_openForLanguageTag
0000000183646870 (__TEXT,__text) external _ulocale_openForLocaleID
0000000183647140 (__TEXT,__text) external _ulocbld_addUnicodeLocaleAttribute
0000000183646f48 (__TEXT,__text) external _ulocbld_adoptULocale
00000001836474e0 (__TEXT,__text) external _ulocbld_buildLanguageTag
00000001836473cc (__TEXT,__text) external _ulocbld_buildLocaleID
00000001836472f8 (__TEXT,__text) external _ulocbld_buildULocale
00000001836472e0 (__TEXT,__text) external _ulocbld_clear
00000001836472ec (__TEXT,__text) external _ulocbld_clearExtensions
0000000183646de4 (__TEXT,__text) external _ulocbld_close
0000000183647614 (__TEXT,__text) external _ulocbld_copyErrorTo
0000000183646dc0 (__TEXT,__text) external _ulocbld_open
0000000183647198 (__TEXT,__text) external _ulocbld_removeUnicodeLocaleAttribute
00000001836471f0 (__TEXT,__text) external _ulocbld_setExtension
0000000183646fe0 (__TEXT,__text) external _ulocbld_setLanguage
0000000183646f88 (__TEXT,__text) external _ulocbld_setLanguageTag
0000000183646e10 (__TEXT,__text) external _ulocbld_setLocale
0000000183647090 (__TEXT,__text) external _ulocbld_setRegion
0000000183647038 (__TEXT,__text) external _ulocbld_setScript
0000000183647254 (__TEXT,__text) external _ulocbld_setUnicodeLocaleKeyword
00000001836470e8 (__TEXT,__text) external _ulocbld_setVariant
00000001836476e8 (__TEXT,__text) external _ulocdata_close
0000000183647bbc (__TEXT,__text) external _ulocdata_getCLDRVersion
000000018364782c (__TEXT,__text) external _ulocdata_getDelimiter
0000000183647744 (__TEXT,__text) external _ulocdata_getExemplarSet
0000000183647c28 (__TEXT,__text) external _ulocdata_getLocaleDisplayPattern
0000000183647d70 (__TEXT,__text) external _ulocdata_getLocaleSeparator
000000018364796c (__TEXT,__text) external _ulocdata_getMeasurementSystem
000000018364773c (__TEXT,__text) external _ulocdata_getNoSubstitute
0000000183647b14 (__TEXT,__text) external _ulocdata_getPaperSize
000000018364762c (__TEXT,__text) external _ulocdata_open
0000000183647734 (__TEXT,__text) external _ulocdata_setNoSubstitute
00000001835c8b44 (__TEXT,__text) external _ulocimp_addLikelySubtags
000000018364116c (__TEXT,__text) external _ulocimp_canonicalize
00000001836448dc (__TEXT,__text) external _ulocimp_forLanguageTag
00000001836410a8 (__TEXT,__text) external _ulocimp_getBaseName
000000018363ec6c (__TEXT,__text) external _ulocimp_getKeywordValue
00000001835c44e0 (__TEXT,__text) external _ulocimp_getKnownCanonicalizedLocaleForTest
000000018364091c (__TEXT,__text) external _ulocimp_getName
000000018363ff78 (__TEXT,__text) external _ulocimp_getParent
00000001835c9718 (__TEXT,__text) external _ulocimp_getRegionForSupplementalData
00000001835c44f4 (__TEXT,__text) external _ulocimp_isCanonicalizedLocaleForTest
00000001835c8e9c (__TEXT,__text) external _ulocimp_minimizeSubtags
00000001835c9974 (__TEXT,__text) external _ulocimp_setRegionToSupplementalRegion
000000018364363c (__TEXT,__text) external _ulocimp_toLanguageTag
0000000183643190 (__TEXT,__text) external _ultag_getTKeyStart
000000018370c3e4 (__TEXT,__text) external _umeas_getPrefixBase
000000018370c3c8 (__TEXT,__text) external _umeas_getPrefixPower
00000001837d4c70 (__TEXT,__text) external _umsg_applyPattern
00000001837d4f14 (__TEXT,__text) external _umsg_autoQuoteApostrophe
00000001837d4b08 (__TEXT,__text) external _umsg_clone
00000001837d4570 (__TEXT,__text) external _umsg_close
00000001837d4eb4 (__TEXT,__text) external _umsg_format
00000001837d4c20 (__TEXT,__text) external _umsg_getLocale
00000001837d4094 (__TEXT,__text) external _umsg_open
00000001837d4ee4 (__TEXT,__text) external _umsg_parse
00000001837d4b80 (__TEXT,__text) external _umsg_setLocale
00000001837d4d68 (__TEXT,__text) external _umsg_toPattern
00000001837d4218 (__TEXT,__text) external _umsg_vformat
00000001837d474c (__TEXT,__text) external _umsg_vparse
000000018364aedc (__TEXT,__text) external _umtx_lock
000000018364af2c (__TEXT,__text) external _umtx_unlock
0000000183648be0 (__TEXT,__text) external _umutablecptrie_buildImmutable
0000000183648184 (__TEXT,__text) external _umutablecptrie_clone
00000001836482ec (__TEXT,__text) external _umutablecptrie_close
0000000183648358 (__TEXT,__text) external _umutablecptrie_fromUCPMap
00000001836484d8 (__TEXT,__text) external _umutablecptrie_fromUCPTrie
000000018364869c (__TEXT,__text) external _umutablecptrie_get
00000001836486fc (__TEXT,__text) external _umutablecptrie_getRange
0000000183648058 (__TEXT,__text) external _umutablecptrie_open
00000001836489c0 (__TEXT,__text) external _umutablecptrie_set
0000000183648a5c (__TEXT,__text) external _umutablecptrie_setRange
00000001835d43a0 (__TEXT,__text) external _unorm2_append
00000001835d3d44 (__TEXT,__text) external _unorm2_close
00000001835d4614 (__TEXT,__text) external _unorm2_composePair
00000001835d4638 (__TEXT,__text) external _unorm2_getCombiningClass
00000001835d43ac (__TEXT,__text) external _unorm2_getDecomposition
00000001835b867c (__TEXT,__text) external _unorm2_getInstance
00000001835d3cfc (__TEXT,__text) external _unorm2_getNFCInstance
00000001835d3d20 (__TEXT,__text) external _unorm2_getNFDInstance
00000001835b85b4 (__TEXT,__text) external _unorm2_getNFKCCasefoldInstance
00000001835b84ec (__TEXT,__text) external _unorm2_getNFKCInstance
00000001835b8618 (__TEXT,__text) external _unorm2_getNFKCSimpleCasefoldInstance
00000001835b8550 (__TEXT,__text) external _unorm2_getNFKDInstance
00000001835d44e0 (__TEXT,__text) external _unorm2_getRawDecomposition
00000001835d4998 (__TEXT,__text) external _unorm2_hasBoundaryAfter
00000001835d4974 (__TEXT,__text) external _unorm2_hasBoundaryBefore
00000001835d49bc (__TEXT,__text) external _unorm2_isInert
00000001835d465c (__TEXT,__text) external _unorm2_isNormalized
00000001835d3d70 (__TEXT,__text) external _unorm2_normalize
00000001835d3fec (__TEXT,__text) external _unorm2_normalizeSecondAndAppend
00000001835b77d8 (__TEXT,__text) external _unorm2_openFiltered
00000001835d4764 (__TEXT,__text) external _unorm2_quickCheck
00000001835d486c (__TEXT,__text) external _unorm2_spanQuickCheckYes
00000001835dca20 (__TEXT,__text) external _unorm2_swap
000000018365f1b8 (__TEXT,__text) external _unorm_compare
000000018365ea58 (__TEXT,__text) external _unorm_concatenate
000000018365e658 (__TEXT,__text) external _unorm_isNormalized
000000018365e6b0 (__TEXT,__text) external _unorm_isNormalizedWithOptions
000000018365ea14 (__TEXT,__text) external _unorm_next
000000018365e790 (__TEXT,__text) external _unorm_normalize
000000018365e894 (__TEXT,__text) external _unorm_previous
000000018365e520 (__TEXT,__text) external _unorm_quickCheck
000000018365e578 (__TEXT,__text) external _unorm_quickCheckWithOptions
00000001837ddf28 (__TEXT,__text) external _unum_applyPattern
00000001837dba50 (__TEXT,__text) external _unum_clone
00000001837dba24 (__TEXT,__text) external _unum_close
00000001837dcc34 (__TEXT,__text) external _unum_countAvailable
00000001837dbb58 (__TEXT,__text) external _unum_format
00000001837dc134 (__TEXT,__text) external _unum_formatDecimal
00000001837dbd98 (__TEXT,__text) external _unum_formatDouble
00000001837dc334 (__TEXT,__text) external _unum_formatDoubleCurrency
00000001837dbfd0 (__TEXT,__text) external _unum_formatDoubleForFields
00000001837dbb60 (__TEXT,__text) external _unum_formatInt64
00000001837de224 (__TEXT,__text) external _unum_formatUFormattable
00000001837dccc8 (__TEXT,__text) external _unum_getAttribute
00000001837dcc30 (__TEXT,__text) external _unum_getAvailable
00000001837de11c (__TEXT,__text) external _unum_getContext
00000001837dd234 (__TEXT,__text) external _unum_getDoubleAttribute
00000001837de0bc (__TEXT,__text) external _unum_getLocaleByType
00000001837ddc64 (__TEXT,__text) external _unum_getSymbol
00000001837dd3b4 (__TEXT,__text) external _unum_getTextAttribute
00000001837dcc38 (__TEXT,__text) external _unum_hasAttribute
00000001837db56c (__TEXT,__text) external _unum_open
00000001837dc554 (__TEXT,__text) external _unum_parse
00000001837dc8f8 (__TEXT,__text) external _unum_parseDecimal
00000001837dc828 (__TEXT,__text) external _unum_parseDouble
00000001837dca5c (__TEXT,__text) external _unum_parseDoubleCurrency
00000001837dc760 (__TEXT,__text) external _unum_parseInt64
00000001837de15c (__TEXT,__text) external _unum_parseToUFormattable
00000001837dced8 (__TEXT,__text) external _unum_setAttribute
00000001837de0e0 (__TEXT,__text) external _unum_setContext
00000001837dd2ec (__TEXT,__text) external _unum_setDoubleAttribute
00000001837ddd78 (__TEXT,__text) external _unum_setSymbol
00000001837dd744 (__TEXT,__text) external _unum_setTextAttribute
00000001837dda3c (__TEXT,__text) external _unum_toPattern
000000018371f058 (__TEXT,__text) external _unumf_close
000000018371e548 (__TEXT,__text) external _unumf_closeResult
000000018371eb8c (__TEXT,__text) external _unumf_formatDecimal
000000018371eab0 (__TEXT,__text) external _unumf_formatDouble
