00007ffb43842860 (__DATA,__common) external _AfterColour
00007ffb16bc36cc (__TEXT,__text) external __ZNK4llvm18TargetRegisterInfo22getMinimalPhysRegClassENS_10MCRegisterENS_3MVTE
00007ffb16bc315c (__TEXT,__text) external __ZNK4llvm18TargetRegisterInfo23checkAllSuperRegsMarkedERKNS_9BitVectorENS_8ArrayRefItEE
00007ffb17e2b56a (__TEXT,__text) external __ZNK4llvm18TargetRegisterInfo23prependOffsetExpressionEPKNS_12DIExpressionEjRKNS_11StackOffsetE
00007ffb16bc4310 (__TEXT,__text) external __ZNK4llvm18TargetRegisterInfo24getCoveringSubRegIndexesERKNS_19MachineRegisterInfoEPKNS_19TargetRegisterClassENS_11LaneBitmaskERNS_15SmallVectorImplIjEE
00007ffb16bc3936 (__TEXT,__text) external __ZNK4llvm18TargetRegisterInfo24getMatchingSuperRegClassEPKNS_19TargetRegisterClassES3_j
00007ffb16bc37d6 (__TEXT,__text) external __ZNK4llvm18TargetRegisterInfo25getMinimalPhysRegClassLLTENS_10MCRegisterENS_3LLTE
00007ffb17e2b4da (__TEXT,__text) external __ZNK4llvm18TargetRegisterInfo26lookThruSingleUseCopyChainENS_8RegisterEPKNS_19MachineRegisterInfoE
00007ffb17e2b156 (__TEXT,__text) external __ZNK4llvm18TargetRegisterInfo27shouldRegionSplitForVirtRegERKNS_15MachineFunctionERKNS_12LiveIntervalE
00007ffb179c6f3c (__TEXT,__text) external __ZNK4llvm18ThreadPoolStrategy20compute_thread_countEv
00007ffb18056aac (__TEXT,__text) external __ZNK4llvm18ThreadPoolStrategy21apply_thread_strategyEj
00007ffb16978ccc (__TEXT,__text) external __ZNK4llvm18VLIWPacketizerList5aliasERKNS_12MachineInstrES3_b
00007ffb16978b24 (__TEXT,__text) external __ZNK4llvm18VLIWPacketizerList5aliasERKNS_17MachineMemOperandES3_b
00007ffb180c213a (__TEXT,__text) external __ZNK4llvm18VPExpandSCEVRecipe5printERNS_11raw_ostreamERKNS_5TwineERNS_13VPSlotTrackerE
00007ffb180aab00 (__TEXT,__text) external __ZNK4llvm18VPInterleaveRecipe5printERNS_11raw_ostreamERKNS_5TwineERNS_13VPSlotTrackerE
00007ffb16dac776 (__TEXT,__text) external __ZNK4llvm19DWARFDebugAddrTable12getAddrEntryEj
00007ffb16dac8ee (__TEXT,__text) external __ZNK4llvm19DWARFDebugAddrTable13getFullLengthEv
00007ffb16dac43e (__TEXT,__text) external __ZNK4llvm19DWARFDebugAddrTable4dumpERNS_11raw_ostreamENS_13DIDumpOptionsE
00007ffb16dac9d4 (__TEXT,__text) external __ZNK4llvm19DWARFDebugArangeSet10Descriptor4dumpERNS_11raw_ostreamEj
00007ffb16dad1a2 (__TEXT,__text) external __ZNK4llvm19DWARFDebugArangeSet4dumpERNS_11raw_ostreamE
00007ffb16dc2298 (__TEXT,__text) external __ZNK4llvm19DWARFDebugRangeList14RangeListEntry27isBaseAddressSelectionEntryEh
00007ffb16dc2710 (__TEXT,__text) external __ZNK4llvm19DWARFDebugRangeList17getAbsoluteRangesENS_8OptionalINS_6object16SectionedAddressEEE
00007ffb16dc2646 (__TEXT,__text) external __ZNK4llvm19DWARFDebugRangeList4dumpERNS_11raw_ostreamE
00007ffb17d51902 (__TEXT,__text) external __ZNK4llvm19DataDependenceGraph10getPiBlockERKNS_7DDGNodeE
00007ffb17d52bfa (__TEXT,__text) weak external __ZNK4llvm19DependenceGraphInfoINS_7DDGNodeEE15getDependenciesERKS1_S4_RNS_11SmallVectorINSt3__110unique_ptrINS_10DependenceENS6_14default_deleteIS8_EEEELj1EEE
00007ffb166811e6 (__TEXT,__text) weak external __ZNK4llvm19DependenceGraphInfoINS_7DDGNodeEE19getDependenceStringERKS1_S4_
00007ffb16697fe8 (__TEXT,__text) weak external __ZNK4llvm19DependenceGraphInfoINS_7DDGNodeEE7getNameEv
00007ffb16698008 (__TEXT,__text) weak external __ZNK4llvm19DependenceGraphInfoINS_7DDGNodeEE7getRootEv
00007ffb18026cf6 (__TEXT,__text) external __ZNK4llvm19FixedPointSemantics18getCommonSemanticsERKS0_
00007ffb18026b90 (__TEXT,__text) external __ZNK4llvm19FixedPointSemantics20fitsInFloatSemanticsERKNS_12fltSemanticsE
00007ffb1792d5e0 (__TEXT,__text) external __ZNK4llvm19FoldingSetNodeIDRefeqES0_
00007ffb1792d602 (__TEXT,__text) external __ZNK4llvm19FoldingSetNodeIDRefltES0_
00007ffb166bd2b8 (__TEXT,__text) external __ZNK4llvm19GPUFunctionCallInfo5printERNS_11raw_ostreamE
00007ffb1803c5fc (__TEXT,__text) external __ZNK4llvm19IncrementObfuscator10lookupImplENS_9StringRefE
00007ffb1803c6e4 (__TEXT,__text) external __ZNK4llvm19IncrementObfuscator19writeReverseMapImplERNS_11raw_ostreamE
00007ffb1803c666 (__TEXT,__text) external __ZNK4llvm19IncrementObfuscator9findIndexENS_9StringRefE
00007ffb17d65b5e (__TEXT,__text) external __ZNK4llvm19InductionDescriptor20getConstIntStepValueEv
00007ffb174d38be (__TEXT,__text) external __ZNK4llvm19InstrProfCorrelator11getDataSizeEv
00007ffb17d774d0 (__TEXT,__text) external __ZNK4llvm19LoopInfoWrapperPass14verifyAnalysisEv
00007ffb17d7752a (__TEXT,__text) external __ZNK4llvm19LoopInfoWrapperPass16getAnalysisUsageERNS_13AnalysisUsageE
00007ffb17d77546 (__TEXT,__text) external __ZNK4llvm19LoopInfoWrapperPass5printERNS_11raw_ostreamEPKNS_6ModuleE
00007ffb17361d76 (__TEXT,__text) external __ZNK4llvm19MCAsmMacroParameter4dumpERNS_11raw_ostreamE
00007ffb17efcc7a (__TEXT,__text) external __ZNK4llvm19MCDwarfDwoLineTable4EmitERNS_10MCStreamerENS_22MCDwarfLineTableParamsEPNS_9MCSectionE
00007ffb17dea85e (__TEXT,__text) external __ZNK4llvm19MachineConstantPool4dumpEv
00007ffb17de935a (__TEXT,__text) external __ZNK4llvm19MachineConstantPool5printERNS_11raw_ostreamE
00007ffb16a4079c (__TEXT,__text) external __ZNK4llvm19MachineFunctionPass16getAnalysisUsageERNS_13AnalysisUsageE
00007ffb17deb2e2 (__TEXT,__text) external __ZNK4llvm19MachineFunctionPass17createPrinterPassERNS_11raw_ostreamERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
00007ffb16a84e64 (__TEXT,__text) external __ZNK4llvm19MachineRegisterInfo10getVRegDefENS_8RegisterE
00007ffb16a85f6e (__TEXT,__text) external __ZNK4llvm19MachineRegisterInfo13isPhysRegUsedENS_10MCRegisterEb
00007ffb16a84c50 (__TEXT,__text) external __ZNK4llvm19MachineRegisterInfo13verifyUseListENS_8RegisterE
00007ffb16a850a2 (__TEXT,__text) external __ZNK4llvm19MachineRegisterInfo14clearKillFlagsENS_8RegisterE
00007ffb17dfcd18 (__TEXT,__text) external __ZNK4llvm19MachineRegisterInfo14verifyUseListsEv
00007ffb16a84f6c (__TEXT,__text) external __ZNK4llvm19MachineRegisterInfo15hasOneNonDBGUseENS_8RegisterE
00007ffb16a86558 (__TEXT,__text) external __ZNK4llvm19MachineRegisterInfo15isFixedRegisterERKNS_15MachineFunctionENS_10MCRegisterE
00007ffb17dfcd1e (__TEXT,__text) external __ZNK4llvm19MachineRegisterInfo16getLiveInPhysRegENS_8RegisterE
00007ffb16a85132 (__TEXT,__text) external __ZNK4llvm19MachineRegisterInfo16getLiveInVirtRegENS_10MCRegisterE
00007ffb16a84eb8 (__TEXT,__text) external __ZNK4llvm19MachineRegisterInfo16getUniqueVRegDefENS_8RegisterE
00007ffb16a84fc4 (__TEXT,__text) external __ZNK4llvm19MachineRegisterInfo16hasOneNonDBGUserENS_8RegisterE
00007ffb16a85a88 (__TEXT,__text) external __ZNK4llvm19MachineRegisterInfo17isConstantPhysRegENS_10MCRegisterE
00007ffb16a85d02 (__TEXT,__text) external __ZNK4llvm19MachineRegisterInfo17isPhysRegModifiedENS_10MCRegisterEb
00007ffb16a8647a (__TEXT,__text) external __ZNK4llvm19MachineRegisterInfo17isReservedRegUnitEj
00007ffb16a86354 (__TEXT,__text) external __ZNK4llvm19MachineRegisterInfo18getCalleeSavedRegsEv
00007ffb16a86524 (__TEXT,__text) external __ZNK4llvm19MachineRegisterInfo18isArgumentRegisterERKNS_15MachineFunctionENS_10MCRegisterE
00007ffb16a85026 (__TEXT,__text) external __ZNK4llvm19MachineRegisterInfo19hasAtMostUserInstrsENS_8RegisterEj
00007ffb16a85856 (__TEXT,__text) external __ZNK4llvm19MachineRegisterInfo21getMaxLaneMaskForVRegENS_8RegisterE
00007ffb16a8658c (__TEXT,__text) external __ZNK4llvm19MachineRegisterInfo24isGeneralPurposeRegisterERKNS_15MachineFunctionENS_10MCRegisterE
00007ffb16a85c4a (__TEXT,__text) external __ZNK4llvm19MachineRegisterInfo27markUsesInDebugValueAsUndefENS_8RegisterE
00007ffb16a85876 (__TEXT,__text) external __ZNK4llvm19MachineRegisterInfo8dumpUsesENS_8RegisterE
00007ffb16a85102 (__TEXT,__text) external __ZNK4llvm19MachineRegisterInfo8isLiveInENS_8RegisterE
00007ffb16aa1c6a (__TEXT,__text) external __ZNK4llvm19MachineTraceMetrics14TraceBlockInfo5printERNS_11raw_ostreamE
00007ffb17e02f00 (__TEXT,__text) external __ZNK4llvm19MachineTraceMetrics14verifyAnalysisEv
00007ffb17e02440 (__TEXT,__text) external __ZNK4llvm19MachineTraceMetrics16getAnalysisUsageERNS_13AnalysisUsageE
00007ffb16a9f9a2 (__TEXT,__text) external __ZNK4llvm19MachineTraceMetrics21getProcResourceCyclesEj
00007ffb17e03950 (__TEXT,__text) external __ZNK4llvm19MachineTraceMetrics5Trace11getPHIDepthERKNS_12MachineInstrE
00007ffb16aa19ee (__TEXT,__text) external __ZNK4llvm19MachineTraceMetrics5Trace12isDepInTraceERKNS_12MachineInstrES4_
00007ffb17e03900 (__TEXT,__text) external __ZNK4llvm19MachineTraceMetrics5Trace13getInstrSlackERKNS_12MachineInstrE
00007ffb16aa1618 (__TEXT,__text) external __ZNK4llvm19MachineTraceMetrics5Trace16getResourceDepthEb
00007ffb16aa170a (__TEXT,__text) external __ZNK4llvm19MachineTraceMetrics5Trace17getResourceLengthENS_8ArrayRefIPKNS_17MachineBasicBlockEEENS2_IPKNS_16MCSchedClassDescEEESA_
00007ffb16aa2166 (__TEXT,__text) external __ZNK4llvm19MachineTraceMetrics5Trace5printERNS_11raw_ostreamE
00007ffb16a9f9c0 (__TEXT,__text) external __ZNK4llvm19MachineTraceMetrics8Ensemble10getLoopForEPKNS_17MachineBasicBlockE
00007ffb16a9fa88 (__TEXT,__text) external __ZNK4llvm19MachineTraceMetrics8Ensemble17getDepthResourcesEPKNS_17MachineBasicBlockE
00007ffb16a9faaa (__TEXT,__text) external __ZNK4llvm19MachineTraceMetrics8Ensemble18getHeightResourcesEPKNS_17MachineBasicBlockE
00007ffb16a9fa3c (__TEXT,__text) external __ZNK4llvm19MachineTraceMetrics8Ensemble21getProcResourceDepthsEj
00007ffb16a9fa62 (__TEXT,__text) external __ZNK4llvm19MachineTraceMetrics8Ensemble22getProcResourceHeightsEj
00007ffb16aa1a4e (__TEXT,__text) external __ZNK4llvm19MachineTraceMetrics8Ensemble5printERNS_11raw_ostreamE
00007ffb16a9facc (__TEXT,__text) external __ZNK4llvm19MachineTraceMetrics8Ensemble6verifyEv
00007ffb166e14dc (__TEXT,__text) external __ZNK4llvm19MemoryWriteTracking20isSpecialInstructionEPKNS_11InstructionE
00007ffb16b1252e (__TEXT,__text) external __ZNK4llvm19ReachingDefAnalysis11getLiveOutsEPNS_17MachineBasicBlockENS_10MCRegisterERNS_15SmallPtrSetImplIPNS_12MachineInstrEEE
00007ffb16b12574 (__TEXT,__text) external __ZNK4llvm19ReachingDefAnalysis11getLiveOutsEPNS_17MachineBasicBlockENS_10MCRegisterERNS_15SmallPtrSetImplIPNS_12MachineInstrEEERNS4_IS2_EE
00007ffb16b11614 (__TEXT,__text) external __ZNK4llvm19ReachingDefAnalysis12getClearanceEPNS_12MachineInstrENS_10MCRegisterE
00007ffb16b12a2e (__TEXT,__text) external __ZNK4llvm19ReachingDefAnalysis12getMIOperandEPNS_12MachineInstrERNS_14MachineOperandE
00007ffb16b12a16 (__TEXT,__text) external __ZNK4llvm19ReachingDefAnalysis12getMIOperandEPNS_12MachineInstrEj
00007ffb16b11ca2 (__TEXT,__text) external __ZNK4llvm19ReachingDefAnalysis13getGlobalUsesEPNS_12MachineInstrENS_10MCRegisterERNS_15SmallPtrSetImplIS2_EE
00007ffb16b11504 (__TEXT,__text) external __ZNK4llvm19ReachingDefAnalysis13getInstFromIdEPNS_17MachineBasicBlockEi
00007ffb16b118b6 (__TEXT,__text) external __ZNK4llvm19ReachingDefAnalysis13getLiveInUsesEPNS_17MachineBasicBlockENS_10MCRegisterERNS_15SmallPtrSetImplIPNS_12MachineInstrEEE
00007ffb16b1139c (__TEXT,__text) external __ZNK4llvm19ReachingDefAnalysis14getReachingDefEPNS_12MachineInstrENS_10MCRegisterE
00007ffb16b12a3c (__TEXT,__text) external __ZNK4llvm19ReachingDefAnalysis14isRegUsedAfterEPNS_12MachineInstrENS_10MCRegisterE
00007ffb16b1323a (__TEXT,__text) external __ZNK4llvm19ReachingDefAnalysis14isSafeToRemoveEPNS_12MachineInstrERNS_15SmallPtrSetImplIS2_EE
00007ffb16b13a36 (__TEXT,__text) external __ZNK4llvm19ReachingDefAnalysis14isSafeToRemoveEPNS_12MachineInstrERNS_15SmallPtrSetImplIS2_EES5_
00007ffb16b132b2 (__TEXT,__text) external __ZNK4llvm19ReachingDefAnalysis14isSafeToRemoveEPNS_12MachineInstrERNS_15SmallPtrSetImplIS2_EES5_S5_
00007ffb16b140fc (__TEXT,__text) external __ZNK4llvm19ReachingDefAnalysis16isSafeToDefRegAtEPNS_12MachineInstrENS_10MCRegisterE
00007ffb16b1414a (__TEXT,__text) external __ZNK4llvm19ReachingDefAnalysis16isSafeToDefRegAtEPNS_12MachineInstrENS_10MCRegisterERNS_15SmallPtrSetImplIS2_EE
00007ffb16b114f4 (__TEXT,__text) external __ZNK4llvm19ReachingDefAnalysis17hasLocalDefBeforeEPNS_12MachineInstrENS_10MCRegisterE
00007ffb16b12c56 (__TEXT,__text) external __ZNK4llvm19ReachingDefAnalysis17isRegDefinedAfterEPNS_12MachineInstrENS_10MCRegisterE
00007ffb16b115cc (__TEXT,__text) external __ZNK4llvm19ReachingDefAnalysis18hasSameReachingDefEPNS_12MachineInstrES2_NS_10MCRegisterE
00007ffb16b120aa (__TEXT,__text) external __ZNK4llvm19ReachingDefAnalysis20getLocalLiveOutMIDefEPNS_17MachineBasicBlockENS_10MCRegisterE
00007ffb16b11672 (__TEXT,__text) external __ZNK4llvm19ReachingDefAnalysis20getReachingLocalUsesEPNS_12MachineInstrENS_10MCRegisterERNS_15SmallPtrSetImplIS2_EE
00007ffb16b11b20 (__TEXT,__text) external __ZNK4llvm19ReachingDefAnalysis20isReachingDefLiveOutEPNS_12MachineInstrENS_10MCRegisterE
00007ffb16b12d2e (__TEXT,__text) external __ZNK4llvm19ReachingDefAnalysis20isSafeToMoveForwardsEPNS_12MachineInstrES2_
00007ffb16b13cc4 (__TEXT,__text) external __ZNK4llvm19ReachingDefAnalysis21collectKilledOperandsEPNS_12MachineInstrERNS_15SmallPtrSetImplIS2_EE
00007ffb16b12240 (__TEXT,__text) external __ZNK4llvm19ReachingDefAnalysis21getGlobalReachingDefsEPNS_12MachineInstrENS_10MCRegisterERNS_15SmallPtrSetImplIS2_EE
00007ffb16b114a4 (__TEXT,__text) external __ZNK4llvm19ReachingDefAnalysis21getReachingLocalMIDefEPNS_12MachineInstrENS_10MCRegisterE
00007ffb16b12fa4 (__TEXT,__text) external __ZNK4llvm19ReachingDefAnalysis21isSafeToMoveBackwardsEPNS_12MachineInstrES2_
00007ffb16b123c0 (__TEXT,__text) external __ZNK4llvm19ReachingDefAnalysis22getUniqueReachingMIDefEPNS_12MachineInstrENS_10MCRegisterE
00007ffb1712be9e (__TEXT,__text) external __ZNK4llvm19SampleProfileProber10getBlockIdEPKNS_10BasicBlockE
00007ffb1712beba (__TEXT,__text) external __ZNK4llvm19SampleProfileProber13getCallsiteIdEPKNS_11InstructionE
00007ffb17978ce4 (__TEXT,__text) external __ZNK4llvm19SmallPtrSetImplBase13FindBucketForEPKv
00007ffb17e23642 (__TEXT,__text) external __ZNK4llvm19TargetFrameLowering14enableCFIFixupERNS_15MachineFunctionE
00007ffb16bacf8a (__TEXT,__text) external __ZNK4llvm19TargetFrameLowering14getCalleeSavesERKNS_15MachineFunctionERNS_9BitVectorE
00007ffb16bad480 (__TEXT,__text) external __ZNK4llvm19TargetFrameLowering17getDwarfFrameBaseERKNS_15MachineFunctionE
00007ffb17e236fc (__TEXT,__text) external __ZNK4llvm19TargetFrameLowering19getInitialCFAOffsetERKNS_15MachineFunctionE
00007ffb16bad0c8 (__TEXT,__text) external __ZNK4llvm19TargetFrameLowering20determineCalleeSavesERNS_15MachineFunctionERNS_9BitVectorEPNS_12RegScavengerE
00007ffb17e2363a (__TEXT,__text) external __ZNK4llvm19TargetFrameLowering20enableCalleeSaveSkipERKNS_15MachineFunctionE
00007ffb17e23702 (__TEXT,__text) external __ZNK4llvm19TargetFrameLowering21getInitialCFARegisterERKNS_15MachineFunctionE
00007ffb16bad3e8 (__TEXT,__text) external __ZNK4llvm19TargetFrameLowering21getStackAlignmentSkewERKNS_15MachineFunctionE
00007ffb17e2368c (__TEXT,__text) external __ZNK4llvm19TargetFrameLowering22getFrameIndexReferenceERKNS_15MachineFunctionEiRNS_8RegisterE
00007ffb16bacf74 (__TEXT,__text) external __ZNK4llvm19TargetFrameLowering25needsFrameIndexResolutionERKNS_15MachineFunctionE
00007ffb16bad414 (__TEXT,__text) external __ZNK4llvm19TargetFrameLowering44allocateScavengingFrameIndexesNearIncomingSPERKNS_15MachineFunctionE
00007ffb18056b60 (__TEXT,__text) external __ZNK4llvm19TargetIntrinsicInfo14getIntrinsicIDEPKNS_8FunctionE
00007ffb17e2b8a8 (__TEXT,__text) external __ZNK4llvm19TargetSubtargetInfo13mirFileLoadedERNS_15MachineFunctionE
00007ffb17e2b856 (__TEXT,__text) external __ZNK4llvm19TargetSubtargetInfo18enableAtomicExpandEv
00007ffb16bc616e (__TEXT,__text) external __ZNK4llvm19TargetSubtargetInfo21enablePostRASchedulerEv
00007ffb17e2b85e (__TEXT,__text) external __ZNK4llvm19TargetSubtargetInfo22enableIndirectBrExpandEv
00007ffb16bc6160 (__TEXT,__text) external __ZNK4llvm19TargetSubtargetInfo22enableJoinGlobalCopiesEv
00007ffb17e2b866 (__TEXT,__text) external __ZNK4llvm19TargetSubtargetInfo22enableMachineSchedulerEv
00007ffb17e2b86e (__TEXT,__text) external __ZNK4llvm19TargetSubtargetInfo25enableRALocalReassignmentENS_10CodeGenOpt5LevelE
00007ffb17e2b876 (__TEXT,__text) external __ZNK4llvm19TargetSubtargetInfo28enablePostRAMachineSchedulerEv
00007ffb16bc617e (__TEXT,__text) external __ZNK4llvm19TargetSubtargetInfo5useAAEv
00007ffb17d9c65c (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo10canSaveCmpEPNS_4LoopEPPNS_10BranchInstEPNS_15ScalarEvolutionEPNS_8LoopInfoEPNS_13DominatorTreeEPNS_15AssumptionCacheEPNS_17TargetLibraryInfoE
00007ffb17d9c4f8 (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo10getGEPCostEPNS_4TypeEPKNS_5ValueENS_8ArrayRefIS5_EENS0_14TargetCostKindE
00007ffb16821054 (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo11getFPOpCostEPNS_4TypeE
00007ffb16820ccc (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo11getUserCostEPKNS_4UserENS_8ArrayRefIPKNS_5ValueEEENS0_14TargetCostKindE
00007ffb17d9c772 (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo11hasDivRemOpEPNS_4TypeEb
00007ffb17d9c7e4 (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo11isTypeLegalEPNS_4TypeE
00007ffb16821092 (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo12getCacheSizeENS0_10CacheLevelE
00007ffb17d9c9b2 (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo12getMaxVScaleEv
00007ffb17d9c9fc (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo12getMaximumVFEjj
00007ffb17d9c9e8 (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo12getMinimumVFEjb
00007ffb17d9c8ec (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo12haveFastSqrtEPNS_4TypeE
00007ffb17d9c928 (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo13getIntImmCostERKNS_5APIntEPNS_4TypeENS0_14TargetCostKindE
00007ffb168215e2 (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo13getMemcpyCostEPKNS_11InstructionE
00007ffb17d9c610 (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo13isLSRCostLessERNS0_7LSRCostES2_
00007ffb17d9c6c0 (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo13isLegalNTLoadEPNS_4TypeENS_5AlignE
00007ffb17d9cabe (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo14getCFInstrCostEjNS0_14TargetCostKindEPKNS_11InstructionE
00007ffb17d9ca82 (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo14getShuffleCostENS0_11ShuffleKindEPNS_10VectorTypeENS_8ArrayRefIiEEiS3_NS4_IPNS_5ValueEEE
00007ffb17d9c6ac (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo14isLegalNTStoreEPNS_4TypeENS_5AlignE
00007ffb16820fda (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo14isTruncateFreeEPNS_4TypeES2_
00007ffb17d9c64a (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo15canMacroFuseCmpEv
00007ffb17d9cae6 (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo15getMemoryOpCostEjPNS_4TypeENS_5AlignEjNS0_14TargetCostKindEPKNS_11InstructionE
00007ffb17d9c52a (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo15isAlwaysUniformEPKNS_5ValueE
00007ffb16820d22 (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo15isLoweredToCallEPKNS_8FunctionE
00007ffb17d9ca10 (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo16getCacheLineSizeEv
00007ffb17d9cb4a (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo16getCallInstrCostEPNS_8FunctionEPNS_4TypeENS_8ArrayRefIS4_EENS0_14TargetCostKindE
00007ffb17d9ca96 (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo16getCastInstrCostEjPNS_4TypeES2_NS0_15CastContextHintENS0_14TargetCostKindEPKNS_11InstructionE
00007ffb17d9cb5e (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo16getNumberOfPartsEPNS_4TypeE
00007ffb17d9c8d8 (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo16getPopcntSupportEj
00007ffb16821738 (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo17canCSEInstructionEPKNS_11InstructionES3_
00007ffb17d9c93c (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo17getIntImmCostInstEjjRKNS_5APIntEPNS_4TypeENS0_14TargetCostKindEPNS_11InstructionE
00007ffb17d9c698 (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo17isLegalMaskedLoadEPNS_4TypeENS_5AlignE
00007ffb168215ba (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo18getCmpSelInstrCostEjPNS_4TypeES2_NS_7CmpInst9PredicateENS0_14TargetCostKindEPKNS_11InstructionE
00007ffb17d9c7f8 (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo18getRegUsageForTypeEPNS_4TypeE
00007ffb168215f4 (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo18getTgtMemIntrinsicEPNS_13IntrinsicInstERNS_16MemIntrinsicInfoE
00007ffb17d9c9c4 (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo18getVScaleForTuningEv
00007ffb17d9cad2 (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo18getVectorInstrCostEjPNS_4TypeEj
00007ffb17d9c786 (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo18hasVolatileVariantEPNS_11InstructionEj
00007ffb17d9cbfe (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo18isIndexedLoadLegalENS0_14MemIndexedModeEPNS_4TypeE
00007ffb17d9c684 (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo18isLegalMaskedStoreEPNS_4TypeENS_5AlignE
00007ffb17d9c7c0 (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo19LSRWithInstrQueriesEv
00007ffb16821632 (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo19areInlineCompatibleEPKNS_8FunctionES3_
00007ffb17d9c572 (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo19getAssumedAddrSpaceEPKNS_5ValueE
00007ffb17d9c53c (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo19getFlatAddressSpaceEv
00007ffb17d9c950 (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo19getIntImmCostIntrinEjjRKNS_5APIntEPNS_4TypeENS0_14TargetCostKindE
00007ffb168216be (__TEXT,__text) external __ZNK4llvm19TargetTransformInfo19getLoadVectorFactorEjjjPNS_10VectorTypeE
