                 (undefined) external _CFDataCreate (from CoreFoundation)
                 (undefined) external _CFDataCreateWithBytesNoCopy (from CoreFoundation)
                 (undefined) external _CFDataGetMutableBytePtr (from CoreFoundation)
                 (undefined) external _CFDictionaryCreate (from CoreFoundation)
                 (undefined) external _CFErrorCreateWithUserInfoKeysAndValues (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCString (from CoreFoundation)
0000000240f49104 (__TEXT,__text) external _DRBufferAsResource
0000000240f4097c (__TEXT,__text) non-external (was a private external) __ZNSt3__19allocatorINS_4pairIN2re9SharedPtrINS2_10DirectMeshEEENS3_INS2_16DirectMeshUpdateEEEEEE7destroyB9nqn210106EPS8_
0000000240f4097c (__TEXT,__text) non-external (was a private external) __ZNSt3__19allocatorINS_4pairIN2re9SharedPtrINS2_12DirectBufferEEENS3_INS2_18DirectBufferUpdateEEEEEE7destroyB9nqn210106EPS8_
0000000240f4097c (__TEXT,__text) non-external (was a private external) __ZNSt3__19allocatorINS_4pairIN2re9SharedPtrINS2_13DirectTextureEEENS3_INS2_19DirectTextureUpdateEEEEEE7destroyB9nqn210106EPS8_
0000000240f2f014 (__TEXT,__text) non-external (was a private external) __ZSt28__throw_bad_array_new_lengthB9nqn210106v
000000029be483b8 (__AUTH_CONST,__const) non-external __ZTV13ContextConfig
000000029be480c8 (__AUTH_CONST,__const) non-external (was a private external) __ZTV15ArcSharedObject
000000029be484f0 (__AUTH_CONST,__const) non-external __ZTV16ClientConnection
000000029be484b8 (__AUTH_CONST,__const) non-external __ZTV22ClientConnectionConfig
000000029be48218 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN2re10DirectMeshE
000000029be477f0 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN2re11DirectFenceE
000000029be47898 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN2re12DirectBufferE
000000029be481a8 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN2re13DirectTextureE
000000029be48138 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN2re14DirectResourceE
000000029be47a58 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN2re16DirectMeshUpdateE
000000029be47ba8 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN2re18DirectBufferUpdateE
000000029be47940 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN2re18MemoryMappedRegionE
000000029be47b38 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN2re19DirectTextureUpdateE
000000029be47ac8 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN2re20DirectContentsUpdateE
000000029be47978 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN2re20DirectMemoryResourceE
000000029be482e8 (__AUTH_CONST,__const) non-external __ZTVN2re20DirectMeshDescriptorE
000000029be47d58 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN2re21DirectResourceContextE
000000029be47c50 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN2re21DirectResourcesCommitE
000000029be48480 (__AUTH_CONST,__const) non-external __ZTVN2re22DirectBufferDescriptorE
000000029be47908 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN2re22DirectResourceCommandsE
000000029be48320 (__AUTH_CONST,__const) non-external __ZTVN2re23DirectTextureDescriptorE
000000029be47828 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN2re24DirectMaterialParametersE
000000029be48100 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN2re24DirectResourcesReuseListE
000000029be47ea8 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN2re26DirectResourcesCommitQueueE
000000029be47ee0 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN2re28DirectResourceClientReceiverE
000000029be47c88 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN2re28DirectResourcesPendingCommitE
000000029be47cf0 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN2re29DirectResourceCommitSignalingE
000000029be47c18 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN2re29DirectResourcesResolvedCommitE
000000029be48438 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcIU8__strongU13block_pointerFvPN2re21DirectResourceContextEPNS2_22DirectResourceCommandsEES7_EE
000000029be483f0 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcIU8__strongU13block_pointerFvPN2re21DirectResourceContextEyES5_EE
000000029be48528 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZ22DRCommitQueueEnumerateE3$_0FbPKN2re29DirectResourcesResolvedCommitEEEE
000000029be48570 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZ25DRCommitQueueApplyThroughE3$_0FvRKN2re19DirectResourceEventEyEEE
000000029be47ff0 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZN2re21DirectResourceContext11addResourceERKNS2_9SharedPtrINS2_14DirectResourceEEEE3$_0FvNS2_18DirectResourceSlotEEEE
000000029be48038 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZN2re21DirectResourceContext14removeResourceEPNS2_14DirectResourceEE3$_0FvNS2_18DirectResourceSlotEEEE
000000029be47fa8 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZN2re21DirectResourceContext19addExistingResourceENS2_9SharedPtrINS2_14DirectResourceEEEE3$_0FvNS2_18DirectResourceSlotEEEE
000000029be48080 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZN2re28DirectResourceClientReceiver4loadERKNS2_9SharedPtrINS2_22DirectResourceCommandsEEEE3$_0FPNS2_20DirectMemoryResourceERKNS2_16DirectResourceIdEEEE
000000029be47f18 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZN2re28DirectResourcesPendingCommit8addFenceENS2_10UnownedPtrINS2_11DirectFenceEEEE3$_0FvPS5_EEE
000000029be47a10 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZN2re4loadERKNS2_22DirectResourceCommandsEONS_8functionIFPNS2_20DirectMemoryResourceERKNS2_16DirectResourceIdEEEEE3$_0SC_EE
000000029be47f60 (__AUTH_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZNK2re21DirectResourceContext20freeListWaitTimedOutEyyE3$_0FvPNS2_11DirectFenceEEEE
0000000240f3e648 (__TEXT,__text) non-external (was a private external) __ZThn16_N2re21DirectResourceContext10willChangeEPNS_14DirectResourceENS_18DirectResourceSlotENS_22DirectResourceDelegate10ChangeModeEPN3MTL13CommandBufferE
0000000240f3e58c (__TEXT,__text) non-external (was a private external) __ZThn16_N2re21DirectResourceContext13tryWillChangeEPNS_14DirectResourceENS_18DirectResourceSlotENS_22DirectResourceDelegate10ChangeModeEPN3MTL13CommandBufferE
0000000240f3ec04 (__TEXT,__text) non-external (was a private external) __ZThn16_N2re21DirectResourceContext15destroyResourceEPNS_14DirectResourceE
0000000240f3e7f8 (__TEXT,__text) non-external (was a private external) __ZThn16_N2re21DirectResourceContext17payloadCanReplaceEPNS_20DirectMemoryResourceEPNS_14DirectResourceENS_18DirectResourceSlotE
0000000240f3eaa0 (__TEXT,__text) non-external (was a private external) __ZThn16_N2re21DirectResourceContext17payloadDidReplaceEPNS_14DirectResourceENS_18DirectResourceSlotE
0000000240f3e970 (__TEXT,__text) non-external (was a private external) __ZThn16_N2re21DirectResourceContext18payloadWillReplaceEPNS_14DirectResourceENS_18DirectResourceSlotE
0000000240f3e7ac (__TEXT,__text) non-external (was a private external) __ZThn16_N2re21DirectResourceContext9didChangeEPNS_14DirectResourceENS_18DirectResourceSlotEPN3MTL13CommandBufferE
0000000240f3db1c (__TEXT,__text) non-external (was a private external) __ZThn16_N2re21DirectResourceContextD0Ev
0000000240f3dadc (__TEXT,__text) non-external (was a private external) __ZThn16_N2re21DirectResourceContextD1Ev
0000000240f43548 (__TEXT,__text) non-external __ZZ14ArcObjectClassvENK3$_0clEv
0000000240f4b108 (__TEXT,__const) non-external __ZZN2re10DirectMesh14attachToDeviceEPN3MTL6DeviceEE8gpuSlots
0000000240f4b070 (__TEXT,__const) non-external __ZZN2re16DirectMeshUpdate5applyEPNS_14DirectResourceEE10kMeshSlots
0000000240f4b158 (__TEXT,__const) non-external __ZZNK2re10DirectMesh11forEachSlotERKNSt3__18functionIFvNS_18DirectResourceSlotEEEEE8allSlots
0000000240f4b010 (__TEXT,__const) non-external __ZZNK2re16DirectMeshUpdate11forEachSlotERKNSt3__18functionIFvNS_18DirectResourceSlotEEEEE13kAllMeshSlots
                 (undefined) external __ZdlPv (from libc++)
                 (undefined) external __ZdlPvSt19__type_descriptor_t (from libc++)
                 (undefined) external __Znwm (from libc++)
                 (undefined) external __ZnwmSt19__type_descriptor_t (from libc++)
0000000240f375a4 (__TEXT,__text) non-external ___Block_byref_object_copy_
0000000240f375b4 (__TEXT,__text) non-external ___Block_byref_object_dispose_
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
0000000240f48af8 (__TEXT,__text) non-external ___DRContextSetChangeObserver_block_invoke
0000000240f487ec (__TEXT,__text) non-external ___DRContextSetOnCommitBegan_block_invoke
0000000240f489c4 (__TEXT,__text) non-external ___DRContextSetOnCommitComplete_block_invoke
0000000240f474ac (__TEXT,__text) non-external ___DRMeshReadIndices_block_invoke
0000000240f47240 (__TEXT,__text) non-external ___DRMeshReadVertices_block_invoke
0000000240f47568 (__TEXT,__text) non-external ___DRMeshReplaceIndices_block_invoke
0000000240f47324 (__TEXT,__text) non-external ___DRMeshReplaceVertices_block_invoke
0000000240f46e78 (__TEXT,__text) non-external ___DRMeshSetPartAt_block_invoke
0000000240f470e0 (__TEXT,__text) non-external ___DRMeshSetPartRenderFlagsAt_block_invoke
0000000240f47624 (__TEXT,__text) non-external ___DRMeshUpdateIndices_block_invoke
0000000240f473f0 (__TEXT,__text) non-external ___DRMeshUpdateVertices_block_invoke
0000000240f3ad34 (__TEXT,__text) non-external (was a private external) ___REALITYKIT_WAITING_ON_RENDERER__
0000000240f35968 (__TEXT,__text) non-external ____ZN2re20xpc_array_get_valuesINS_15DestroyResourceEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE_block_invoke
0000000240f33e8c (__TEXT,__text) non-external ____ZN2re20xpc_array_get_valuesINS_16CreateDirectMeshEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE_block_invoke
0000000240f3444c (__TEXT,__text) non-external ____ZN2re20xpc_array_get_valuesINS_16UpdateDirectMeshEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE_block_invoke
0000000240f34f9c (__TEXT,__text) non-external ____ZN2re20xpc_array_get_valuesINS_18CreateDirectBufferEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE_block_invoke
0000000240f352a0 (__TEXT,__text) non-external ____ZN2re20xpc_array_get_valuesINS_18UpdateDirectBufferEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE_block_invoke
0000000240f3558c (__TEXT,__text) non-external ____ZN2re20xpc_array_get_valuesINS_19CreateDirectPayloadEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE_block_invoke
0000000240f348b8 (__TEXT,__text) non-external ____ZN2re20xpc_array_get_valuesINS_19CreateDirectTextureEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE_block_invoke
0000000240f34bc4 (__TEXT,__text) non-external ____ZN2re20xpc_array_get_valuesINS_19UpdateDirectTextureEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE_block_invoke
0000000240f3353c (__TEXT,__text) non-external ____ZN2re20xpc_array_get_valuesINS_22DirectMeshVertexLayoutEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE_block_invoke
0000000240f3334c (__TEXT,__text) non-external ____ZN2re20xpc_array_get_valuesINS_25DirectMeshVertexAttributeEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE_block_invoke
0000000240f3eba8 (__TEXT,__text) non-external ____ZN2re21DirectResourceContext15destroyResourceEPNS_14DirectResourceE_block_invoke
0000000240f3ec0c (__TEXT,__text) non-external ____ZN2re21DirectResourceContext25destroyPayloads_anyThreadENSt3__16vectorINS_16DirectResourceIdENS1_9allocatorIS3_EEEE_block_invoke
0000000240f3c110 (__TEXT,__text) non-external ____ZN2re28DirectResourcesPendingCommit16addCommandBufferEPN3MTL13CommandBufferE_block_invoke
0000000240f3c6b0 (__TEXT,__text) non-external ____ZN2re29DirectResourceCommitSignalingC2ENS_10UnownedPtrINS_21DirectResourceContextEEEPN3MTL6DeviceE_block_invoke
0000000240f3759c (__TEXT,__text) non-external ____ZNK2re20DirectMemoryResource10makeBufferEPN3MTL6DeviceE_block_invoke
0000000240f375ec (__TEXT,__text) non-external ____ZNK2re20DirectMemoryResource10makeBufferEPN3MTL6DeviceE_block_invoke.5
0000000240f37624 (__TEXT,__text) non-external ____ZNK2re20DirectMemoryResource10makeBufferEPN3MTL6DeviceE_block_invoke.7
                 (undefined) external ___assert_rtn (from libSystem)
00000002900c0560 (__DATA_CONST,__const) non-external ___block_descriptor_104_e34_v24?0^{DirectMeshPart=QQQQQQ}8Q16l
000000029be48388 (__AUTH_CONST,__const) non-external ___block_descriptor_40_a8_32bs_e109_v32?0^v8Q16^{DirectResource=^^?{ArcRefCount=(isa_t=^v)}{DirectResourceId=[16C]}Q^{DirectResourceDelegate}}24l
000000029be482b8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_a8_32bs_e12_v24?0^v8Q16l
000000029be48358 (__AUTH_CONST,__const) non-external ___block_descriptor_40_a8_32bs_e13_v24?0^v8^v16l
000000029be48288 (__AUTH_CONST,__const) non-external ___block_descriptor_40_a8_32bs_e13_v24?0r^v8Q16l
00000002900c0520 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e36_B24?0Q8"NSObject<OS_xpc_object>"16l
00000002900c0580 (__DATA_CONST,__const) non-external ___block_descriptor_48_e34_v24?0^{DirectMeshPart=QQQQQQ}8Q16l
00000002900c0540 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000029be47cc0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
000000029be479e0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.10
000000029be47e48 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.11
000000029be47e78 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.12
000000029be479b0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6
000000029be47d28 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.7
0000000240f3c118 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c38_ZTSN2re9SharedPtrINS_11DirectFenceEEE
0000000240f3ca1c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c50_ZTSN2re10ArcWeakPtrINS_21DirectResourceContextEEE
0000000240f3ec90 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c50_ZTSN2re10ArcWeakPtrINS_21DirectResourceContextEEE40c63_ZTSNSt3__16vectorIN2re16DirectResourceIdENS_9allocatorIS2_EEEE
0000000240f464e8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
0000000240f47250 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_a8_32b
                 (undefined) external ___cxa_guard_acquire (from libc++)
                 (undefined) external ___cxa_guard_release (from libc++)
                 (undefined) external ___cxa_pure_virtual (from libc++)
0000000240f3c130 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c38_ZTSN2re9SharedPtrINS_11DirectFenceEEE
0000000240f3ca28 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c50_ZTSN2re10ArcWeakPtrINS_21DirectResourceContextEEE
0000000240f3ecdc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c50_ZTSN2re10ArcWeakPtrINS_21DirectResourceContextEEE40c63_ZTSNSt3__16vectorIN2re16DirectResourceIdENS_9allocatorIS2_EEEE
0000000240f464f8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
0000000240f47260 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_a8_32s
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___ulock_wait (from libSystem)
                 (undefined) external ___ulock_wake (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __xpc_type_mach_send (from libSystem)
                 (undefined) external __xpc_type_null (from libSystem)
                 (undefined) external __xpc_type_uint64 (from libSystem)
                 (undefined) external __xpc_type_uuid (from libSystem)
                 (undefined) external _abort (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _class_addMethod (from libobjc)
                 (undefined) external _dispatch_assert_queue$V2 (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_retain (from libSystem)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFAllocatorMalloc (from CoreFoundation)
                 (undefined) external _kCFErrorDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
00000002900c05a0 (__DATA_CONST,__const) external _kDRErrorDomain
                 (undefined) external _kIOSurfaceAllocSize (from IOSurface)
                 (undefined) external _kIOSurfaceName (from IOSurface)
                 (undefined) external _kdebug_trace (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_posix_memalign (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
                 (undefined) external _objc_allocateClassPair (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_constructInstance (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_destructInstance (from libobjc)
                 (undefined) external _objc_getClass (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_isUniquelyReferenced (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
0000000240f4be80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithUTF8String:
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_registerClassPair (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_assert_owner (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_trylock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _sched_yield (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _uuid_compare (from libSystem)
                 (undefined) external _uuid_copy (from libSystem)
                 (undefined) external _uuid_generate_random (from libSystem)
                 (undefined) external _uuid_unparse (from libSystem)
                 (undefined) external _vm_page_size (from libSystem)
