00000001deeedde0 (__TEXT,__text) non-external _DiToMD5
00000001e98617e0 (__DATA,__common) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout
00000001e5824b40 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout_Declaration
00000001e9861be8 (__DATA,__common) external _gOSNumberMetaClass
00000001e5824c60 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSNumber_Declaration
00000001e9861bf0 (__DATA,__common) external _gOSObjectMetaClass
00000001e5824c68 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSObject_Declaration
00000001e9861bf8 (__DATA,__common) external _gOSOrderedSetMetaClass
00000001e5824c70 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSOrderedSet_Declaration
00000001e9861c00 (__DATA,__common) external _gOSSerializationMetaClass
00000001e5824c78 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSerialization_Declaration
00000001e9861c08 (__DATA,__common) external _gOSSetMetaClass
00000001e5824c80 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSet_Declaration
00000001e9861c10 (__DATA,__common) external _gOSStringMetaClass
00000001e5824c88 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSString_Declaration
00000001e9861c18 (__DATA,__common) external _g_IOBlockStorageDeviceMetaClass
00000001e5824c90 (__DATA_CONST,__osclassinfo) non-external (was a private external) _g_IOBlockStorageDevice_Declaration
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getsectiondata (from libSystem)
                 (undefined) external _host_get_io_main (from libSystem)
00000001deee3be0 (__TEXT,__text) non-external (was a private external) _io_catalog_get_data
00000001deee3dac (__TEXT,__text) non-external (was a private external) _io_catalog_get_gen_count
00000001deee3efc (__TEXT,__text) non-external (was a private external) _io_catalog_module_loaded
00000001deee4098 (__TEXT,__text) non-external (was a private external) _io_catalog_reset
00000001deee3898 (__TEXT,__text) non-external (was a private external) _io_catalog_send_data
00000001deee3a3c (__TEXT,__text) non-external (was a private external) _io_catalog_terminate
00000001deee278c (__TEXT,__text) non-external (was a private external) _io_connect_add_client
00000001deee5eb0 (__TEXT,__text) non-external (was a private external) _io_connect_async_method
00000001deee4710 (__TEXT,__text) non-external (was a private external) _io_connect_get_notification_semaphore
00000001deee2624 (__TEXT,__text) non-external (was a private external) _io_connect_get_service
00000001deee57d0 (__TEXT,__text) non-external (was a private external) _io_connect_map_memory_into_task
00000001deee5ad4 (__TEXT,__text) non-external (was a private external) _io_connect_method
00000001deee6d58 (__TEXT,__text) non-external (was a private external) _io_connect_method_var_output
00000001deee62dc (__TEXT,__text) non-external (was a private external) _io_connect_set_notification_port
00000001deee28b4 (__TEXT,__text) non-external (was a private external) _io_connect_set_properties
00000001deee5968 (__TEXT,__text) non-external (was a private external) _io_connect_unmap_memory_from_task
00000001deee8ba0 (__TEXT,__text) non-external (was a private external) _io_device_tree_entry_exists_with_name
00000001deee3748 (__TEXT,__text) non-external (was a private external) _io_iterator_is_valid
00000001deee0dec (__TEXT,__text) non-external (was a private external) _io_iterator_next
00000001deee0f54 (__TEXT,__text) non-external (was a private external) _io_iterator_reset
00000001deee0c14 (__TEXT,__text) non-external (was a private external) _io_object_conforms_to
00000001deee53fc (__TEXT,__text) non-external (was a private external) _io_object_get_bundle_identifier
00000001deee0a2c (__TEXT,__text) non-external (was a private external) _io_object_get_class
00000001deee3180 (__TEXT,__text) non-external (was a private external) _io_object_get_retain_count
00000001deee51dc (__TEXT,__text) non-external (was a private external) _io_object_get_superclass
00000001deee148c (__TEXT,__text) non-external (was a private external) _io_registry_create_iterator
00000001deee3548 (__TEXT,__text) non-external (was a private external) _io_registry_entry_create_iterator
00000001deee18c4 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path
00000001deee892c (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path_ool
00000001deee2128 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_child_iterator
00000001deee488c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_location_in_plane
00000001deee1adc (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name
00000001deee42f0 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name_in_plane
00000001deee2318 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_parent_iterator
00000001deee2a58 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path
00000001deee8684 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path_ool
00000001deee1cc4 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties
00000001deee78fc (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin
00000001deee8d78 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin_buf
00000001deee1288 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property
00000001deee7ab0 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin
00000001deee8f48 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin_buf
00000001deee1e78 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bytes
00000001deee4aac (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_recursively
00000001deee6bd8 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_registry_entry_id
00000001deee2fa8 (__TEXT,__text) non-external (was a private external) _io_registry_entry_in_plane
00000001deee2e04 (__TEXT,__text) non-external (was a private external) _io_registry_entry_set_properties
00000001deee2c9c (__TEXT,__text) non-external (was a private external) _io_registry_get_root_entry
00000001deee168c (__TEXT,__text) non-external (was a private external) _io_registry_iterator_enter_entry
00000001deee17a8 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_exit_entry
00000001deee777c (__TEXT,__text) non-external (was a private external) _io_server_version
00000001deee66fc (__TEXT,__text) non-external (was a private external) _io_service_add_interest_notification
00000001deee6448 (__TEXT,__text) non-external (was a private external) _io_service_add_notification
00000001deee83b4 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_bin
00000001deee6958 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_ool
00000001deee2508 (__TEXT,__text) non-external (was a private external) _io_service_close
00000001deee74d4 (__TEXT,__text) non-external (was a private external) _io_service_get_authorization_id
00000001deee32d0 (__TEXT,__text) non-external (was a private external) _io_service_get_busy_state
00000001deee7120 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service
00000001deee7d24 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_bin
00000001deee7338 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_ool
00000001deee1070 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services
00000001deee7f5c (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_bin
00000001deee4ec0 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_ool
00000001deee4d20 (__TEXT,__text) non-external (was a private external) _io_service_get_state
00000001deee4510 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table
00000001deee8194 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_bin
00000001deee505c (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_ool
00000001deee561c (__TEXT,__text) non-external (was a private external) _io_service_open_extended
00000001deee41c4 (__TEXT,__text) non-external (was a private external) _io_service_request_probe
00000001deee7654 (__TEXT,__text) non-external (was a private external) _io_service_set_authorization_id
00000001deee3420 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet
00000001deee91d8 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet_with_options
00000001deee0a20 (__TEXT,__text) non-external (was a private external) _iokit_user_client_trap
00000001e98617d0 (__DATA,__common) external _kOSBooleanFalse
00000001e98617c8 (__DATA,__common) external _kOSBooleanTrue
                 (undefined) external _mach_absolute_time (from libSystem)
                 (undefined) external _mach_continuous_time (from libSystem)
                 (undefined) external _mach_error (from libSystem)
                 (undefined) external _mach_error_string (from libSystem)
                 (undefined) external _mach_host_self (from libSystem)
                 (undefined) external _mach_msg2_internal (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_allocate (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_port_mod_refs (from libSystem)
                 (undefined) external _mach_ports_lookup (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _mach_timebase_info (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_deallocate (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
00000001deece5fc (__TEXT,__text) external _nanoseconds_to_absolutetime
00000001deeff7ec (__TEXT,__text) non-external _nanoseconds_to_absolutetime.cold.1
00000001deeff818 (__TEXT,__text) non-external _nanoseconds_to_absolutetime.cold.2
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_eventlink_activate (from libSystem)
                 (undefined) external _os_eventlink_associate (from libSystem)
                 (undefined) external _os_eventlink_cancel (from libSystem)
                 (undefined) external _os_eventlink_create_with_port (from libSystem)
                 (undefined) external _os_eventlink_disassociate (from libSystem)
                 (undefined) external _os_eventlink_signal (from libSystem)
                 (undefined) external _os_eventlink_signal_and_wait (from libSystem)
                 (undefined) external _os_eventlink_signal_and_wait_until (from libSystem)
                 (undefined) external _os_eventlink_wait (from libSystem)
                 (undefined) external _os_eventlink_wait_until (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_release (from libSystem)
                 (undefined) external _os_unfair_lock_assert_not_owner (from libSystem)
                 (undefined) external _os_unfair_lock_assert_owner (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_trylock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_lock_with_options (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_owned (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_trylock (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_unlock (from libSystem)
                 (undefined) external _os_workgroup_create_with_port (from libSystem)
                 (undefined) external _os_workgroup_join (from libSystem)
                 (undefined) external _os_workgroup_leave (from libSystem)
00000001deeff6ec (__TEXT,__text) external _panic
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_getschedparam (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_setdetachstate (from libSystem)
                 (undefined) external _pthread_attr_setschedparam (from libSystem)
                 (undefined) external _pthread_attr_setschedpolicy (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_signal (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_key_delete (from libSystem)
                 (undefined) external _pthread_mach_thread_np (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_trylock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_rwlock_destroy (from libSystem)
