0000000182f71a14 (__TEXT,__text) external _CreateLSTMBreakEngine
00000001dd340880 (__AUTH_CONST,__const) external __ZTVN3icu24RuleBasedBreakIterator57E
00000001dd345df8 (__AUTH_CONST,__const) external __ZTVN3icu25CollationFastLatinBuilderE
00000001dd34f458 (__AUTH_CONST,__const) external __ZTVN3icu25FCDUIterCollationIteratorE
00000001dd34f908 (__AUTH_CONST,__const) external __ZTVN3icu25FCDUTF16CollationIteratorE
00000001dd34ce68 (__AUTH_CONST,__const) external __ZTVN3icu25FormattedRelativeDateTimeE
00000001dd34cea8 (__AUTH_CONST,__const) external __ZTVN3icu25RelativeDateTimeFormatterE
00000001dd34d990 (__AUTH_CONST,__const) external __ZTVN3icu25ScientificNumberFormatter11MarkupStyleE
00000001dd34d9f8 (__AUTH_CONST,__const) external __ZTVN3icu25ScientificNumberFormatter16SuperscriptStyleE
00000001dd34d968 (__AUTH_CONST,__const) external __ZTVN3icu25ScientificNumberFormatterE
00000001dd348730 (__AUTH_CONST,__const) external __ZTVN3icu28FieldPositionIteratorHandlerE
00000001dd33f990 (__AUTH_CONST,__const) external __ZTVN3icu28FilteredBreakIteratorBuilderE
00000001dd348630 (__AUTH_CONST,__const) external __ZTVN3icu31FormattedValueStringBuilderImplE
00000001dd34c590 (__AUTH_CONST,__const) external __ZTVN3icu33PluralAvailableLocalesEnumerationE
00000001dd3447b0 (__AUTH_CONST,__const) external __ZTVN3icu4IDNAE
00000001dd348510 (__AUTH_CONST,__const) external __ZTVN3icu6FormatE
00000001dd33ffe8 (__AUTH_CONST,__const) external __ZTVN3icu6Locale8IteratorE
00000001dd33fea8 (__AUTH_CONST,__const) external __ZTVN3icu6LocaleE
00000001dd34cd80 (__AUTH_CONST,__const) external __ZTVN3icu6RegionE
00000001dd344250 (__AUTH_CONST,__const) external __ZTVN3icu6UStackE
00000001dd34aa98 (__AUTH_CONST,__const) external __ZTVN3icu6number15FormattedNumberE
00000001dd34ab18 (__AUTH_CONST,__const) external __ZTVN3icu6number20FormattedNumberRangeE
00000001dd34a9b0 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl13ModifierStoreE
00000001dd34a760 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl14SimpleModifierE
00000001dd34a040 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl14SymbolProviderE
00000001dd34a1d8 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl15DecimalQuantityE
00000001dd34ae58 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl17ParsedPatternInfoE
00000001dd34b040 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl17UsagePrefsHandlerE
00000001dd34af10 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl18ScientificModifierE
00000001dd34ad48 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl20AffixPatternProviderE
00000001dd34aad8 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl20UFormattedNumberDataE
00000001dd34a6f0 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl21AdoptingModifierStoreE
00000001dd34a8d8 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl21ConstantAffixModifierE
00000001dd34b068 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl21UnitConversionHandlerE
00000001dd34ac38 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl22MutablePatternModifierE
00000001dd34aa38 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl23MultiplierFormatHandlerE
00000001dd34ad20 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl24ImmutablePatternModifierE
00000001dd34a958 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl26ConstantMultiFieldModifierE
00000001dd34a828 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl30CurrencySpacingEnabledModifierE
00000001dd34a078 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl32LocalizedNumberFormatterAsFormatE
00000001dd34a880 (__AUTH_CONST,__const) external __ZTVN3icu6number4impl8ModifierE
00000001dd349678 (__AUTH_CONST,__const) external __ZTVN3icu7MeasureE
00000001dd343908 (__AUTH_CONST,__const) external __ZTVN3icu7UObjectE
00000001dd344848 (__AUTH_CONST,__const) external __ZTVN3icu7UVectorE
00000001dd33f1c0 (__AUTH_CONST,__const) external __ZTVN3icu8ByteSinkE
00000001dd3450e0 (__AUTH_CONST,__const) external __ZTVN3icu8CalendarE
00000001dd3459d0 (__AUTH_CONST,__const) external __ZTVN3icu8CollatorE
00000001dd34e4b8 (__AUTH_CONST,__const) external __ZTVN3icu8TimeUnitE
00000001dd34e2f0 (__AUTH_CONST,__const) external __ZTVN3icu8TimeZoneE
00000001dd34b590 (__AUTH_CONST,__const) external __ZTVN3icu8numparse4impl13SeriesMatcherE
00000001dd34b870 (__AUTH_CONST,__const) external __ZTVN3icu8numparse4impl13SymbolMatcherE
00000001dd34ba80 (__AUTH_CONST,__const) external __ZTVN3icu8numparse4impl14PercentMatcherE
00000001dd34bad8 (__AUTH_CONST,__const) external __ZTVN3icu8numparse4impl15PermilleMatcherE
00000001dd34bb30 (__AUTH_CONST,__const) external __ZTVN3icu8numparse4impl15PlusSignMatcherE
00000001dd34b370 (__AUTH_CONST,__const) external __ZTVN3icu8numparse4impl16CodePointMatcherE
00000001dd34b978 (__AUTH_CONST,__const) external __ZTVN3icu8numparse4impl16MinusSignMatcherE
00000001dd34b738 (__AUTH_CONST,__const) external __ZTVN3icu8numparse4impl16NumberParserImplE
00000001dd34b8c8 (__AUTH_CONST,__const) external __ZTVN3icu8numparse4impl17IgnorablesMatcherE
00000001dd34b530 (__AUTH_CONST,__const) external __ZTVN3icu8numparse4impl18ArraySeriesMatcherE
00000001dd34b760 (__AUTH_CONST,__const) external __ZTVN3icu8numparse4impl18NumberParseMatcherE
00000001dd34b638 (__AUTH_CONST,__const) external __ZTVN3icu8numparse4impl23CombinedCurrencyMatcherE
00000001dd33f828 (__AUTH_CONST,__const) external __ZTVN3icu9ErrorCodeE
00000001dd344888 (__AUTH_CONST,__const) external __ZTVN3icu9UVector32E
00000001dd3448c8 (__AUTH_CONST,__const) external __ZTVN3icu9UVector64E
00000001dd34fbd0 (__AUTH_CONST,__const) external __ZTVN3icu9VTimeZoneE
00000001830d2088 (__TEXT,__text) external __ZThn16_NK3icu6number4impl22MutablePatternModifier9getSymbolENS1_16AffixPatternTypeE
0000000182ff0c94 (__TEXT,__text) external __ZThn8_N3icu10UnicodeSet7matchesERKNS_11ReplaceableERiia
0000000182fefcfc (__TEXT,__text) external __ZThn8_N3icu10UnicodeSetD0Ev
0000000182fefccc (__TEXT,__text) external __ZThn8_N3icu10UnicodeSetD1Ev
00000001830f7d34 (__TEXT,__text) external __ZThn8_N3icu12FixedDecimalD0Ev
00000001830f7cbc (__TEXT,__text) external __ZThn8_N3icu12FixedDecimalD1Ev
0000000182fef3cc (__TEXT,__text) external __ZThn8_N3icu13UnicodeFilter7matchesERKNS_11ReplaceableERiia
0000000182fef230 (__TEXT,__text) external __ZThn8_N3icu13UnicodeFilterD0Ev
0000000182fef228 (__TEXT,__text) external __ZThn8_N3icu13UnicodeFilterD1Ev
0000000182ff0d58 (__TEXT,__text) external __ZThn8_NK3icu10UnicodeSet13addMatchSetToERS0_
0000000182ff0894 (__TEXT,__text) external __ZThn8_NK3icu10UnicodeSet17matchesIndexValueEh
0000000182ff3178 (__TEXT,__text) external __ZThn8_NK3icu10UnicodeSet9toPatternERNS_13UnicodeStringEa
00000001830d1e78 (__TEXT,__text) external __ZThn8_NK3icu6number4impl22MutablePatternModifier13containsFieldENS_22FormattedStringBuilder5FieldE
00000001830d1e98 (__TEXT,__text) external __ZThn8_NK3icu6number4impl22MutablePatternModifier13getParametersERNS1_8Modifier10ParametersE
00000001830d1d90 (__TEXT,__text) external __ZThn8_NK3icu6number4impl22MutablePatternModifier15getPrefixLengthEv
00000001830d1e50 (__TEXT,__text) external __ZThn8_NK3icu6number4impl22MutablePatternModifier17getCodePointCountEv
00000001830d1eb8 (__TEXT,__text) external __ZThn8_NK3icu6number4impl22MutablePatternModifier22semanticallyEquivalentERKNS1_8ModifierE
00000001830d1cdc (__TEXT,__text) external __ZThn8_NK3icu6number4impl22MutablePatternModifier5applyERNS_22FormattedStringBuilderEiiR10UErrorCode
00000001830d1e60 (__TEXT,__text) external __ZThn8_NK3icu6number4impl22MutablePatternModifier8isStrongEv
                 (undefined) weak external __ZdaPv (from libc++)
                 (undefined) weak external __ZdlPv (from libc++)
                 (undefined) weak external __Znam (from libc++)
                 (undefined) weak external __Znwm (from libc++)
                 (undefined) external ___chkstk_darwin (from libSystem)
                 (undefined) external ___cxa_atexit (from libSystem)
                 (undefined) external ___cxa_bad_typeid (from libc++)
                 (undefined) external ___cxa_guard_acquire (from libc++)
                 (undefined) external ___cxa_guard_release (from libc++)
                 (undefined) external ___cxa_pure_virtual (from libc++)
                 (undefined) external ___dynamic_cast (from libc++)
                 (undefined) external ___exp10 (from libSystem)
                 (undefined) external ___sincos_stret (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdoutp (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort (from libSystem)
                 (undefined) external _acos (from libSystem)
                 (undefined) external _asin (from libSystem)
                 (undefined) external _atan (from libSystem)
                 (undefined) external _atan2 (from libSystem)
                 (undefined) external _atoi (from libSystem)
                 (undefined) external _atol (from libSystem)
                 (undefined) external _bsearch (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _close (from libSystem)
                 (undefined) external _closedir (from libSystem)
                 (undefined) external _cos (from libSystem)
                 (undefined) external _div (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dlsym (from libSystem)
                 (undefined) external _expf (from libSystem)
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _fflush (from libSystem)
                 (undefined) external _fgets (from libSystem)
                 (undefined) external _fileno (from libSystem)
                 (undefined) external _fmod (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fseek (from libSystem)
                 (undefined) external _ftell (from libSystem)
                 (undefined) external _fwrite (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
00000001831edbc8 (__TEXT,__const) external _icudt70_dat
000000018318c264 (__TEXT,__text) external _izrule_clone
000000018318c238 (__TEXT,__text) external _izrule_close
000000018318c268 (__TEXT,__text) external _izrule_equals
000000018318c3a4 (__TEXT,__text) external _izrule_getDSTSavings
000000018318c3c0 (__TEXT,__text) external _izrule_getDynamicClassID
000000018318c3b0 (__TEXT,__text) external _izrule_getFinalStart
000000018318c3ac (__TEXT,__text) external _izrule_getFirstStart
000000018318c2a0 (__TEXT,__text) external _izrule_getName
000000018318c3b4 (__TEXT,__text) external _izrule_getNextStart
000000018318c3b8 (__TEXT,__text) external _izrule_getPreviousStart
000000018318c3a0 (__TEXT,__text) external _izrule_getRawOffset
000000018318c3bc (__TEXT,__text) external _izrule_getStaticClassID
000000018318c3a8 (__TEXT,__text) external _izrule_isEquivalentTo
000000018318c174 (__TEXT,__text) external _izrule_open
0000000182fdf910 (__TEXT,__text) external _locale_getKeywordsStart
                 (undefined) external _localtime_r (from libSystem)
                 (undefined) external _log (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _modf (from libSystem)
                 (undefined) external _munmap (from libSystem)
                 (undefined) external _open (from libSystem)
                 (undefined) external _opendir (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _pow (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _readdir (from libSystem)
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
000000018300792c (__TEXT,__text) external _res_countArrayItems
0000000183007854 (__TEXT,__text) external _res_getAlias
000000018300886c (__TEXT,__text) external _res_getArrayItem
000000018300789c (__TEXT,__text) external _res_getBinaryNoTrace
00000001830078e4 (__TEXT,__text) external _res_getIntVectorNoTrace
000000018300772c (__TEXT,__text) external _res_getPublicType
00000001830086e4 (__TEXT,__text) external _res_getResource
0000000183007744 (__TEXT,__text) external _res_getStringNoTrace
00000001830085ac (__TEXT,__text) external _res_getTableItemByIndex
00000001830082fc (__TEXT,__text) external _res_getTableItemByKey
00000001830073ac (__TEXT,__text) external _res_read
                 (undefined) external _rewind (from libSystem)
                 (undefined) external _setlocale (from libSystem)
                 (undefined) external _sin (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _sprintf (from libSystem)
                 (undefined) external _stat (from libSystem)
                 (undefined) external _strcat (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncat (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoul (from libSystem)
                 (undefined) external _tan (from libSystem)
                 (undefined) external _tanhf (from libSystem)
                 (undefined) external _timezone (from libSystem)
                 (undefined) external _tzname (from libSystem)
                 (undefined) external _tzset (from libSystem)
0000000182fdd1a8 (__TEXT,__text) external _u_UCharsToChars
0000000183014780 (__TEXT,__text) external _u_asciiToUpper
000000018300ef84 (__TEXT,__text) external _u_austrcpy
000000018300ee88 (__TEXT,__text) external _u_austrncpy
0000000183011af4 (__TEXT,__text) external _u_caseInsensitivePrefixMatch
0000000182fadb30 (__TEXT,__text) external _u_catclose
0000000182fadb34 (__TEXT,__text) external _u_catgets
0000000182fadb2c (__TEXT,__text) external _u_catopen
0000000182faef70 (__TEXT,__text) external _u_charAge
0000000182faebac (__TEXT,__text) external _u_charDigitValue
0000000182fa5bcc (__TEXT,__text) external _u_charDirection
0000000182febaec (__TEXT,__text) external _u_charFromName
0000000182fa5bd4 (__TEXT,__text) external _u_charMirror
0000000182feb460 (__TEXT,__text) external _u_charName
0000000182fadc24 (__TEXT,__text) external _u_charType
0000000182fdd184 (__TEXT,__text) external _u_charsToUChars
0000000182fb295c (__TEXT,__text) external _u_cleanup
0000000183013a80 (__TEXT,__text) external _u_countChar32
0000000182faee08 (__TEXT,__text) external _u_digit
0000000182fec41c (__TEXT,__text) external _u_enumCharNames
0000000182fadc98 (__TEXT,__text) external _u_enumCharTypes
000000018302446c (__TEXT,__text) external _u_errorName
000000018318cf08 (__TEXT,__text) external _u_fadopt
000000018318d26c (__TEXT,__text) external _u_fclose
000000018318d16c (__TEXT,__text) external _u_feof
000000018318d1bc (__TEXT,__text) external _u_fflush
000000018318d3dc (__TEXT,__text) external _u_fgetConverter
000000018318d3e4 (__TEXT,__text) external _u_fgetNumberFormat
0000000183191a00 (__TEXT,__text) external _u_fgetc
000000018318d324 (__TEXT,__text) external _u_fgetcodepage
0000000183191b0c (__TEXT,__text) external _u_fgetcx
000000018318d2d4 (__TEXT,__text) external _u_fgetfile
000000018318d2dc (__TEXT,__text) external _u_fgetlocale
0000000183191838 (__TEXT,__text) external _u_fgets
0000000183191bbc (__TEXT,__text) external _u_file_read
0000000183191618 (__TEXT,__text) external _u_file_write
000000018318ce20 (__TEXT,__text) external _u_finit
000000018300ec74 (__TEXT,__text) external _u_flushDefaultConverter
0000000182fab214 (__TEXT,__text) external _u_foldCase
000000018318cf10 (__TEXT,__text) external _u_fopen
000000018318cf68 (__TEXT,__text) external _u_fopen_u
0000000182faeea8 (__TEXT,__text) external _u_forDigit
000000018316a500 (__TEXT,__text) external _u_formatMessage
000000018316aad4 (__TEXT,__text) external _u_formatMessageWithError
000000018318d9dc (__TEXT,__text) external _u_fprintf
000000018318db60 (__TEXT,__text) external _u_fprintf_u
0000000183191624 (__TEXT,__text) external _u_fputc
00000001831915b4 (__TEXT,__text) external _u_fputs
000000018318d220 (__TEXT,__text) external _u_frewind
000000018318fb54 (__TEXT,__text) external _u_fscanf
000000018318fc7c (__TEXT,__text) external _u_fscanf_u
000000018318d364 (__TEXT,__text) external _u_fsetcodepage
000000018318d2e4 (__TEXT,__text) external _u_fsetlocale
0000000183191114 (__TEXT,__text) external _u_fsettransliterator
000000018318d0f0 (__TEXT,__text) external _u_fstropen
0000000183191b38 (__TEXT,__text) external _u_fungetc
0000000182fa5bd8 (__TEXT,__text) external _u_getBidiPairedBracket
0000000182f4ef3c (__TEXT,__text) external _u_getBinaryPropertySet
0000000182f76704 (__TEXT,__text) external _u_getCombiningClass
0000000182f82f38 (__TEXT,__text) external _u_getDataDirectory
0000000182f59d48 (__TEXT,__text) external _u_getDataVersion
000000018300eb68 (__TEXT,__text) external _u_getDefaultConverter
00000001830000fc (__TEXT,__text) external _u_getFC_NFKC_Closure
0000000182febab0 (__TEXT,__text) external _u_getISOComment
0000000182f4f17c (__TEXT,__text) external _u_getIntPropertyMap
0000000182fffe80 (__TEXT,__text) external _u_getIntPropertyMaxValue
0000000182fffe78 (__TEXT,__text) external _u_getIntPropertyMinValue
0000000182fffddc (__TEXT,__text) external _u_getIntPropertyValue
0000000182faec2c (__TEXT,__text) external _u_getNumericValue
0000000182f80cdc (__TEXT,__text) external _u_getPropertyEnum
0000000182f80cd8 (__TEXT,__text) external _u_getPropertyName
0000000182f80cec (__TEXT,__text) external _u_getPropertyValueEnum
0000000182f80ce8 (__TEXT,__text) external _u_getPropertyValueName
0000000182f82fe0 (__TEXT,__text) external _u_getTimeZoneFilesDirectory
0000000182faeecc (__TEXT,__text) external _u_getUnicodeVersion
0000000182f83890 (__TEXT,__text) external _u_getVersion
000000018318d954 (__TEXT,__text) external _u_get_stdout
0000000182fffc9c (__TEXT,__text) external _u_hasBinaryProperty
0000000182fdd0c0 (__TEXT,__text) external _u_init
0000000182fffcc8 (__TEXT,__text) external _u_isEmoji
0000000182fae9d0 (__TEXT,__text) external _u_isIDIgnorable
