00000001800da32c (__TEXT,__text) external _NSAddImage
00000001800e3d18 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r
00000001800de4c8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
0000000180101814 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r72r80r88r96r
00000001800e3e0c (__TEXT,__text) non-external ___deviceSupportsMTE_block_invoke
00000001800e1dec (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_block_invoke
00000001800e1ce4 (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_with_system_path_block_invoke
00000001800e27b4 (__TEXT,__text) non-external ___dyld_image_local_nlist_content_4Symbolication_block_invoke
00000001800e16f0 (__TEXT,__text) non-external ___dyld_process_snapshot_for_each_image_block_invoke
00000001800e1bcc (__TEXT,__text) non-external ___dyld_shared_cache_for_each_image_block_invoke
                 (undefined) external ___error (from libsystem_kernel)
00000001800e07c0 (__TEXT,__text) non-external ___macho_for_each_defined_rpath_block_invoke
00000001800e07d0 (__TEXT,__text) non-external ___macho_for_each_defined_rpath_block_invoke.8
00000001800dfcec (__TEXT,__text) non-external ___macho_for_each_slice_in_fd_block_invoke
00000001ec79d230 (__DATA_DIRTY,__common) external ___progname
                 (undefined) external ___stack_chk_fail (from libsystem_c)
                 (undefined) external ___stack_chk_guard (from libsystem_c)
                 (undefined) external ___stderrp (from libsystem_c)
                 (undefined) external ___stdoutp (from libsystem_c)
                 (undefined) external __dispatch_source_type_mach_recv (from libdispatch)
00000001800da3b0 (__TEXT,__text) external __dyld_all_twolevel_modules_prebound
00000001800d9998 (__TEXT,__text) external __dyld_atfork_parent
00000001800d9964 (__TEXT,__text) external __dyld_atfork_prepare
00000001800da3f0 (__TEXT,__text) external __dyld_bind_fully_image_containing_address
00000001800db2a8 (__TEXT,__text) external __dyld_call_with_writable_tpro_memory
00000001800dada0 (__TEXT,__text) external __dyld_dlopen_atfork_child
00000001800dad6c (__TEXT,__text) external __dyld_dlopen_atfork_parent
00000001800dad38 (__TEXT,__text) external __dyld_dlopen_atfork_prepare
00000001800db03c (__TEXT,__text) external __dyld_dlsym_blocked
00000001800daaa0 (__TEXT,__text) external __dyld_find_foreign_type_protocol_conformance
00000001800dacf4 (__TEXT,__text) external __dyld_find_foreign_type_protocol_conformance_on_disk
00000001800db114 (__TEXT,__text) external __dyld_find_pointer_hash_table_entry
00000001800daa60 (__TEXT,__text) external __dyld_find_protocol_conformance
00000001800dacb0 (__TEXT,__text) external __dyld_find_protocol_conformance_on_disk
00000001800d980c (__TEXT,__text) external __dyld_find_unwind_sections
00000001800d9298 (__TEXT,__text) external __dyld_for_each_objc_class
00000001800d8f7c (__TEXT,__text) external __dyld_for_each_objc_protocol
00000001800db270 (__TEXT,__text) external __dyld_for_each_prewarming_range
00000001800db008 (__TEXT,__text) external __dyld_for_objc_header_opt_ro
00000001800dafd4 (__TEXT,__text) external __dyld_for_objc_header_opt_rw
00000001800d9e2c (__TEXT,__text) external __dyld_fork_child
00000001800dab14 (__TEXT,__text) external __dyld_get_dlopen_image_header
00000001800d9184 (__TEXT,__text) external __dyld_get_image_header
00000001800da4f4 (__TEXT,__text) external __dyld_get_image_header_containing_address
00000001800d9154 (__TEXT,__text) external __dyld_get_image_name
00000001800d94e4 (__TEXT,__text) external __dyld_get_image_slide
00000001800d9928 (__TEXT,__text) external __dyld_get_image_uuid
00000001800d99cc (__TEXT,__text) external __dyld_get_image_vmaddr_slide
00000001800d8ea8 (__TEXT,__text) external __dyld_get_objc_selector
00000001800da98c (__TEXT,__text) external __dyld_get_prog_image_header
00000001800d8e70 (__TEXT,__text) external __dyld_get_shared_cache_range
00000001800d91e8 (__TEXT,__text) external __dyld_get_shared_cache_uuid
00000001800db0a8 (__TEXT,__text) external __dyld_get_swift_prespecialized_data
00000001800da868 (__TEXT,__text) external __dyld_has_fix_for_radar
00000001800dac78 (__TEXT,__text) external __dyld_has_preoptimized_swift_protocol_conformances
00000001800da3f8 (__TEXT,__text) external __dyld_image_containing_address
00000001800d9128 (__TEXT,__text) external __dyld_image_count
00000001800d951c (__TEXT,__text) external __dyld_images_for_addresses
00000001800d9a6c (__TEXT,__text) external __dyld_initializer
00000001800d9024 (__TEXT,__text) external __dyld_is_memory_immutable
00000001800da82c (__TEXT,__text) external __dyld_is_objc_constant
00000001800daf9c (__TEXT,__text) external __dyld_is_preoptimized_objc_image_loaded
00000001800db0dc (__TEXT,__text) external __dyld_is_pseudodylib
00000001800da7f8 (__TEXT,__text) external __dyld_launch_mode
00000001800da370 (__TEXT,__text) external __dyld_launched_prebound
00000001800da430 (__TEXT,__text) external __dyld_lookup_and_bind
00000001800da4b4 (__TEXT,__text) external __dyld_lookup_and_bind_fully
00000001800da470 (__TEXT,__text) external __dyld_lookup_and_bind_with_hint
00000001800dadd4 (__TEXT,__text) external __dyld_lookup_section_info
00000001800da9f8 (__TEXT,__text) external __dyld_objc_class_count
00000001800d8e30 (__TEXT,__text) external __dyld_objc_notify_register
00000001800dab4c (__TEXT,__text) external __dyld_objc_register_callbacks
00000001800daa2c (__TEXT,__text) external __dyld_objc_uses_large_shared_cache
00000001800da368 (__TEXT,__text) external __dyld_present
00000001800dce64 (__TEXT,__text) external __dyld_process_info_create
00000001800dd918 (__TEXT,__text) external __dyld_process_info_for_each_aot_image
00000001800dd8ac (__TEXT,__text) external __dyld_process_info_for_each_image
00000001800dd984 (__TEXT,__text) external __dyld_process_info_for_each_segment
00000001800dd720 (__TEXT,__text) external __dyld_process_info_get_aot_cache
00000001800dd6bc (__TEXT,__text) external __dyld_process_info_get_cache
00000001800dd7e0 (__TEXT,__text) external __dyld_process_info_get_platform
00000001800dd650 (__TEXT,__text) external __dyld_process_info_get_state
00000001800df734 (__TEXT,__text) external __dyld_process_info_notify
00000001800df818 (__TEXT,__text) external __dyld_process_info_notify_main
00000001800df91c (__TEXT,__text) external __dyld_process_info_notify_release
00000001800df8c4 (__TEXT,__text) external __dyld_process_info_notify_retain
00000001800dd830 (__TEXT,__text) external __dyld_process_info_release
00000001800dd78c (__TEXT,__text) external __dyld_process_info_retain
00000001800daf64 (__TEXT,__text) external __dyld_pseudodylib_deregister
00000001800daee8 (__TEXT,__text) external __dyld_pseudodylib_deregister_callbacks
00000001800daf20 (__TEXT,__text) external __dyld_pseudodylib_register
00000001800dae14 (__TEXT,__text) external __dyld_pseudodylib_register_callbacks
00000001800db070 (__TEXT,__text) external __dyld_register_dlsym_notifier
00000001800da7c0 (__TEXT,__text) external __dyld_register_driverkit_main
00000001800d8fb8 (__TEXT,__text) external __dyld_register_for_bulk_image_loads
00000001800d9ae4 (__TEXT,__text) external __dyld_register_for_image_loads
00000001800d8c30 (__TEXT,__text) external __dyld_register_func_for_add_image
00000001800d9258 (__TEXT,__text) external __dyld_register_func_for_remove_image
00000001800da8d8 (__TEXT,__text) external __dyld_shared_cache_contains_path
00000001800da78c (__TEXT,__text) external __dyld_shared_cache_is_locally_built
00000001800da758 (__TEXT,__text) external __dyld_shared_cache_optimized
00000001800da8a0 (__TEXT,__text) external __dyld_shared_cache_real_path
00000001e9d88938 (__DATA,__common) external __dyld_stack_bottom
00000001800db234 (__TEXT,__text) external __dyld_stack_range
00000001e9d88930 (__DATA,__common) external __dyld_stack_top
00000001800daae0 (__TEXT,__text) external __dyld_swift_optimizations_version
00000001800da9c0 (__TEXT,__text) external __dyld_visit_objc_classes
                 (undefined) external __simple_salloc (from libsystem_platform)
                 (undefined) external __simple_sfree (from libsystem_platform)
                 (undefined) external __simple_vsprintf (from libsystem_platform)
00000001800d98b0 (__TEXT,__text) external __tlv_atexit
00000001800db2f0 (__TEXT,__text) external __tlv_bootstrap
00000001800da530 (__TEXT,__text) non-external (was a private external) __tlv_bootstrap_error
00000001800d99fc (__TEXT,__text) external __tlv_exit
00000001800db2f8 (__TEXT,__text) non-external (was a private external) __tlv_get_addr
                 (undefined) external _abort (from libsystem_c)
                 (undefined) external _abort_report_np (from libsystem_c)
                 (undefined) external _arc4random_uniform (from libsystem_c)
                 (undefined) external _basename (from libsystem_c)
                 (undefined) external _bzero (from libsystem_c)
                 (undefined) external _close (from libsystem_kernel)
                 (undefined) external _closedir (from libsystem_c)
                 (undefined) external _csr_check (from libsystem_kernel)
00000001800e3dd4 (__TEXT,__text) non-external (was a private external) _deviceSupportsMTE
0000000180102e74 (__TEXT,__text) non-external _deviceSupportsMTE.cold.1
                 (undefined) external _dispatch_activate (from libdispatch)
                 (undefined) external _dispatch_async (from libdispatch)
                 (undefined) external _dispatch_async_and_wait (from libdispatch)
                 (undefined) external _dispatch_get_current_queue (from libdispatch)
                 (undefined) external _dispatch_once (from libdispatch)
                 (undefined) external _dispatch_queue_create (from libdispatch)
                 (undefined) external _dispatch_release (from libdispatch)
                 (undefined) external _dispatch_retain (from libdispatch)
                 (undefined) external _dispatch_source_cancel (from libdispatch)
                 (undefined) external _dispatch_source_create (from libdispatch)
                 (undefined) external _dispatch_source_set_cancel_handler (from libdispatch)
                 (undefined) external _dispatch_source_set_event_handler (from libdispatch)
00000001800d98f4 (__TEXT,__text) external _dladdr
00000001800d9880 (__TEXT,__text) external _dlclose
00000001800d9a08 (__TEXT,__text) external _dlerror
00000001800d9338 (__TEXT,__text) external _dlopen
00000001800da950 (__TEXT,__text) external _dlopen_audited
00000001800da910 (__TEXT,__text) external _dlopen_from
00000001800d98c4 (__TEXT,__text) external _dlopen_preflight
00000001800d93a4 (__TEXT,__text) external _dlsym
0000000180103c98 (__TEXT,__const) external _dyldVersionNumber
0000000180103c70 (__TEXT,__const) external _dyldVersionString
00000001800da52c (__TEXT,__text) external _dyld_dynamic_interpose
00000001800e1cf4 (__TEXT,__text) external _dyld_for_each_installed_shared_cache
0000000180102c3c (__TEXT,__text) non-external _dyld_for_each_installed_shared_cache.cold.1
0000000180102c50 (__TEXT,__text) non-external _dyld_for_each_installed_shared_cache.cold.2
00000001800e1bdc (__TEXT,__text) external _dyld_for_each_installed_shared_cache_with_system_path
0000000180102c3c (__TEXT,__text) non-external _dyld_for_each_installed_shared_cache_with_system_path.cold.1
0000000180102c50 (__TEXT,__text) non-external _dyld_for_each_installed_shared_cache_with_system_path.cold.2
00000001800d8f14 (__TEXT,__text) external _dyld_get_active_platform
00000001800d9a34 (__TEXT,__text) external _dyld_get_base_platform
00000001800da6e0 (__TEXT,__text) external _dyld_get_image_versions
00000001800d9ca8 (__TEXT,__text) external _dyld_get_min_os_version
00000001800d9478 (__TEXT,__text) external _dyld_get_program_min_os_version
00000001800db18c (__TEXT,__text) external _dyld_get_program_minos_version_token
00000001800d8ee0 (__TEXT,__text) external _dyld_get_program_sdk_version
00000001800db158 (__TEXT,__text) external _dyld_get_program_sdk_version_token
00000001800d9848 (__TEXT,__text) external _dyld_get_sdk_version
00000001800d9304 (__TEXT,__text) external _dyld_has_inserted_or_interposing_libraries
00000001800e1fe8 (__TEXT,__text) external _dyld_image_content_for_section
0000000180102c3c (__TEXT,__text) non-external _dyld_image_content_for_section.cold.1
00000001800e1f48 (__TEXT,__text) external _dyld_image_content_for_segment
0000000180102c3c (__TEXT,__text) non-external _dyld_image_content_for_segment.cold.1
00000001800e2094 (__TEXT,__text) external _dyld_image_copy_uuid
0000000180102c3c (__TEXT,__text) non-external _dyld_image_copy_uuid.cold.1
00000001800e2234 (__TEXT,__text) external _dyld_image_for_each_section_info
0000000180102c3c (__TEXT,__text) non-external _dyld_image_for_each_section_info.cold.1
00000001800e21ac (__TEXT,__text) external _dyld_image_for_each_segment_info
0000000180102c3c (__TEXT,__text) non-external _dyld_image_for_each_segment_info.cold.1
00000001800e2338 (__TEXT,__text) external _dyld_image_get_file_path
0000000180102c3c (__TEXT,__text) non-external _dyld_image_get_file_path.cold.1
00000001800e22bc (__TEXT,__text) external _dyld_image_get_installname
0000000180102c3c (__TEXT,__text) non-external _dyld_image_get_installname.cold.1
00000001800d9440 (__TEXT,__text) external _dyld_image_header_containing_address
00000001800e2590 (__TEXT,__text) external _dyld_image_local_nlist_content_4Symbolication
0000000180102c3c (__TEXT,__text) non-external _dyld_image_local_nlist_content_4Symbolication.cold.1
00000001800d9220 (__TEXT,__text) external _dyld_image_path_containing_address
00000001800da5f8 (__TEXT,__text) external _dyld_is_simulator_platform
00000001800da66c (__TEXT,__text) external _dyld_minos_at_least
00000001800da71c (__TEXT,__text) external _dyld_need_closure
00000001800e10b0 (__TEXT,__text) external _dyld_process_create_for_current_task
0000000180102c3c (__TEXT,__text) non-external _dyld_process_create_for_current_task.cold.1
00000001800e0fc0 (__TEXT,__text) external _dyld_process_create_for_task
0000000180102c3c (__TEXT,__text) non-external _dyld_process_create_for_task.cold.1
0000000180102c50 (__TEXT,__text) non-external _dyld_process_create_for_task.cold.2
00000001800e1124 (__TEXT,__text) external _dyld_process_dispose
0000000180102c3c (__TEXT,__text) non-external _dyld_process_dispose.cold.1
00000001e9d88940 (__DATA,__common) external _dyld_process_has_objc_patches
00000001800d91b4 (__TEXT,__text) external _dyld_process_is_restricted
00000001800e126c (__TEXT,__text) external _dyld_process_register_for_event_notification
0000000180102c3c (__TEXT,__text) non-external _dyld_process_register_for_event_notification.cold.1
00000001800e11b4 (__TEXT,__text) external _dyld_process_register_for_image_notifications
0000000180102c3c (__TEXT,__text) non-external _dyld_process_register_for_image_notifications.cold.1
00000001800e13c4 (__TEXT,__text) external _dyld_process_snapshot_create_for_process
0000000180102c3c (__TEXT,__text) non-external _dyld_process_snapshot_create_for_process.cold.1
00000001800e1464 (__TEXT,__text) external _dyld_process_snapshot_create_from_data
0000000180102c3c (__TEXT,__text) non-external _dyld_process_snapshot_create_from_data.cold.1
0000000180102c64 (__TEXT,__text) non-external _dyld_process_snapshot_create_from_data.cold.2
0000000180102c90 (__TEXT,__text) non-external _dyld_process_snapshot_create_from_data.cold.3
0000000180102c50 (__TEXT,__text) non-external _dyld_process_snapshot_create_from_data.cold.4
00000001800e1588 (__TEXT,__text) external _dyld_process_snapshot_dispose
0000000180102c3c (__TEXT,__text) non-external _dyld_process_snapshot_dispose.cold.1
00000001800e1614 (__TEXT,__text) external _dyld_process_snapshot_for_each_image
0000000180102c3c (__TEXT,__text) non-external _dyld_process_snapshot_for_each_image.cold.1
00000001800e1700 (__TEXT,__text) external _dyld_process_snapshot_get_shared_cache
0000000180102c3c (__TEXT,__text) non-external _dyld_process_snapshot_get_shared_cache.cold.1
00000001800e133c (__TEXT,__text) external _dyld_process_unregister_for_notification
0000000180102c3c (__TEXT,__text) non-external _dyld_process_unregister_for_notification.cold.1
00000001800da6a8 (__TEXT,__text) external _dyld_program_minos_at_least
00000001800d94ac (__TEXT,__text) external _dyld_program_sdk_at_least
00000001800da630 (__TEXT,__text) external _dyld_sdk_at_least
00000001800e19f4 (__TEXT,__text) external _dyld_shared_cache_copy_uuid
0000000180102c3c (__TEXT,__text) non-external _dyld_shared_cache_copy_uuid.cold.1
00000001800da584 (__TEXT,__text) external _dyld_shared_cache_file_path
00000001800da5b8 (__TEXT,__text) external _dyld_shared_cache_find_iterate_text
00000001800e1a74 (__TEXT,__text) external _dyld_shared_cache_for_each_file
0000000180102c3c (__TEXT,__text) non-external _dyld_shared_cache_for_each_file.cold.1
00000001800e1afc (__TEXT,__text) external _dyld_shared_cache_for_each_image
0000000180102c3c (__TEXT,__text) non-external _dyld_shared_cache_for_each_image.cold.1
00000001800e23b4 (__TEXT,__text) external _dyld_shared_cache_for_each_subcache4Rosetta
0000000180102c3c (__TEXT,__text) non-external _dyld_shared_cache_for_each_subcache4Rosetta.cold.1
00000001800e1dfc (__TEXT,__text) external _dyld_shared_cache_for_file
0000000180102c3c (__TEXT,__text) non-external _dyld_shared_cache_for_file.cold.1
0000000180102c50 (__TEXT,__text) non-external _dyld_shared_cache_for_file.cold.2
00000001800e1880 (__TEXT,__text) external _dyld_shared_cache_get_base_address
0000000180102c3c (__TEXT,__text) non-external _dyld_shared_cache_get_base_address.cold.1
00000001800e18fc (__TEXT,__text) external _dyld_shared_cache_get_mapped_size
0000000180102c3c (__TEXT,__text) non-external _dyld_shared_cache_get_mapped_size.cold.1
00000001800e1978 (__TEXT,__text) external _dyld_shared_cache_is_mapped_private
0000000180102c3c (__TEXT,__text) non-external _dyld_shared_cache_is_mapped_private.cold.1
00000001800da548 (__TEXT,__text) external _dyld_shared_cache_iterate_text
