00007ffa1db60d30 (__TEXT,__text) external _ARMCompilationCallback
00007ffa1e5f2948 (__TEXT,__const) external __ZTSN4llvm18MachineCodeEmitterE
00007ffa1e3322ec (__TEXT,__const) external __ZTSN4llvm18ObjectBufferStreamE
00007ffa1e679687 (__TEXT,__const) external __ZTSN4llvm18RefCountedBaseVPTRE
00007ffa1e5f328f (__TEXT,__const) weak external __ZTSN4llvm18RegisterPassParserINS_16RegisterRegAllocEEE
00007ffa1e5f1210 (__TEXT,__const) weak external __ZTSN4llvm18RegisterPassParserINS_17RegisterSchedulerEEE
00007ffa1e5f2e7e (__TEXT,__const) weak external __ZTSN4llvm18RegisterPassParserINS_20MachineSchedRegistryEEE
00007ffa1e5f026f (__TEXT,__const) external __ZTSN4llvm18ScheduleDAGSDNodesE
00007ffa1e6003c3 (__TEXT,__const) external __ZTSN4llvm18SelectConstantExprE
00007ffa1e5f3d50 (__TEXT,__const) external __ZTSN4llvm18TargetLoweringBaseE
00007ffa1e5f44c8 (__TEXT,__const) external __ZTSN4llvm18TargetRegisterInfoE
00007ffa1e5ed301 (__TEXT,__const) external __ZTSN4llvm18Thumb1RegisterInfoE
00007ffa1e5ed395 (__TEXT,__const) external __ZTSN4llvm18Thumb2RegisterInfoE
00007ffa1e5ec8f1 (__TEXT,__const) external __ZTSN4llvm18ThumbTargetMachineE
00007ffa1e5f2506 (__TEXT,__const) external __ZTSN4llvm18VLIWPacketizerListE
00007ffa1e5f3adb (__TEXT,__const) weak external __ZTSN4llvm18ValueMapCallbackVHIPKNS_10AllocaInstENS_14StackProtector13SSPLayoutKindENS_14ValueMapConfigIS3_EEEE
00007ffa1e3320cf (__TEXT,__const) weak external __ZTSN4llvm18ValueMapCallbackVHIPKNS_10BasicBlockEPvNS_14ValueMapConfigIS3_EEEE
00007ffa1e332336 (__TEXT,__const) weak external __ZTSN4llvm18ValueMapCallbackVHIPKNS_11GlobalValueEPvNS_20ExecutionEngineState16AddressMapConfigEEE
00007ffa1e32f7d3 (__TEXT,__const) weak external __ZTSN4llvm18ValueMapCallbackVHIPKNS_5ValueENS_6WeakVHENS_14ValueMapConfigIS3_EEEE
00007ffa1e32f8c0 (__TEXT,__const) weak external __ZTSN4llvm18ValueMapCallbackVHIPKNS_5ValueEjNS_14ValueMapConfigIS3_EEEE
00007ffa1e3321fd (__TEXT,__const) non-external __ZTSN4llvm18ValueMapCallbackVHIPKNS_8FunctionEN12_GLOBAL__N_110JITEmitter11EmittedCodeENS5_21EmittedFunctionConfigEEE
00007ffa1e32f904 (__TEXT,__const) weak external __ZTSN4llvm18ValueMapCallbackVHIPKNS_8FunctionEPNS_6MDNodeENS_14ValueMapConfigIS3_EEEE
00007ffa1e32fa90 (__TEXT,__const) weak external __ZTSN4llvm18ValueMapCallbackVHIPNS_5ValueES2_NS_14ValueMapConfigIS2_EEEE
00007ffa1e332190 (__TEXT,__const) non-external __ZTSN4llvm18ValueMapCallbackVHIPNS_8FunctionENS_11SmallPtrSetIPvLj1EEEN12_GLOBAL__N_122CallSiteValueMapConfigEEE
00007ffa1e332137 (__TEXT,__const) non-external __ZTSN4llvm18ValueMapCallbackVHIPNS_8FunctionEPvN12_GLOBAL__N_120NoRAUWValueMapConfigIS2_EEEE
00007ffa1e51c130 (__TEXT,__const) external __ZTSN4llvm18X86GenRegisterInfoE
00007ffa1e545168 (__TEXT,__const) external __ZTSN4llvm18X86MCAsmInfoDarwinE
00007ffa1e67b49c (__TEXT,__const) external __ZTSN4llvm18format_object_baseE
00007ffa1e67b466 (__TEXT,__const) external __ZTSN4llvm18raw_string_ostreamE
00007ffa1e579620 (__TEXT,__const) external __ZTSN4llvm19ARM64TargetLoweringE
00007ffa1e5cc814 (__TEXT,__const) external __ZTSN4llvm19ARMBaseRegisterInfoE
00007ffa1e5ec6b4 (__TEXT,__const) external __ZTSN4llvm19ARMGenSubtargetInfoE
00007ffa1e5d318e (__TEXT,__const) external __ZTSN4llvm19ARMHazardRecognizerE
00007ffa1e5ec5bc (__TEXT,__const) external __ZTSN4llvm19ARMSelectionDAGInfoE
00007ffa1e60048c (__TEXT,__const) external __ZTSN4llvm19CompareConstantExprE
00007ffa1e5f7f40 (__TEXT,__const) external __ZTSN4llvm19ConstantPointerNullE
00007ffa1e676b43 (__TEXT,__const) external __ZTSN4llvm19MCRelaxableFragmentE
00007ffa1e5f2a31 (__TEXT,__const) external __ZTSN4llvm19MachineFunctionInfoE
00007ffa1e5f2a6f (__TEXT,__const) external __ZTSN4llvm19MachineFunctionPassE
00007ffa1e5f2c23 (__TEXT,__const) external __ZTSN4llvm19MachineRegisterInfo8DelegateE
00007ffa1e5f2ccd (__TEXT,__const) external __ZTSN4llvm19MachineSchedContextE
00007ffa1e5f30ed (__TEXT,__const) external __ZTSN4llvm19MachineTraceMetrics8EnsembleE
00007ffa1e5f30d0 (__TEXT,__const) external __ZTSN4llvm19MachineTraceMetricsE
00007ffa1e678907 (__TEXT,__const) external __ZTSN4llvm19MallocSlabAllocatorE
00007ffa1e3323e2 (__TEXT,__const) external __ZTSN4llvm19RTDyldMemoryManagerE
00007ffa1e5f2c7e (__TEXT,__const) external __ZTSN4llvm19ScheduleDAGMutationE
00007ffa1e5f79e3 (__TEXT,__const) external __ZTSN4llvm19StringAttributeImplE
00007ffa1e5f3ba9 (__TEXT,__const) external __ZTSN4llvm19TargetFrameLoweringE
00007ffa1e5f7816 (__TEXT,__const) external __ZTSN4llvm19TargetIntrinsicInfoE
00007ffa1e5f790f (__TEXT,__const) external __ZTSN4llvm19TargetSubtargetInfoE
00007ffa1e5f77b9 (__TEXT,__const) external __ZTSN4llvm19TargetTransformInfoE
00007ffa1e5ed2cb (__TEXT,__const) external __ZTSN4llvm19Thumb1FrameLoweringE
00007ffa1e51c290 (__TEXT,__const) external __ZTSN4llvm19X86GenSubtargetInfoE
00007ffa1e55aad0 (__TEXT,__const) external __ZTSN4llvm19X86IntelInstPrinterE
00007ffa1e5451db (__TEXT,__const) external __ZTSN4llvm19X86MCAsmInfoGNUCOFFE
00007ffa1e51c198 (__TEXT,__const) external __ZTSN4llvm19X86SelectionDAGInfoE
00007ffa1e67b4d0 (__TEXT,__const) external __ZTSN4llvm19raw_svector_ostreamE
00007ffa1e57c5d8 (__TEXT,__const) external __ZTSN4llvm20ARM64GenRegisterInfoE
00007ffa1e598519 (__TEXT,__const) external __ZTSN4llvm20ARM64MCAsmInfoDarwinE
00007ffa1e5ec8b9 (__TEXT,__const) external __ZTSN4llvm20ARMBaseTargetMachineE
00007ffa1e5d24c8 (__TEXT,__const) external __ZTSN4llvm20ARMConstantPoolValueE
00007ffa1e5f5529 (__TEXT,__const) external __ZTSN4llvm20CallGraphWrapperPassE
00007ffa1e5f74e0 (__TEXT,__const) weak external __ZTSN4llvm20DOTGraphTraitsViewerINS_10RegionInfoELb0EPS1_NS_26DefaultAnalysisGraphTraitsIS1_S2_EEEE
00007ffa1e5f7563 (__TEXT,__const) weak external __ZTSN4llvm20DOTGraphTraitsViewerINS_10RegionInfoELb1EPS1_NS_26DefaultAnalysisGraphTraitsIS1_S2_EEEE
00007ffa1e5f6e77 (__TEXT,__const) weak external __ZTSN4llvm20DOTGraphTraitsViewerINS_17PostDominatorTreeELb0EPS1_NS_26DefaultAnalysisGraphTraitsIS1_S2_EEEE
00007ffa1e5f6f02 (__TEXT,__const) weak external __ZTSN4llvm20DOTGraphTraitsViewerINS_17PostDominatorTreeELb1EPS1_NS_26DefaultAnalysisGraphTraitsIS1_S2_EEEE
00007ffa1e5f6bfb (__TEXT,__const) non-external __ZTSN4llvm20DOTGraphTraitsViewerINS_24DominatorTreeWrapperPassELb0EPNS_13DominatorTreeEN12_GLOBAL__N_143DominatorTreeWrapperPassAnalysisGraphTraitsEEE
00007ffa1e5f6cae (__TEXT,__const) non-external __ZTSN4llvm20DOTGraphTraitsViewerINS_24DominatorTreeWrapperPassELb1EPNS_13DominatorTreeEN12_GLOBAL__N_143DominatorTreeWrapperPassAnalysisGraphTraitsEEE
00007ffa1e5f24e8 (__TEXT,__const) external __ZTSN4llvm20DefaultVLIWSchedulerE
00007ffa1e5f2793 (__TEXT,__const) external __ZTSN4llvm20LatencyPriorityQueueE
00007ffa1e5f70bb (__TEXT,__const) external __ZTSN4llvm20LibCallAliasAnalysisE
00007ffa1e331550 (__TEXT,__const) external __ZTSN4llvm20LinkingMemoryManagerE
00007ffa1e5f4eb8 (__TEXT,__const) external __ZTSN4llvm20LoadAndStorePromoterE
00007ffa1e62dbe4 (__TEXT,__const) external __ZTSN4llvm20MCAsmParserExtensionE
00007ffa1e6771c0 (__TEXT,__const) external __ZTSN4llvm20MCExternalSymbolizerE
00007ffa1e6772a0 (__TEXT,__const) external __ZTSN4llvm20MCObjectDisassemblerE
00007ffa1e5f29f1 (__TEXT,__const) external __ZTSN4llvm20MachineDominatorTreeE
00007ffa1e5f2bbe (__TEXT,__const) external __ZTSN4llvm20MachineModuleInfoELFE
00007ffa1e5f2c60 (__TEXT,__const) external __ZTSN4llvm20MachineSchedStrategyE
00007ffa1e33157c (__TEXT,__const) external __ZTSN4llvm20SectionMemoryManagerE
00007ffa1e5f54ef (__TEXT,__const) external __ZTSN4llvm20ValueMapTypeRemapperE
00007ffa1e67893f (__TEXT,__const) external __ZTSN4llvm20circular_raw_ostreamE
00007ffa1e5bc707 (__TEXT,__const) external __ZTSN4llvm21ARM64AppleInstPrinterE
00007ffa1e57c829 (__TEXT,__const) external __ZTSN4llvm21ARM64GenSubtargetInfoE
00007ffa1e57c79e (__TEXT,__const) external __ZTSN4llvm21ARM64SelectionDAGInfoE
00007ffa1e5d2507 (__TEXT,__const) external __ZTSN4llvm21ARMConstantPoolSymbolE
00007ffa1e5f687c (__TEXT,__const) external __ZTSN4llvm21BranchProbabilityInfoE
00007ffa1e5f7f21 (__TEXT,__const) external __ZTSN4llvm21ConstantAggregateZeroE
00007ffa1e5f75e3 (__TEXT,__const) weak external __ZTSN4llvm21DOTGraphTraitsPrinterINS_10RegionInfoELb0EPS1_NS_26DefaultAnalysisGraphTraitsIS1_S2_EEEE
00007ffa1e5f7668 (__TEXT,__const) weak external __ZTSN4llvm21DOTGraphTraitsPrinterINS_10RegionInfoELb1EPS1_NS_26DefaultAnalysisGraphTraitsIS1_S2_EEEE
00007ffa1e5f6d62 (__TEXT,__const) weak external __ZTSN4llvm21DOTGraphTraitsPrinterINS_17PostDominatorTreeELb0EPS1_NS_26DefaultAnalysisGraphTraitsIS1_S2_EEEE
00007ffa1e5f6def (__TEXT,__const) weak external __ZTSN4llvm21DOTGraphTraitsPrinterINS_17PostDominatorTreeELb1EPS1_NS_26DefaultAnalysisGraphTraitsIS1_S2_EEEE
00007ffa1e5f6a97 (__TEXT,__const) non-external __ZTSN4llvm21DOTGraphTraitsPrinterINS_24DominatorTreeWrapperPassELb0EPNS_13DominatorTreeEN12_GLOBAL__N_143DominatorTreeWrapperPassAnalysisGraphTraitsEEE
00007ffa1e5f6b4c (__TEXT,__const) non-external __ZTSN4llvm21DOTGraphTraitsPrinterINS_24DominatorTreeWrapperPassELb1EPNS_13DominatorTreeEN12_GLOBAL__N_143DominatorTreeWrapperPassAnalysisGraphTraitsEEE
00007ffa1e5f6f69 (__TEXT,__const) external __ZTSN4llvm21DominanceFrontierBaseE
00007ffa1e5f2b40 (__TEXT,__const) external __ZTSN4llvm21MachineModuleInfoImplE
00007ffa1e679750 (__TEXT,__const) external __ZTSN4llvm21PrettyStackTraceEntryE
00007ffa1e5f00b4 (__TEXT,__const) external __ZTSN4llvm21ResourcePriorityQueueE
00007ffa1e679843 (__TEXT,__const) external __ZTSN4llvm21StreamingMemoryObjectE
00007ffa1e679890 (__TEXT,__const) external __ZTSN4llvm21StringRefMemoryObjectE
00007ffa1e5451bc (__TEXT,__const) external __ZTSN4llvm21X86MCAsmInfoMicrosoftE
00007ffa1e545184 (__TEXT,__const) external __ZTSN4llvm21X86_64MCAsmInfoDarwinE
00007ffa1e679668 (__TEXT,__const) external __ZTSN4llvm21formatted_raw_ostreamE
00007ffa1e5ec92d (__TEXT,__const) external __ZTSN4llvm22ARMElfTargetObjectFileE
00007ffa1e5f7f5d (__TEXT,__const) external __ZTSN4llvm22ConstantDataSequentialE
00007ffa1e5f24c8 (__TEXT,__const) external __ZTSN4llvm22CriticalAntiDepBreakerE
00007ffa1e5f2b9e (__TEXT,__const) external __ZTSN4llvm22MachineModuleInfoMachOE
00007ffa1e679730 (__TEXT,__const) external __ZTSN4llvm22PrettyStackTraceStringE
00007ffa1e679823 (__TEXT,__const) external __ZTSN4llvm22StreamableMemoryObjectE
00007ffa1e5f16c4 (__TEXT,__const) external __ZTSN4llvm22TargetSelectionDAGInfoE
00007ffa1e5f54cf (__TEXT,__const) external __ZTSN4llvm22UnifyFunctionExitNodesE
00007ffa1e51a01c (__TEXT,__const) external __ZTSN4llvm22X86MachineFunctionInfoE
00007ffa1e67b84a (__TEXT,__const) external __ZTSN4llvm22_system_error_categoryE
00007ffa1e563580 (__TEXT,__const) external __ZTSN4llvm23ARM64ExternalSymbolizerE
00007ffa1e5d24e6 (__TEXT,__const) external __ZTSN4llvm23ARMConstantPoolConstantE
00007ffa1e5f7798 (__TEXT,__const) external __ZTSN4llvm23AbstractLatticeFunctionE
00007ffa1e5f82b4 (__TEXT,__const) external __ZTSN4llvm23DiagnosticInfoInlineAsmE
00007ffa1e5f82ed (__TEXT,__const) external __ZTSN4llvm23DiagnosticInfoStackSizeE
00007ffa1e60046b (__TEXT,__const) external __ZTSN4llvm23InsertValueConstantExprE
00007ffa1e62d9bc (__TEXT,__const) external __ZTSN4llvm23MCAsmParserSemaCallbackE
00007ffa1e676bbf (__TEXT,__const) external __ZTSN4llvm23MCDwarfLineAddrFragmentE
00007ffa1e676c7a (__TEXT,__const) external __ZTSN4llvm23MCELFObjectTargetWriterE
00007ffa1e5f2a4e (__TEXT,__const) external __ZTSN4llvm23MachineFunctionAnalysisE
00007ffa1e67976f (__TEXT,__const) external __ZTSN4llvm23PrettyStackTraceProgramE
00007ffa1e5f37ab (__TEXT,__const) external __ZTSN4llvm23SchedulingPriorityQueueE
00007ffa1e67b829 (__TEXT,__const) external __ZTSN4llvm23_generic_error_categoryE
00007ffa1e5f1b23 (__TEXT,__const) external __ZTSN4llvm24AggressiveAntiDepBreakerE
00007ffa1e5f7945 (__TEXT,__const) external __ZTSN4llvm24AssemblyAnnotationWriterE
00007ffa1e5f8446 (__TEXT,__const) external __ZTSN4llvm24DominatorTreeWrapperPassE
00007ffa1e600449 (__TEXT,__const) external __ZTSN4llvm24ExtractValueConstantExprE
00007ffa1e676be0 (__TEXT,__const) external __ZTSN4llvm24MCDwarfCallFrameFragmentE
00007ffa1e67724b (__TEXT,__const) external __ZTSN4llvm24MCMachObjectTargetWriterE
00007ffa1e5f2a0f (__TEXT,__const) external __ZTSN4llvm24MachineConstantPoolValueE
00007ffa1e5f2c01 (__TEXT,__const) external __ZTSN4llvm24MachinePostDominatorTreeE
00007ffa1e5f72a4 (__TEXT,__const) external __ZTSN4llvm24MemoryDependenceAnalysisE
00007ffa1e600987 (__TEXT,__const) external __ZTSN4llvm24PassRegistrationListenerE
00007ffa1e5f37cc (__TEXT,__const) external __ZTSN4llvm24ScheduleHazardRecognizerE
00007ffa1e5f78bc (__TEXT,__const) external __ZTSN4llvm24TargetLoweringObjectFileE
00007ffa1e4f0007 (__TEXT,__const) external __ZTSN4llvm24X86COFFMachineModuleInfoE
00007ffa1e51c32e (__TEXT,__const) external __ZTSN4llvm24X86LinuxTargetObjectFileE
00007ffa1e57c8ae (__TEXT,__const) external __ZTSN4llvm25ARM64_ELFTargetObjectFileE
00007ffa1e6004a9 (__TEXT,__const) external __ZTSN4llvm25GetElementPtrConstantExprE
00007ffa1e600403 (__TEXT,__const) external __ZTSN4llvm25InsertElementConstantExprE
00007ffa1e6772be (__TEXT,__const) external __ZTSN4llvm25MCMachOObjectDisassemblerE
00007ffa1e5f288d (__TEXT,__const) external __ZTSN4llvm25MachineBlockFrequencyInfoE
00007ffa1e5f3745 (__TEXT,__const) external __ZTSN4llvm25PBQPBuilderWithCoalescingE
00007ffa1e600426 (__TEXT,__const) external __ZTSN4llvm25ShuffleVectorConstantExprE
00007ffa1e5f4d7d (__TEXT,__const) external __ZTSN4llvm25SimplifyFortifiedLibCallsE
00007ffa1e5f55c8 (__TEXT,__const) weak external __ZTSN4llvm26DOTGraphTraitsModuleViewerINS_20CallGraphWrapperPassELb1EPNS_9CallGraphENS_34AnalysisCallGraphWrapperPassTraitsEEE
00007ffa1e6003df (__TEXT,__const) external __ZTSN4llvm26ExtractElementConstantExprE
00007ffa1e5f2b5f (__TEXT,__const) external __ZTSN4llvm26MMIAddrLabelMapCallbackPtrE
00007ffa1e5f3858 (__TEXT,__const) external __ZTSN4llvm26ScoreboardHazardRecognizerE
00007ffa1e51c350 (__TEXT,__const) external __ZTSN4llvm26X86WindowsTargetObjectFileE
00007ffa1e57c8d1 (__TEXT,__const) external __ZTSN4llvm27ARM64_MachoTargetObjectFileE
00007ffa1e679440 (__TEXT,__const) external __ZTSN4llvm27CrashRecoveryContextCleanupE
00007ffa1e5f5666 (__TEXT,__const) weak external __ZTSN4llvm27DOTGraphTraitsModulePrinterINS_20CallGraphWrapperPassELb1EPNS_9CallGraphENS_34AnalysisCallGraphWrapperPassTraitsEEE
00007ffa1e5f833a (__TEXT,__const) external __ZTSN4llvm27DiagnosticPrinterRawOStreamE
00007ffa1e5f345f (__TEXT,__const) external __ZTSN4llvm27FixedStackPseudoSourceValueE
00007ffa1e676ae0 (__TEXT,__const) external __ZTSN4llvm27MCEncodedFragmentWithFixupsE
00007ffa1e6774c7 (__TEXT,__const) external __ZTSN4llvm27MCWinCOFFObjectTargetWriterE
00007ffa1e5f2bdc (__TEXT,__const) external __ZTSN4llvm27MachinePassRegistryListenerE
00007ffa1e60056e (__TEXT,__const) external __ZTSN4llvm27PassManagerPrettyStackEntryE
00007ffa1e5f43f0 (__TEXT,__const) external __ZTSN4llvm27TargetLoweringObjectFileELFE
00007ffa1e51c309 (__TEXT,__const) external __ZTSN4llvm27X86_64MachoTargetObjectFileE
00007ffa1e676b1d (__TEXT,__const) external __ZTSN4llvm28MCCompactEncodedInstFragmentE
00007ffa1e5f2905 (__TEXT,__const) external __ZTSN4llvm28MachineBranchProbabilityInfoE
00007ffa1e5f443c (__TEXT,__const) external __ZTSN4llvm28TargetLoweringObjectFileCOFFE
00007ffa1e5f4415 (__TEXT,__const) external __ZTSN4llvm29TargetLoweringObjectFileMachOE
00007ffa1e54528d (__TEXT,__const) weak external __ZTSN4llvm2cl11OptionValueI17AsmWriterFlavorTyEE
00007ffa1e5985ea (__TEXT,__const) weak external __ZTSN4llvm2cl11OptionValueI18AsmWriterVariantTyEE
00007ffa1e5ec84a (__TEXT,__const) weak external __ZTSN4llvm2cl11OptionValueI6ITModeEE
00007ffa1e5ec761 (__TEXT,__const) weak external __ZTSN4llvm2cl11OptionValueI9AlignModeEE
00007ffa1e679075 (__TEXT,__const) non-external __ZTSN4llvm2cl11OptionValueIN12_GLOBAL__N_111HelpPrinterEEE
00007ffa1e5f39b3 (__TEXT,__const) non-external __ZTSN4llvm2cl11OptionValueIN12_GLOBAL__N_111SpillerNameEEE
00007ffa1e5f18d5 (__TEXT,__const) non-external __ZTSN4llvm2cl11OptionValueIN12_GLOBAL__N_112DefaultOnOffEEE
00007ffa1e600740 (__TEXT,__const) non-external __ZTSN4llvm2cl11OptionValueIN12_GLOBAL__N_114PassDebugLevelEEE
00007ffa1e679283 (__TEXT,__const) non-external __ZTSN4llvm2cl11OptionValueIN12_GLOBAL__N_114VersionPrinterEEE
00007ffa1e679179 (__TEXT,__const) non-external __ZTSN4llvm2cl11OptionValueIN12_GLOBAL__N_118HelpPrinterWrapperEEE
00007ffa1e67898e (__TEXT,__const) external __ZTSN4llvm2cl11OptionValueINS0_13boolOrDefaultEEE
00007ffa1e5f3622 (__TEXT,__const) weak external __ZTSN4llvm2cl11OptionValueINS_11SplitEditor19ComplementSpillModeEEE
00007ffa1e5f73d5 (__TEXT,__const) weak external __ZTSN4llvm2cl11OptionValueINS_6Region10PrintStyleEEE
00007ffa1e6789ee (__TEXT,__const) external __ZTSN4llvm2cl11OptionValueINSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEEEE
00007ffa1e5f32ee (__TEXT,__const) weak external __ZTSN4llvm2cl11OptionValueIPFPNS_12FunctionPassEvEEE
00007ffa1e5f2eff (__TEXT,__const) weak external __ZTSN4llvm2cl11OptionValueIPFPNS_17ScheduleDAGInstrsEPNS_19MachineSchedContextEEEE
00007ffa1e5f12a2 (__TEXT,__const) weak external __ZTSN4llvm2cl11OptionValueIPFPNS_18ScheduleDAGSDNodesEPNS_16SelectionDAGISelENS_10CodeGenOpt5LevelEEEE
00007ffa1e6009ef (__TEXT,__const) weak external __ZTSN4llvm2cl11OptionValueIPKNS_8PassInfoEEE
00007ffa1e330b40 (__TEXT,__const) weak external __ZTSN4llvm2cl11OptionValueIbEE
00007ffa1e678f98 (__TEXT,__const) weak external __ZTSN4llvm2cl11OptionValueIcEE
00007ffa1e5ed6b4 (__TEXT,__const) weak external __ZTSN4llvm2cl11OptionValueIiEE
00007ffa1e5f09d0 (__TEXT,__const) weak external __ZTSN4llvm2cl11OptionValueIjEE
00007ffa1e678a86 (__TEXT,__const) external __ZTSN4llvm2cl11StringSaverE
00007ffa1e545231 (__TEXT,__const) weak external __ZTSN4llvm2cl11opt_storageI17AsmWriterFlavorTyLb0ELb0EEE
00007ffa1e59858c (__TEXT,__const) weak external __ZTSN4llvm2cl11opt_storageI18AsmWriterVariantTyLb0ELb0EEE
00007ffa1e5ec806 (__TEXT,__const) weak external __ZTSN4llvm2cl11opt_storageI6ITModeLb0ELb0EEE
00007ffa1e5ec717 (__TEXT,__const) weak external __ZTSN4llvm2cl11opt_storageI9AlignModeLb0ELb0EEE
00007ffa1e679036 (__TEXT,__const) non-external __ZTSN4llvm2cl11opt_storageIN12_GLOBAL__N_111HelpPrinterELb1ELb1EEE
00007ffa1e5f3943 (__TEXT,__const) non-external __ZTSN4llvm2cl11opt_storageIN12_GLOBAL__N_111SpillerNameELb0ELb0EEE
00007ffa1e5f1863 (__TEXT,__const) non-external __ZTSN4llvm2cl11opt_storageIN12_GLOBAL__N_112DefaultOnOffELb0ELb0EEE
00007ffa1e6006ca (__TEXT,__const) non-external __ZTSN4llvm2cl11opt_storageIN12_GLOBAL__N_114PassDebugLevelELb0ELb0EEE
00007ffa1e679241 (__TEXT,__const) non-external __ZTSN4llvm2cl11opt_storageIN12_GLOBAL__N_114VersionPrinterELb1ELb1EEE
00007ffa1e679133 (__TEXT,__const) non-external __ZTSN4llvm2cl11opt_storageIN12_GLOBAL__N_118HelpPrinterWrapperELb1ELb1EEE
00007ffa1e5f1e71 (__TEXT,__const) weak external __ZTSN4llvm2cl11opt_storageINS0_13boolOrDefaultELb0ELb0EEE
00007ffa1e5f35a0 (__TEXT,__const) weak external __ZTSN4llvm2cl11opt_storageINS_11SplitEditor19ComplementSpillModeELb0ELb0EEE
00007ffa1e5f7371 (__TEXT,__const) weak external __ZTSN4llvm2cl11opt_storageINS_6Region10PrintStyleELb0ELb0EEE
00007ffa1e678ce2 (__TEXT,__const) weak external __ZTSN4llvm2cl11opt_storageINSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEELb0ELb1EEE
00007ffa1e679926 (__TEXT,__const) weak external __ZTSN4llvm2cl11opt_storageINSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEELb1ELb1EEE
00007ffa1e5f3256 (__TEXT,__const) weak external __ZTSN4llvm2cl11opt_storageIPFPNS_12FunctionPassEvELb0ELb0EEE
00007ffa1e5f2e27 (__TEXT,__const) weak external __ZTSN4llvm2cl11opt_storageIPFPNS_17ScheduleDAGInstrsEPNS_19MachineSchedContextEELb0ELb0EEE
00007ffa1e5f11a5 (__TEXT,__const) weak external __ZTSN4llvm2cl11opt_storageIPFPNS_18ScheduleDAGSDNodesEPNS_16SelectionDAGISelENS_10CodeGenOpt5LevelEELb0ELb0EEE
00007ffa1e678df0 (__TEXT,__const) weak external __ZTSN4llvm2cl11opt_storageIbLb0ELb0EEE
00007ffa1e32f450 (__TEXT,__const) weak external __ZTSN4llvm2cl11opt_storageIbLb1ELb0EEE
00007ffa1e678da8 (__TEXT,__const) weak external __ZTSN4llvm2cl11opt_storageIcLb0ELb0EEE
00007ffa1e678c59 (__TEXT,__const) weak external __ZTSN4llvm2cl11opt_storageIiLb0ELb0EEE
00007ffa1e678c11 (__TEXT,__const) weak external __ZTSN4llvm2cl11opt_storageIjLb0ELb0EEE
00007ffa1e5f09ad (__TEXT,__const) weak external __ZTSN4llvm2cl11opt_storageIjLb1ELb0EEE
00007ffa1e678aba (__TEXT,__const) weak external __ZTSN4llvm2cl12basic_parserINS0_13boolOrDefaultEEE
00007ffa1e678b75 (__TEXT,__const) weak external __ZTSN4llvm2cl12basic_parserINSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEEEE
00007ffa1e678a9e (__TEXT,__const) weak external __ZTSN4llvm2cl12basic_parserIbEE
00007ffa1e678bd0 (__TEXT,__const) weak external __ZTSN4llvm2cl12basic_parserIcEE
00007ffa1e678b3d (__TEXT,__const) weak external __ZTSN4llvm2cl12basic_parserIdEE
00007ffa1e678b59 (__TEXT,__const) weak external __ZTSN4llvm2cl12basic_parserIfEE
00007ffa1e678ae9 (__TEXT,__const) weak external __ZTSN4llvm2cl12basic_parserIiEE
00007ffa1e678b05 (__TEXT,__const) weak external __ZTSN4llvm2cl12basic_parserIjEE
00007ffa1e678b21 (__TEXT,__const) weak external __ZTSN4llvm2cl12basic_parserIyEE
00007ffa1e330fe8 (__TEXT,__const) weak external __ZTSN4llvm2cl12list_storageINSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEEbEE
00007ffa1e600830 (__TEXT,__const) weak external __ZTSN4llvm2cl12list_storageIPKNS_8PassInfoEbEE
00007ffa1e5452ba (__TEXT,__const) weak external __ZTSN4llvm2cl15OptionValueBaseI17AsmWriterFlavorTyLb0EEE
00007ffa1e598618 (__TEXT,__const) weak external __ZTSN4llvm2cl15OptionValueBaseI18AsmWriterVariantTyLb0EEE
00007ffa1e5ec86b (__TEXT,__const) weak external __ZTSN4llvm2cl15OptionValueBaseI6ITModeLb0EEE
00007ffa1e5ec785 (__TEXT,__const) weak external __ZTSN4llvm2cl15OptionValueBaseI9AlignModeLb0EEE
00007ffa1e6790ac (__TEXT,__const) non-external __ZTSN4llvm2cl15OptionValueBaseIN12_GLOBAL__N_111HelpPrinterELb1EEE
00007ffa1e5f39ea (__TEXT,__const) non-external __ZTSN4llvm2cl15OptionValueBaseIN12_GLOBAL__N_111SpillerNameELb0EEE
00007ffa1e5f190d (__TEXT,__const) non-external __ZTSN4llvm2cl15OptionValueBaseIN12_GLOBAL__N_112DefaultOnOffELb0EEE
00007ffa1e60077a (__TEXT,__const) non-external __ZTSN4llvm2cl15OptionValueBaseIN12_GLOBAL__N_114PassDebugLevelELb0EEE
