
/System/Library/PrivateFrameworks/Hydra.framework/Versions/Current/Libraries/libAlembic.1.7.10.dylib (for architecture x86_64):
                 (undefined) external __Unwind_Resume (from libSystem)
00000000000b21be (__TEXT,__text) external __Z13iex_debugTrapv
0000000000097220 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1111XformSample12getYRotationEv
0000000000097260 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1111XformSample12getZRotationEv
0000000000096ed0 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1111XformSample14getTranslationEv
0000000000095128 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1111XformSample16getNumOpChannelsEv
00000000000951c0 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1111XformSample17getInheritsXformsEv
0000000000095060 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1111XformSample5getOpEm
0000000000096f9c (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1111XformSample7getAxisEv
0000000000097158 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1111XformSample8getAngleEv
0000000000096f10 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1111XformSample8getScaleEv
0000000000096acc (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1111XformSample9getMatrixEv
0000000000095104 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1111XformSample9getNumOpsEv
00000000000950f0 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1111XformSampleixERKm
0000000000040120 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1112CameraSample12getCoreValueEm
00000000000402e0 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1112CameraSample14getFieldOfViewEv
0000000000040b88 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1112CameraSample16getNumOpChannelsEv
000000000004048c (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1112CameraSample17getFilmBackMatrixEv
00000000000407ac (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1112CameraSample5getOpEm
0000000000040b64 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1112CameraSample9getNumOpsEv
0000000000040a10 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1112CameraSampleixERKm
000000000004c86c (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1112ILightSchema10isConstantEv
000000000004c988 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1112ILightSchema13getNumSamplesEv
000000000004c6c0 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1112ILightSchema15getTimeSamplingEv
0000000000059e30 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1112IXformSchema13getNumSamplesEv
0000000000059c70 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1112IXformSchema15getTimeSamplingEv
0000000000059f94 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1112IXformSchema16getChannelValuesExRNS1_11XformSampleE
000000000005a718 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1112IXformSchema17getInheritsXformsERKNS_3Abc3v1115ISampleSelectorE
000000000005a354 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1112IXformSchema3getERNS1_11XformSampleERKNS_3Abc3v1115ISampleSelectorE
000000000005a6bc (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1112IXformSchema8getValueERKNS_3Abc3v1115ISampleSelectorE
000000000008e8f4 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1112OXformSchema13getNumSamplesEv
000000000008e760 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1112OXformSchema15getTimeSamplingEv
000000000004366c (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1113ICameraSchema10isConstantEv
0000000000043708 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1113ICameraSchema3getERNS1_12CameraSampleERKNS_3Abc3v1115ISampleSelectorE
00000000000447b4 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1113ICurvesSchema19getTopologyVarianceEv
00000000000458f8 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1113ICurvesSchema3getERNS2_6SampleERKNS_3Abc3v1115ISampleSelectorE
000000000004acd8 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1114IFaceSetSchema13getNumSamplesEv
000000000004b2bc (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1114IFaceSetSchema18getFaceExclusivityEv
000000000004aeec (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1114IFaceSetSchema3getERNS2_6SampleERKNS_3Abc3v1115ISampleSelectorE
000000000004ddfc (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1114INuPatchSchema12hasTrimPropsEv
000000000004dc14 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1114INuPatchSchema19getTopologyVarianceEv
000000000004dad4 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1114INuPatchSchema27trimCurveTopologyIsConstantEv
000000000004db8c (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1114INuPatchSchema29trimCurveTopologyIsHomogenousEv
000000000004e118 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1114INuPatchSchema3getERNS2_6SampleERKNS_3Abc3v1115ISampleSelectorE
00000000000414ac (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1115FilmBackXformOp10isMatrixOpEv
000000000004179c (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1115FilmBackXformOp12getTranslateEv
000000000004148c (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1115FilmBackXformOp13isTranslateOpEv
0000000000041448 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1115FilmBackXformOp14getNumChannelsEv
00000000000413f0 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1115FilmBackXformOp14getTypeAndHintEv
0000000000041458 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1115FilmBackXformOp15getChannelValueEm
00000000000413e4 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1115FilmBackXformOp7getHintEv
00000000000413dc (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1115FilmBackXformOp7getTypeEv
0000000000041878 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1115FilmBackXformOp8getScaleEv
0000000000041950 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1115FilmBackXformOp9getMatrixEv
000000000004149c (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1115FilmBackXformOp9isScaleOpEv
0000000000051400 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1115IPolyMeshSchema19getTopologyVarianceEv
000000000006527c (__TEXT,__text) weak external __ZNK7Alembic7AbcGeom3v1115OTypedGeomParamINS_3Abc3v1111N3fTPTraitsEE27__unspecified_bool_type_fcnEv
0000000000065218 (__TEXT,__text) weak external __ZNK7Alembic7AbcGeom3v1115OTypedGeomParamINS_3Abc3v1111N3fTPTraitsEE6Sample27__unspecified_bool_type_fcnEv
0000000000065278 (__TEXT,__text) weak external __ZNK7Alembic7AbcGeom3v1115OTypedGeomParamINS_3Abc3v1111V2fTPTraitsEE27__unspecified_bool_type_fcnEv
0000000000065214 (__TEXT,__text) weak external __ZNK7Alembic7AbcGeom3v1115OTypedGeomParamINS_3Abc3v1111V2fTPTraitsEE6Sample27__unspecified_bool_type_fcnEv
0000000000065280 (__TEXT,__text) weak external __ZNK7Alembic7AbcGeom3v1115OTypedGeomParamINS_3Abc3v1115Float32TPTraitsEE27__unspecified_bool_type_fcnEv
0000000000065274 (__TEXT,__text) weak external __ZNK7Alembic7AbcGeom3v1115OTypedGeomParamINS_3Abc3v1115Float32TPTraitsEE6Sample27__unspecified_bool_type_fcnEv
00000000000927a4 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v117XformOp10isMatrixOpEv
0000000000092794 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v117XformOp10isRotateOpEv
00000000000927b4 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v117XformOp11isRotateXOpEv
00000000000927c4 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v117XformOp11isRotateYOpEv
00000000000927d4 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v117XformOp11isRotateZOpEv
0000000000092578 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v117XformOp11isXAnimatedEv
00000000000925b4 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v117XformOp11isYAnimatedEv
00000000000925f8 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v117XformOp11isZAnimatedEv
0000000000092e44 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v117XformOp12getTranslateEv
0000000000093248 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v117XformOp12getXRotationEv
0000000000093620 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v117XformOp12getYRotationEv
0000000000093790 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v117XformOp12getZRotationEv
0000000000092760 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v117XformOp13getOpEncodingEv
0000000000092774 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v117XformOp13isTranslateOpEv
00000000000926dc (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v117XformOp14getNumChannelsEv
0000000000092738 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v117XformOp15getChannelValueEm
0000000000092640 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v117XformOp15isAngleAnimatedEv
00000000000926a8 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v117XformOp17isChannelAnimatedEm
00000000000926ec (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v117XformOp22getDefaultChannelValueEm
0000000000093000 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v117XformOp7getAxisEv
0000000000092570 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v117XformOp7getHintEv
0000000000092540 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v117XformOp7getTypeEv
0000000000093158 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v117XformOp8getAngleEv
0000000000092f24 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v117XformOp8getScaleEv
0000000000093900 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v117XformOp9getMatrixEv
0000000000092d60 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v117XformOp9getVectorEv
0000000000092784 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v117XformOp9isScaleOpEv
00000000000adac8 (__TEXT,__text) external __ZNK7Iex_2_27BaseExc4whatEv
                 (undefined) external __ZNKSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE4findEcm (from libc++)
                 (undefined) external __ZNKSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE5rfindEcm (from libc++)
                 (undefined) external __ZNKSt3__112basic_stringIwNS_11char_traitsIwEENS_9allocatorIwEEE4findEwm (from libc++)
                 (undefined) external __ZNKSt3__115basic_stringbufIcNS_11char_traitsIcEENS_9allocatorIcEEE3strEv (from libc++)
                 (undefined) external __ZNKSt3__16locale9use_facetERNS0_2idE (from libc++)
                 (undefined) external __ZNKSt3__18ios_base6getlocEv (from libc++)
                 (undefined) external __ZNSt11logic_errorC2EPKc (from libc++)
                 (undefined) external __ZNSt12length_errorD1Ev (from libc++)
                 (undefined) external __ZNSt13runtime_errorC1EPKc (from libc++)
                 (undefined) external __ZNSt13runtime_errorD1Ev (from libc++)
                 (undefined) external __ZNSt20bad_array_new_lengthC1Ev (from libc++)
                 (undefined) external __ZNSt20bad_array_new_lengthD1Ev (from libc++)
                 (undefined) external __ZNSt3__112__next_primeEm (from libc++)
                 (undefined) external __ZNSt3__112bad_weak_ptrD1Ev (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6appendEPKc (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6appendEPKcm (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6assignEPKc (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6insertEmPKc (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6insertEmPKcm (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEC1ERKS5_ (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEC1ERKS5_mmRKS4_ (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEC2ERKS5_ (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEED2Ev (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEaSERKS5_ (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEaSEc (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIwNS_11char_traitsIwEENS_9allocatorIwEEE9push_backEw (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIwNS_11char_traitsIwEENS_9allocatorIwEEEaSERKS5_ (from libc++)
                 (undefined) external __ZNSt3__113basic_filebufIcNS_11char_traitsIcEEE4openEPKcj (from libc++)
                 (undefined) external __ZNSt3__113basic_filebufIcNS_11char_traitsIcEEE5closeEv (from libc++)
                 (undefined) external __ZNSt3__113basic_filebufIcNS_11char_traitsIcEEEC1Ev (from libc++)
                 (undefined) external __ZNSt3__113basic_filebufIcNS_11char_traitsIcEEED1Ev (from libc++)
                 (undefined) external __ZNSt3__113basic_istreamIcNS_11char_traitsIcEEE4readEPcl (from libc++)
                 (undefined) external __ZNSt3__113basic_istreamIcNS_11char_traitsIcEEE5seekgENS_4fposI11__mbstate_tEE (from libc++)
                 (undefined) external __ZNSt3__113basic_istreamIcNS_11char_traitsIcEEE5tellgEv (from libc++)
                 (undefined) external __ZNSt3__113basic_istreamIcNS_11char_traitsIcEEED2Ev (from libc++)
                 (undefined) external __ZNSt3__113basic_istreamIcNS_11char_traitsIcEEErsERf (from libc++)
                 (undefined) external __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEE3putEc (from libc++)
                 (undefined) external __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEE5flushEv (from libc++)
                 (undefined) external __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEE5writeEPKcl (from libc++)
                 (undefined) external __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEE6sentryC1ERS3_ (from libc++)
                 (undefined) external __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEE6sentryD1Ev (from libc++)
                 (undefined) external __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEED2Ev (from libc++)
                 (undefined) external __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEElsEd (from libc++)
                 (undefined) external __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEElsEf (from libc++)
                 (undefined) external __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEElsEi (from libc++)
                 (undefined) external __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEElsEj (from libc++)
                 (undefined) external __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEElsEm (from libc++)
                 (undefined) external __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEElsEx (from libc++)
                 (undefined) external __ZNSt3__114basic_ifstreamIcNS_11char_traitsIcEEE4openEPKcj (from libc++)
                 (undefined) external __ZNSt3__114basic_iostreamIcNS_11char_traitsIcEEED2Ev (from libc++)
                 (undefined) external __ZNSt3__115basic_streambufIcNS_11char_traitsIcEEEC2Ev (from libc++)
                 (undefined) external __ZNSt3__115basic_streambufIcNS_11char_traitsIcEEED2Ev (from libc++)
                 (undefined) external __ZNSt3__119__shared_weak_count14__release_weakEv (from libc++)
                 (undefined) external __ZNSt3__119__shared_weak_count4lockEv (from libc++)
                 (undefined) external __ZNSt3__119__shared_weak_countD2Ev (from libc++)
                 (undefined) external __ZNSt3__14cerrE (from libc++)
                 (undefined) external __ZNSt3__15ctypeIcE2idE (from libc++)
                 (undefined) external __ZNSt3__16__sortIRNS_6__lessIiiEEPiEEvT0_S5_T_ (from libc++)
                 (undefined) external __ZNSt3__16localeD1Ev (from libc++)
                 (undefined) external __ZNSt3__18ios_base33__set_badbit_and_consider_rethrowEv (from libc++)
                 (undefined) external __ZNSt3__18ios_base4initEPv (from libc++)
                 (undefined) external __ZNSt3__18ios_base5clearEj (from libc++)
                 (undefined) external __ZNSt3__19basic_iosIcNS_11char_traitsIcEEED2Ev (from libc++)
                 (undefined) external __ZNSt3__1plIcNS_11char_traitsIcEENS_9allocatorIcEEEENS_12basic_stringIT_T0_T1_EEPKS6_RKS9_ (from libc++)
                 (undefined) external __ZNSt9exceptionD2Ev (from libc++)
                 (undefined) external __ZSt9terminatev (from libc++)
000000000010df98 (__DATA_CONST,__const) external __ZTIN7Alembic12AbcCoreLayer3v116ArImplE
000000000010e308 (__DATA_CONST,__const) external __ZTIN7Alembic12AbcCoreLayer3v116OrImplE
000000000010e150 (__DATA_CONST,__const) external __ZTIN7Alembic12AbcCoreLayer3v117CprImplE
000000000010e648 (__DATA_CONST,__const) external __ZTIN7Alembic12AbcCoreOgawa3v116ArImplE
000000000010e860 (__DATA_CONST,__const) external __ZTIN7Alembic12AbcCoreOgawa3v116AwImplE
000000000010f150 (__DATA_CONST,__const) external __ZTIN7Alembic12AbcCoreOgawa3v116OrImplE
000000000010f208 (__DATA_CONST,__const) external __ZTIN7Alembic12AbcCoreOgawa3v116OwImplE
000000000010e468 (__DATA_CONST,__const) external __ZTIN7Alembic12AbcCoreOgawa3v117AprImplE
000000000010e520 (__DATA_CONST,__const) external __ZTIN7Alembic12AbcCoreOgawa3v117ApwImplE
000000000010ece8 (__DATA_CONST,__const) external __ZTIN7Alembic12AbcCoreOgawa3v117CprImplE
000000000010f010 (__DATA_CONST,__const) external __ZTIN7Alembic12AbcCoreOgawa3v117CpwImplE
000000000010f3c0 (__DATA_CONST,__const) external __ZTIN7Alembic12AbcCoreOgawa3v117SprImplE
000000000010f478 (__DATA_CONST,__const) external __ZTIN7Alembic12AbcCoreOgawa3v117SpwImplE
000000000010d690 (__DATA_CONST,__const) external __ZTIN7Alembic15AbcCoreAbstract3v1112ObjectReaderE
000000000010d728 (__DATA_CONST,__const) external __ZTIN7Alembic15AbcCoreAbstract3v1112ObjectWriterE
000000000010cbc8 (__DATA_CONST,__const) external __ZTIN7Alembic15AbcCoreAbstract3v1113ArchiveReaderE
000000000010cc58 (__DATA_CONST,__const) external __ZTIN7Alembic15AbcCoreAbstract3v1113ArchiveWriterE
000000000010d438 (__DATA_CONST,__const) external __ZTIN7Alembic15AbcCoreAbstract3v1118BasePropertyReaderE
000000000010d4b0 (__DATA_CONST,__const) external __ZTIN7Alembic15AbcCoreAbstract3v1118BasePropertyWriterE
000000000010cd20 (__DATA_CONST,__const) external __ZTIN7Alembic15AbcCoreAbstract3v1119ArrayPropertyReaderE
000000000010cda8 (__DATA_CONST,__const) external __ZTIN7Alembic15AbcCoreAbstract3v1119ArrayPropertyWriterE
000000000010d790 (__DATA_CONST,__const) external __ZTIN7Alembic15AbcCoreAbstract3v1120ReadArraySampleCacheE
000000000010d848 (__DATA_CONST,__const) external __ZTIN7Alembic15AbcCoreAbstract3v1120ScalarPropertyReaderE
000000000010d8d0 (__DATA_CONST,__const) external __ZTIN7Alembic15AbcCoreAbstract3v1120ScalarPropertyWriterE
000000000010d558 (__DATA_CONST,__const) external __ZTIN7Alembic15AbcCoreAbstract3v1122CompoundPropertyReaderE
000000000010d5f8 (__DATA_CONST,__const) external __ZTIN7Alembic15AbcCoreAbstract3v1122CompoundPropertyWriterE
000000000010c8d8 (__DATA_CONST,__const) external __ZTIN7Alembic3Abc3v117IObjectE
000000000010c990 (__DATA_CONST,__const) external __ZTIN7Alembic3Abc3v117OObjectE
0000000000110cc0 (__DATA_CONST,__const) external __ZTIN7Iex_2_27BaseExcE
                 (undefined) external __ZTINSt3__112bad_weak_ptrE (from libc++)
                 (undefined) external __ZTINSt3__113basic_ostreamIcNS_11char_traitsIcEEEE (from libc++)
                 (undefined) external __ZTINSt3__114basic_ofstreamIcNS_11char_traitsIcEEEE (from libc++)
                 (undefined) external __ZTINSt3__119__shared_weak_countE (from libc++)
                 (undefined) weak external __ZTISt12length_error (from libc++)
                 (undefined) external __ZTISt13runtime_error (from libc++)
                 (undefined) external __ZTISt20bad_array_new_length (from libc++)
                 (undefined) external __ZTISt9exception (from libc++)
00000000000c3df8 (__TEXT,__const) external __ZTSN7Alembic12AbcCoreLayer3v116ArImplE
00000000000c42ce (__TEXT,__const) external __ZTSN7Alembic12AbcCoreLayer3v116OrImplE
00000000000c3fdb (__TEXT,__const) external __ZTSN7Alembic12AbcCoreLayer3v117CprImplE
00000000000c4544 (__TEXT,__const) external __ZTSN7Alembic12AbcCoreOgawa3v116ArImplE
00000000000c4912 (__TEXT,__const) external __ZTSN7Alembic12AbcCoreOgawa3v116AwImplE
00000000000c5a91 (__TEXT,__const) external __ZTSN7Alembic12AbcCoreOgawa3v116OrImplE
00000000000c5afd (__TEXT,__const) external __ZTSN7Alembic12AbcCoreOgawa3v116OwImplE
00000000000c446a (__TEXT,__const) external __ZTSN7Alembic12AbcCoreOgawa3v117AprImplE
00000000000c44d7 (__TEXT,__const) external __ZTSN7Alembic12AbcCoreOgawa3v117ApwImplE
00000000000c5315 (__TEXT,__const) external __ZTSN7Alembic12AbcCoreOgawa3v117CprImplE
00000000000c58f0 (__TEXT,__const) external __ZTSN7Alembic12AbcCoreOgawa3v117CpwImplE
00000000000c60fd (__TEXT,__const) external __ZTSN7Alembic12AbcCoreOgawa3v117SprImplE
00000000000c61e0 (__TEXT,__const) external __ZTSN7Alembic12AbcCoreOgawa3v117SpwImplE
00000000000c3890 (__TEXT,__const) external __ZTSN7Alembic15AbcCoreAbstract3v1112ObjectReaderE
00000000000c38be (__TEXT,__const) external __ZTSN7Alembic15AbcCoreAbstract3v1112ObjectWriterE
00000000000c29f9 (__TEXT,__const) external __ZTSN7Alembic15AbcCoreAbstract3v1113ArchiveReaderE
00000000000c2a49 (__TEXT,__const) external __ZTSN7Alembic15AbcCoreAbstract3v1113ArchiveWriterE
00000000000c37b8 (__TEXT,__const) external __ZTSN7Alembic15AbcCoreAbstract3v1118BasePropertyReaderE
00000000000c37ec (__TEXT,__const) external __ZTSN7Alembic15AbcCoreAbstract3v1118BasePropertyWriterE
00000000000c2a78 (__TEXT,__const) external __ZTSN7Alembic15AbcCoreAbstract3v1119ArrayPropertyReaderE
00000000000c2aad (__TEXT,__const) external __ZTSN7Alembic15AbcCoreAbstract3v1119ArrayPropertyWriterE
00000000000c38ec (__TEXT,__const) external __ZTSN7Alembic15AbcCoreAbstract3v1120ReadArraySampleCacheE
00000000000c397b (__TEXT,__const) external __ZTSN7Alembic15AbcCoreAbstract3v1120ScalarPropertyReaderE
00000000000c39b1 (__TEXT,__const) external __ZTSN7Alembic15AbcCoreAbstract3v1120ScalarPropertyWriterE
