00007ffa42af23f0 (__DATA,__data) non-external _.compoundliteral
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _ldexpf (from libSystem)
00007ffa181353ac (__TEXT,__text) non-external _llvmir_PPStreamAddAddressUsage
00007ffa18135404 (__TEXT,__text) non-external _llvmir_PPStreamAddAttribBinding
00007ffa18135509 (__TEXT,__text) non-external _llvmir_PPStreamAddConstant
00007ffa18135580 (__TEXT,__text) non-external _llvmir_PPStreamAddLabel
00007ffa18135379 (__TEXT,__text) non-external _llvmir_PPStreamAddOperation
00007ffa181354f7 (__TEXT,__text) non-external _llvmir_PPStreamAddOption
00007ffa1813546c (__TEXT,__text) non-external _llvmir_PPStreamAddOutputBinding
00007ffa181353b2 (__TEXT,__text) non-external _llvmir_PPStreamAddParamBinding
00007ffa181353fe (__TEXT,__text) non-external _llvmir_PPStreamAddParamBindingArray
00007ffa181353a6 (__TEXT,__text) non-external _llvmir_PPStreamAddTempUsage
00007ffa18135591 (__TEXT,__text) non-external _llvmir_PPStreamResolveBranches
00007ffa18135370 (__TEXT,__text) non-external _llvmir_PPStreamSetTarget
                 (undefined) external _log2f (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _longjmp (from libSystem)
                 (undefined) external _lroundf (from libSystem)
00007ffa1821fdd0 (__TEXT,__text) non-external _macro_scan
00007ffa181facbb (__TEXT,__text) non-external _makeCopyFunction
00007ffa18244be8 (__TEXT,__text) non-external _makeIntConstantNode
00007ffa181c63ed (__TEXT,__text) non-external _makePoolNode
                 (undefined) external _malloc (from libSystem)
00007ffa182206da (__TEXT,__text) non-external (was a private external) _mem_AddCleanup
00007ffa18220629 (__TEXT,__text) non-external (was a private external) _mem_Alloc
00007ffa18220533 (__TEXT,__text) non-external (was a private external) _mem_CreatePool
00007ffa182205e9 (__TEXT,__text) non-external (was a private external) _mem_FreePool
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00007ffa181c7a42 (__TEXT,__text) non-external _mergeTypes
00007ffa42af6ad0 (__DATA,__bss) non-external _message
00007ffa42af6ac0 (__DATA,__bss) non-external _message_lock
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _mprotect (from libSystem)
                 (undefined) external _munmap (from libSystem)
00007ffa42af2378 (__DATA,__data) non-external _mutex
00007ffa18204e81 (__TEXT,__text) non-external _nameTablePush
00007ffa42af6f00 (__DATA,__bss) non-external _nameTableSets
00007ffa18220499 (__TEXT,__text) non-external _noop
00007ffa18222126 (__TEXT,__text) non-external _noop
00007ffa181fcd23 (__TEXT,__text) non-external _offsetLayout
00007ffa1821e14a (__TEXT,__text) non-external _op_add
00007ffa1821e0da (__TEXT,__text) non-external _op_and
00007ffa1821e1a8 (__TEXT,__text) non-external _op_cmpl
00007ffa1821e168 (__TEXT,__text) non-external _op_div
00007ffa1821e0e4 (__TEXT,__text) non-external _op_eq
00007ffa1821e10b (__TEXT,__text) non-external _op_ge
00007ffa1821e0fe (__TEXT,__text) non-external _op_gt
00007ffa1821e125 (__TEXT,__text) non-external _op_le
00007ffa1821e0b1 (__TEXT,__text) non-external _op_logand
00007ffa1821e0a4 (__TEXT,__text) non-external _op_logor
00007ffa1821e118 (__TEXT,__text) non-external _op_lt
00007ffa1821e17e (__TEXT,__text) non-external _op_mod
00007ffa1821e15d (__TEXT,__text) non-external _op_mul
00007ffa1821e0f1 (__TEXT,__text) non-external _op_ne
00007ffa1821e19e (__TEXT,__text) non-external _op_neg
00007ffa1821e1b2 (__TEXT,__text) non-external _op_not
00007ffa1821e0c6 (__TEXT,__text) non-external _op_or
00007ffa1821e196 (__TEXT,__text) non-external _op_pos
00007ffa1821e132 (__TEXT,__text) non-external _op_shl
00007ffa1821e13e (__TEXT,__text) non-external _op_shr
00007ffa1821e153 (__TEXT,__text) non-external _op_sub
00007ffa1821e0d0 (__TEXT,__text) non-external _op_xor
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
00007ffa18203c02 (__TEXT,__text) non-external _outputForInput
00007ffa181f0579 (__TEXT,__text) non-external _packInto
00007ffa1820b7ec (__TEXT,__text) non-external _parseInterpolationQualifiers
00007ffa1820b658 (__TEXT,__text) non-external _parseLayout
00007ffa181c7981 (__TEXT,__text) non-external _phase1ProcessFunctionPrototype
00007ffa181c767a (__TEXT,__text) non-external _phase1ProcessVariableDeclaration
00007ffa182437f0 (__TEXT,__text) non-external (was a private external) _phase2AddDef
00007ffa182439da (__TEXT,__text) non-external _phase2Process
00007ffa18243c94 (__TEXT,__text) non-external _phase2ProcessConstant
00007ffa18243d41 (__TEXT,__text) non-external _phase2ProcessFunctionPrototype
00007ffa18243db7 (__TEXT,__text) non-external _phase2ProcessInterfaceBlock
00007ffa1824429c (__TEXT,__text) non-external _phase2ProcessLValue
00007ffa18243ceb (__TEXT,__text) non-external _phase2ProcessParameterDeclaration
00007ffa18243e5b (__TEXT,__text) non-external _phase2ProcessRawCall
00007ffa1824403d (__TEXT,__text) non-external _phase2ProcessSubroutineRawCall
00007ffa182447a1 (__TEXT,__text) non-external _phase2ProcessSubroutineUniform
00007ffa18243d78 (__TEXT,__text) non-external _phase2ProcessVariableDeclaration
00007ffa181c6452 (__TEXT,__text) non-external _poolAlloc
00007ffa42af6f20 (__DATA,__bss) non-external _poolAllocators
00007ffa181c64ce (__TEXT,__text) non-external _poolFree
00007ffa181c64c6 (__TEXT,__text) non-external _poolRealloc
00007ffa18299330 (__TEXT,__const) non-external _pow_10.down
00007ffa18299230 (__TEXT,__const) non-external _pow_10.up
                 (undefined) external _powf (from libSystem)
00007ffa419eb3b0 (__DATA_CONST,__const) non-external (was a private external) _ppstreamOpString
00007ffa181cb61e (__TEXT,__text) non-external _primitiveTypeOfDeref
                 (undefined) external _printf (from libSystem)
00007ffa182039c5 (__TEXT,__text) non-external _propagateCopyBindings
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00007ffa18211e20 (__TEXT,__text) non-external (was a private external) _pushdownPrecisionInternal
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_b (from libSystem)
00007ffa1820be6a (__TEXT,__text) non-external _qualifierContextToString
00007ffa1820a899 (__TEXT,__text) non-external _qualifierMaskToSAFlags
00007ffa1820b9c4 (__TEXT,__text) non-external _qualifierMaskToStringBuffer
00007ffa1821e1bf (__TEXT,__text) non-external (was a private external) _readCPPline
00007ffa181c663d (__TEXT,__text) non-external _readTOC
00007ffa182337a0 (__TEXT,__text) non-external (was a private external) _real_serialize_GLPValue
                 (undefined) external _realloc (from libSystem)
00007ffa18271c47 (__TEXT,__text) non-external _regEqualsFunction
00007ffa18271c3f (__TEXT,__text) non-external _regHashFunction
00007ffa182230ef (__TEXT,__text) non-external _reget_token
00007ffa1829ad90 (__TEXT,__const) non-external _reltable.glpGetBIArchiveData
00007ffa182a4de4 (__TEXT,__const) non-external _reltable.glpPPDisassemble
00007ffa1820502c (__TEXT,__text) non-external _remap
00007ffa1829b280 (__TEXT,__const) non-external (was a private external) _remapSlotToCode
00007ffa18267848 (__TEXT,__text) non-external _renumberTargets
                 (undefined) external _round (from libSystem)
                 (undefined) external _roundf (from libSystem)
00007ffa18209b82 (__TEXT,__text) non-external _saInliningNodeReplacement
00007ffa18222fee (__TEXT,__text) non-external _scan_token
00007ffa1823dcf1 (__TEXT,__text) non-external _serializeASTFields
00007ffa182385a8 (__TEXT,__text) non-external _serializeAssignFields
00007ffa1823b21c (__TEXT,__text) non-external _serializeBlockFields
00007ffa1823ec98 (__TEXT,__text) non-external _serializeCallFields
00007ffa1823b630 (__TEXT,__text) non-external _serializeCaseStatementFields
00007ffa182386d1 (__TEXT,__text) non-external _serializeCommaExprFields
00007ffa18238326 (__TEXT,__text) non-external _serializeConstantFields
00007ffa1823b6ec (__TEXT,__text) non-external _serializeDefaultStatementFields
00007ffa18238430 (__TEXT,__text) non-external _serializeEqualFields
00007ffa18238379 (__TEXT,__text) non-external _serializeFieldAccessFields
00007ffa18239a4c (__TEXT,__text) non-external _serializeFieldDeclarationFields
00007ffa182383a2 (__TEXT,__text) non-external _serializeFunctionCallFields
00007ffa18238b20 (__TEXT,__text) non-external _serializeFunctionPrototypeFields
00007ffa1823ada4 (__TEXT,__text) non-external _serializeGlobalTypeQualifierFields
00007ffa1823ca38 (__TEXT,__text) non-external _serializeIBPartialDerefFields
00007ffa18239a9e (__TEXT,__text) non-external _serializeInterfaceBlockFields
00007ffa18239fa4 (__TEXT,__text) non-external _serializeKeywordQualifierFields
00007ffa1823c694 (__TEXT,__text) non-external _serializeLValueFields
00007ffa1823adcd (__TEXT,__text) non-external _serializeLayoutPairFields
00007ffa1823a324 (__TEXT,__text) non-external _serializeLayoutQualifierFields
00007ffa18239c26 (__TEXT,__text) non-external _serializeLayoutTypeFields
00007ffa18238407 (__TEXT,__text) non-external _serializeMethodCallFields
00007ffa182384ec (__TEXT,__text) non-external _serializeNotEqualFields
00007ffa1823bbb5 (__TEXT,__text) non-external _serializeOffsetFields
00007ffa18238664 (__TEXT,__text) non-external _serializeOpAssignFields
00007ffa1823ca61 (__TEXT,__text) non-external _serializePPStreamOpFields
00007ffa18238ae4 (__TEXT,__text) non-external _serializeParameterDeclarationFields
00007ffa182396cc (__TEXT,__text) non-external _serializePrimitiveTypeFields
00007ffa18239324 (__TEXT,__text) non-external _serializeQualifiedDeclarationFields
00007ffa1823934d (__TEXT,__text) non-external _serializeQualifiedDeclarationGroupFields
00007ffa1823aa24 (__TEXT,__text) non-external _serializeQualifierListFields
00007ffa1823bb50 (__TEXT,__text) non-external _serializeRawCallFields
00007ffa1823867f (__TEXT,__text) non-external _serializeReadInputFields
00007ffa1823b7a8 (__TEXT,__text) non-external _serializeReturnStatementFields
00007ffa18239a75 (__TEXT,__text) non-external _serializeStructTypeFields
00007ffa1823f018 (__TEXT,__text) non-external _serializeStructureFields
00007ffa182383de (__TEXT,__text) non-external _serializeSubroutineArrayCallFields
00007ffa1823bb8c (__TEXT,__text) non-external _serializeSubroutineRawCallFields
00007ffa1823a6a4 (__TEXT,__text) non-external _serializeSubroutineTypeListFields
00007ffa1823dcc8 (__TEXT,__text) non-external _serializeSubroutineUniformFields
00007ffa1823b7d1 (__TEXT,__text) non-external _serializeTopLevelFields
00007ffa18237b28 (__TEXT,__text) non-external _serializeTypeConversionFields
00007ffa182382fd (__TEXT,__text) non-external _serializeTypeIdentifierFields
00007ffa18238ec4 (__TEXT,__text) non-external _serializeVariableDeclarationFields
00007ffa18238fa5 (__TEXT,__text) non-external _serializeVariableDeclarationGroupFields
00007ffa182382d4 (__TEXT,__text) non-external _serializeVariableIdentifierFields
00007ffa182386a8 (__TEXT,__text) non-external _serializeWriteOutputFields
00007ffa1823479c (__TEXT,__text) non-external _serialize_GLPASTNode
00007ffa18237438 (__TEXT,__text) non-external _serialize_GLPBufferObject
00007ffa18232386 (__TEXT,__text) non-external _serialize_GLPFunctionObject
00007ffa18236b2c (__TEXT,__text) non-external _serialize_GLPInterfaceBlockObject
00007ffa18232350 (__TEXT,__text) non-external _serialize_GLPLayoutObject
00007ffa18234fc8 (__TEXT,__text) non-external _serialize_GLPLayoutPair
00007ffa18212b44 (__TEXT,__text) non-external (was a private external) _serialize_GLPString
00007ffa1823f398 (__TEXT,__text) non-external _serialize_GLPSubroutineUniformObject
00007ffa1822f7d0 (__TEXT,__text) non-external (was a private external) _serialize_GLPType
00007ffa18235a94 (__TEXT,__text) non-external _serialize_GLPVariableObject
00007ffa18212610 (__TEXT,__text) non-external (was a private external) _serialize_pointer
00007ffa181cb65c (__TEXT,__text) non-external _setArrayUsed
                 (undefined) external _setjmp (from libSystem)
00007ffa18221b6f (__TEXT,__text) non-external _simple_str_getch
00007ffa18221c3e (__TEXT,__text) non-external _simple_str_ungetch
                 (undefined) external _sinf (from libSystem)
                 (undefined) external _sinhf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _snprintf_l (from libSystem)
                 (undefined) external _sprintf_l (from libSystem)
                 (undefined) external _sqrt (from libSystem)
                 (undefined) external _sqrtf (from libSystem)
00007ffa181c6164 (__TEXT,__text) non-external _std140ArrayStrideForElementType
00007ffa181c613f (__TEXT,__text) non-external _std140MatrixStride
00007ffa181c617d (__TEXT,__text) non-external _std140MinimumStructAlignment
00007ffa181c6250 (__TEXT,__text) non-external _std140PrimitiveTypeAlign
00007ffa181c6188 (__TEXT,__text) non-external _std140PrimitiveTypeSize
00007ffa181c6175 (__TEXT,__text) non-external _std140SizeToBytes
00007ffa181c60b9 (__TEXT,__text) non-external _std140TypeAlign
00007ffa181c5fec (__TEXT,__text) non-external _std140TypeSize
00007ffa18221814 (__TEXT,__text) non-external _str_getch
00007ffa182218fc (__TEXT,__text) non-external _str_ungetch
                 (undefined) external _strcat (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strndup (from libSystem)
                 (undefined) external _strtod_l (from libSystem)
                 (undefined) external _strtof_l (from libSystem)
                 (undefined) external _strtol_l (from libSystem)
                 (undefined) external _strtoll_l (from libSystem)
                 (undefined) external _strtoul_l (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _tanf (from libSystem)
                 (undefined) external _tanhf (from libSystem)
00007ffa18221d96 (__TEXT,__text) non-external _token_pasted_str_getch
00007ffa18221d11 (__TEXT,__text) non-external _token_pasted_str_scan
00007ffa18221e1a (__TEXT,__text) non-external _token_pasted_str_ungetch
00007ffa419e8960 (__DATA_CONST,__const) non-external _tokens
00007ffa1821564b (__TEXT,__text) non-external _topLevelLookUpGLPBindingTypeFromStringHash
00007ffa18203d0b (__TEXT,__text) non-external _topLevelLookUpObjectTypeFromStringHash
00007ffa18214f84 (__TEXT,__text) non-external _topLevelLookUpUniformBindingTypeFromStringHash
