00007ffd0a395cc0 (__TEXT,__text) non-external K256
00007ffd0a4119f1 (__TEXT,__text) non-external _sid_free
00007ffd4312fab0 (__DATA,__common) non-external (was a private external) _sig_app
00007ffd0a3dbeeb (__TEXT,__text) non-external _sig_cb
00007ffd0a4119fb (__TEXT,__text) non-external _sig_cmp_BSEARCH_CMP_FN
00007ffd0a411982 (__TEXT,__text) non-external _sig_sk_cmp
                 (undefined) external _sigaction (from libSystem)
                 (undefined) external _signal (from libSystem)
00007ffd0a47dc20 (__TEXT,__const) non-external _sigoid_srt
00007ffd41685d00 (__DATA_CONST,__const) non-external _sigoid_srt_xref
00007ffd4312fab8 (__DATA,__common) non-external (was a private external) _sigx_app
00007ffd0a411992 (__TEXT,__text) non-external _sigx_cmp
00007ffd0a411a05 (__TEXT,__text) non-external _sigx_cmp_BSEARCH_CMP_FN
00007ffd0a42c9ab (__TEXT,__text) external _sk_delete
00007ffd0a42c97f (__TEXT,__text) external _sk_delete_ptr
00007ffd0a42c7a0 (__TEXT,__text) external _sk_dup
00007ffd0a42ca05 (__TEXT,__text) external _sk_find
00007ffd0a42cacb (__TEXT,__text) external _sk_find_ex
00007ffd0a42c8a1 (__TEXT,__text) external _sk_free
00007ffd0a42c8d3 (__TEXT,__text) external _sk_insert
00007ffd0a42cc48 (__TEXT,__text) external _sk_is_sorted
00007ffd0a42c81e (__TEXT,__text) external _sk_new
00007ffd0a42c8c7 (__TEXT,__text) external _sk_new_null
00007ffd0a42cbae (__TEXT,__text) external _sk_num
00007ffd0a42cb0c (__TEXT,__text) external _sk_pop
00007ffd0a42cb57 (__TEXT,__text) external _sk_pop_free
00007ffd0a42cada (__TEXT,__text) external _sk_push
00007ffd0a42cbe8 (__TEXT,__text) external _sk_set
00007ffd0a42c786 (__TEXT,__text) external _sk_set_cmp_func
00007ffd0a42caf2 (__TEXT,__text) external _sk_shift
00007ffd0a42cc11 (__TEXT,__text) external _sk_sort
00007ffd0a448cc1 (__TEXT,__text) non-external _sk_strcmp
00007ffd0a39faf6 (__TEXT,__text) non-external _sk_table_cmp
00007ffd0a42cae6 (__TEXT,__text) external _sk_unshift
00007ffd0a42cbc2 (__TEXT,__text) external _sk_value
00007ffd0a42cb27 (__TEXT,__text) external _sk_zero
00007ffd0a3b85d3 (__TEXT,__text) non-external _slg_ctrl
00007ffd0a3b8637 (__TEXT,__text) non-external _slg_free
00007ffd0a3b8600 (__TEXT,__text) non-external _slg_new
00007ffd0a3b85b2 (__TEXT,__text) non-external _slg_puts
00007ffd0a3b8505 (__TEXT,__text) non-external _slg_write
00007ffd0a463bf0 (__TEXT,__const) non-external _slg_write.mapping
00007ffd0a47b4f0 (__TEXT,__const) non-external _sn_objs
                 (undefined) external _snprintf (from libSystem)
00007ffd0a3b8cf7 (__TEXT,__text) non-external _sock_ctrl
00007ffd0a3b8da9 (__TEXT,__text) non-external _sock_free
00007ffd0a3b8d8b (__TEXT,__text) non-external _sock_new
00007ffd0a3b8cd1 (__TEXT,__text) non-external _sock_puts
00007ffd0a3b8c4c (__TEXT,__text) non-external _sock_read
00007ffd0a3b8bcf (__TEXT,__text) non-external _sock_write
                 (undefined) external _socket (from libSystem)
00007ffd0a468150 (__TEXT,__const) non-external _sqrtm1
                 (undefined) external _sscanf (from libSystem)
00007ffd0a393b10 (__TEXT,__text) non-external _ssse3_shortcut
00007ffd0a39fb30 (__TEXT,__text) non-external _st_free
00007ffd4312d7c0 (__DATA,__bss) non-external _stable
00007ffd4312cc00 (__DATA,__data) non-external _standard_exts
00007ffd43127da0 (__DATA,__data) non-external _standard_methods
00007ffd4312ac90 (__DATA,__data) non-external _standard_methods
                 (undefined) external _stat$INODE64 (from libSystem)
00007ffd4312d970 (__DATA,__bss) non-external _store_table
00007ffd0a3ccd5e (__TEXT,__text) non-external _str_copy
00007ffd0a43bb7d (__TEXT,__text) non-external _str_free
00007ffd0a4484f3 (__TEXT,__text) non-external _str_free
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strdup (from libSystem)
00007ffd4167bb20 (__DATA_CONST,__const) non-external _streebog256_md
00007ffd4167bb98 (__DATA_CONST,__const) non-external _streebog512_md
00007ffd0a3ff62d (__TEXT,__text) non-external _streebog_final256
00007ffd0a3ff65d (__TEXT,__text) non-external _streebog_final512
00007ffd0a3ff611 (__TEXT,__text) non-external _streebog_init256
00007ffd0a3ff641 (__TEXT,__text) non-external _streebog_init512
00007ffd0a409307 (__TEXT,__text) non-external _streebog_single_block
00007ffd0a3ff61f (__TEXT,__text) non-external _streebog_update256
00007ffd0a3ff64f (__TEXT,__text) non-external _streebog_update512
                 (undefined) external _strerror (from libSystem)
00007ffd0a44801b (__TEXT,__text) external _string_to_hex
00007ffd0a3a4cfd (__TEXT,__text) non-external _strip_ends
00007ffd0a447eb7 (__TEXT,__text) non-external _strip_spaces
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncasecmp (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strndup (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoul (from libSystem)
00007ffd4312d848 (__DATA,__bss) non-external _supported_modules
00007ffd0a4471e4 (__TEXT,__text) non-external _sxnet_i2r
00007ffd0a44714a (__TEXT,__text) non-external _sxnet_v2i
                 (undefined) external _syslog$DARWIN_EXTSN (from libSystem)
00007ffd0a39fb42 (__TEXT,__text) non-external _table_cmp_BSEARCH_CMP_FN
00007ffd4312d918 (__DATA,__bss) non-external _table_flags
00007ffd0a3d05e8 (__TEXT,__text) non-external _table_select
00007ffd0a462a20 (__TEXT,__const) non-external _tag2bit
00007ffd0a462600 (__TEXT,__const) non-external _tag2nbyte
00007ffd0a4626a0 (__TEXT,__const) non-external _tbl_standard
                 (undefined) external _tcgetattr (from libSystem)
                 (undefined) external _tcsetattr (from libSystem)
00007ffd4312c8d0 (__DATA,__data) non-external _tea_enabled
00007ffd4312a0f0 (__DATA,__data) non-external _test_cipher_nids
00007ffd4312a0f8 (__DATA,__data) non-external _test_digest_nids
00007ffd41678920 (__DATA_CONST,__const) non-external _test_r4_40_cipher
00007ffd416788c8 (__DATA_CONST,__const) non-external _test_r4_cipher
00007ffd0a3f08e0 (__TEXT,__text) non-external _test_rc4_cipher
00007ffd0a3f0868 (__TEXT,__text) non-external _test_rc4_init_key
00007ffd0a3f091d (__TEXT,__text) non-external _test_sha1_final
00007ffd0a3f0901 (__TEXT,__text) non-external _test_sha1_init
00007ffd0a3f090f (__TEXT,__text) non-external _test_sha1_update
00007ffd41678978 (__DATA_CONST,__const) non-external _test_sha_md
00007ffd4312d798 (__DATA,__bss) non-external _threadid_callback
                 (undefined) external _time (from libSystem)
                 (undefined) external _timegm (from libSystem)
00007ffd0a44968c (__TEXT,__text) external _timingsafe_memcmp
00007ffd0a437f44 (__TEXT,__text) non-external _tr_cmp
00007ffd0a402169 (__TEXT,__text) non-external _trans_cb
00007ffd0a40981d (__TEXT,__text) non-external _transform
00007ffd0a40917a (__TEXT,__text) non-external _transform_3
00007ffd0a39d2dc (__TEXT,__text) non-external _traverse_string
00007ffd0a43eb8b (__TEXT,__text) non-external _tree_add_auth_node
00007ffd0a43eaff (__TEXT,__text) non-external _tree_add_unmatched
00007ffd0a43de9c (__TEXT,__text) non-external (was a private external) _tree_find_sk
00007ffd4312c790 (__DATA,__data) non-external _trstandard
00007ffd4312fa00 (__DATA,__bss) non-external _trtable
00007ffd0a437f9d (__TEXT,__text) non-external _trtable_free
00007ffd0a438048 (__TEXT,__text) non-external _trust_1oid
00007ffd0a437fef (__TEXT,__text) non-external _trust_1oidany
00007ffd0a437c4e (__TEXT,__text) non-external _trust_compat
00007ffd0a42d209 (__TEXT,__text) non-external _ts_resp_cb
00007ffd4312f758 (__DATA,__bss) non-external _tty_in
00007ffd4312f768 (__DATA,__bss) non-external _tty_orig
00007ffd4312f760 (__DATA,__bss) non-external _tty_out
00007ffd0a39d433 (__TEXT,__text) non-external _type_str
00007ffd4312c460 (__DATA,__data) non-external _ui_openssl
00007ffd0a445d74 (__TEXT,__text) non-external _unknown_ext_print
00007ffd0a400cf4 (__TEXT,__text) non-external _unsup_alg
00007ffd0a3fee25 (__TEXT,__text) non-external _update
00007ffd0a3fee62 (__TEXT,__text) non-external _update
00007ffd0a3fee9f (__TEXT,__text) non-external _update
00007ffd0a3fef92 (__TEXT,__text) non-external _update
00007ffd0a3fefcf (__TEXT,__text) non-external _update
00007ffd0a3ff0d8 (__TEXT,__text) non-external _update
00007ffd0a3ff109 (__TEXT,__text) non-external _update
00007ffd0a3ff17a (__TEXT,__text) non-external _update
00007ffd0a3ff68c (__TEXT,__text) non-external _update
00007ffd0a3ff1aa (__TEXT,__text) non-external _update256
00007ffd0a3ff1e8 (__TEXT,__text) non-external _update512
00007ffd0a39fc72 (__TEXT,__text) non-external (was a private external) _utctime_string_from_tm
00007ffd0a440245 (__TEXT,__text) external _v2i_ASN1_BIT_STRING
00007ffd0a443527 (__TEXT,__text) non-external _v2i_AUTHORITY_INFO_ACCESS
00007ffd0a43eca2 (__TEXT,__text) non-external _v2i_AUTHORITY_KEYID
00007ffd0a440054 (__TEXT,__text) non-external _v2i_BASIC_CONSTRAINTS
00007ffd0a442e5a (__TEXT,__text) non-external _v2i_EXTENDED_KEY_USAGE
00007ffd0a43f936 (__TEXT,__text) external _v2i_GENERAL_NAME
00007ffd0a43f868 (__TEXT,__text) external _v2i_GENERAL_NAMES
00007ffd0a43f94e (__TEXT,__text) external _v2i_GENERAL_NAME_ex
00007ffd0a443ddc (__TEXT,__text) non-external _v2i_NAME_CONSTRAINTS
00007ffd0a445535 (__TEXT,__text) non-external _v2i_POLICY_CONSTRAINTS
00007ffd0a445865 (__TEXT,__text) non-external _v2i_POLICY_MAPPINGS
00007ffd0a441f36 (__TEXT,__text) non-external _v2i_crld
00007ffd0a4423d5 (__TEXT,__text) non-external _v2i_idp
00007ffd0a43f223 (__TEXT,__text) non-external _v2i_issuer_alt
00007ffd0a43f0c2 (__TEXT,__text) non-external _v2i_subject_alt
00007ffd41688a80 (__DATA_CONST,__const) non-external (was a private external) _v3_akey_id
00007ffd41688ba0 (__DATA_CONST,__const) non-external (was a private external) _v3_alt
00007ffd41688d18 (__DATA_CONST,__const) non-external (was a private external) _v3_bcons
00007ffd0a4404c9 (__TEXT,__text) non-external _v3_check_critical
00007ffd0a440551 (__TEXT,__text) non-external _v3_check_generic
00007ffd41688ed8 (__DATA_CONST,__const) non-external (was a private external) _v3_cpols
00007ffd4168a568 (__DATA_CONST,__const) non-external (was a private external) _v3_crl_hold
00007ffd4168a500 (__DATA_CONST,__const) non-external (was a private external) _v3_crl_invdate
00007ffd4168a150 (__DATA_CONST,__const) non-external (was a private external) _v3_crl_num
00007ffd41689790 (__DATA_CONST,__const) non-external (was a private external) _v3_crl_reason
00007ffd416892a8 (__DATA_CONST,__const) non-external (was a private external) _v3_crld
00007ffd4168a1b8 (__DATA_CONST,__const) non-external (was a private external) _v3_delta_crl
00007ffd41689830 (__DATA_CONST,__const) non-external (was a private external) _v3_ext_ku
00007ffd41689310 (__DATA_CONST,__const) non-external (was a private external) _v3_freshest_crl
00007ffd0a440619 (__TEXT,__text) non-external _v3_generic_extension
00007ffd41689638 (__DATA_CONST,__const) non-external (was a private external) _v3_idp
00007ffd41689fc8 (__DATA_CONST,__const) non-external (was a private external) _v3_info
00007ffd4168a220 (__DATA_CONST,__const) non-external (was a private external) _v3_inhibit_anyp
00007ffd41688e38 (__DATA_CONST,__const) non-external (was a private external) _v3_key_usage
00007ffd4168a2c8 (__DATA_CONST,__const) non-external (was a private external) _v3_name_constraints
00007ffd41689c50 (__DATA_CONST,__const) non-external (was a private external) _v3_ns_ia5_list
00007ffd41688dd0 (__DATA_CONST,__const) non-external (was a private external) _v3_nscert
00007ffd41689898 (__DATA_CONST,__const) non-external (was a private external) _v3_ocsp_accresp
00007ffd4168a498 (__DATA_CONST,__const) non-external (was a private external) _v3_ocsp_acutoff
00007ffd4168a430 (__DATA_CONST,__const) non-external (was a private external) _v3_ocsp_crlid
00007ffd4168a638 (__DATA_CONST,__const) non-external (was a private external) _v3_ocsp_nocheck
00007ffd4168a5d0 (__DATA_CONST,__const) non-external (was a private external) _v3_ocsp_nonce
00007ffd4168a6a0 (__DATA_CONST,__const) non-external (was a private external) _v3_ocsp_serviceloc
00007ffd4168a708 (__DATA_CONST,__const) non-external (was a private external) _v3_pci
00007ffd4168a9b8 (__DATA_CONST,__const) non-external (was a private external) _v3_pkey_usage_period
00007ffd4168a8c8 (__DATA_CONST,__const) non-external (was a private external) _v3_policy_constraints
00007ffd4168aaa8 (__DATA_CONST,__const) non-external (was a private external) _v3_policy_mappings
00007ffd4168a030 (__DATA_CONST,__const) non-external (was a private external) _v3_sinfo
00007ffd4168abc0 (__DATA_CONST,__const) non-external (was a private external) _v3_skey_id
00007ffd4168ac68 (__DATA_CONST,__const) non-external (was a private external) _v3_sxnet
00007ffd0a3cc19c (__TEXT,__text) non-external _value_free_hash_LHASH_DOALL_ARG
00007ffd0a3cc1b8 (__TEXT,__text) non-external _value_free_stack_LHASH_DOALL
                 (undefined) external _vasprintf (from libSystem)
                 (undefined) external _vfprintf (from libSystem)
00007ffd0a385a20 (__TEXT,__text) non-external (was a private external) _vpaes_cbc_encrypt
00007ffd0a385b00 (__TEXT,__text) non-external _vpaes_consts
00007ffd0a385a00 (__TEXT,__text) non-external (was a private external) _vpaes_decrypt
00007ffd0a385460 (__TEXT,__text) non-external _vpaes_decrypt_core
00007ffd0a3859e0 (__TEXT,__text) non-external (was a private external) _vpaes_encrypt
00007ffd0a385300 (__TEXT,__text) non-external _vpaes_encrypt_core
00007ffd0a385aa0 (__TEXT,__text) non-external _vpaes_preheat
00007ffd0a385760 (__TEXT,__text) non-external _vpaes_schedule_192_smear
00007ffd0a385600 (__TEXT,__text) non-external _vpaes_schedule_core
00007ffd0a3857a1 (__TEXT,__text) non-external _vpaes_schedule_low_round
00007ffd0a385870 (__TEXT,__text) non-external _vpaes_schedule_mangle
00007ffd0a385780 (__TEXT,__text) non-external _vpaes_schedule_round
00007ffd0a385840 (__TEXT,__text) non-external _vpaes_schedule_transform
00007ffd0a3859a0 (__TEXT,__text) non-external (was a private external) _vpaes_set_decrypt_key
00007ffd0a385970 (__TEXT,__text) non-external (was a private external) _vpaes_set_encrypt_key
                 (undefined) external _vsnprintf (from libSystem)
00007ffd0a470400 (__TEXT,__const) non-external _weak_keys
00007ffd0a397300 (__TEXT,__text) non-external (was a private external) _whirlpool_block
00007ffd4167bc10 (__DATA_CONST,__const) non-external _whirlpool_md
00007ffd0a3c5e2f (__TEXT,__text) non-external _witness
                 (undefined) external _write (from libSystem)
00007ffd0a3b30dc (__TEXT,__text) non-external _write_bio
00007ffd0a3b308f (__TEXT,__text) non-external _write_fp
00007ffd0a41ad53 (__TEXT,__text) non-external _write_lebn
00007ffd0a432ff8 (__TEXT,__text) non-external _write_string
00007ffd0a3cfd72 (__TEXT,__text) non-external (was a private external) _x25519_ge_add
00007ffd0a3cf14b (__TEXT,__text) non-external (was a private external) _x25519_ge_frombytes_vartime
00007ffd0a3cfcc0 (__TEXT,__text) non-external (was a private external) _x25519_ge_p1p1_to_p2
00007ffd0a3cfd0c (__TEXT,__text) non-external (was a private external) _x25519_ge_p1p1_to_p3
00007ffd0a3cfc64 (__TEXT,__text) non-external (was a private external) _x25519_ge_p3_to_cached
00007ffd0a3d0e32 (__TEXT,__text) non-external (was a private external) _x25519_ge_scalarmult
00007ffd0a3d0421 (__TEXT,__text) non-external (was a private external) _x25519_ge_scalarmult_base
00007ffd0a3cfff3 (__TEXT,__text) non-external (was a private external) _x25519_ge_scalarmult_small_precomp
00007ffd0a3cfeb7 (__TEXT,__text) non-external (was a private external) _x25519_ge_sub
00007ffd0a3ce3dc (__TEXT,__text) non-external (was a private external) _x25519_ge_tobytes
00007ffd0a3d21e7 (__TEXT,__text) non-external (was a private external) _x25519_public_from_private
00007ffd0a4681b0 (__TEXT,__const) non-external _x25519_public_from_private.kMongomeryBasePoint
00007ffd0a3d1206 (__TEXT,__text) non-external (was a private external) _x25519_sc_reduce
00007ffd0a3ce3d2 (__TEXT,__text) non-external (was a private external) _x25519_scalar_mult
00007ffd0a3d1c66 (__TEXT,__text) non-external (was a private external) _x25519_scalar_mult_generic
00007ffd0a3b16cc (__TEXT,__text) non-external _x509_cb
00007ffd0a439ac3 (__TEXT,__text) non-external (was a private external) _x509_check_cert_time
00007ffd4312c498 (__DATA,__data) non-external _x509_dir_lookup
00007ffd4312c4e8 (__DATA,__data) non-external _x509_file_lookup
00007ffd4312c538 (__DATA,__data) non-external _x509_mem_lookup
00007ffd0a3b05f0 (__TEXT,__text) non-external _x509_name_canon
00007ffd0a3b0180 (__TEXT,__text) non-external _x509_name_ex_d2i
00007ffd0a3b0134 (__TEXT,__text) non-external _x509_name_ex_free
00007ffd0a3b0335 (__TEXT,__text) non-external _x509_name_ex_i2d
00007ffd0a3b0073 (__TEXT,__text) non-external _x509_name_ex_new
00007ffd0a3b051e (__TEXT,__text) non-external _x509_name_ex_print
00007ffd41675628 (__DATA_CONST,__const) non-external (was a private external) _x509_name_ff
00007ffd0a435f41 (__TEXT,__text) non-external _x509_object_cmp
00007ffd0a436743 (__TEXT,__text) non-external _x509_object_idx_cnt
00007ffd0a43b709 (__TEXT,__text) non-external _x509_verify_param_zero
00007ffd0a44609c (__TEXT,__text) non-external _x509v3_cache_extensions
00007ffd0a37fca0 (__TEXT,__text) non-external _x86_64_AES_decrypt
00007ffd0a37fe80 (__TEXT,__text) non-external _x86_64_AES_decrypt_compact
00007ffd0a37f780 (__TEXT,__text) non-external _x86_64_AES_encrypt
00007ffd0a37f970 (__TEXT,__text) non-external _x86_64_AES_encrypt_compact
00007ffd0a380270 (__TEXT,__text) non-external _x86_64_AES_set_encrypt_key
00007ffd0a38da10 (__TEXT,__text) non-external _x86_64_Camellia_decrypt
00007ffd0a38d6a0 (__TEXT,__text) non-external _x86_64_Camellia_encrypt
00007ffd0a446926 (__TEXT,__text) non-external _xp_cmp
00007ffd4312fa88 (__DATA,__bss) non-external _xptable
00007ffd0a44697f (__TEXT,__text) non-external _xptable_free
00007ffd4312cd40 (__DATA,__data) non-external _xstandard
00007ffd0a47deb0 (__TEXT,__const) non-external _zeroes
00007ffd43128ee0 (__DATA,__data) non-external _zlib_method_nozlib
00007ffd0a3884e0 (__TEXT,__text) non-external aesni_cbc_sha1_enc_ssse3
00007ffd0a38b020 (__TEXT,__text) non-external bn_mul4x_mont
00007ffd0a38c550 (__TEXT,__text) non-external bn_mul4x_mont_gather5
00007ffd0a38b540 (__TEXT,__text) non-external bn_sqr4x_mont
00007ffd0a38ac98 (__TEXT,__text) non-external end_main_loop_a3b
00007ffd0a38aa75 (__TEXT,__text) non-external init_loop
00007ffd0a38abc9 (__TEXT,__text) non-external main_loop_a3b
00007ffd0a389e60 (__TEXT,__text) non-external mont_mul_a3b
00007ffd0a389980 (__TEXT,__text) non-external mont_reduce
