00007ffb43c11818 (__DATA,__data) non-external _.compoundliteral
00007ffb0b290e9b (__TEXT,__text) non-external _phase2ProcessParameterDeclaration
00007ffb0b291002 (__TEXT,__text) non-external _phase2ProcessRawCall
00007ffb0b2911e4 (__TEXT,__text) non-external _phase2ProcessSubroutineRawCall
00007ffb0b29196a (__TEXT,__text) non-external _phase2ProcessSubroutineUniform
00007ffb0b290f28 (__TEXT,__text) non-external _phase2ProcessVariableDeclaration
00007ffb0b210cb9 (__TEXT,__text) non-external _poolAlloc
00007ffb4324a590 (__DATA_DIRTY,__bss) non-external _poolAllocators
00007ffb0b210d35 (__TEXT,__text) non-external _poolFree
00007ffb0b210d2d (__TEXT,__text) non-external _poolRealloc
00007ffb0b2e4cf0 (__TEXT,__const) non-external _pow_10.down
00007ffb0b2e4bf0 (__TEXT,__const) non-external _pow_10.up
                 (undefined) external _powf (from libSystem)
00007ffb41754b80 (__DATA_CONST,__const) non-external (was a private external) _ppstreamOpString
00007ffb0b21629a (__TEXT,__text) non-external _primitiveTypeOfDeref
                 (undefined) external _printf (from libSystem)
00007ffb0b251789 (__TEXT,__text) non-external _propagateCopyBindings
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00007ffb0b25fad0 (__TEXT,__text) non-external (was a private external) _pushdownPrecisionInternal
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_b (from libSystem)
00007ffb0b259b56 (__TEXT,__text) non-external _qualifierContextToString
00007ffb0b2585c2 (__TEXT,__text) non-external _qualifierMaskToSAFlags
00007ffb0b2596b4 (__TEXT,__text) non-external _qualifierMaskToStringBuffer
00007ffb0b26c0b0 (__TEXT,__text) non-external (was a private external) _readCPPline
00007ffb0b210ead (__TEXT,__text) non-external _readTOC
00007ffb0b28136c (__TEXT,__text) non-external (was a private external) _real_serialize_GLPValue
00007ffb0b2be2eb (__TEXT,__text) non-external _regEqualsFunction
00007ffb0b2be2e3 (__TEXT,__text) non-external _regHashFunction
00007ffb0b270ff9 (__TEXT,__text) non-external _reget_token
00007ffb0b252e25 (__TEXT,__text) non-external _remap
00007ffb0b2e7ab0 (__TEXT,__const) non-external (was a private external) _remapSlotToCode
00007ffb0b2b428b (__TEXT,__text) non-external _renumberTargets
                 (undefined) external _round (from libSystem)
                 (undefined) external _roundf (from libSystem)
00007ffb0b257899 (__TEXT,__text) non-external _saInliningNodeReplacement
00007ffb0b270ef9 (__TEXT,__text) non-external _scan_token
00007ffb0b28b089 (__TEXT,__text) non-external _serializeASTFields
00007ffb0b285d7a (__TEXT,__text) non-external _serializeAssignFields
00007ffb0b2888b8 (__TEXT,__text) non-external _serializeBlockFields
00007ffb0b28beb0 (__TEXT,__text) non-external _serializeCallFields
00007ffb0b288cb4 (__TEXT,__text) non-external _serializeCaseStatementFields
00007ffb0b285e90 (__TEXT,__text) non-external _serializeCommaExprFields
00007ffb0b285afe (__TEXT,__text) non-external _serializeConstantFields
00007ffb0b288d6d (__TEXT,__text) non-external _serializeDefaultStatementFields
00007ffb0b285c08 (__TEXT,__text) non-external _serializeEqualFields
00007ffb0b285b51 (__TEXT,__text) non-external _serializeFieldAccessFields
00007ffb0b287188 (__TEXT,__text) non-external _serializeFieldDeclarationFields
00007ffb0b285b7a (__TEXT,__text) non-external _serializeFunctionCallFields
00007ffb0b2862c8 (__TEXT,__text) non-external _serializeFunctionPrototypeFields
00007ffb0b288460 (__TEXT,__text) non-external _serializeGlobalTypeQualifierFields
00007ffb0b289fd0 (__TEXT,__text) non-external _serializeIBPartialDerefFields
00007ffb0b2871da (__TEXT,__text) non-external _serializeInterfaceBlockFields
00007ffb0b2876d0 (__TEXT,__text) non-external _serializeKeywordQualifierFields
00007ffb0b289c48 (__TEXT,__text) non-external _serializeLValueFields
00007ffb0b288489 (__TEXT,__text) non-external _serializeLayoutPairFields
00007ffb0b287a34 (__TEXT,__text) non-external _serializeLayoutQualifierFields
00007ffb0b28736c (__TEXT,__text) non-external _serializeLayoutTypeFields
00007ffb0b285bdf (__TEXT,__text) non-external _serializeMethodCallFields
00007ffb0b285cc1 (__TEXT,__text) non-external _serializeNotEqualFields
00007ffb0b289215 (__TEXT,__text) non-external _serializeOffsetFields
00007ffb0b2e3fa3 (__TEXT,__text) non-external _serializeOpAssignFields
00007ffb0b289ff9 (__TEXT,__text) non-external _serializePPStreamOpFields
00007ffb0b28628c (__TEXT,__text) non-external _serializeParameterDeclarationFields
00007ffb0b286e24 (__TEXT,__text) non-external _serializePrimitiveTypeFields
00007ffb0b286a98 (__TEXT,__text) non-external _serializeQualifiedDeclarationFields
00007ffb0b286ac1 (__TEXT,__text) non-external _serializeQualifiedDeclarationGroupFields
00007ffb0b2880fc (__TEXT,__text) non-external _serializeQualifierListFields
00007ffb0b2891b0 (__TEXT,__text) non-external _serializeRawCallFields
00007ffb0b285e3e (__TEXT,__text) non-external _serializeReadInputFields
00007ffb0b288e26 (__TEXT,__text) non-external _serializeReturnStatementFields
00007ffb0b2871b1 (__TEXT,__text) non-external _serializeStructTypeFields
00007ffb0b28c214 (__TEXT,__text) non-external _serializeStructureFields
00007ffb0b285bb6 (__TEXT,__text) non-external _serializeSubroutineArrayCallFields
00007ffb0b2891ec (__TEXT,__text) non-external _serializeSubroutineRawCallFields
00007ffb0b287d98 (__TEXT,__text) non-external _serializeSubroutineTypeListFields
00007ffb0b28b060 (__TEXT,__text) non-external _serializeSubroutineUniformFields
00007ffb0b288e4f (__TEXT,__text) non-external _serializeTopLevelFields
00007ffb0b285324 (__TEXT,__text) non-external _serializeTypeConversionFields
00007ffb0b285ad5 (__TEXT,__text) non-external _serializeTypeIdentifierFields
00007ffb0b286650 (__TEXT,__text) non-external _serializeVariableDeclarationFields
00007ffb0b286736 (__TEXT,__text) non-external _serializeVariableDeclarationGroupFields
00007ffb0b285aac (__TEXT,__text) non-external _serializeVariableIdentifierFields
00007ffb0b285e67 (__TEXT,__text) non-external _serializeWriteOutputFields
00007ffb0b282268 (__TEXT,__text) non-external _serialize_GLPASTNode
00007ffb0b284c58 (__TEXT,__text) non-external _serialize_GLPBufferObject
00007ffb0b28015a (__TEXT,__text) non-external _serialize_GLPFunctionObject
00007ffb0b2843bc (__TEXT,__text) non-external _serialize_GLPInterfaceBlockObject
00007ffb0b280124 (__TEXT,__text) non-external _serialize_GLPLayoutObject
00007ffb0b282a74 (__TEXT,__text) non-external _serialize_GLPLayoutPair
00007ffb0b2607bc (__TEXT,__text) non-external (was a private external) _serialize_GLPString
00007ffb0b28c578 (__TEXT,__text) non-external _serialize_GLPSubroutineUniformObject
00007ffb0b27d830 (__TEXT,__text) non-external (was a private external) _serialize_GLPType
00007ffb0b28349c (__TEXT,__text) non-external _serialize_GLPVariableObject
00007ffb0b2602c0 (__TEXT,__text) non-external (was a private external) _serialize_pointer
00007ffb0b2162d8 (__TEXT,__text) non-external _setArrayUsed
                 (undefined) external _setjmp (from libSystem)
00007ffb0b26fa81 (__TEXT,__text) non-external _simple_str_getch
00007ffb0b26fb50 (__TEXT,__text) non-external _simple_str_ungetch
                 (undefined) external _sinf (from libSystem)
                 (undefined) external _sinhf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _snprintf_l (from libSystem)
                 (undefined) external _sprintf_l (from libSystem)
                 (undefined) external _sqrt (from libSystem)
                 (undefined) external _sqrtf (from libSystem)
00007ffb0b2109ce (__TEXT,__text) non-external _std140ArrayStrideForElementType
00007ffb0b2109a9 (__TEXT,__text) non-external _std140MatrixStride
00007ffb0b2109e7 (__TEXT,__text) non-external _std140MinimumStructAlignment
00007ffb0b210abc (__TEXT,__text) non-external _std140PrimitiveTypeAlign
00007ffb0b2109f2 (__TEXT,__text) non-external _std140PrimitiveTypeSize
00007ffb0b2109df (__TEXT,__text) non-external _std140SizeToBytes
00007ffb0b21091c (__TEXT,__text) non-external _std140TypeAlign
00007ffb0b210848 (__TEXT,__text) non-external _std140TypeSize
00007ffb0b26f700 (__TEXT,__text) non-external _str_getch
00007ffb0b26f7e8 (__TEXT,__text) non-external _str_ungetch
                 (undefined) external _strcat (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strndup (from libSystem)
                 (undefined) external _strtod_l (from libSystem)
                 (undefined) external _strtof_l (from libSystem)
                 (undefined) external _strtol_l (from libSystem)
                 (undefined) external _strtoll_l (from libSystem)
                 (undefined) external _strtoul_l (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _tanf (from libSystem)
                 (undefined) external _tanhf (from libSystem)
00007ffb0b26fcbf (__TEXT,__text) non-external _token_pasted_str_getch
00007ffb0b26fc3a (__TEXT,__text) non-external _token_pasted_str_scan
00007ffb0b26fd43 (__TEXT,__text) non-external _token_pasted_str_ungetch
00007ffb41752130 (__DATA_CONST,__const) non-external _tokens
00007ffb0b263342 (__TEXT,__text) non-external _topLevelLookUpGLPBindingTypeFromStringHash
00007ffb0b251aeb (__TEXT,__text) non-external _topLevelLookUpObjectTypeFromStringHash
00007ffb0b262c6f (__TEXT,__text) non-external _topLevelLookUpUniformBindingTypeFromStringHash
00007ffb0b2955d5 (__TEXT,__text) non-external _transformKids
                 (undefined) external _trunc (from libSystem)
                 (undefined) external _truncf (from libSystem)
00007ffb0b26254b (__TEXT,__text) non-external _typeFromGLPBinding
00007ffb0b263840 (__TEXT,__text) non-external _typeFromGLPUniformBinding
00007ffb0b263416 (__TEXT,__text) non-external _typeFromGLPUniformBlockBinding
00007ffb0b23dbc8 (__TEXT,__text) non-external _uniqueComponentCount
00007ffb0b270421 (__TEXT,__text) non-external _unlinkScope
00007ffb41752450 (__DATA_CONST,__const) non-external (was a private external) _unop
00007ffb417517d0 (__DATA_CONST,__const) non-external (was a private external) _vpDclList
                 (undefined) external _vsnprintf_l (from libSystem)
00007ffb0b28dcf8 (__TEXT,__text) non-external _writeASTNode
00007ffb0b28edf0 (__TEXT,__text) non-external _writeAdd
00007ffb0b28e8c5 (__TEXT,__text) non-external _writeArrayAccess
00007ffb0b28f990 (__TEXT,__text) non-external _writeArrayType
00007ffb0b28f1db (__TEXT,__text) non-external _writeAssign
00007ffb0b2902d9 (__TEXT,__text) non-external _writeAvailabilityDeclaration
00007ffb0b28f0ef (__TEXT,__text) non-external _writeBitwiseAnd
00007ffb0b28ed04 (__TEXT,__text) non-external _writeBitwiseNot
00007ffb0b28f12a (__TEXT,__text) non-external _writeBitwiseOr
00007ffb0b28f165 (__TEXT,__text) non-external _writeBitwiseXor
00007ffb0b28ffff (__TEXT,__text) non-external _writeBlock
00007ffb0b2901b2 (__TEXT,__text) non-external _writeBreakStatement
00007ffb0b29013c (__TEXT,__text) non-external _writeCaseStatement
00007ffb0b28f2c7 (__TEXT,__text) non-external _writeCommaExpr
00007ffb0b28e83c (__TEXT,__text) non-external _writeConstant
00007ffb0b28eb2c (__TEXT,__text) non-external _writeConstructorCall
00007ffb0b2901ed (__TEXT,__text) non-external _writeContinueStatement
00007ffb0b290177 (__TEXT,__text) non-external _writeDefaultStatement
00007ffb0b290228 (__TEXT,__text) non-external _writeDiscardStatement
00007ffb0b28ed7a (__TEXT,__text) non-external _writeDivide
00007ffb0b28efc8 (__TEXT,__text) non-external _writeEqual
00007ffb0b28ffc4 (__TEXT,__text) non-external _writeExpressionStatement
00007ffb0b28e900 (__TEXT,__text) non-external _writeFieldAccess
00007ffb0b28f9cb (__TEXT,__text) non-external _writeFieldDeclaration
00007ffb0b28e9cd (__TEXT,__text) non-external _writeFunctionCall
00007ffb0b28f88f (__TEXT,__text) non-external _writeFunctionDefinition
00007ffb0b28f3b6 (__TEXT,__text) non-external _writeFunctionPrototype
00007ffb0b28fe1d (__TEXT,__text) non-external _writeGlobalTypeQualifier
00007ffb0b28ef52 (__TEXT,__text) non-external _writeGreater
00007ffb0b28ef8d (__TEXT,__text) non-external _writeGreaterEqual
00007ffb0b290642 (__TEXT,__text) non-external _writeIBPartialDeref
00007ffb0b28f1a0 (__TEXT,__text) non-external _writeIfExpr
00007ffb0b29008b (__TEXT,__text) non-external _writeIfStatement
00007ffb0b28faef (__TEXT,__text) non-external _writeInterfaceBlock
00007ffb0b28fcea (__TEXT,__text) non-external _writeKeywordQualifier
00007ffb0b290553 (__TEXT,__text) non-external _writeLValue
00007ffb0b290942 (__TEXT,__text) non-external _writeLayoutObject
00007ffb0b28febf (__TEXT,__text) non-external _writeLayoutPair
00007ffb0b28fd6c (__TEXT,__text) non-external _writeLayoutQualifier
00007ffb0b28fcaf (__TEXT,__text) non-external _writeLayoutType
00007ffb0b28eedc (__TEXT,__text) non-external _writeLess
00007ffb0b28ef17 (__TEXT,__text) non-external _writeLessEqual
00007ffb0b28f03e (__TEXT,__text) non-external _writeLogicalAnd
00007ffb0b28ecc9 (__TEXT,__text) non-external _writeLogicalNot
00007ffb0b28f079 (__TEXT,__text) non-external _writeLogicalOr
00007ffb0b28f0b4 (__TEXT,__text) non-external _writeLogicalXor
00007ffb0b2900c6 (__TEXT,__text) non-external _writeLoopStatement
00007ffb0b28ea9a (__TEXT,__text) non-external _writeMethodCall
00007ffb0b28edb5 (__TEXT,__text) non-external _writeModulo
00007ffb0b28ed3f (__TEXT,__text) non-external _writeMultiply
00007ffb0b28ec8e (__TEXT,__text) non-external _writeNegate
00007ffb0b28f003 (__TEXT,__text) non-external _writeNotEqual
00007ffb0b29042c (__TEXT,__text) non-external _writeOffset
00007ffb0b28f216 (__TEXT,__text) non-external _writeOpAssign
00007ffb0b29067d (__TEXT,__text) non-external _writePPStreamOp
00007ffb0b28f302 (__TEXT,__text) non-external _writeParameterDeclaration
00007ffb0b28eba2 (__TEXT,__text) non-external _writePostdecrement
00007ffb0b28eb67 (__TEXT,__text) non-external _writePostincrement
00007ffb0b28f7de (__TEXT,__text) non-external _writePrecisionDeclaration
00007ffb0b28ec18 (__TEXT,__text) non-external _writePredecrement
00007ffb0b28ebdd (__TEXT,__text) non-external _writePreincrement
00007ffb0b28f905 (__TEXT,__text) non-external _writePrimitiveType
00007ffb0b28f819 (__TEXT,__text) non-external _writeQualifiedDeclaration
00007ffb0b28f854 (__TEXT,__text) non-external _writeQualifiedDeclarationGroup
00007ffb0b28f8ca (__TEXT,__text) non-external _writeQualifiedType
00007ffb0b28fde2 (__TEXT,__text) non-external _writeQualifierList
00007ffb0b290607 (__TEXT,__text) non-external _writeRValue
00007ffb0b290314 (__TEXT,__text) non-external _writeRawCall
00007ffb0b28f251 (__TEXT,__text) non-external _writeReadInput
00007ffb0b290263 (__TEXT,__text) non-external _writeReturnStatement
00007ffb0b2908e8 (__TEXT,__text) non-external _writeSAInfo
00007ffb0b28ee66 (__TEXT,__text) non-external _writeShiftLeft
00007ffb0b28eea1 (__TEXT,__text) non-external _writeShiftRight
00007ffb0b28fa5d (__TEXT,__text) non-external _writeStructType
00007ffb0b28ea5f (__TEXT,__text) non-external _writeSubroutineArrayCall
00007ffb0b29039e (__TEXT,__text) non-external _writeSubroutineRawCall
00007ffb0b28fda7 (__TEXT,__text) non-external _writeSubroutineTypeList
00007ffb0b29085a (__TEXT,__text) non-external _writeSubroutineUniform
00007ffb0b28ee2b (__TEXT,__text) non-external _writeSubtract
00007ffb0b290101 (__TEXT,__text) non-external _writeSwitchStatement
00007ffb0b29029e (__TEXT,__text) non-external _writeTopLevel
00007ffb0b28e66c (__TEXT,__text) non-external _writeTypeConversion
00007ffb0b28e7aa (__TEXT,__text) non-external _writeTypeIdentifier
00007ffb0b28ec53 (__TEXT,__text) non-external _writeUnaryPlus
00007ffb0b28e992 (__TEXT,__text) non-external _writeUndeterminedCall
00007ffb0b28f5a8 (__TEXT,__text) non-external _writeVariableDeclaration
00007ffb0b28f7a3 (__TEXT,__text) non-external _writeVariableDeclarationGroup
00007ffb0b28e718 (__TEXT,__text) non-external _writeVariableIdentifier
00007ffb0b28f28c (__TEXT,__text) non-external _writeWriteOutput
00007ffb0b2b966c (__TEXT,__text) non-external _writefn
                 (undefined) external _xpc_dictionary_create (from libSystem)
