                 (undefined) external _CFDataCreate (from CoreFoundation)
                 (undefined) external _CFDataCreateWithBytesNoCopy (from CoreFoundation)
                 (undefined) external _CFDataGetMutableBytePtr (from CoreFoundation)
                 (undefined) external _CFDictionaryCreate (from CoreFoundation)
                 (undefined) external _CFErrorCreateWithUserInfoKeysAndValues (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCString (from CoreFoundation)
00007ffb1432003c (__TEXT,__text) external _DRBufferAsResource
00007ffb1431a80e (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_29DirectResourcesResolvedCommitEEENS_9allocatorIS4_EEE18__insert_with_sizeB8nn180100INS_11__wrap_iterIPS4_EESB_EESB_NS9_IPKS4_EET_T0_l
00007ffb1431aa86 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_29DirectResourcesResolvedCommitEEENS_9allocatorIS4_EEE26__swap_out_circular_bufferERNS_14__split_bufferIS4_RS6_EEPS4_
00007ffb14314f3e (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_29DirectResourcesResolvedCommitEEENS_9allocatorIS4_EEE5eraseENS_11__wrap_iterIPKS4_EESB_
00007ffb14305aec (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_29DirectResourcesResolvedCommitEEENS_9allocatorIS4_EEE7__clearB8nn180100Ev
00007ffb14316ff6 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorINS_4pairIN2re9SharedPtrINS2_10DirectMeshEEENS3_INS2_16DirectMeshUpdateEEEEENS_9allocatorIS8_EEE13__vdeallocateEv
00007ffb14316ee2 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorINS_4pairIN2re9SharedPtrINS2_10DirectMeshEEENS3_INS2_16DirectMeshUpdateEEEEENS_9allocatorIS8_EEE16__destroy_vectorclB8nn180100Ev
00007ffb1431aeee (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorINS_4pairIN2re9SharedPtrINS2_10DirectMeshEEENS3_INS2_16DirectMeshUpdateEEEEENS_9allocatorIS8_EEE26__swap_out_circular_bufferERNS_14__split_bufferIS8_RSA_EE
00007ffb1431ae6e (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorINS_4pairIN2re9SharedPtrINS2_10DirectMeshEEENS3_INS2_16DirectMeshUpdateEEEEENS_9allocatorIS8_EEE7reserveEm
00007ffb14316ff6 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorINS_4pairIN2re9SharedPtrINS2_12DirectBufferEEENS3_INS2_18DirectBufferUpdateEEEEENS_9allocatorIS8_EEE13__vdeallocateEv
00007ffb14316ee2 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorINS_4pairIN2re9SharedPtrINS2_12DirectBufferEEENS3_INS2_18DirectBufferUpdateEEEEENS_9allocatorIS8_EEE16__destroy_vectorclB8nn180100Ev
00007ffb1431aeee (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorINS_4pairIN2re9SharedPtrINS2_12DirectBufferEEENS3_INS2_18DirectBufferUpdateEEEEENS_9allocatorIS8_EEE26__swap_out_circular_bufferERNS_14__split_bufferIS8_RSA_EE
00007ffb1431ae6e (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorINS_4pairIN2re9SharedPtrINS2_12DirectBufferEEENS3_INS2_18DirectBufferUpdateEEEEENS_9allocatorIS8_EEE7reserveEm
00007ffb14316ff6 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorINS_4pairIN2re9SharedPtrINS2_13DirectTextureEEENS3_INS2_19DirectTextureUpdateEEEEENS_9allocatorIS8_EEE13__vdeallocateEv
00007ffb14316ee2 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorINS_4pairIN2re9SharedPtrINS2_13DirectTextureEEENS3_INS2_19DirectTextureUpdateEEEEENS_9allocatorIS8_EEE16__destroy_vectorclB8nn180100Ev
00007ffb1431aeee (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorINS_4pairIN2re9SharedPtrINS2_13DirectTextureEEENS3_INS2_19DirectTextureUpdateEEEEENS_9allocatorIS8_EEE26__swap_out_circular_bufferERNS_14__split_bufferIS8_RSA_EE
00007ffb1431ae6e (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorINS_4pairIN2re9SharedPtrINS2_13DirectTextureEEENS3_INS2_19DirectTextureUpdateEEEEENS_9allocatorIS8_EEE7reserveEm
00007ffb1430542c (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorINS_8functionIFvPN2re11DirectFenceEEEENS_9allocatorIS6_EEE16__destroy_vectorclB8nn180100Ev
00007ffb1430549e (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorINS_8functionIFvPN2re11DirectFenceEEEENS_9allocatorIS6_EEE26__swap_out_circular_bufferERNS_14__split_bufferIS6_RS8_EE
00007ffb143051a8 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorINS_8functionIFvPN2re11DirectFenceEEEENS_9allocatorIS6_EEE9push_backB8nn180100EOS6_
00007ffb14305a58 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorImNS_9allocatorImEEE11__vallocateB8nn180100Em
00007ffb14305a02 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorImNS_9allocatorImEEEC2ERKS3_
00007ffb14314820 (__TEXT,__text) non-external (was a private external) __ZNSt3__18functionIFvPN2re21DirectResourceContextEPNS1_22DirectResourceCommandsEEEaSERKS7_
00007ffb1431479a (__TEXT,__text) non-external (was a private external) __ZNSt3__18functionIFvPN2re21DirectResourceContextEyEEaSERKS5_
00007ffb143096e8 (__TEXT,__text) non-external (was a private external) __ZNSt3__19allocatorIN2re16CreateDirectMeshEE7destroyB8nn180100EPS2_
00007ffb14316f52 (__TEXT,__text) non-external (was a private external) __ZNSt3__19allocatorINS_4pairIN2re9SharedPtrINS2_10DirectMeshEEENS3_INS2_16DirectMeshUpdateEEEEEE7destroyB8nn180100EPS8_
00007ffb14316f52 (__TEXT,__text) non-external (was a private external) __ZNSt3__19allocatorINS_4pairIN2re9SharedPtrINS2_12DirectBufferEEENS3_INS2_18DirectBufferUpdateEEEEEE7destroyB8nn180100EPS8_
00007ffb14316f52 (__TEXT,__text) non-external (was a private external) __ZNSt3__19allocatorINS_4pairIN2re9SharedPtrINS2_13DirectTextureEEENS3_INS2_19DirectTextureUpdateEEEEEE7destroyB8nn180100EPS8_
00007ffb14305422 (__TEXT,__text) non-external (was a private external) __ZSt28__throw_bad_array_new_lengthB8nn180100v
00007ffb41731b80 (__DATA_CONST,__const) non-external __ZTV13ContextConfig
00007ffb41731848 (__DATA_CONST,__const) non-external (was a private external) __ZTV15ArcSharedObject
00007ffb41731cb8 (__DATA_CONST,__const) non-external __ZTV16ClientConnection
00007ffb41731c80 (__DATA_CONST,__const) non-external __ZTV22ClientConnectionConfig
00007ffb41731998 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re10DirectMeshE
00007ffb41730fa0 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re11DirectFenceE
00007ffb41731048 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re12DirectBufferE
00007ffb41731928 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re13DirectTextureE
00007ffb417318b8 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re14DirectResourceE
00007ffb41731248 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re16DirectMeshUpdateE
00007ffb41731398 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re18DirectBufferUpdateE
00007ffb41731110 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re18MemoryMappedRegionE
00007ffb41731328 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re19DirectTextureUpdateE
00007ffb417312b8 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re20DirectContentsUpdateE
00007ffb41731148 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re20DirectMemoryResourceE
00007ffb41731aa8 (__DATA_CONST,__const) non-external __ZTVN2re20DirectMeshDescriptorE
00007ffb41731548 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re21DirectResourceContextE
00007ffb41731440 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re21DirectResourcesCommitE
00007ffb41731c48 (__DATA_CONST,__const) non-external __ZTVN2re22DirectBufferDescriptorE
00007ffb417310d8 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re22DirectResourceCommandsE
00007ffb41731ae8 (__DATA_CONST,__const) non-external __ZTVN2re23DirectTextureDescriptorE
00007ffb41730fd8 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re24DirectMaterialParametersE
00007ffb41731880 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re24DirectResourcesReuseListE
00007ffb41731670 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re26DirectResourcesCommitQueueE
00007ffb417316a8 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re28DirectResourceClientReceiverE
00007ffb41731478 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re28DirectResourcesPendingCommitE
00007ffb417314e0 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re29DirectResourceCommitSignalingE
00007ffb41731408 (__DATA_CONST,__const) non-external (was a private external) __ZTVN2re29DirectResourcesResolvedCommitE
00007ffb41731c00 (__DATA_CONST,__const) non-external __ZTVNSt3__110__function6__funcIU8__strongU13block_pointerFvPN2re21DirectResourceContextEPNS2_22DirectResourceCommandsEENS_9allocatorIS9_EES7_EE
00007ffb41731bb8 (__DATA_CONST,__const) non-external __ZTVNSt3__110__function6__funcIU8__strongU13block_pointerFvPN2re21DirectResourceContextEyENS_9allocatorIS7_EES5_EE
00007ffb41731cf0 (__DATA_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZ22DRCommitQueueEnumerateE3$_0NS_9allocatorIS2_EEFbPKN2re29DirectResourcesResolvedCommitEEEE
00007ffb41731d38 (__DATA_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZ25DRCommitQueueApplyThroughE3$_0NS_9allocatorIS2_EEFvRKN2re19DirectResourceEventEyEEE
00007ffb41731770 (__DATA_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZN2re21DirectResourceContext11addResourceERKNS2_9SharedPtrINS2_14DirectResourceEEEE3$_0NS_9allocatorIS9_EEFvNS2_18DirectResourceSlotEEEE
00007ffb417317b8 (__DATA_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZN2re21DirectResourceContext14removeResourceEPNS2_14DirectResourceEE3$_0NS_9allocatorIS6_EEFvNS2_18DirectResourceSlotEEEE
00007ffb41731800 (__DATA_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZN2re28DirectResourceClientReceiver4loadERKNS2_9SharedPtrINS2_22DirectResourceCommandsEEEE3$_0NS_9allocatorIS9_EEFPNS2_20DirectMemoryResourceERKNS2_16DirectResourceIdEEEE
00007ffb417316e0 (__DATA_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZN2re28DirectResourcesPendingCommit8addFenceENS2_10UnownedPtrINS2_11DirectFenceEEEE3$_0NS_9allocatorIS7_EEFvPS5_EEE
00007ffb41731200 (__DATA_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZN2re4loadERKNS2_22DirectResourceCommandsEONS_8functionIFPNS2_20DirectMemoryResourceERKNS2_16DirectResourceIdEEEEE3$_0NS_9allocatorISF_EESC_EE
00007ffb41731728 (__DATA_CONST,__const) non-external __ZTVNSt3__110__function6__funcIZNK2re21DirectResourceContext20freeListWaitTimedOutEyE3$_0NS_9allocatorIS4_EEFvPNS2_11DirectFenceEEEE
00007ffb14314204 (__TEXT,__text) non-external (was a private external) __ZThn16_N2re21DirectResourceContext10willChangeEPNS_14DirectResourceENS_18DirectResourceSlotENS_22DirectResourceDelegate10ChangeModeEPN3MTL13CommandBufferE
00007ffb14314682 (__TEXT,__text) non-external (was a private external) __ZThn16_N2re21DirectResourceContext15destroyResourceEPNS_14DirectResourceE
00007ffb14314550 (__TEXT,__text) non-external (was a private external) __ZThn16_N2re21DirectResourceContext17payloadDidReplaceEPNS_14DirectResourceENS_18DirectResourceSlotE
00007ffb1431444c (__TEXT,__text) non-external (was a private external) __ZThn16_N2re21DirectResourceContext18payloadWillReplaceEPNS_14DirectResourceENS_18DirectResourceSlotE
00007ffb143142fc (__TEXT,__text) non-external (was a private external) __ZThn16_N2re21DirectResourceContext9didChangeEPNS_14DirectResourceENS_18DirectResourceSlotEPN3MTL13CommandBufferE
00007ffb14313a76 (__TEXT,__text) non-external (was a private external) __ZThn16_N2re21DirectResourceContextD0Ev
00007ffb14313a42 (__TEXT,__text) non-external (was a private external) __ZThn16_N2re21DirectResourceContextD1Ev
00007ffb4378cca0 (__DATA,__bss) non-external __ZZ14ArcObjectClassvE3cls
00007ffb1431b29e (__TEXT,__text) non-external __ZZ14ArcObjectClassvENK3$_0clEv
00007ffb14321ee0 (__TEXT,__const) non-external __ZZN2re10DirectMesh14attachToDeviceEPN3MTL6DeviceEE8gpuSlots
00007ffb14321e50 (__TEXT,__const) non-external __ZZN2re16DirectMeshUpdate5applyEPNS_14DirectResourceEE10kMeshSlots
00007ffb4378cc80 (__DATA,__bss) non-external __ZZN2re17directResourceLogEvE3log
00007ffb4378cc90 (__DATA,__bss) non-external __ZZN2re20DirectMemoryResource26allocatePrivatePageAlignedEmE21kMetalBufferAlignment
00007ffb14321f30 (__TEXT,__const) non-external __ZZNK2re10DirectMesh11forEachSlotERKNSt3__18functionIFvNS_18DirectResourceSlotEEEEE8allSlots
00007ffb14321df0 (__TEXT,__const) non-external __ZZNK2re16DirectMeshUpdate11forEachSlotERKNSt3__18functionIFvNS_18DirectResourceSlotEEEEE13kAllMeshSlots
                 (undefined) external __ZdlPv (from libc++)
                 (undefined) external __ZdlPvSt19__type_descriptor_t (from libc++)
                 (undefined) external __Znwm (from libc++)
                 (undefined) external __ZnwmSt19__type_descriptor_t (from libc++)
00007ffb1430cb3a (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ffb1430cb50 (__TEXT,__text) non-external ___Block_byref_object_dispose_
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
00007ffb1431fca1 (__TEXT,__text) non-external ___DRContextSetChangeObserver_block_invoke
00007ffb1431fa47 (__TEXT,__text) non-external ___DRContextSetOnCommitBegan_block_invoke
00007ffb1431fbb3 (__TEXT,__text) non-external ___DRContextSetOnCommitComplete_block_invoke
00007ffb1431ebfc (__TEXT,__text) non-external ___DRMeshReadIndices_block_invoke
00007ffb1431e9f7 (__TEXT,__text) non-external ___DRMeshReadVertices_block_invoke
00007ffb1431ec95 (__TEXT,__text) non-external ___DRMeshReplaceIndices_block_invoke
00007ffb1431eac0 (__TEXT,__text) non-external ___DRMeshReplaceVertices_block_invoke
00007ffb1431e682 (__TEXT,__text) non-external ___DRMeshSetPartAt_block_invoke
00007ffb1431e8c3 (__TEXT,__text) non-external ___DRMeshSetPartRenderFlagsAt_block_invoke
00007ffb1431ed2e (__TEXT,__text) non-external ___DRMeshUpdateIndices_block_invoke
00007ffb1431eb63 (__TEXT,__text) non-external ___DRMeshUpdateVertices_block_invoke
00007ffb1430b366 (__TEXT,__text) non-external ____ZN2re20xpc_array_get_valuesINS_15DestroyResourceEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE_block_invoke
00007ffb143098ab (__TEXT,__text) non-external ____ZN2re20xpc_array_get_valuesINS_16CreateDirectMeshEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE_block_invoke
00007ffb14309fe7 (__TEXT,__text) non-external ____ZN2re20xpc_array_get_valuesINS_16UpdateDirectMeshEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE_block_invoke
00007ffb1430aa57 (__TEXT,__text) non-external ____ZN2re20xpc_array_get_valuesINS_18CreateDirectBufferEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE_block_invoke
00007ffb1430ad77 (__TEXT,__text) non-external ____ZN2re20xpc_array_get_valuesINS_18UpdateDirectBufferEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE_block_invoke
00007ffb1430b074 (__TEXT,__text) non-external ____ZN2re20xpc_array_get_valuesINS_19CreateDirectPayloadEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE_block_invoke
00007ffb1430a43f (__TEXT,__text) non-external ____ZN2re20xpc_array_get_valuesINS_19CreateDirectTextureEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE_block_invoke
00007ffb1430a6e1 (__TEXT,__text) non-external ____ZN2re20xpc_array_get_valuesINS_19UpdateDirectTextureEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE_block_invoke
00007ffb143090c5 (__TEXT,__text) non-external ____ZN2re20xpc_array_get_valuesINS_22DirectMeshVertexLayoutEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE_block_invoke
00007ffb14308e6d (__TEXT,__text) non-external ____ZN2re20xpc_array_get_valuesINS_25DirectMeshVertexAttributeEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE_block_invoke
00007ffb14314635 (__TEXT,__text) non-external ____ZN2re21DirectResourceContext15destroyResourceEPNS_14DirectResourceE_block_invoke
00007ffb14314690 (__TEXT,__text) non-external ____ZN2re21DirectResourceContext25destroyPayloads_anyThreadENSt3__16vectorINS_16DirectResourceIdENS1_9allocatorIS3_EEEE_block_invoke
00007ffb14312120 (__TEXT,__text) non-external ____ZN2re28DirectResourcesPendingCommit16addCommandBufferEPN3MTL13CommandBufferE_block_invoke
00007ffb143126e5 (__TEXT,__text) non-external ____ZN2re29DirectResourceCommitSignalingC2ENS_10UnownedPtrINS_21DirectResourceContextEEEPN3MTL6DeviceE_block_invoke
00007ffb1430cb2c (__TEXT,__text) non-external ____ZNK2re20DirectMemoryResource10makeBufferEPN3MTL6DeviceE_block_invoke
00007ffb1430cb7a (__TEXT,__text) non-external ____ZNK2re20DirectMemoryResource10makeBufferEPN3MTL6DeviceE_block_invoke.5
00007ffb1430cbd3 (__TEXT,__text) non-external ____ZNK2re20DirectMemoryResource10makeBufferEPN3MTL6DeviceE_block_invoke.7
                 (undefined) external ___assert_rtn (from libSystem)
00007ffb41731a08 (__DATA_CONST,__const) non-external ___block_descriptor_104_e34_v24?0^{DirectMeshPart=QQQQQQ}8Q16l
00007ffb41731b50 (__DATA_CONST,__const) non-external ___block_descriptor_40_a8_32bs_e109_v32?0^v8Q16^{DirectResource=^^?{ArcRefCount=(isa_t=^v)}{DirectResourceId=[16C]}Q^{DirectResourceDelegate}}24l
00007ffb41731a78 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_a8_32bs_e12_v24?0^v8Q16l
00007ffb41731b20 (__DATA_CONST,__const) non-external ___block_descriptor_40_a8_32bs_e13_v24?0^v8^v16l
00007ffb41731a48 (__DATA_CONST,__const) non-external ___block_descriptor_40_a8_32bs_e13_v24?0r^v8Q16l
00007ffb417310b8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e36_B24?0Q8"NSObject<OS_xpc_object>"16l
00007ffb41731a28 (__DATA_CONST,__const) non-external ___block_descriptor_48_e34_v24?0^{DirectMeshPart=QQQQQQ}8Q16l
00007ffb41731180 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb417314b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41731640 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ffb417311a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ffb41731518 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ffb417311d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00007ffb41731610 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
                 (undefined) external ___bzero (from libSystem)
00007ffb1431212e (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c38_ZTSN2re9SharedPtrINS_11DirectFenceEEE
00007ffb14312a7a (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c50_ZTSN2re10ArcWeakPtrINS_21DirectResourceContextEEE
00007ffb143146f0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c50_ZTSN2re10ArcWeakPtrINS_21DirectResourceContextEEE40c63_ZTSNSt3__16vectorIN2re16DirectResourceIdENS_9allocatorIS2_EEEE
00007ffb1430cba9 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ffb1431ea06 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_a8_32b
                 (undefined) external ___cxa_guard_acquire (from libc++)
                 (undefined) external ___cxa_guard_release (from libc++)
                 (undefined) external ___cxa_pure_virtual (from libc++)
00007ffb1431214e (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c38_ZTSN2re9SharedPtrINS_11DirectFenceEEE
00007ffb14312a94 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c50_ZTSN2re10ArcWeakPtrINS_21DirectResourceContextEEE
00007ffb14314729 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c50_ZTSN2re10ArcWeakPtrINS_21DirectResourceContextEEE40c63_ZTSNSt3__16vectorIN2re16DirectResourceIdENS_9allocatorIS2_EEEE
00007ffb1430cbc0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ffb1431ea1d (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_a8_32s
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___ulock_wait (from libSystem)
                 (undefined) external ___ulock_wake (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
