
/usr/lib/dyld (for architecture i386):
0004ee90 (__TEXT,__const) non-external K_XMM_AR
000000000004c440 (__TEXT,__text) non-external (was a private external) ___pthread_markcancel
000000000004c46c (__TEXT,__text) non-external (was a private external) ___pthread_sigmask
000000000007a9f8 (__DATA,__bss) non-external ___remove_counter
000000000004c498 (__TEXT,__text) non-external (was a private external) ___rename
000000000004c180 (__TEXT,__text) non-external (was a private external) ___sandbox_ms
000000000004c4c4 (__TEXT,__text) non-external (was a private external) ___semwait_signal_nocancel
000000000004c4f0 (__TEXT,__text) non-external (was a private external) ___sendto
000000000004c51c (__TEXT,__text) non-external (was a private external) ___shared_region_check_np
000000000004c548 (__TEXT,__text) non-external (was a private external) ___shared_region_map_and_slide_2_np
000000000004c574 (__TEXT,__text) non-external (was a private external) ___sigwait
0000000000002fc4 (__TEXT,__text) non-external ___simple_bprintf
0000000000032054 (__TEXT,__text) non-external (was a private external) ___stack_chk_fail
0000000000078308 (__DATA,__common) non-external (was a private external) ___stack_chk_guard
0000000000079ec0 (__DATA,__common) non-external (was a private external) ___syscall_logger
0000000000004e2c (__TEXT,__text) non-external (was a private external) ___sysctlbyname
000000000004c5a0 (__TEXT,__text) non-external (was a private external) ___terminate_with_payload
00000000000046f4 (__TEXT,__text) non-external (was a private external) ___thread_selfid
0000000000004114 (__TEXT,__text) non-external (was a private external) ___ulock_wait
000000000004c5cc (__TEXT,__text) non-external (was a private external) ___ulock_wait2
0000000000004140 (__TEXT,__text) non-external (was a private external) ___ulock_wake
000000000004c5f8 (__TEXT,__text) non-external (was a private external) ___unlink
000000000004c624 (__TEXT,__text) non-external (was a private external) ___workq_kernreturn
000000000004c650 (__TEXT,__text) non-external (was a private external) ___workq_open
0000000000078138 (__DATA,__data) non-external (was a private external) __current_pid
0000000000001b44 (__TEXT,__text) non-external (was a private external) __dyld_debugger_notification
0000000000004560 (__TEXT,__text) external __dyld_start
0000000000046cf8 (__TEXT,__text) non-external __enlarge
0000000000052de0 (__TEXT,__text) non-external __enlarge.cold.1
000000000004c01c (__TEXT,__text) non-external (was a private external) __exit
0000000000046c4c (__TEXT,__text) non-external __flush
0000000000046bc4 (__TEXT,__text) non-external __flush_reset
0000000000049f48 (__TEXT,__text) non-external (was a private external) __get_cpu_capabilities
000000000005cd7c (__TEXT,__cstring) non-external __h
000000000000466c (__TEXT,__text) non-external (was a private external) __init_cpu_capabilities
000000000004a25c (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_allocate
0000000000001338 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_allocate_trap
000000000004a8a8 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_construct
000000000000138c (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_construct_trap
000000000004a3a0 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_deallocate
0000000000001344 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_deallocate_trap
000000000004aa00 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_destruct
0000000000001398 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_destruct_trap
0000000000001380 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_extract_member_trap
000000000004a72c (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_extract_right
0000000000001440 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_get_attributes_trap
000000000000144c (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_guard_trap
0000000000001374 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_insert_member_trap
000000000004a5f4 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_insert_right
0000000000001368 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_insert_right_trap
000000000004a4cc (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_mod_refs
0000000000001350 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_mod_refs_trap
000000000000135c (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_move_member_trap
0000000000001530 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_request_notification_trap
0000000000001524 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_type_trap
000000000004ab28 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_unguard
0000000000001458 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_port_unguard_trap
000000000004ac50 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_vm_allocate
00000000000012f0 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_vm_allocate_trap
000000000004ad98 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_vm_deallocate
0000000000001308 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_vm_deallocate_trap
000000000004aff0 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_vm_map
000000000000132c (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_vm_map_trap
000000000004aec0 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_vm_protect
0000000000001320 (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_vm_protect_trap
00000000000012fc (__TEXT,__text) non-external (was a private external) __kernelrpc_mach_vm_purgable_control_trap
0000000000049890 (__TEXT,__text) non-external (was a private external) __mach_continuous_time
0000000000078580 (__DATA,__common) non-external (was a private external) __main_thread
0000000000047aa0 (__TEXT,__text) non-external __os_alloc
0000000000052f2c (__TEXT,__text) non-external __os_alloc.cold.1
0000000000078510 (__DATA,__common) non-external (was a private external) __os_alloc_heap
0000000000047a54 (__TEXT,__text) non-external (was a private external) __os_alloc_once
0000000000079ec8 (__DATA,__common) non-external (was a private external) __os_alloc_once_table
0000000000047b58 (__TEXT,__text) non-external __os_alloc_slow
0000000000053970 (__TEXT,__const) non-external __os_lock_type_base
0000000000064138 (__DATA_CONST,__const) non-external (was a private external) __os_lock_type_unfair
00000000000476d8 (__TEXT,__text) non-external (was a private external) __os_lock_unfair_lock
0000000000047700 (__TEXT,__text) non-external (was a private external) __os_lock_unfair_trylock
0000000000047720 (__TEXT,__text) non-external (was a private external) __os_lock_unfair_unlock
00000000000467a0 (__TEXT,__text) non-external (was a private external) __os_log_simple_send
0000000000046918 (__TEXT,__text) non-external (was a private external) __os_log_simple_shim
00000000000477f0 (__TEXT,__text) non-external (was a private external) __os_once
0000000000047850 (__TEXT,__text) non-external __os_once_callout
0000000000047740 (__TEXT,__text) non-external __os_once_gate_broadcast
0000000000052f04 (__TEXT,__text) non-external (was a private external) __os_once_gate_corruption_abort
0000000000052eb4 (__TEXT,__text) non-external (was a private external) __os_once_gate_recursive_abort
0000000000052edc (__TEXT,__text) non-external (was a private external) __os_once_gate_unowned_abort
00000000000478c0 (__TEXT,__text) non-external __os_once_gate_wait
0000000000047c94 (__TEXT,__text) non-external (was a private external) __os_semaphore_dispose
0000000000052f54 (__TEXT,__text) non-external __os_semaphore_dispose.cold.1
0000000000052e58 (__TEXT,__text) non-external (was a private external) __os_unfair_lock_corruption_abort
0000000000047498 (__TEXT,__text) non-external __os_unfair_lock_lock_slow
0000000000052e08 (__TEXT,__text) non-external (was a private external) __os_unfair_lock_recursive_abort
0000000000047628 (__TEXT,__text) non-external __os_unfair_lock_unlock_slow
0000000000052e30 (__TEXT,__text) non-external (was a private external) __os_unfair_lock_unowned_abort
0000000000001cc0 (__TEXT,__text) non-external (was a private external) __platform_bzero
0000000000003c70 (__TEXT,__text) non-external (was a private external) __platform_memcmp
0000000000002050 (__TEXT,__text) non-external (was a private external) __platform_memmove
0000000000001d20 (__TEXT,__text) non-external (was a private external) __platform_memset
0000000000002840 (__TEXT,__text) non-external (was a private external) __platform_strchr
00000000000026f0 (__TEXT,__text) non-external (was a private external) __platform_strcmp
0000000000002d90 (__TEXT,__text) non-external (was a private external) __platform_strlcat
00000000000024b8 (__TEXT,__text) non-external (was a private external) __platform_strlcpy
0000000000001c20 (__TEXT,__text) non-external (was a private external) __platform_strlen
00000000000025d0 (__TEXT,__text) non-external (was a private external) __platform_strncmp
0000000000047cc4 (__TEXT,__text) non-external (was a private external) __platform_strncpy
0000000000001b80 (__TEXT,__text) non-external (was a private external) __platform_strnlen
0000000000003d90 (__TEXT,__text) non-external (was a private external) __platform_strstr
0000000000078128 (__DATA,__data) non-external __pthread_count
000000000004833c (__TEXT,__text) non-external __pthread_current_stack_address
0000000000047d44 (__TEXT,__text) non-external __pthread_exit
0000000000004b7c (__TEXT,__text) non-external (was a private external) __pthread_exit_if_canceled
000000000004855c (__TEXT,__text) non-external __pthread_exit_if_canceled.cold.1
000000000007a9d8 (__DATA,__bss) non-external __pthread_introspection_hook
00000000000483e8 (__TEXT,__text) non-external __pthread_introspection_hook_callout_thread_destroy
000000000004834c (__TEXT,__text) non-external __pthread_introspection_hook_callout_thread_terminate
00000000000484dc (__TEXT,__text) non-external (was a private external) __pthread_joiner_prepost_wake
0000000000047f4c (__TEXT,__text) non-external __pthread_joiner_wake
0000000000048484 (__TEXT,__text) non-external __pthread_joiner_wake.cold.1
0000000000078544 (__DATA,__common) non-external (was a private external) __pthread_list_lock
0000000000049290 (__TEXT,__text) non-external __pthread_mutex_check_init_slow
0000000000052f7c (__TEXT,__text) non-external (was a private external) __pthread_mutex_corruption_abort
0000000000049458 (__TEXT,__text) non-external __pthread_mutex_fairshare_lock
00000000000485d4 (__TEXT,__text) non-external (was a private external) __pthread_mutex_fairshare_lock_slow
00000000000486ec (__TEXT,__text) non-external __pthread_mutex_fairshare_lock_wait
0000000000049120 (__TEXT,__text) non-external __pthread_mutex_fairshare_unlock
00000000000488dc (__TEXT,__text) non-external __pthread_mutex_fairshare_unlock_drop
00000000000487b0 (__TEXT,__text) non-external (was a private external) __pthread_mutex_fairshare_unlock_slow
0000000000048c90 (__TEXT,__text) non-external (was a private external) __pthread_mutex_firstfit_lock_slow
0000000000048ddc (__TEXT,__text) non-external __pthread_mutex_firstfit_lock_wait
0000000000048b18 (__TEXT,__text) non-external (was a private external) __pthread_mutex_firstfit_unlock_slow
0000000000048c2c (__TEXT,__text) non-external __pthread_mutex_firstfit_wake
0000000000048e84 (__TEXT,__text) non-external (was a private external) __pthread_mutex_lock_init_slow
000000000007a9e0 (__DATA,__bss) non-external __pthread_mutex_sig_fast
0000000000048948 (__TEXT,__text) non-external __pthread_mutex_ulock_lock_slow
0000000000048a58 (__TEXT,__text) non-external __pthread_mutex_ulock_unlock_slow
0000000000049054 (__TEXT,__text) non-external __pthread_mutex_unlock_init_slow
0000000000079e68 (__DATA,__common) non-external (was a private external) __pthread_ptr_munge_token
0000000000004670 (__TEXT,__text) non-external (was a private external) __pthread_set_self
0000000000048054 (__TEXT,__text) non-external __pthread_set_self_dyld
00000000000484b0 (__TEXT,__text) non-external (was a private external) __pthread_setcancelstate_exit
000000000004811c (__TEXT,__text) non-external __pthread_terminate
00000000000480c0 (__TEXT,__text) non-external __pthread_terminate_invoke
00000000000494f0 (__TEXT,__text) non-external (was a private external) __pthread_tsd_cleanup
00000000000469d8 (__TEXT,__text) non-external __simple_asl_connect_once
0000000000046940 (__TEXT,__text) non-external (was a private external) __simple_asl_get_fd
0000000000046b50 (__TEXT,__text) non-external __simple_asl_init_context
0000000000046acc (__TEXT,__text) non-external (was a private external) __simple_asl_log
0000000000046ccc (__TEXT,__text) non-external (was a private external) __simple_dprintf
00000000000047f8 (__TEXT,__text) non-external (was a private external) __simple_getenv
0000000000002e2c (__TEXT,__text) non-external (was a private external) __simple_salloc
0000000000003a44 (__TEXT,__text) non-external (was a private external) __simple_sfree
0000000000046e38 (__TEXT,__text) non-external (was a private external) __simple_sprintf
0000000000046e70 (__TEXT,__text) non-external (was a private external) __simple_sresize
0000000000003a34 (__TEXT,__text) non-external (was a private external) __simple_string
0000000000046b68 (__TEXT,__text) non-external (was a private external) __simple_vdprintf
0000000000002f9c (__TEXT,__text) non-external (was a private external) __simple_vsprintf
0000000000046448 (__TEXT,__text) non-external (was a private external) __subsystem_init
0000000000079ea4 (__DATA,__common) non-external (was a private external) __task_reply_port
000000000004c9c0 (__TEXT,__text) non-external (was a private external) __thread_set_tsd_base
0000000000052490 (__TEXT,__text) non-external (was a private external) _abort
00000000000524a8 (__TEXT,__text) non-external (was a private external) _abort_report_np
0000000000053048 (__TEXT,__text) non-external (was a private external) _abort_with_payload
0000000000052fbc (__TEXT,__text) non-external _abort_with_payload_wrapper_internal
0000000000052f9c (__TEXT,__text) non-external (was a private external) _abort_with_reason
00000000000460a8 (__TEXT,__text) non-external (was a private external) _amfi_check_dyld_policy_self
000000000007a92c (__DATA,__bss) non-external _arc4_count
0000000000046288 (__TEXT,__text) non-external _arc4_fetch
000000000007a920 (__DATA,__bss) non-external _arc4_lock
000000000004635c (__TEXT,__text) non-external _arc4_stir
000000000004611c (__TEXT,__text) non-external (was a private external) _arc4random
0000000000003c70 (__TEXT,__text) non-external (was a private external) _bcmp
0000000000001cc0 (__TEXT,__text) non-external (was a private external) _bzero
000000000004ce94 (__TEXT,__text) non-external (was a private external) _cc_abort
000000000004f5d0 (__TEXT,__text) non-external (was a private external) _cc_clear
