00007ffb4221a170 (__DATA,__common) external _AfterColour
00007ffb4220f730 (__DATA,__const_weak) weak external __ZTVN4llvm18TextChangeReporterINS_7IRDataTINS_9EmptyDataEEEEE
00007ffb4220f680 (__DATA,__const_weak) weak external __ZTVN4llvm18TextChangeReporterINSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEEEE
00007ffb408a1630 (__DATA_CONST,__const) external __ZTVN4llvm18VLIWPacketizerListE
00007ffb409091f8 (__DATA_CONST,__const) external __ZTVN4llvm18VPExpandSCEVRecipeE
00007ffb40908240 (__DATA_CONST,__const) external __ZTVN4llvm18VPInterleaveRecipeE
00007ffb409033f0 (__DATA_CONST,__const) external __ZTVN4llvm18format_object_baseE
00007ffb40903410 (__DATA_CONST,__const) external __ZTVN4llvm18raw_string_ostreamE
00007ffb408faf88 (__DATA_CONST,__const) external __ZTVN4llvm19CSKYAttributeParserE
00007ffb40897dd0 (__DATA_CONST,__const) external __ZTVN4llvm19DataDependenceGraphE
00007ffb4089a2d0 (__DATA_CONST,__const) external __ZTVN4llvm19DefaultInlineAdviceE
00007ffb40897f20 (__DATA_CONST,__const) weak external __ZTVN4llvm19DependenceGraphInfoINS_7DDGNodeEEE
00007ffb4220f7e0 (__DATA,__const_weak) external __ZTVN4llvm19InLineChangePrinterE
00007ffb408fdc00 (__DATA_CONST,__const) external __ZTVN4llvm19IncrementObfuscatorE
00007ffb40908400 (__DATA_CONST,__const) external __ZTVN4llvm19InnerLoopVectorizerE
00007ffb4089acf8 (__DATA_CONST,__const) external __ZTVN4llvm19LoopInfoWrapperPassE
00007ffb408a4508 (__DATA_CONST,__const) external __ZTVN4llvm19MachineFunctionInfoE
00007ffb408a4668 (__DATA_CONST,__const) external __ZTVN4llvm19MachineFunctionPassE
00007ffb408a57a0 (__DATA_CONST,__const) external __ZTVN4llvm19MachineRegisterInfo8DelegateE
00007ffb408a57d0 (__DATA_CONST,__const) external __ZTVN4llvm19MachineSchedContextE
00007ffb408a64d0 (__DATA_CONST,__const) external __ZTVN4llvm19MachineTraceMetrics8EnsembleE
00007ffb408a6410 (__DATA_CONST,__const) external __ZTVN4llvm19MachineTraceMetricsE
00007ffb4089a3d8 (__DATA_CONST,__const) external __ZTVN4llvm19MemoryWriteTrackingE
00007ffb408a8628 (__DATA_CONST,__const) external __ZTVN4llvm19ReachingDefAnalysisE
00007ffb4089cf58 (__DATA_CONST,__const) external __ZTVN4llvm19ReplayInlineAdvisorE
00007ffb408a5af8 (__DATA_CONST,__const) external __ZTVN4llvm19ScheduleDAGMutationE
00007ffb408aaae0 (__DATA_CONST,__const) external __ZTVN4llvm19TargetFrameLoweringE
00007ffb40903fa0 (__DATA_CONST,__const) external __ZTVN4llvm19TargetIntrinsicInfoE
00007ffb408aca18 (__DATA_CONST,__const) external __ZTVN4llvm19TargetSubtargetInfoE
00007ffb408efd40 (__DATA_CONST,__const) external __ZTVN4llvm19TextInstrProfReaderE
00007ffb40908380 (__DATA_CONST,__const) external __ZTVN4llvm19VPPredInstPHIRecipeE
00007ffb40908f18 (__DATA_CONST,__const) external __ZTVN4llvm19VPWidenSelectRecipeE
00007ffb40903488 (__DATA_CONST,__const) external __ZTVN4llvm19raw_svector_ostreamE
00007ffb40895fb8 (__DATA_CONST,__const) external __ZTVN4llvm20AAResultsWrapperPassE
00007ffb408fd1a8 (__DATA_CONST,__const) external __ZTVN4llvm20AtomicFileWriteErrorE
00007ffb408972b0 (__DATA_CONST,__const) external __ZTVN4llvm20CallGraphWrapperPassE
00007ffb40897c60 (__DATA_CONST,__const) external __ZTVN4llvm20CycleInfoWrapperPassE
00007ffb4089a248 (__DATA_CONST,__const) external __ZTVN4llvm20DefaultInlineAdvisorE
00007ffb408a15a0 (__DATA_CONST,__const) external __ZTVN4llvm20DefaultVLIWSchedulerE
00007ffb408ae1b0 (__DATA_CONST,__const) external __ZTVN4llvm20DiagnosticInfoSrcMgrE
00007ffb408ef660 (__DATA_CONST,__const) external __ZTVN4llvm20DotCfgChangeReporterE
00007ffb40898df8 (__DATA_CONST,__const) external __ZTVN4llvm20GlobalsAAWrapperPassE
00007ffb408a2ad8 (__DATA_CONST,__const) external __ZTVN4llvm20LatencyPriorityQueueE
00007ffb40905dc8 (__DATA_CONST,__const) external __ZTVN4llvm20LoadAndStorePromoterE
00007ffb40909af8 (__DATA_CONST,__const) external __ZTVN4llvm20MCAsmParserExtensionE
00007ffb408e2c68 (__DATA_CONST,__const) external __ZTVN4llvm20MCExternalSymbolizerE
00007ffb408a66d8 (__DATA_CONST,__const) external __ZTVN4llvm20MIRProfileLoaderPassE
00007ffb408a43c8 (__DATA_CONST,__const) external __ZTVN4llvm20MachineDominatorTreeE
00007ffb408a5190 (__DATA_CONST,__const) external __ZTVN4llvm20MachineModuleInfoELFE
00007ffb408a5920 (__DATA_CONST,__const) external __ZTVN4llvm20MachineSchedStrategyE
00007ffb4089b610 (__DATA_CONST,__const) external __ZTVN4llvm20MemorySSAWrapperPassE
00007ffb408a90f0 (__DATA_CONST,__const) external __ZTVN4llvm20PBQPRAConstraintListE
00007ffb4089c3b0 (__DATA_CONST,__const) external __ZTVN4llvm20PhiValuesWrapperPassE
00007ffb408a5a58 (__DATA_CONST,__const) external __ZTVN4llvm20PostGenericSchedulerE
00007ffb408fdfc0 (__DATA_CONST,__const) external __ZTVN4llvm20RISCVAttributeParserE
00007ffb4089d098 (__DATA_CONST,__const) external __ZTVN4llvm20SCEVComparePredicateE
00007ffb4089bd98 (__DATA_CONST,__const) external __ZTVN4llvm20SimpleLoopSafetyInfoE
00007ffb408dd8e8 (__DATA_CONST,__const) external __ZTVN4llvm20ThinLTOCodeGeneratorE
00007ffb408fdd00 (__DATA_CONST,__const) external __ZTVN4llvm20TreePathPrefixMapperE
00007ffb408acef0 (__DATA_CONST,__const) external __ZTVN4llvm20VLIWMachineSchedulerE
00007ffb40908320 (__DATA_CONST,__const) external __ZTVN4llvm20VPBranchOnMaskRecipeE
00007ffb409093e8 (__DATA_CONST,__const) external __ZTVN4llvm20VPReductionPHIRecipeE
00007ffb409061b8 (__DATA_CONST,__const) external __ZTVN4llvm20ValueMapTypeRemapperE
00007ffb408fa2e0 (__DATA_CONST,__const) external __ZTVN4llvm20circular_raw_ostreamE
00007ffb408c8e88 (__DATA_CONST,__const) external __ZTVN4llvm21AppleAcceleratorTable5EntryE
00007ffb408c8ef8 (__DATA_CONST,__const) external __ZTVN4llvm21AppleAcceleratorTableE
00007ffb408c8ec8 (__DATA_CONST,__const) external __ZTVN4llvm21DWARFAcceleratorTableE
00007ffb408fdb90 (__DATA_CONST,__const) external __ZTVN4llvm21MSP430AttributeParserE
00007ffb408a51b8 (__DATA_CONST,__const) external __ZTVN4llvm21MachineModuleInfoCOFFE
00007ffb408a4fd0 (__DATA_CONST,__const) external __ZTVN4llvm21MachineModuleInfoImplE
00007ffb408a51e0 (__DATA_CONST,__const) external __ZTVN4llvm21MachineModuleInfoWasmE
00007ffb408a56d8 (__DATA_CONST,__const) external __ZTVN4llvm21MachineRegionInfoPassE
00007ffb408a6ac0 (__DATA_CONST,__const) external __ZTVN4llvm21MultiHazardRecognizerE
00007ffb408fdde8 (__DATA_CONST,__const) external __ZTVN4llvm21PrettyStackTraceEntryE
00007ffb40908d98 (__DATA_CONST,__const) external __ZTVN4llvm21VPScalarIVStepsRecipeE
00007ffb40903370 (__DATA_CONST,__const) external __ZTVN4llvm21buffer_unique_ostreamE
00007ffb408fd318 (__DATA_CONST,__const) external __ZTVN4llvm21formatted_raw_ostreamE
00007ffb408cdec8 (__DATA_CONST,__const) external __ZTVN4llvm22AGXPseudoWaitPlacementE
00007ffb40896610 (__DATA_CONST,__const) external __ZTVN4llvm22AssumptionCacheTracker18FunctionCallbackVHE
00007ffb40896540 (__DATA_CONST,__const) external __ZTVN4llvm22AssumptionCacheTrackerE
00007ffb40896f60 (__DATA_CONST,__const) external __ZTVN4llvm22CFLAndersAAWrapperPassE
00007ffb408970c0 (__DATA_CONST,__const) external __ZTVN4llvm22CFLSteensAAWrapperPassE
00007ffb408a8a28 (__DATA_CONST,__const) external __ZTVN4llvm22DefaultEvictionAdvisorE
00007ffb408ae1e0 (__DATA_CONST,__const) external __ZTVN4llvm22DiagnosticInfoDontCallE
00007ffb408efdb8 (__DATA_CONST,__const) external __ZTVN4llvm22IndexedInstrProfReaderE
00007ffb408a6608 (__DATA_CONST,__const) external __ZTVN4llvm22MIRAddFSDiscriminatorsE
00007ffb408a5168 (__DATA_CONST,__const) external __ZTVN4llvm22MachineModuleInfoMachOE
00007ffb408fde10 (__DATA_CONST,__const) external __ZTVN4llvm22PrettyStackTraceFormatE
00007ffb408fde38 (__DATA_CONST,__const) external __ZTVN4llvm22PrettyStackTraceStringE
00007ffb4089de00 (__DATA_CONST,__const) external __ZTVN4llvm22TypeBasedAAWrapperPassE
00007ffb409094e8 (__DATA_CONST,__const) external __ZTVN4llvm22VPCanonicalIVPHIRecipeE
00007ffb408acf88 (__DATA_CONST,__const) external __ZTVN4llvm23ConvergingVLIWSchedulerE
00007ffb40898028 (__DATA_CONST,__const) external __ZTVN4llvm23DemandedBitsWrapperPassE
00007ffb408ae248 (__DATA_CONST,__const) external __ZTVN4llvm23DiagnosticInfoInlineAsmE
00007ffb408ae120 (__DATA_CONST,__const) external __ZTVN4llvm23DiagnosticInfoMIRParserE
00007ffb408adec8 (__DATA_CONST,__const) external __ZTVN4llvm23DiagnosticInfoMisExpectE
00007ffb408adf58 (__DATA_CONST,__const) external __ZTVN4llvm23DiagnosticInfoStackSizeE
00007ffb409052a0 (__DATA_CONST,__const) external __ZTVN4llvm23InjectTLIMappingsLegacyE
00007ffb409095a0 (__DATA_CONST,__const) external __ZTVN4llvm23MCAsmParserSemaCallbackE
00007ffb408def18 (__DATA_CONST,__const) external __ZTVN4llvm23MCELFObjectTargetWriterE
00007ffb408fde60 (__DATA_CONST,__const) external __ZTVN4llvm23PrettyStackTraceProgramE
00007ffb408a9c58 (__DATA_CONST,__const) external __ZTVN4llvm23ReplaceWithVeclibLegacyE
00007ffb408a9f48 (__DATA_CONST,__const) external __ZTVN4llvm23SchedulingPriorityQueueE
00007ffb408fd930 (__DATA_CONST,__const) external __ZTVN4llvm23SmallVectorMemoryBufferE
00007ffb40903580 (__DATA_CONST,__const) external __ZTVN4llvm23raw_pwrite_stream_proxyE
00007ffb408ad538 (__DATA_CONST,__const) external __ZTVN4llvm24AssemblyAnnotationWriterE
00007ffb408ae018 (__DATA_CONST,__const) external __ZTVN4llvm24DiagnosticInfoPGOProfileE
00007ffb4089b6e8 (__DATA_CONST,__const) external __ZTVN4llvm24DoNothingMemorySSAWalkerE
00007ffb408ae328 (__DATA_CONST,__const) external __ZTVN4llvm24DominatorTreeWrapperPassE
00007ffb408c7168 (__DATA_CONST,__const) external __ZTVN4llvm24IRBuilderDefaultInserterE
00007ffb408dbd70 (__DATA_CONST,__const) external __ZTVN4llvm24InstructionCombiningPassE
00007ffb4089a788 (__DATA_CONST,__const) external __ZTVN4llvm24LazyValueInfoWrapperPassE
00007ffb4089aa10 (__DATA_CONST,__const) external __ZTVN4llvm24LegacyDivergenceAnalysisE
00007ffb4089ab50 (__DATA_CONST,__const) external __ZTVN4llvm24LoopAccessLegacyAnalysisE
00007ffb408dfb70 (__DATA_CONST,__const) external __ZTVN4llvm24MCMachObjectTargetWriterE
00007ffb408e18f8 (__DATA_CONST,__const) external __ZTVN4llvm24MCWasmObjectTargetWriterE
00007ffb408a4488 (__DATA_CONST,__const) external __ZTVN4llvm24MachineConstantPoolValueE
00007ffb408a42f8 (__DATA_CONST,__const) external __ZTVN4llvm24MachineDominanceFrontierE
00007ffb408a5208 (__DATA_CONST,__const) external __ZTVN4llvm24MachineModuleSlotTrackerE
00007ffb408a55f0 (__DATA_CONST,__const) external __ZTVN4llvm24MachinePostDominatorTreeE
00007ffb408ade20 (__DATA_CONST,__const) external __ZTVN4llvm24OptimizationRemarkMissedE
00007ffb408a9fe0 (__DATA_CONST,__const) external __ZTVN4llvm24ScheduleHazardRecognizerE
00007ffb40903fe8 (__DATA_CONST,__const) external __ZTVN4llvm24TargetLoweringObjectFileE
00007ffb409092f8 (__DATA_CONST,__const) external __ZTVN4llvm24VPWidenCanonicalIVRecipeE
00007ffb408ae180 (__DATA_CONST,__const) external __ZTVN4llvm25DiagnosticInfoUnsupportedE
00007ffb408c6cc8 (__DATA_CONST,__const) external __ZTVN4llvm25IRBuilderCallbackInserterE
00007ffb408e2418 (__DATA_CONST,__const) external __ZTVN4llvm25MCXCOFFObjectTargetWriterE
00007ffb408a39d8 (__DATA_CONST,__const) external __ZTVN4llvm25MachineBlockFrequencyInfoE
00007ffb408a9a30 (__DATA_CONST,__const) external __ZTVN4llvm25PhysicalRegisterUsageInfoE
00007ffb408ad580 (__DATA_CONST,__const) external __ZTVN4llvm26AbstractSlotTrackerStorageE
00007ffb40896ab8 (__DATA_CONST,__const) external __ZTVN4llvm26BlockFrequencyInfoImplBaseE
00007ffb408a84f0 (__DATA_CONST,__const) external __ZTVN4llvm26CallEntryPseudoSourceValueE
00007ffb408ae150 (__DATA_CONST,__const) external __ZTVN4llvm26DiagnosticInfoISelFallbackE
00007ffb40908480 (__DATA_CONST,__const) external __ZTVN4llvm26EpilogueVectorizerMainLoopE
00007ffb4089a6e8 (__DATA_CONST,__const) external __ZTVN4llvm26LazyBlockFrequencyInfoPassE
00007ffb408ddb98 (__DATA_CONST,__const) external __ZTVN4llvm26LocalProcessCodegenManagerE
00007ffb4089b570 (__DATA_CONST,__const) external __ZTVN4llvm26MemorySSAPrinterLegacyPassE
00007ffb408ade58 (__DATA_CONST,__const) external __ZTVN4llvm26OptimizationRemarkAnalysisE
00007ffb4089cfc8 (__DATA_CONST,__const) external __ZTVN4llvm26ScalarEvolutionWrapperPassE
00007ffb4089dea8 (__DATA_CONST,__const) external __ZTVN4llvm26ScopedNoAliasAAWrapperPassE
00007ffb408aa110 (__DATA_CONST,__const) external __ZTVN4llvm26ScoreboardHazardRecognizerE
00007ffb4089d358 (__DATA_CONST,__const) external __ZTVN4llvm26StackSafetyInfoWrapperPassE
00007ffb408fac88 (__DATA_CONST,__const) external __ZTVN4llvm27CrashRecoveryContextCleanupE
00007ffb408adf28 (__DATA_CONST,__const) external __ZTVN4llvm27DiagnosticInfoResourceLimitE
00007ffb408adfe8 (__DATA_CONST,__const) external __ZTVN4llvm27DiagnosticInfoSampleProfileE
00007ffb408ae278 (__DATA_CONST,__const) external __ZTVN4llvm27DiagnosticPrinterRawOStreamE
00007ffb408a85b0 (__DATA_CONST,__const) external __ZTVN4llvm27FixedStackPseudoSourceValueE
00007ffb4089a3b0 (__DATA_CONST,__const) external __ZTVN4llvm27ImplicitControlFlowTrackingE
00007ffb408e2ab0 (__DATA_CONST,__const) external __ZTVN4llvm27MCWinCOFFObjectTargetWriterE
00007ffb408a4000 (__DATA_CONST,__const) external __ZTVN4llvm27MachineCycleInfoWrapperPassE
00007ffb4089b4d0 (__DATA_CONST,__const) external __ZTVN4llvm27MemoryDependenceWrapperPassE
00007ffb408c7a98 (__DATA_CONST,__const) external __ZTVN4llvm27PassManagerPrettyStackEntryE
00007ffb408ab7f8 (__DATA_CONST,__const) external __ZTVN4llvm27TargetLoweringObjectFileELFE
00007ffb408ae078 (__DATA_CONST,__const) external __ZTVN4llvm28DiagnosticInfoIROptimizationE
00007ffb40898cf0 (__DATA_CONST,__const) external __ZTVN4llvm28DominanceFrontierWrapperPassE
00007ffb408a3c58 (__DATA_CONST,__const) external __ZTVN4llvm28MachineBranchProbabilityInfoE
00007ffb408a4f28 (__DATA_CONST,__const) external __ZTVN4llvm28MachineModuleInfoWrapperPassE
00007ffb4089c478 (__DATA_CONST,__const) external __ZTVN4llvm28PostDominatorTreeWrapperPassE
00007ffb4089d630 (__DATA_CONST,__const) external __ZTVN4llvm28TargetLibraryInfoWrapperPassE
00007ffb408abb28 (__DATA_CONST,__const) external __ZTVN4llvm28TargetLoweringObjectFileCOFFE
00007ffb408aba18 (__DATA_CONST,__const) external __ZTVN4llvm28TargetLoweringObjectFileGOFFE
00007ffb408abc38 (__DATA_CONST,__const) external __ZTVN4llvm28TargetLoweringObjectFileWasmE
00007ffb40896730 (__DATA_CONST,__const) external __ZTVN4llvm29BlockFrequencyInfoWrapperPassE
00007ffb408980c8 (__DATA_CONST,__const) external __ZTVN4llvm29DependenceAnalysisWrapperPassE
00007ffb4089a648 (__DATA_CONST,__const) external __ZTVN4llvm29LazyBranchProbabilityInfoPassE
00007ffb4089b970 (__DATA_CONST,__const) external __ZTVN4llvm29ModuleSummaryIndexWrapperPassE
00007ffb4089c518 (__DATA_CONST,__const) external __ZTVN4llvm29ProfileSummaryInfoWrapperPassE
00007ffb408ab908 (__DATA_CONST,__const) external __ZTVN4llvm29TargetLoweringObjectFileMachOE
00007ffb408abd48 (__DATA_CONST,__const) external __ZTVN4llvm29TargetLoweringObjectFileXCOFFE
00007ffb40908ba8 (__DATA_CONST,__const) external __ZTVN4llvm29VPWidenIntOrFpInductionRecipeE
00007ffb40908140 (__DATA_CONST,__const) external __ZTVN4llvm29VPWidenPointerInductionRecipeE
00007ffb408fac38 (__DATA_CONST,__const) external __ZTVN4llvm2cl11OptionValueINS0_13boolOrDefaultEEE
00007ffb408fab50 (__DATA_CONST,__const) external __ZTVN4llvm2cl11OptionValueINSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEEEE
00007ffb408fa3a8 (__DATA_CONST,__const) weak external __ZTVN4llvm2cl12basic_parserINS0_13boolOrDefaultEEE
00007ffb408fa558 (__DATA_CONST,__const) weak external __ZTVN4llvm2cl12basic_parserINSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEEEE
00007ffb408fa378 (__DATA_CONST,__const) weak external __ZTVN4llvm2cl12basic_parserIbEE
00007ffb408fa588 (__DATA_CONST,__const) weak external __ZTVN4llvm2cl12basic_parserIcEE
00007ffb408fa4f8 (__DATA_CONST,__const) weak external __ZTVN4llvm2cl12basic_parserIdEE
00007ffb408fa528 (__DATA_CONST,__const) weak external __ZTVN4llvm2cl12basic_parserIfEE
00007ffb408fa3d8 (__DATA_CONST,__const) weak external __ZTVN4llvm2cl12basic_parserIiEE
00007ffb408fa468 (__DATA_CONST,__const) weak external __ZTVN4llvm2cl12basic_parserIjEE
00007ffb408fa408 (__DATA_CONST,__const) weak external __ZTVN4llvm2cl12basic_parserIlEE
00007ffb408fa498 (__DATA_CONST,__const) weak external __ZTVN4llvm2cl12basic_parserImEE
00007ffb408fa438 (__DATA_CONST,__const) weak external __ZTVN4llvm2cl12basic_parserIxEE
00007ffb408fa4c8 (__DATA_CONST,__const) weak external __ZTVN4llvm2cl12basic_parserIyEE
00007ffb408fa628 (__DATA_CONST,__const) external __ZTVN4llvm2cl17basic_parser_implE
00007ffb408fa5b8 (__DATA_CONST,__const) external __ZTVN4llvm2cl18GenericOptionValueE
00007ffb408fa5d8 (__DATA_CONST,__const) external __ZTVN4llvm2cl19generic_parser_baseE
00007ffb4220fa60 (__DATA,__const_weak) weak external __ZTVN4llvm2cl3optINSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEELb0ENS0_6parserIS8_EEEE
00007ffb4220fac8 (__DATA,__const_weak) weak external __ZTVN4llvm2cl3optIbLb0ENS0_6parserIbEEEE
00007ffb4220f990 (__DATA,__const_weak) weak external __ZTVN4llvm2cl3optIcLb0ENS0_6parserIcEEEE
00007ffb4220f928 (__DATA,__const_weak) weak external __ZTVN4llvm2cl3optIiLb0ENS0_6parserIiEEEE
00007ffb4220f9f8 (__DATA,__const_weak) weak external __ZTVN4llvm2cl3optIjLb0ENS0_6parserIjEEEE
00007ffb408fa778 (__DATA_CONST,__const) external __ZTVN4llvm2cl5aliasE
00007ffb408fabd0 (__DATA_CONST,__const) external __ZTVN4llvm2cl6OptionE
00007ffb408fac58 (__DATA_CONST,__const) external __ZTVN4llvm2cl6parserINS0_13boolOrDefaultEEE
00007ffb408fab70 (__DATA_CONST,__const) external __ZTVN4llvm2cl6parserINSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEEEE
00007ffb408faba0 (__DATA_CONST,__const) external __ZTVN4llvm2cl6parserIbEE
00007ffb408fa748 (__DATA_CONST,__const) external __ZTVN4llvm2cl6parserIcEE
00007ffb408faaf0 (__DATA_CONST,__const) external __ZTVN4llvm2cl6parserIdEE
00007ffb408fa718 (__DATA_CONST,__const) external __ZTVN4llvm2cl6parserIfEE
00007ffb408fa658 (__DATA_CONST,__const) external __ZTVN4llvm2cl6parserIiEE
00007ffb408faac0 (__DATA_CONST,__const) external __ZTVN4llvm2cl6parserIjEE
00007ffb408fa688 (__DATA_CONST,__const) external __ZTVN4llvm2cl6parserIlEE
00007ffb408fa6e8 (__DATA_CONST,__const) external __ZTVN4llvm2cl6parserImEE
00007ffb408fa6b8 (__DATA_CONST,__const) external __ZTVN4llvm2cl6parserIxEE
00007ffb408fab20 (__DATA_CONST,__const) external __ZTVN4llvm2cl6parserIyEE
00007ffb40897e98 (__DATA_CONST,__const) weak external __ZTVN4llvm30AbstractDependenceGraphBuilderINS_19DataDependenceGraphEEE
00007ffb408ae210 (__DATA_CONST,__const) external __ZTVN4llvm30DiagnosticInfoOptimizationBaseE
00007ffb408ae048 (__DATA_CONST,__const) external __ZTVN4llvm30DiagnosticInfoWithLocationBaseE
00007ffb409084c8 (__DATA_CONST,__const) external __ZTVN4llvm30EpilogueVectorizerEpilogueLoopE
00007ffb40899098 (__DATA_CONST,__const) external __ZTVN4llvm30GPUFunctionAnalysisWrapperPassE
00007ffb40905be0 (__DATA_CONST,__const) external __ZTVN4llvm30PredicateInfoPrinterLegacyPassE
00007ffb4089d820 (__DATA_CONST,__const) external __ZTVN4llvm30TargetTransformInfoWrapperPassE
00007ffb40908cd0 (__DATA_CONST,__const) external __ZTVN4llvm30VPWidenMemoryInstructionRecipeE
00007ffb408a8978 (__DATA_CONST,__const) external __ZTVN4llvm31RegAllocEvictionAdvisorAnalysisE
00007ffb40909468 (__DATA_CONST,__const) external __ZTVN4llvm31VPFirstOrderRecurrencePHIRecipeE
00007ffb40896bb8 (__DATA_CONST,__const) external __ZTVN4llvm32BranchProbabilityInfoWrapperPassE
00007ffb4089d3f8 (__DATA_CONST,__const) external __ZTVN4llvm32StackSafetyGlobalInfoWrapperPassE
00007ffb408ddb70 (__DATA_CONST,__const) external __ZTVN4llvm32ThinLTOOutOfProcessCodeGeneratorE
00007ffb40906078 (__DATA_CONST,__const) external __ZTVN4llvm32UnifyFunctionExitNodesLegacyPassE
00007ffb408ade90 (__DATA_CONST,__const) external __ZTVN4llvm33DiagnosticInfoOptimizationFailureE
00007ffb40898ff8 (__DATA_CONST,__const) external __ZTVN4llvm33IRSimilarityIdentifierWrapperPassE
00007ffb408a2b70 (__DATA_CONST,__const) external __ZTVN4llvm33LazyMachineBlockFrequencyInfoPassE
00007ffb408adf88 (__DATA_CONST,__const) external __ZTVN4llvm34DiagnosticInfoDebugMetadataVersionE
