00000001801318d0 (__TEXT,__text) non-external K256
00000001e5a0f390 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00000001e5a0d4c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00000001e5a0ef88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00000001e5a0d5f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00000001e5a0ff10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00000001e5a11090 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00000001e5a11350 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00000001e5a0e4e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00000001e5a0ebe8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00000001e5a0fc40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00000001e5a10550 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00000001e5a0e518 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.93
00000001e5a0d610 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00000001e5a0ff40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00000001e5a0e1a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.95
00000001e5a0f3c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.95
00000001e5a0e548 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.96
00000001e5a0d630 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.97
00000001e5a0e568 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.97
00000001e5a11380 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.98
00000001e5a0f3f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.99
00000001e5a10580 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.99
00000001e5a0e138 (__DATA_CONST,__const) non-external ___block_literal_global
00000001e5a0ecc8 (__DATA_CONST,__const) non-external ___block_literal_global
00000001e5a10530 (__DATA_CONST,__const) non-external ___block_literal_global
00000001e5a11040 (__DATA_CONST,__const) non-external ___block_literal_global
00000001e5a11190 (__DATA_CONST,__const) non-external ___block_literal_global
00000001e5a11790 (__DATA_CONST,__const) non-external ___block_literal_global.387
00000001e5019ac8 (__DATA,__data) non-external ___boot
000000018013064c (__TEXT,__text) non-external (was a private external) ___bsdthread_create
0000000180130678 (__TEXT,__text) non-external (was a private external) ___bsdthread_ctl
00000001801306a4 (__TEXT,__text) non-external (was a private external) ___bsdthread_register
00000001801306d0 (__TEXT,__text) non-external (was a private external) ___bsdthread_terminate
00000001800c7f80 (__TEXT,__text) non-external (was a private external) ___bzero
000000018013407c (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
0000000180134094 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_probe
00000001801306fc (__TEXT,__text) non-external (was a private external) ___chmod
00000001e5019b68 (__DATA,__data) non-external ___config
0000000180130728 (__TEXT,__text) non-external (was a private external) ___connect
00000001800d32e0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00000001800e4d74 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b48b
00000001800ded30 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b48r
00000001800f9bf0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00000001800e6184 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r48r
000000018011f8ac (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r48r56r64r72r80r
0000000180109eb4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40rc
00000001800cc8cc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00000001800cea40 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00000001800fd620 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
0000000180117a34 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r
00000001800d6bec (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48rc
00000001800e2ff8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48rc56rc
00000001800e2bdc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48rc56rc64r
00000001800d81f4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc
00000001800d7c44 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r
00000001800d7be4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48rc
00000001800d7940 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48rc56rc
00000001800ce6bc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc
00000001800ec444 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40
00000001801119d8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40r48r
00000001800eaaa0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40rc
00000001800e99d4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40rc48r
00000001800caf80 (__TEXT,__text) non-external (was a private external) ___csrctl
00000001e501b718 (__DATA,__data) non-external (was a private external) ___darwin_build_inc_version
0000000180138ee0 (__TEXT,__const) non-external (was a private external) ___darwin_builder_build
0000000180138ed8 (__TEXT,__const) non-external (was a private external) ___darwin_builder_version
00000001e501b738 (__DATA,__data) non-external (was a private external) ___darwin_debug_binary
0000000180147ce0 (__TEXT,__info_plist) non-external ___darwin_info_plist
00000001e501b728 (__DATA,__data) non-external (was a private external) ___darwin_variant
00000001e501b720 (__DATA,__data) non-external (was a private external) ___darwin_version_string
00000001e501b730 (__DATA,__data) non-external (was a private external) ___darwin_version_string_heywhat
00000001800d32f0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00000001800e4dd4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b48b
00000001800ded90 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b48r
00000001800f9c40 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00000001800e61e4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r48r
000000018011f94c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r48r56r64r72r80r
00000001800cc8dc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00000001800ec454 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40c17_ZTS11Diagnostics
00000001800cea90 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00000001800fd680 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00000001800d79b0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r
00000001800de654 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
0000000180130754 (__TEXT,__text) non-external (was a private external) ___disable_threadsignal
00000001800c8e84 (__TEXT,__text) non-external (was a private external) ___error
0000000180130780 (__TEXT,__text) non-external (was a private external) ___execve
00000001801307ac (__TEXT,__text) non-external (was a private external) ___exit
00000001801307d8 (__TEXT,__text) non-external (was a private external) ___fchmod
00000001800c9fa4 (__TEXT,__text) non-external (was a private external) ___fcntl
00000001e5019aa8 (__DATA,__data) non-external ___g
00000001800c8f3c (__TEXT,__text) non-external (was a private external) ___getattrlist
0000000180130804 (__TEXT,__text) non-external (was a private external) ___getdirentries64
00000001800cb0a8 (__TEXT,__text) non-external (was a private external) ___getpid
0000000180130830 (__TEXT,__text) non-external (was a private external) ___getrlimit
0000000180130888 (__TEXT,__text) non-external (was a private external) ___gettimeofday
000000018013085c (__TEXT,__text) non-external (was a private external) ___gettimeofday_with_mach
00000001800caca8 (__TEXT,__text) non-external (was a private external) ___guard_setup
00000001800c87ec (__TEXT,__text) non-external (was a private external) ___ioctl
00000001800ca4f4 (__TEXT,__text) non-external (was a private external) ___kdebug_trace64
00000001801308b8 (__TEXT,__text) non-external (was a private external) ___kdebug_trace_string
00000001801308e4 (__TEXT,__text) non-external (was a private external) ___kdebug_typefilter
0000000180130910 (__TEXT,__text) non-external (was a private external) ___kqueue_workloop_ctl
000000018013093c (__TEXT,__text) non-external (was a private external) ___lseek
0000000180130968 (__TEXT,__text) non-external (was a private external) ___mac_syscall
0000000180130994 (__TEXT,__text) non-external (was a private external) ___map_with_linking_np
00000001800cb308 (__TEXT,__text) non-external (was a private external) ___mmap
00000001801309c0 (__TEXT,__text) non-external (was a private external) ___mprotect
00000001800ca114 (__TEXT,__text) non-external (was a private external) ___munmap
00000001801309ec (__TEXT,__text) non-external (was a private external) ___open
0000000180130a18 (__TEXT,__text) non-external (was a private external) ___openat
000000018012d474 (__TEXT,__text) non-external (was a private external) ___os_log_simple_offset
0000000180130a44 (__TEXT,__text) non-external (was a private external) ___pipe
0000000180130a7c (__TEXT,__text) non-external (was a private external) ___posix_spawn
0000000180130aa8 (__TEXT,__text) non-external (was a private external) ___proc_info
0000000180130ad4 (__TEXT,__text) non-external (was a private external) ___proc_info_extended_id
0000000180130b00 (__TEXT,__text) non-external (was a private external) ___process_policy
0000000180130b2c (__TEXT,__text) non-external (was a private external) ___psynch_cvbroad
0000000180130b58 (__TEXT,__text) non-external (was a private external) ___psynch_cvclrprepost
0000000180130b84 (__TEXT,__text) non-external (was a private external) ___psynch_cvsignal
0000000180130bb0 (__TEXT,__text) non-external (was a private external) ___psynch_cvwait
0000000180130bdc (__TEXT,__text) non-external (was a private external) ___psynch_mutexdrop
0000000180130c08 (__TEXT,__text) non-external (was a private external) ___psynch_mutexwait
0000000180130c34 (__TEXT,__text) non-external (was a private external) ___pthread_canceled
00000001e4b8b040 (__DATA_DIRTY,__data) non-external (was a private external) ___pthread_head
0000000180130c60 (__TEXT,__text) non-external (was a private external) ___pthread_kill
0000000180130c8c (__TEXT,__text) non-external (was a private external) ___pthread_markcancel
0000000180130cb8 (__TEXT,__text) non-external (was a private external) ___pthread_sigmask
0000000180130ce4 (__TEXT,__text) non-external (was a private external) ___reboot
00000001e501c588 (__DATA,__bss) non-external ___remove_counter
0000000180130d10 (__TEXT,__text) non-external (was a private external) ___rename
00000001e5a12ec0 (__DATA_CONST,__const) non-external ___roots
0000000180130968 (__TEXT,__text) non-external (was a private external) ___sandbox_ms
0000000180130d3c (__TEXT,__text) non-external (was a private external) ___semwait_signal_nocancel
0000000180130d68 (__TEXT,__text) non-external (was a private external) ___sendto
0000000180130d94 (__TEXT,__text) non-external (was a private external) ___shared_region_check_np
0000000180130dc0 (__TEXT,__text) non-external (was a private external) ___shared_region_map_and_slide_2_np
0000000180130dec (__TEXT,__text) non-external (was a private external) ___sigwait
00000001800c91b0 (__TEXT,__text) non-external ___simple_bprintf
00000001e5a126b8 (__DATA_CONST,__const) non-external ___specs
0000000180109d10 (__TEXT,__text) non-external (was a private external) ___stack_chk_fail
00000001e4938050 (__TPRO_CONST,__data) non-external (was a private external) ___stack_chk_guard
00000001e501b790 (__DATA,__common) non-external (was a private external) ___stderrp
00000001e501b798 (__DATA,__common) non-external (was a private external) ___stdoutp
00000001800cb06c (__TEXT,__text) non-external (was a private external) ___syscall
0000000180130e18 (__TEXT,__text) non-external (was a private external) ___sysctl
00000001e501c530 (__DATA,__bss) non-external ___tbi
0000000180130e44 (__TEXT,__text) non-external (was a private external) ___terminate_with_payload
00000001800cac7c (__TEXT,__text) non-external (was a private external) ___thread_selfid
00000001800ca520 (__TEXT,__text) non-external (was a private external) ___ulock_wait
0000000180130e70 (__TEXT,__text) non-external (was a private external) ___ulock_wait2
00000001800ca54c (__TEXT,__text) non-external (was a private external) ___ulock_wake
0000000180130e9c (__TEXT,__text) non-external (was a private external) ___unlink
000000018012ae60 (__TEXT,__text) non-external ___wait_4isc
0000000180130ec8 (__TEXT,__text) non-external (was a private external) ___workq_kernreturn
0000000180130ef4 (__TEXT,__text) non-external (was a private external) ___workq_open
00000001e501c558 (__DATA,__bss) non-external __args
00000001e5a12e80 (__DATA_CONST,__const) non-external (was a private external) __boot_root_canonical_app
00000001e5a12e60 (__DATA_CONST,__const) non-external (was a private external) __boot_root_canonical_os
00000001e5a12e20 (__DATA_CONST,__const) non-external (was a private external) __boot_root_cryptex_app
00000001e5a12e00 (__DATA_CONST,__const) non-external (was a private external) __boot_root_cryptex_os
00000001e5a12e40 (__DATA_CONST,__const) non-external (was a private external) __boot_root_cryptex_prereboot_os
00000001e5a12ea0 (__DATA_CONST,__const) non-external (was a private external) __boot_root_dylib_cache
00000001e5a12d80 (__DATA_CONST,__const) non-external (was a private external) __boot_root_fs
00000001e5a12da0 (__DATA_CONST,__const) non-external (was a private external) __boot_root_preboot
00000001e5a12dc0 (__DATA_CONST,__const) non-external (was a private external) __boot_root_preboot_groupdir
00000001e5a12de0 (__DATA_CONST,__const) non-external (was a private external) __boot_root_xart
00000001e5a12ba0 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_local
00000001e5a12b40 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_null
00000001e5a12c00 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_post_initproc
00000001e5a12cc0 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_remote_dmg
00000001e5a12d20 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_remote_nerd
00000001e5a12c60 (__DATA_CONST,__const) non-external (was a private external) __boot_spec_remote_ramdisk
00000001e501c560 (__DATA,__bss) non-external __config
0000000180130238 (__TEXT,__text) non-external (was a private external) __crossarch_trap
000000018012a430 (__TEXT,__text) non-external __cryptex1_sniff_fire
000000018012a428 (__TEXT,__text) non-external (was a private external) __cryptex1_sniff_payload_check
000000018012cc74 (__TEXT,__text) non-external __cryptex_graft_failure_app_livefs
0000000180127f5c (__TEXT,__text) non-external __cryptex_graft_failure_prereboot_os
00000001e5a12850 (__DATA_CONST,__const) non-external (was a private external) __cryptex_spec_app
00000001e5a13008 (__DATA_CONST,__const) non-external (was a private external) __cryptex_spec_app_livefs
00000001801287f8 (__TEXT,__text) non-external __cryptex_spec_iterate_select_app
0000000180127f10 (__TEXT,__text) non-external __cryptex_spec_iterate_select_prereboot_os
00000001e5a12a48 (__DATA_CONST,__const) non-external (was a private external) __cryptex_spec_os
00000001e5a12620 (__DATA_CONST,__const) non-external (was a private external) __cryptex_spec_prereboot_os
00000001e5a12f70 (__DATA_CONST,__const) non-external (was a private external) __cryptex_spec_safari_downlevel
00000001e4b8b050 (__DATA_DIRTY,__data) non-external (was a private external) __current_pid
000000018012bf5c (__TEXT,__text) non-external (was a private external) __derive_proc_name
000000018012a524 (__TEXT,__text) non-external __derive_ticket_name
00000001800c7e0c (__TEXT,__text) external __dyld_debugger_notification
00000001800cab30 (__TEXT,__text) external __dyld_start
000000018012cd08 (__TEXT,__text) non-external __dylib_cache_fire
000000018012ccc0 (__TEXT,__text) non-external (was a private external) __dylib_cache_payload_check
000000018012db00 (__TEXT,__text) non-external __enlarge
000000018013770c (__TEXT,__text) non-external __enlarge.cold.1
00000001800c77d4 (__TEXT,__text) non-external (was a private external) __exclaves_ctl_trap
00000001801307ac (__TEXT,__text) non-external (was a private external) __exit
000000018012da58 (__TEXT,__text) non-external __flush
000000018012d9d0 (__TEXT,__text) non-external __flush_reset
00000001801287f0 (__TEXT,__text) non-external __goodbye_fire
00000001801287e8 (__TEXT,__text) non-external (was a private external) __goodbye_payload_check
0000000180129ed8 (__TEXT,__text) non-external __graft_fetch_fire
0000000180129ed0 (__TEXT,__text) non-external (was a private external) __graft_fetch_payload_check
0000000180128124 (__TEXT,__text) non-external __graft_fire
000000018012811c (__TEXT,__text) non-external (was a private external) __graft_payload_check
0000000180129ad8 (__TEXT,__text) non-external __graft_select_fire
0000000180129ad0 (__TEXT,__text) non-external (was a private external) __graft_select_payload_check
000000018014755f (__TEXT,__cstring) non-external __h
0000000180128614 (__TEXT,__text) non-external __hello_fire
000000018012860c (__TEXT,__text) non-external (was a private external) __hello_payload_check
