00007ffa4482a470 (__DATA,__data) non-external _.compoundliteral
00007ffa4482a3f8 (__DATA,__data) non-external _mutex
00007ffa1fac52bf (__TEXT,__text) non-external _nameTablePush
00007ffa4482ef80 (__DATA,__bss) non-external _nameTableSets
00007ffa1fae09e2 (__TEXT,__text) non-external _noop
00007ffa1fae2690 (__TEXT,__text) non-external _noop
00007ffa1fabd1a9 (__TEXT,__text) non-external _offsetLayout
00007ffa1fade65a (__TEXT,__text) non-external _op_add
00007ffa1fade5ea (__TEXT,__text) non-external _op_and
00007ffa1fade6b8 (__TEXT,__text) non-external _op_cmpl
00007ffa1fade678 (__TEXT,__text) non-external _op_div
00007ffa1fade5f4 (__TEXT,__text) non-external _op_eq
00007ffa1fade61b (__TEXT,__text) non-external _op_ge
00007ffa1fade60e (__TEXT,__text) non-external _op_gt
00007ffa1fade635 (__TEXT,__text) non-external _op_le
00007ffa1fade5c1 (__TEXT,__text) non-external _op_logand
00007ffa1fade5b4 (__TEXT,__text) non-external _op_logor
00007ffa1fade628 (__TEXT,__text) non-external _op_lt
00007ffa1fade68e (__TEXT,__text) non-external _op_mod
00007ffa1fade66d (__TEXT,__text) non-external _op_mul
00007ffa1fade601 (__TEXT,__text) non-external _op_ne
00007ffa1fade6ae (__TEXT,__text) non-external _op_neg
00007ffa1fade6c2 (__TEXT,__text) non-external _op_not
00007ffa1fade5d6 (__TEXT,__text) non-external _op_or
00007ffa1fade6a6 (__TEXT,__text) non-external _op_pos
00007ffa1fade642 (__TEXT,__text) non-external _op_shl
00007ffa1fade64e (__TEXT,__text) non-external _op_shr
00007ffa1fade663 (__TEXT,__text) non-external _op_sub
00007ffa1fade5e0 (__TEXT,__text) non-external _op_xor
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
00007ffa1fac4049 (__TEXT,__text) non-external _outputForInput
00007ffa1fab0957 (__TEXT,__text) non-external _packInto
00007ffa1facbc98 (__TEXT,__text) non-external _parseInterpolationQualifiers
00007ffa1facbb04 (__TEXT,__text) non-external _parseLayout
00007ffa1fa88073 (__TEXT,__text) non-external _phase1ProcessFunctionPrototype
00007ffa1fa87d74 (__TEXT,__text) non-external _phase1ProcessVariableDeclaration
00007ffa1fb03100 (__TEXT,__text) non-external (was a private external) _phase2AddDef
00007ffa1fb032ea (__TEXT,__text) non-external _phase2Process
00007ffa1fb03578 (__TEXT,__text) non-external _phase2ProcessConstant
00007ffa1fb03625 (__TEXT,__text) non-external _phase2ProcessFunctionPrototype
00007ffa1fb0369b (__TEXT,__text) non-external _phase2ProcessInterfaceBlock
00007ffa1fb03b85 (__TEXT,__text) non-external _phase2ProcessLValue
00007ffa1fb035cf (__TEXT,__text) non-external _phase2ProcessParameterDeclaration
00007ffa1fb0373f (__TEXT,__text) non-external _phase2ProcessRawCall
00007ffa1fb03921 (__TEXT,__text) non-external _phase2ProcessSubroutineRawCall
00007ffa1fb0408a (__TEXT,__text) non-external _phase2ProcessSubroutineUniform
00007ffa1fb0365c (__TEXT,__text) non-external _phase2ProcessVariableDeclaration
00007ffa1fa86b49 (__TEXT,__text) non-external _poolAlloc
00007ffa4482efa0 (__DATA,__bss) non-external _poolAllocators
00007ffa1fa86bc5 (__TEXT,__text) non-external _poolFree
00007ffa1fa86bbd (__TEXT,__text) non-external _poolRealloc
00007ffa1fb58570 (__TEXT,__const) non-external _pow_10.down
00007ffa1fb58470 (__TEXT,__const) non-external _pow_10.up
                 (undefined) external _powf (from libSystem)
00007ffa4342a110 (__DATA_CONST,__const) non-external (was a private external) _ppstreamOpString
00007ffa1fa8bd4a (__TEXT,__text) non-external _primitiveTypeOfDeref
                 (undefined) external _printf (from libSystem)
00007ffa1fac3e0c (__TEXT,__text) non-external _propagateCopyBindings
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00007ffa1fad2220 (__TEXT,__text) non-external (was a private external) _pushdownPrecisionInternal
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_b (from libSystem)
00007ffa1facc312 (__TEXT,__text) non-external _qualifierContextToString
00007ffa1facac9e (__TEXT,__text) non-external _qualifierMaskToSAFlags
00007ffa1facbe70 (__TEXT,__text) non-external _qualifierMaskToStringBuffer
00007ffa1fade6cf (__TEXT,__text) non-external (was a private external) _readCPPline
00007ffa1fa86d2d (__TEXT,__text) non-external _readTOC
00007ffa1faf3a6c (__TEXT,__text) non-external (was a private external) _real_serialize_GLPValue
00007ffa1fb314af (__TEXT,__text) non-external _regEqualsFunction
00007ffa1fb314a7 (__TEXT,__text) non-external _regHashFunction
00007ffa1fae3616 (__TEXT,__text) non-external _reget_token
00007ffa1fb59fd0 (__TEXT,__const) non-external _reltable.glpGetBIArchiveData
00007ffa1fb63e94 (__TEXT,__const) non-external _reltable.glpPPDisassemble
00007ffa1fac546a (__TEXT,__text) non-external _remap
00007ffa1fb5a480 (__TEXT,__const) non-external (was a private external) _remapSlotToCode
00007ffa1fb270df (__TEXT,__text) non-external _renumberTargets
                 (undefined) external _round (from libSystem)
                 (undefined) external _roundf (from libSystem)
00007ffa1fac9f8c (__TEXT,__text) non-external _saInliningNodeReplacement
00007ffa1fae3516 (__TEXT,__text) non-external _scan_token
00007ffa1fafd7b5 (__TEXT,__text) non-external _serializeASTFields
00007ffa1faf849a (__TEXT,__text) non-external _serializeAssignFields
00007ffa1fafafd0 (__TEXT,__text) non-external _serializeBlockFields
00007ffa1fafe5f4 (__TEXT,__text) non-external _serializeCallFields
00007ffa1fafb3cc (__TEXT,__text) non-external _serializeCaseStatementFields
00007ffa1faf85c0 (__TEXT,__text) non-external _serializeCommaExprFields
00007ffa1faf821e (__TEXT,__text) non-external _serializeConstantFields
00007ffa1fafb485 (__TEXT,__text) non-external _serializeDefaultStatementFields
00007ffa1faf8328 (__TEXT,__text) non-external _serializeEqualFields
00007ffa1faf8271 (__TEXT,__text) non-external _serializeFieldAccessFields
00007ffa1faf98b4 (__TEXT,__text) non-external _serializeFieldDeclarationFields
00007ffa1faf829a (__TEXT,__text) non-external _serializeFunctionCallFields
00007ffa1faf89f8 (__TEXT,__text) non-external _serializeFunctionPrototypeFields
00007ffa1fafab78 (__TEXT,__text) non-external _serializeGlobalTypeQualifierFields
00007ffa1fafc6f0 (__TEXT,__text) non-external _serializeIBPartialDerefFields
00007ffa1faf9906 (__TEXT,__text) non-external _serializeInterfaceBlockFields
00007ffa1faf9df8 (__TEXT,__text) non-external _serializeKeywordQualifierFields
00007ffa1fafc368 (__TEXT,__text) non-external _serializeLValueFields
00007ffa1fafaba1 (__TEXT,__text) non-external _serializeLayoutPairFields
00007ffa1fafa158 (__TEXT,__text) non-external _serializeLayoutQualifierFields
00007ffa1faf9a98 (__TEXT,__text) non-external _serializeLayoutTypeFields
00007ffa1faf82ff (__TEXT,__text) non-external _serializeMethodCallFields
00007ffa1faf83e1 (__TEXT,__text) non-external _serializeNotEqualFields
00007ffa1fafb92d (__TEXT,__text) non-external _serializeOffsetFields
00007ffa1faf8553 (__TEXT,__text) non-external _serializeOpAssignFields
00007ffa1fafc719 (__TEXT,__text) non-external _serializePPStreamOpFields
00007ffa1faf89bc (__TEXT,__text) non-external _serializeParameterDeclarationFields
00007ffa1faf9554 (__TEXT,__text) non-external _serializePrimitiveTypeFields
00007ffa1faf91c8 (__TEXT,__text) non-external _serializeQualifiedDeclarationFields
00007ffa1faf91f1 (__TEXT,__text) non-external _serializeQualifiedDeclarationGroupFields
00007ffa1fafa818 (__TEXT,__text) non-external _serializeQualifierListFields
00007ffa1fafb8c8 (__TEXT,__text) non-external _serializeRawCallFields
00007ffa1faf856e (__TEXT,__text) non-external _serializeReadInputFields
00007ffa1fafb53e (__TEXT,__text) non-external _serializeReturnStatementFields
00007ffa1faf98dd (__TEXT,__text) non-external _serializeStructTypeFields
00007ffa1fafe954 (__TEXT,__text) non-external _serializeStructureFields
00007ffa1faf82d6 (__TEXT,__text) non-external _serializeSubroutineArrayCallFields
00007ffa1fafb904 (__TEXT,__text) non-external _serializeSubroutineRawCallFields
00007ffa1fafa4b8 (__TEXT,__text) non-external _serializeSubroutineTypeListFields
00007ffa1fafd78c (__TEXT,__text) non-external _serializeSubroutineUniformFields
00007ffa1fafb567 (__TEXT,__text) non-external _serializeTopLevelFields
00007ffa1faf7a30 (__TEXT,__text) non-external _serializeTypeConversionFields
00007ffa1faf81f5 (__TEXT,__text) non-external _serializeTypeIdentifierFields
00007ffa1faf8d80 (__TEXT,__text) non-external _serializeVariableDeclarationFields
00007ffa1faf8e66 (__TEXT,__text) non-external _serializeVariableDeclarationGroupFields
00007ffa1faf81cc (__TEXT,__text) non-external _serializeVariableIdentifierFields
00007ffa1faf8597 (__TEXT,__text) non-external _serializeWriteOutputFields
00007ffa1faf4934 (__TEXT,__text) non-external _serialize_GLPASTNode
00007ffa1faf735c (__TEXT,__text) non-external _serialize_GLPBufferObject
00007ffa1faf284e (__TEXT,__text) non-external _serialize_GLPFunctionObject
00007ffa1faf6aa8 (__TEXT,__text) non-external _serialize_GLPInterfaceBlockObject
00007ffa1faf2818 (__TEXT,__text) non-external _serialize_GLPLayoutObject
00007ffa1faf5140 (__TEXT,__text) non-external _serialize_GLPLayoutPair
00007ffa1fad2f14 (__TEXT,__text) non-external (was a private external) _serialize_GLPString
00007ffa1fafecb4 (__TEXT,__text) non-external _serialize_GLPSubroutineUniformObject
00007ffa1faefee0 (__TEXT,__text) non-external (was a private external) _serialize_GLPType
00007ffa1faf5b6c (__TEXT,__text) non-external _serialize_GLPVariableObject
00007ffa1fad2a10 (__TEXT,__text) non-external (was a private external) _serialize_pointer
00007ffa1fa8bd88 (__TEXT,__text) non-external _setArrayUsed
                 (undefined) external _setjmp (from libSystem)
00007ffa1fae20bd (__TEXT,__text) non-external _simple_str_getch
00007ffa1fae218c (__TEXT,__text) non-external _simple_str_ungetch
                 (undefined) external _sinf (from libSystem)
                 (undefined) external _sinhf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _snprintf_l (from libSystem)
                 (undefined) external _sprintf_l (from libSystem)
                 (undefined) external _sqrt (from libSystem)
                 (undefined) external _sqrtf (from libSystem)
00007ffa1fa86858 (__TEXT,__text) non-external _std140ArrayStrideForElementType
00007ffa1fa86833 (__TEXT,__text) non-external _std140MatrixStride
00007ffa1fa86871 (__TEXT,__text) non-external _std140MinimumStructAlignment
00007ffa1fa86944 (__TEXT,__text) non-external _std140PrimitiveTypeAlign
00007ffa1fa8687c (__TEXT,__text) non-external _std140PrimitiveTypeSize
00007ffa1fa86869 (__TEXT,__text) non-external _std140SizeToBytes
00007ffa1fa867ad (__TEXT,__text) non-external _std140TypeAlign
00007ffa1fa866e0 (__TEXT,__text) non-external _std140TypeSize
00007ffa1fae1d3c (__TEXT,__text) non-external _str_getch
00007ffa1fae1e24 (__TEXT,__text) non-external _str_ungetch
                 (undefined) external _strcat (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strndup (from libSystem)
                 (undefined) external _strtod_l (from libSystem)
                 (undefined) external _strtof_l (from libSystem)
                 (undefined) external _strtol_l (from libSystem)
                 (undefined) external _strtoll_l (from libSystem)
                 (undefined) external _strtoul_l (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _tanf (from libSystem)
                 (undefined) external _tanhf (from libSystem)
00007ffa1fae22fb (__TEXT,__text) non-external _token_pasted_str_getch
00007ffa1fae2276 (__TEXT,__text) non-external _token_pasted_str_scan
00007ffa1fae237f (__TEXT,__text) non-external _token_pasted_str_ungetch
00007ffa434276c0 (__DATA_CONST,__const) non-external _tokens
00007ffa1fad5a44 (__TEXT,__text) non-external _topLevelLookUpGLPBindingTypeFromStringHash
00007ffa1fac4148 (__TEXT,__text) non-external _topLevelLookUpObjectTypeFromStringHash
00007ffa1fad536e (__TEXT,__text) non-external _topLevelLookUpUniformBindingTypeFromStringHash
00007ffa1fb07bc1 (__TEXT,__text) non-external _transformKids
                 (undefined) external _trunc (from libSystem)
                 (undefined) external _truncf (from libSystem)
00007ffa1fad4c77 (__TEXT,__text) non-external _typeFromGLPBinding
00007ffa1fad5fdc (__TEXT,__text) non-external _typeFromGLPUniformBinding
00007ffa1fad5b12 (__TEXT,__text) non-external _typeFromGLPUniformBlockBinding
00007ffa1fab0838 (__TEXT,__text) non-external _uniqueComponentCount
00007ffa1fae2a55 (__TEXT,__text) non-external _unlinkScope
00007ffa434279e0 (__DATA_CONST,__const) non-external (was a private external) _unop
00007ffa43426d60 (__DATA_CONST,__const) non-external (was a private external) _vpDclList
                 (undefined) external _vsnprintf_l (from libSystem)
00007ffa1fb00428 (__TEXT,__text) non-external _writeASTNode
00007ffa1fb01520 (__TEXT,__text) non-external _writeAdd
00007ffa1fb00ff5 (__TEXT,__text) non-external _writeArrayAccess
00007ffa1fb020c2 (__TEXT,__text) non-external _writeArrayType
00007ffa1fb0190b (__TEXT,__text) non-external _writeAssign
00007ffa1fb02a0d (__TEXT,__text) non-external _writeAvailabilityDeclaration
00007ffa1fb0181f (__TEXT,__text) non-external _writeBitwiseAnd
00007ffa1fb01434 (__TEXT,__text) non-external _writeBitwiseNot
00007ffa1fb0185a (__TEXT,__text) non-external _writeBitwiseOr
00007ffa1fb01895 (__TEXT,__text) non-external _writeBitwiseXor
00007ffa1fb02733 (__TEXT,__text) non-external _writeBlock
00007ffa1fb028e6 (__TEXT,__text) non-external _writeBreakStatement
00007ffa1fb02870 (__TEXT,__text) non-external _writeCaseStatement
00007ffa1fb019f7 (__TEXT,__text) non-external _writeCommaExpr
00007ffa1fb00f6c (__TEXT,__text) non-external _writeConstant
00007ffa1fb0125c (__TEXT,__text) non-external _writeConstructorCall
00007ffa1fb02921 (__TEXT,__text) non-external _writeContinueStatement
00007ffa1fb028ab (__TEXT,__text) non-external _writeDefaultStatement
00007ffa1fb0295c (__TEXT,__text) non-external _writeDiscardStatement
00007ffa1fb014aa (__TEXT,__text) non-external _writeDivide
00007ffa1fb016f8 (__TEXT,__text) non-external _writeEqual
00007ffa1fb026f8 (__TEXT,__text) non-external _writeExpressionStatement
00007ffa1fb01030 (__TEXT,__text) non-external _writeFieldAccess
00007ffa1fb020fd (__TEXT,__text) non-external _writeFieldDeclaration
00007ffa1fb010fd (__TEXT,__text) non-external _writeFunctionCall
00007ffa1fb01fc1 (__TEXT,__text) non-external _writeFunctionDefinition
00007ffa1fb01ae6 (__TEXT,__text) non-external _writeFunctionPrototype
00007ffa1fb0254f (__TEXT,__text) non-external _writeGlobalTypeQualifier
00007ffa1fb01682 (__TEXT,__text) non-external _writeGreater
00007ffa1fb016bd (__TEXT,__text) non-external _writeGreaterEqual
00007ffa1fb02d6b (__TEXT,__text) non-external _writeIBPartialDeref
00007ffa1fb018d0 (__TEXT,__text) non-external _writeIfExpr
00007ffa1fb027bf (__TEXT,__text) non-external _writeIfStatement
00007ffa1fb02221 (__TEXT,__text) non-external _writeInterfaceBlock
00007ffa1fb0241c (__TEXT,__text) non-external _writeKeywordQualifier
00007ffa1fb02c7c (__TEXT,__text) non-external _writeLValue
00007ffa1fb0306b (__TEXT,__text) non-external _writeLayoutObject
00007ffa1fb025f1 (__TEXT,__text) non-external _writeLayoutPair
00007ffa1fb0249e (__TEXT,__text) non-external _writeLayoutQualifier
00007ffa1fb023e1 (__TEXT,__text) non-external _writeLayoutType
00007ffa1fb0160c (__TEXT,__text) non-external _writeLess
00007ffa1fb01647 (__TEXT,__text) non-external _writeLessEqual
00007ffa1fb0176e (__TEXT,__text) non-external _writeLogicalAnd
00007ffa1fb013f9 (__TEXT,__text) non-external _writeLogicalNot
00007ffa1fb017a9 (__TEXT,__text) non-external _writeLogicalOr
00007ffa1fb017e4 (__TEXT,__text) non-external _writeLogicalXor
00007ffa1fb027fa (__TEXT,__text) non-external _writeLoopStatement
