00000001800e8c8c (__TEXT,__text) external _NSAddImage
000000018010dd44 (__TEXT,__text) non-external __dyld_get_image_uuid.cold.1
00000001800e18b4 (__TEXT,__text) external __dyld_get_image_vmaddr_slide
000000018010dd44 (__TEXT,__text) non-external __dyld_get_image_vmaddr_slide.cold.1
00000001800dff50 (__TEXT,__text) external __dyld_get_objc_selector
000000018010dd44 (__TEXT,__text) non-external __dyld_get_objc_selector.cold.1
00000001800ea0ac (__TEXT,__text) external __dyld_get_prog_image_header
000000018010dd44 (__TEXT,__text) non-external __dyld_get_prog_image_header.cold.1
00000001800dfeb0 (__TEXT,__text) external __dyld_get_shared_cache_range
000000018010dd44 (__TEXT,__text) non-external __dyld_get_shared_cache_range.cold.1
00000001800e0770 (__TEXT,__text) external __dyld_get_shared_cache_uuid
000000018010dd44 (__TEXT,__text) non-external __dyld_get_shared_cache_uuid.cold.1
00000001800eb1c0 (__TEXT,__text) external __dyld_get_swift_prespecialized_data
000000018010dd44 (__TEXT,__text) non-external __dyld_get_swift_prespecialized_data.cold.1
00000001800e9d80 (__TEXT,__text) external __dyld_has_fix_for_radar
000000018010dd44 (__TEXT,__text) non-external __dyld_has_fix_for_radar.cold.1
00000001800ea728 (__TEXT,__text) external __dyld_has_preoptimized_swift_protocol_conformances
000000018010dd44 (__TEXT,__text) non-external __dyld_has_preoptimized_swift_protocol_conformances.cold.1
00000001800e8f38 (__TEXT,__text) external __dyld_image_containing_address
000000018010dd44 (__TEXT,__text) non-external __dyld_image_containing_address.cold.1
00000001800e0510 (__TEXT,__text) external __dyld_image_count
000000018010dd44 (__TEXT,__text) non-external __dyld_image_count.cold.1
00000001800e0fec (__TEXT,__text) external __dyld_images_for_addresses
000000018010dd44 (__TEXT,__text) non-external __dyld_images_for_addresses.cold.1
00000001800e1afc (__TEXT,__text) external __dyld_initializer
00000001800e03a4 (__TEXT,__text) external __dyld_is_memory_immutable
000000018010dd44 (__TEXT,__text) non-external __dyld_is_memory_immutable.cold.1
00000001800e9cdc (__TEXT,__text) external __dyld_is_objc_constant
000000018010dd44 (__TEXT,__text) non-external __dyld_is_objc_constant.cold.1
00000001800eaeac (__TEXT,__text) external __dyld_is_preoptimized_objc_image_loaded
000000018010dd44 (__TEXT,__text) non-external __dyld_is_preoptimized_objc_image_loaded.cold.1
00000001800eb25c (__TEXT,__text) external __dyld_is_pseudodylib
000000018010dd44 (__TEXT,__text) non-external __dyld_is_pseudodylib.cold.1
00000001800e9c40 (__TEXT,__text) external __dyld_launch_mode
000000018010dd44 (__TEXT,__text) non-external __dyld_launch_mode.cold.1
00000001800e8d9c (__TEXT,__text) external __dyld_launched_prebound
00000001800fc444 (__TEXT,__text) external __dyld_lazy_load
00000001800eb80c (__TEXT,__text) non-external (was a private external) __dyld_lazy_load_internal
000000018010dd44 (__TEXT,__text) non-external __dyld_lazy_load_internal.cold.1
00000001800e8fd8 (__TEXT,__text) external __dyld_lookup_and_bind
000000018010dd44 (__TEXT,__text) non-external __dyld_lookup_and_bind.cold.1
00000001800e912c (__TEXT,__text) external __dyld_lookup_and_bind_fully
000000018010dd44 (__TEXT,__text) non-external __dyld_lookup_and_bind_fully.cold.1
00000001800e9080 (__TEXT,__text) external __dyld_lookup_and_bind_with_hint
000000018010dd44 (__TEXT,__text) non-external __dyld_lookup_and_bind_with_hint.cold.1
00000001800eaaf4 (__TEXT,__text) external __dyld_lookup_section_info
000000018010dd44 (__TEXT,__text) non-external __dyld_lookup_section_info.cold.1
00000001800ea1e8 (__TEXT,__text) external __dyld_objc_class_count
000000018010dd44 (__TEXT,__text) non-external __dyld_objc_class_count.cold.1
00000001800dfe08 (__TEXT,__text) external __dyld_objc_notify_register
000000018010dd44 (__TEXT,__text) non-external __dyld_objc_notify_register.cold.1
00000001800ea5ac (__TEXT,__text) external __dyld_objc_register_callbacks
000000018010dd44 (__TEXT,__text) non-external __dyld_objc_register_callbacks.cold.1
00000001800ea284 (__TEXT,__text) external __dyld_objc_uses_large_shared_cache
000000018010dd44 (__TEXT,__text) non-external __dyld_objc_uses_large_shared_cache.cold.1
00000001800e8d30 (__TEXT,__text) external __dyld_present
000000018010dd44 (__TEXT,__text) non-external __dyld_present.cold.1
00000001800e5280 (__TEXT,__text) external __dyld_process_info_create
00000001800e5d34 (__TEXT,__text) external __dyld_process_info_for_each_aot_image
00000001800e5cc8 (__TEXT,__text) external __dyld_process_info_for_each_image
00000001800e5da0 (__TEXT,__text) external __dyld_process_info_for_each_segment
00000001800e5b3c (__TEXT,__text) external __dyld_process_info_get_aot_cache
00000001800e5ad8 (__TEXT,__text) external __dyld_process_info_get_cache
00000001800e5bfc (__TEXT,__text) external __dyld_process_info_get_platform
00000001800e5a6c (__TEXT,__text) external __dyld_process_info_get_state
00000001800e7b70 (__TEXT,__text) external __dyld_process_info_notify
00000001800e7c54 (__TEXT,__text) external __dyld_process_info_notify_main
00000001800e7d58 (__TEXT,__text) external __dyld_process_info_notify_release
00000001800e7d00 (__TEXT,__text) external __dyld_process_info_notify_retain
00000001800e5c4c (__TEXT,__text) external __dyld_process_info_release
00000001800e5ba8 (__TEXT,__text) external __dyld_process_info_retain
00000001800eae0c (__TEXT,__text) external __dyld_pseudodylib_deregister
000000018010dd44 (__TEXT,__text) non-external __dyld_pseudodylib_deregister.cold.1
00000001800eacc0 (__TEXT,__text) external __dyld_pseudodylib_deregister_callbacks
000000018010dd44 (__TEXT,__text) non-external __dyld_pseudodylib_deregister_callbacks.cold.1
00000001800ead60 (__TEXT,__text) external __dyld_pseudodylib_register
000000018010dd44 (__TEXT,__text) non-external __dyld_pseudodylib_register.cold.1
00000001800eab9c (__TEXT,__text) external __dyld_pseudodylib_register_callbacks
000000018010dd44 (__TEXT,__text) non-external __dyld_pseudodylib_register_callbacks.cold.1
00000001800eb120 (__TEXT,__text) external __dyld_register_dlsym_notifier
000000018010dd44 (__TEXT,__text) non-external __dyld_register_dlsym_notifier.cold.1
00000001800e9ba0 (__TEXT,__text) external __dyld_register_driverkit_main
000000018010dd44 (__TEXT,__text) non-external __dyld_register_driverkit_main.cold.1
00000001800e0268 (__TEXT,__text) external __dyld_register_for_bulk_image_loads
000000018010dd44 (__TEXT,__text) non-external __dyld_register_for_bulk_image_loads.cold.1
00000001800e1b64 (__TEXT,__text) external __dyld_register_for_image_loads
000000018010dd44 (__TEXT,__text) non-external __dyld_register_for_image_loads.cold.1
00000001800dfba0 (__TEXT,__text) external __dyld_register_func_for_add_image
000000018010dd44 (__TEXT,__text) non-external __dyld_register_func_for_add_image.cold.1
00000001800e08b0 (__TEXT,__text) external __dyld_register_func_for_remove_image
000000018010dd44 (__TEXT,__text) non-external __dyld_register_func_for_remove_image.cold.1
00000001800e9ec0 (__TEXT,__text) external __dyld_shared_cache_contains_path
000000018010dd44 (__TEXT,__text) non-external __dyld_shared_cache_contains_path.cold.1
00000001800e94e4 (__TEXT,__text) external __dyld_shared_cache_file_path_containing_address
000000018010dd44 (__TEXT,__text) non-external __dyld_shared_cache_file_path_containing_address.cold.1
00000001800e9b04 (__TEXT,__text) external __dyld_shared_cache_is_locally_built
000000018010dd44 (__TEXT,__text) non-external __dyld_shared_cache_is_locally_built.cold.1
00000001800e9a68 (__TEXT,__text) external __dyld_shared_cache_optimized
000000018010dd44 (__TEXT,__text) non-external __dyld_shared_cache_optimized.cold.1
00000001800e9e20 (__TEXT,__text) external __dyld_shared_cache_real_path
000000018010dd44 (__TEXT,__text) non-external __dyld_shared_cache_real_path.cold.1
00000001ea465890 (__DATA,__common) external __dyld_stack_bottom
00000001800eb624 (__TEXT,__text) external __dyld_stack_range
000000018010dd44 (__TEXT,__text) non-external __dyld_stack_range.cold.1
00000001ea465888 (__DATA,__common) external __dyld_stack_top
00000001800ea470 (__TEXT,__text) external __dyld_swift_optimizations_version
000000018010dd44 (__TEXT,__text) non-external __dyld_swift_optimizations_version.cold.1
00000001800ea148 (__TEXT,__text) external __dyld_visit_objc_classes
000000018010dd44 (__TEXT,__text) non-external __dyld_visit_objc_classes.cold.1
                 (undefined) external __simple_salloc (from libsystem_platform)
                 (undefined) external __simple_sfree (from libsystem_platform)
                 (undefined) external __simple_vsprintf (from libsystem_platform)
00000001800e1520 (__TEXT,__text) external __tlv_atexit
000000018010dd44 (__TEXT,__text) non-external __tlv_atexit.cold.1
00000001800fc380 (__TEXT,__text) external __tlv_bootstrap
00000001800e92dc (__TEXT,__text) non-external (was a private external) __tlv_bootstrap_error
00000001800e194c (__TEXT,__text) external __tlv_exit
000000018010dd44 (__TEXT,__text) non-external __tlv_exit.cold.1
00000001800fc388 (__TEXT,__text) non-external (was a private external) __tlv_get_addr
                 (undefined) external _abort (from libsystem_c)
                 (undefined) external _abort_report_np (from libsystem_c)
                 (undefined) external _bzero (from libsystem_c)
                 (undefined) external _close (from libsystem_kernel)
                 (undefined) external _closedir (from libsystem_c)
00000001800fbe54 (__TEXT,__text) non-external (was a private external) _deviceSupportsMTE
000000018010e460 (__TEXT,__text) non-external _deviceSupportsMTE.cold.1
                 (undefined) external _dispatch_activate (from libdispatch)
                 (undefined) external _dispatch_async (from libdispatch)
                 (undefined) external _dispatch_async_and_wait (from libdispatch)
                 (undefined) external _dispatch_get_current_queue (from libdispatch)
                 (undefined) external _dispatch_once (from libdispatch)
                 (undefined) external _dispatch_queue_create (from libdispatch)
                 (undefined) external _dispatch_release (from libdispatch)
                 (undefined) external _dispatch_retain (from libdispatch)
                 (undefined) external _dispatch_source_cancel (from libdispatch)
                 (undefined) external _dispatch_source_create (from libdispatch)
                 (undefined) external _dispatch_source_set_cancel_handler (from libdispatch)
                 (undefined) external _dispatch_source_set_event_handler (from libdispatch)
00000001800e163c (__TEXT,__text) external _dladdr
000000018010dd44 (__TEXT,__text) non-external _dladdr.cold.1
00000001800e1488 (__TEXT,__text) external _dlclose
000000018010dd44 (__TEXT,__text) non-external _dlclose.cold.1
00000001800e19c8 (__TEXT,__text) external _dlerror
000000018010dd44 (__TEXT,__text) non-external _dlerror.cold.1
00000001800e0b30 (__TEXT,__text) external _dlopen
000000018010dd44 (__TEXT,__text) non-external _dlopen.cold.1
00000001800ea008 (__TEXT,__text) external _dlopen_audited
000000018010dd44 (__TEXT,__text) non-external _dlopen_audited.cold.1
00000001800e9f60 (__TEXT,__text) external _dlopen_from
000000018010dd44 (__TEXT,__text) non-external _dlopen_from.cold.1
00000001800e15a4 (__TEXT,__text) external _dlopen_preflight
000000018010dd44 (__TEXT,__text) non-external _dlopen_preflight.cold.1
00000001800e0c04 (__TEXT,__text) external _dlsym
000000018010dd44 (__TEXT,__text) non-external _dlsym.cold.1
000000018010ebe8 (__TEXT,__const) external _dyldVersionNumber
000000018010ebc0 (__TEXT,__const) external _dyldVersionString
00000001800e9274 (__TEXT,__text) external _dyld_dynamic_interpose
000000018010dd44 (__TEXT,__text) non-external _dyld_dynamic_interpose.cold.1
00000001800e3028 (__TEXT,__text) external _dyld_for_each_installed_shared_cache
000000018010db90 (__TEXT,__text) non-external _dyld_for_each_installed_shared_cache.cold.1
000000018010db94 (__TEXT,__text) non-external _dyld_for_each_installed_shared_cache.cold.2
00000001800e2fc0 (__TEXT,__text) external _dyld_for_each_installed_shared_cache_ex
000000018010db90 (__TEXT,__text) non-external _dyld_for_each_installed_shared_cache_ex.cold.1
000000018010dbf0 (__TEXT,__text) non-external _dyld_for_each_installed_shared_cache_ex.cold.2
00000001800e2ea8 (__TEXT,__text) external _dyld_for_each_installed_shared_cache_with_system_path
000000018010db90 (__TEXT,__text) non-external _dyld_for_each_installed_shared_cache_with_system_path.cold.1
000000018010db94 (__TEXT,__text) non-external _dyld_for_each_installed_shared_cache_with_system_path.cold.2
00000001800e008c (__TEXT,__text) external _dyld_get_active_platform
000000018010dd44 (__TEXT,__text) non-external _dyld_get_active_platform.cold.1
00000001800e1a5c (__TEXT,__text) external _dyld_get_base_platform
000000018010dd44 (__TEXT,__text) non-external _dyld_get_base_platform.cold.1
00000001800e9920 (__TEXT,__text) external _dyld_get_image_versions
000000018010dd44 (__TEXT,__text) non-external _dyld_get_image_versions.cold.1
00000001800e1f98 (__TEXT,__text) external _dyld_get_min_os_version
000000018010dd44 (__TEXT,__text) non-external _dyld_get_min_os_version.cold.1
00000001800e0e10 (__TEXT,__text) external _dyld_get_program_min_os_version
000000018010dd44 (__TEXT,__text) non-external _dyld_get_program_min_os_version.cold.1
00000001800eb444 (__TEXT,__text) external _dyld_get_program_minos_version_token
000000018010dd44 (__TEXT,__text) non-external _dyld_get_program_minos_version_token.cold.1
00000001800dfff0 (__TEXT,__text) external _dyld_get_program_sdk_version
000000018010dd44 (__TEXT,__text) non-external _dyld_get_program_sdk_version.cold.1
00000001800eb3a8 (__TEXT,__text) external _dyld_get_program_sdk_version_token
000000018010dd44 (__TEXT,__text) non-external _dyld_get_program_sdk_version_token.cold.1
00000001800e13e8 (__TEXT,__text) external _dyld_get_sdk_version
000000018010dd44 (__TEXT,__text) non-external _dyld_get_sdk_version.cold.1
00000001800e0a94 (__TEXT,__text) external _dyld_has_inserted_or_interposing_libraries
000000018010dd44 (__TEXT,__text) non-external _dyld_has_inserted_or_interposing_libraries.cold.1
00000001800e34f0 (__TEXT,__text) external _dyld_image_content_for_section
000000018010db90 (__TEXT,__text) non-external _dyld_image_content_for_section.cold.1
00000001800e327c (__TEXT,__text) external _dyld_image_content_for_segment
000000018010db90 (__TEXT,__text) non-external _dyld_image_content_for_segment.cold.1
00000001800e359c (__TEXT,__text) external _dyld_image_copy_uuid
000000018010db90 (__TEXT,__text) non-external _dyld_image_copy_uuid.cold.1
00000001800e3724 (__TEXT,__text) external _dyld_image_for_each_section_info
000000018010db90 (__TEXT,__text) non-external _dyld_image_for_each_section_info.cold.1
00000001800e369c (__TEXT,__text) external _dyld_image_for_each_segment_info
000000018010db90 (__TEXT,__text) non-external _dyld_image_for_each_segment_info.cold.1
00000001800e3828 (__TEXT,__text) external _dyld_image_get_file_path
000000018010db90 (__TEXT,__text) non-external _dyld_image_get_file_path.cold.1
00000001800e37ac (__TEXT,__text) external _dyld_image_get_installname
000000018010db90 (__TEXT,__text) non-external _dyld_image_get_installname.cold.1
00000001800e0d70 (__TEXT,__text) external _dyld_image_header_containing_address
000000018010dd44 (__TEXT,__text) non-external _dyld_image_header_containing_address.cold.1
00000001800e3a80 (__TEXT,__text) external _dyld_image_local_nlist_content_4Symbolication
000000018010db90 (__TEXT,__text) non-external _dyld_image_local_nlist_content_4Symbolication.cold.1
00000001800e0810 (__TEXT,__text) external _dyld_image_path_containing_address
000000018010dd44 (__TEXT,__text) non-external _dyld_image_path_containing_address.cold.1
00000001800e337c (__TEXT,__text) external _dyld_image_release_4HWTrace
000000018010db90 (__TEXT,__text) non-external _dyld_image_release_4HWTrace.cold.1
000000018010dc48 (__TEXT,__text) non-external _dyld_image_release_4HWTrace.cold.2
00000001800e331c (__TEXT,__text) external _dyld_image_retain_4HWTrace
000000018010db90 (__TEXT,__text) non-external _dyld_image_retain_4HWTrace.cold.1
000000018010dc1c (__TEXT,__text) non-external _dyld_image_retain_4HWTrace.cold.2
00000001800e33dc (__TEXT,__text) external _dyld_image_segment_data_4HWTrace
000000018010db90 (__TEXT,__text) non-external _dyld_image_segment_data_4HWTrace.cold.1
000000018010dc74 (__TEXT,__text) non-external _dyld_image_segment_data_4HWTrace.cold.2
00000001800e9698 (__TEXT,__text) external _dyld_is_simulator_platform
000000018010dd44 (__TEXT,__text) non-external _dyld_is_simulator_platform.cold.1
00000001800e97dc (__TEXT,__text) external _dyld_minos_at_least
000000018010dd44 (__TEXT,__text) non-external _dyld_minos_at_least.cold.1
00000001800e99c4 (__TEXT,__text) external _dyld_need_closure
000000018010dd44 (__TEXT,__text) non-external _dyld_need_closure.cold.1
00000001800e2360 (__TEXT,__text) external _dyld_process_create_for_current_task
000000018010db90 (__TEXT,__text) non-external _dyld_process_create_for_current_task.cold.1
00000001800e2270 (__TEXT,__text) external _dyld_process_create_for_task
000000018010db90 (__TEXT,__text) non-external _dyld_process_create_for_task.cold.1
000000018010db94 (__TEXT,__text) non-external _dyld_process_create_for_task.cold.2
00000001800e23d4 (__TEXT,__text) external _dyld_process_dispose
000000018010db90 (__TEXT,__text) non-external _dyld_process_dispose.cold.1
00000001ea465898 (__DATA,__common) external _dyld_process_has_objc_patches
00000001800e06d4 (__TEXT,__text) external _dyld_process_is_restricted
000000018010dd44 (__TEXT,__text) non-external _dyld_process_is_restricted.cold.1
00000001800e251c (__TEXT,__text) external _dyld_process_register_for_event_notification
000000018010db90 (__TEXT,__text) non-external _dyld_process_register_for_event_notification.cold.1
