0000000227a30008 (__TEXT,__text) non-external _DiToMD5
0000000294336b78 (__DATA,__common) external _gIOBufferMemoryDescriptorMetaClass
000000028f7d6728 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOBufferMemoryDescriptor_Declaration
0000000294336b80 (__DATA,__common) external _gIOCommandMetaClass
0000000294336b88 (__DATA,__common) external _gIOCommandPoolMetaClass
000000028f7d6738 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommandPool_Declaration
000000028f7d6730 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommand_Declaration
0000000294336b60 (__DATA,__common) external _gIODKDebug
0000000294336b90 (__DATA,__common) external _gIODMACommandMetaClass
000000028f7d6740 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODMACommand_Declaration
0000000294336b98 (__DATA,__common) external _gIODataQueueDispatchSourceMetaClass
000000028f7d6748 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODataQueueDispatchSource_Declaration
0000000294336ba0 (__DATA,__common) external _gIODispatchQueueMetaClass
000000028f7d6750 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchQueue_Declaration
0000000294336ba8 (__DATA,__common) external _gIODispatchSourceMetaClass
000000028f7d6758 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchSource_Declaration
0000000294336bb0 (__DATA,__common) external _gIOEventLinkMetaClass
000000028f7d6760 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOEventLink_Declaration
0000000294336bb8 (__DATA,__common) external _gIOExtensiblePaniclogMetaClass
000000028f7d6768 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOExtensiblePaniclog_Declaration
0000000294336bf0 (__DATA,__common) external _gIOHistogramReporterMetaClass
000000028f7d67a0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOHistogramReporter_Declaration
0000000294336bc0 (__DATA,__common) external _gIOInterruptDispatchSourceMetaClass
000000028f7d6770 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOInterruptDispatchSource_Declaration
0000000294336bc8 (__DATA,__common) external _gIOMemoryDescriptorMetaClass
000000028f7d6778 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryDescriptor_Declaration
0000000294336bd0 (__DATA,__common) external _gIOMemoryMapMetaClass
000000028f7d6780 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
0000000294336bf8 (__DATA,__common) external _gIOReportLegendMetaClass
000000028f7d67a8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReportLegend_Declaration
0000000294336bd8 (__DATA,__common) external _gIOReporterMetaClass
000000028f7d6788 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReporter_Declaration
0000000294336c00 (__DATA,__common) external _gIOServiceMetaClass
0000000294336c08 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
000000028f7d67b8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
0000000294336c10 (__DATA,__common) external _gIOServiceStateNotificationDispatchSourceMetaClass
000000028f7d67c0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceStateNotificationDispatchSource_Declaration
000000028f7d67b0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
0000000294336be0 (__DATA,__common) external _gIOSimpleReporterMetaClass
000000028f7d6790 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOSimpleReporter_Declaration
0000000294336be8 (__DATA,__common) external _gIOStateReporterMetaClass
000000028f7d6798 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOStateReporter_Declaration
0000000294336cc8 (__DATA,__common) external _gIOThreadMetaClass
000000028f7d6878 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOThread_Declaration
0000000294336c18 (__DATA,__common) external _gIOTimerDispatchSourceMetaClass
000000028f7d67c8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOTimerDispatchSource_Declaration
0000000294336c20 (__DATA,__common) external _gIOUserClientMetaClass
000000028f7d67d0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserClient_Declaration
0000000294336c30 (__DATA,__common) external _gIOUserServerMetaClass
000000028f7d67e0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserServer_Declaration
0000000294336c38 (__DATA,__common) external _gIOWorkGroupMetaClass
000000028f7d67e8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOWorkGroup_Declaration
0000000294336c40 (__DATA,__common) external _gOSActionMetaClass
000000028f7d67f0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_Declaration
0000000294336c28 (__DATA,__common) external _gOSAction_IOUserClient_KernelCompletionMetaClass
000000028f7d67d8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_IOUserClient_KernelCompletion_Declaration
0000000294336cc0 (__DATA,__common) external _gOSAction__IOBlockStorageDevice_KernelCompletionMetaClass
000000028f7d6870 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction__IOBlockStorageDevice_KernelCompletion_Declaration
0000000294336c48 (__DATA,__common) external _gOSArrayMetaClass
000000028f7d67f8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSArray_Declaration
0000000294336c50 (__DATA,__common) external _gOSBooleanMetaClass
000000028f7d6800 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBoolean_Declaration
0000000294336c58 (__DATA,__common) external _gOSBundleMetaClass
000000028f7d6808 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBundle_Declaration
0000000294336c60 (__DATA,__common) external _gOSCollectionMetaClass
000000028f7d6810 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSCollection_Declaration
0000000294336c68 (__DATA,__common) external _gOSContainerMetaClass
000000028f7d6818 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSContainer_Declaration
0000000294336c70 (__DATA,__common) external _gOSDataMetaClass
000000028f7d6820 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSData_Declaration
0000000294336c78 (__DATA,__common) external _gOSDictionaryMetaClass
000000028f7d6828 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSDictionary_Declaration
0000000294336c80 (__DATA,__common) external _gOSMappedFileMetaClass
000000028f7d6830 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSMappedFile_Declaration
00000002988ab830 (__DATA_DIRTY,__common) non-external (was a private external) _gOSMetaClassBasePrivateLayout
000000028f7d6720 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBasePrivateLayout_Declaration
00000002988ab650 (__DATA_DIRTY,__common) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout
000000028f7d6718 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout_Declaration
0000000294336c88 (__DATA,__common) external _gOSNumberMetaClass
000000028f7d6838 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSNumber_Declaration
0000000294336c90 (__DATA,__common) external _gOSObjectMetaClass
000000028f7d6840 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSObject_Declaration
0000000294336c98 (__DATA,__common) external _gOSOrderedSetMetaClass
000000028f7d6848 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSOrderedSet_Declaration
0000000294336ca0 (__DATA,__common) external _gOSSerializationMetaClass
000000028f7d6850 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSerialization_Declaration
0000000294336ca8 (__DATA,__common) external _gOSSetMetaClass
000000028f7d6858 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSet_Declaration
0000000294336cb0 (__DATA,__common) external _gOSStringMetaClass
000000028f7d6860 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSString_Declaration
0000000294336cb8 (__DATA,__common) external _g_IOBlockStorageDeviceMetaClass
000000028f7d6868 (__DATA_CONST,__osclassinfo) non-external (was a private external) _g_IOBlockStorageDevice_Declaration
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getsectiondata (from libSystem)
                 (undefined) external _host_get_io_main (from libSystem)
0000000227a25fcc (__TEXT,__text) non-external (was a private external) _io_catalog_get_data
0000000227a26198 (__TEXT,__text) non-external (was a private external) _io_catalog_get_gen_count
0000000227a262e8 (__TEXT,__text) non-external (was a private external) _io_catalog_module_loaded
0000000227a26484 (__TEXT,__text) non-external (was a private external) _io_catalog_reset
0000000227a25c84 (__TEXT,__text) non-external (was a private external) _io_catalog_send_data
0000000227a25e28 (__TEXT,__text) non-external (was a private external) _io_catalog_terminate
0000000227a24b78 (__TEXT,__text) non-external (was a private external) _io_connect_add_client
0000000227a282a4 (__TEXT,__text) non-external (was a private external) _io_connect_async_method
0000000227a26afc (__TEXT,__text) non-external (was a private external) _io_connect_get_notification_semaphore
0000000227a24a10 (__TEXT,__text) non-external (was a private external) _io_connect_get_service
0000000227a27bbc (__TEXT,__text) non-external (was a private external) _io_connect_map_memory_into_task
0000000227a245f0 (__TEXT,__text) non-external (was a private external) _io_connect_map_shared_memory
0000000227a27ec0 (__TEXT,__text) non-external (was a private external) _io_connect_method
0000000227a2915c (__TEXT,__text) non-external (was a private external) _io_connect_method_var_output
0000000227a286d8 (__TEXT,__text) non-external (was a private external) _io_connect_set_notification_port
0000000227a24ca0 (__TEXT,__text) non-external (was a private external) _io_connect_set_properties
0000000227a27d54 (__TEXT,__text) non-external (was a private external) _io_connect_unmap_memory_from_task
0000000227a2afa0 (__TEXT,__text) non-external (was a private external) _io_device_tree_entry_exists_with_name
0000000227a25b34 (__TEXT,__text) non-external (was a private external) _io_iterator_is_valid
0000000227a22ed8 (__TEXT,__text) non-external (was a private external) _io_iterator_next
0000000227a23040 (__TEXT,__text) non-external (was a private external) _io_iterator_reset
0000000227a22d00 (__TEXT,__text) non-external (was a private external) _io_object_conforms_to
0000000227a277e8 (__TEXT,__text) non-external (was a private external) _io_object_get_bundle_identifier
0000000227a22b18 (__TEXT,__text) non-external (was a private external) _io_object_get_class
0000000227a2556c (__TEXT,__text) non-external (was a private external) _io_object_get_retain_count
0000000227a275c8 (__TEXT,__text) non-external (was a private external) _io_object_get_superclass
0000000227a23578 (__TEXT,__text) non-external (was a private external) _io_registry_create_iterator
0000000227a25934 (__TEXT,__text) non-external (was a private external) _io_registry_entry_create_iterator
0000000227a239b0 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path
0000000227a2ad2c (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path_ool
0000000227a24210 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_child_iterator
0000000227a26c78 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_location_in_plane
0000000227a23bc8 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name
0000000227a266dc (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name_in_plane
0000000227a24400 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_parent_iterator
0000000227a24e44 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path
0000000227a2aa8c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path_ool
0000000227a23db0 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties
0000000227a29d04 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin
0000000227a2b178 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin_buf
0000000227a23374 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property
0000000227a29eb8 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin
0000000227a2b348 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin_buf
0000000227a23f64 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bytes
0000000227a26e98 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_recursively
0000000227a28fdc (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_registry_entry_id
0000000227a25394 (__TEXT,__text) non-external (was a private external) _io_registry_entry_in_plane
0000000227a251f0 (__TEXT,__text) non-external (was a private external) _io_registry_entry_set_properties
0000000227a25088 (__TEXT,__text) non-external (was a private external) _io_registry_get_root_entry
0000000227a23778 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_enter_entry
0000000227a23894 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_exit_entry
0000000227a29b84 (__TEXT,__text) non-external (was a private external) _io_server_version
0000000227a28b00 (__TEXT,__text) non-external (was a private external) _io_service_add_interest_notification
0000000227a28844 (__TEXT,__text) non-external (was a private external) _io_service_add_notification
0000000227a2a7bc (__TEXT,__text) non-external (was a private external) _io_service_add_notification_bin
0000000227a28d5c (__TEXT,__text) non-external (was a private external) _io_service_add_notification_ool
0000000227a248f4 (__TEXT,__text) non-external (was a private external) _io_service_close
0000000227a298dc (__TEXT,__text) non-external (was a private external) _io_service_get_authorization_id
0000000227a256bc (__TEXT,__text) non-external (was a private external) _io_service_get_busy_state
0000000227a29528 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service
0000000227a2a12c (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_bin
0000000227a29740 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_ool
0000000227a2315c (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services
0000000227a2a364 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_bin
0000000227a272ac (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_ool
0000000227a2710c (__TEXT,__text) non-external (was a private external) _io_service_get_state
0000000227a268fc (__TEXT,__text) non-external (was a private external) _io_service_match_property_table
0000000227a2a59c (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_bin
0000000227a27448 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_ool
0000000227a27a08 (__TEXT,__text) non-external (was a private external) _io_service_open_extended
0000000227a265b0 (__TEXT,__text) non-external (was a private external) _io_service_request_probe
0000000227a29a5c (__TEXT,__text) non-external (was a private external) _io_service_set_authorization_id
0000000227a2580c (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet
0000000227a2b5e0 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet_with_options
