0000000180126d60 (__TEXT,__text) non-external K256
00000001e8280b30 (__DATA_DIRTY,__crash_info) non-external (was a private external) _gCRAnnotations
00000001800baf68 (__TEXT,__text) non-external (was a private external) _getattrlist
0000000180126558 (__TEXT,__text) non-external (was a private external) _getattrlistbulk
0000000180126584 (__TEXT,__text) non-external (was a private external) _getentropy
00000001801265b0 (__TEXT,__text) non-external (was a private external) _getfsstat
00000001801265b0 (__TEXT,__text) non-external (was a private external) _getfsstat64
00000001801265dc (__TEXT,__text) non-external (was a private external) _getgid
00000001800bd0e8 (__TEXT,__text) non-external (was a private external) _getpid
0000000180129ccc (__TEXT,__text) non-external (was a private external) _getrlimit
0000000180126608 (__TEXT,__text) non-external (was a private external) _getuid
0000000180126634 (__TEXT,__text) non-external (was a private external) _getxattr
0000000180126660 (__TEXT,__text) non-external (was a private external) _graftdmg
00000001800bc60c (__TEXT,__text) non-external _hex
00000001800b97b0 (__TEXT,__text) non-external (was a private external) _host_create_mach_voucher_trap
00000001800b9660 (__TEXT,__text) non-external (was a private external) _host_self_trap
000000018012039c (__TEXT,__text) non-external (was a private external) _ignite
0000000180120050 (__TEXT,__text) non-external (was a private external) _ignition_get_devnode_by_role
00000001801202d0 (__TEXT,__text) non-external (was a private external) _ignition_get_mount_point_by_role
0000000180120348 (__TEXT,__text) non-external (was a private external) _ignition_get_shared_cache_directory
000000018011fa78 (__TEXT,__text) non-external (was a private external) _ignition_halt
000000018012004c (__TEXT,__text) non-external (was a private external) _ignition_test_BRA
000000018011ff4c (__TEXT,__text) non-external (was a private external) _ignition_write_BRA_blob
00000001800ba7dc (__TEXT,__text) non-external (was a private external) _ioctl
00000001800bcfec (__TEXT,__text) non-external (was a private external) _issetugid
0000000180120838 (__TEXT,__text) non-external (was a private external) _jettison
00000001800b99cc (__TEXT,__text) non-external (was a private external) _kdebug_is_enabled
00000001800bc4b4 (__TEXT,__text) non-external (was a private external) _kdebug_trace
0000000180129cd4 (__TEXT,__text) non-external (was a private external) _kdebug_trace_string
00000001e8282518 (__DATA_DIRTY,__bss) non-external _kdebug_typefilter.typefilter
00000001800fb12c (__TEXT,__text) external _lldb_image_notifier
000000018011f214 (__TEXT,__text) non-external (was a private external) _log_destroy
000000018011f0b8 (__TEXT,__text) non-external (was a private external) _log_init
0000000180125d64 (__TEXT,__text) non-external (was a private external) _lseek
000000018012668c (__TEXT,__text) non-external (was a private external) _lstat
000000018012668c (__TEXT,__text) non-external (was a private external) _lstat64
00000001800ba668 (__TEXT,__text) non-external (was a private external) _mach_absolute_time
00000001800ba6ec (__TEXT,__text) non-external (was a private external) _mach_absolute_time_kernel
00000001801296cc (__TEXT,__text) non-external (was a private external) _mach_continuous_time
00000001800ba6f8 (__TEXT,__text) non-external (was a private external) _mach_continuous_time_kernel
00000001800b96fc (__TEXT,__text) non-external (was a private external) _mach_generate_activity_id
00000001800bcb8c (__TEXT,__text) non-external (was a private external) _mach_init
00000001e8282508 (__DATA_DIRTY,__bss) non-external _mach_init.mach_init_inited
00000001800b9d9c (__TEXT,__text) non-external (was a private external) _mach_msg
0000000180129774 (__TEXT,__text) non-external _mach_msg2_internal
00000001800b972c (__TEXT,__text) non-external (was a private external) _mach_msg2_trap
00000001800b9000 (__TEXT,__text) non-external (was a private external) _mach_msg_destroy
00000001800b9248 (__TEXT,__text) non-external _mach_msg_destroy_port
0000000180129880 (__TEXT,__text) non-external (was a private external) _mach_msg_overwrite
00000001800b9678 (__TEXT,__text) non-external (was a private external) _mach_msg_overwrite_trap
00000001800b966c (__TEXT,__text) non-external (was a private external) _mach_msg_trap
00000001800bd190 (__TEXT,__text) non-external (was a private external) _mach_port_allocate
00000001800b9c04 (__TEXT,__text) non-external (was a private external) _mach_port_construct
00000001800bad48 (__TEXT,__text) non-external (was a private external) _mach_port_deallocate
00000001800b9438 (__TEXT,__text) non-external (was a private external) _mach_port_destruct
0000000180129f2c (__TEXT,__text) non-external (was a private external) _mach_port_insert_right
0000000180129ddc (__TEXT,__text) non-external (was a private external) _mach_port_mod_refs
00000001800b963c (__TEXT,__text) non-external (was a private external) _mach_reply_port
00000001e82824f0 (__DATA_DIRTY,__common) non-external (was a private external) _mach_task_self_
00000001800baab4 (__TEXT,__text) non-external (was a private external) _mach_thread_self
00000001800bd138 (__TEXT,__text) non-external (was a private external) _mach_timebase_info
00000001e8753cfc (__DATA,__bss) non-external _mach_timebase_info.cached_info
00000001800b97ec (__TEXT,__text) non-external (was a private external) _mach_timebase_info_trap
00000001800bbde8 (__TEXT,__text) non-external (was a private external) _mach_vm_deallocate
000000018012a0e8 (__TEXT,__text) non-external (was a private external) _mach_vm_map
00000001800b97bc (__TEXT,__text) non-external (was a private external) _mach_voucher_extract_attr_recipe_trap
00000001800b97f8 (__TEXT,__text) non-external (was a private external) _mach_wait_until
00000001800b9774 (__TEXT,__text) non-external (was a private external) _macx_backing_store_recovery
00000001800b9768 (__TEXT,__text) non-external (was a private external) _macx_backing_store_suspend
00000001800b9744 (__TEXT,__text) non-external (was a private external) _macx_swapoff
00000001800b9738 (__TEXT,__text) non-external (was a private external) _macx_swapon
00000001800b975c (__TEXT,__text) non-external (was a private external) _macx_triggers
00000001800baa88 (__TEXT,__text) non-external (was a private external) _madvise
00000001800bcea0 (__TEXT,__text) non-external (was a private external) _memchr
00000001800bc030 (__TEXT,__text) non-external (was a private external) _memcmp
00000001800ba3a0 (__TEXT,__text) non-external (was a private external) _memcpy
00000001800ba3a0 (__TEXT,__text) non-external (was a private external) _memmove
00000001800ba000 (__TEXT,__text) non-external (was a private external) _memset
00000001800fdbe0 (__TEXT,__text) non-external (was a private external) _memset_s
00000001801299c4 (__TEXT,__text) non-external (was a private external) _mig_dealloc_reply_port
00000001800bd018 (__TEXT,__text) non-external _mig_get_reply_port
00000001800b981c (__TEXT,__text) non-external (was a private external) _mk_timer_arm
00000001800b9834 (__TEXT,__text) non-external (was a private external) _mk_timer_arm_leeway
00000001800b9828 (__TEXT,__text) non-external (was a private external) _mk_timer_cancel
00000001800b9804 (__TEXT,__text) non-external (was a private external) _mk_timer_create
00000001800b9810 (__TEXT,__text) non-external (was a private external) _mk_timer_destroy
00000001801266b8 (__TEXT,__text) non-external (was a private external) _mkdir
00000001800bd308 (__TEXT,__text) non-external (was a private external) _mmap
00000001801266e4 (__TEXT,__text) non-external (was a private external) _mount
0000000180125de8 (__TEXT,__text) non-external (was a private external) _mprotect
0000000180126710 (__TEXT,__text) non-external (was a private external) _mremap_encrypted
00000001800bc150 (__TEXT,__text) non-external (was a private external) _munmap
0000000180124728 (__TEXT,__text) non-external _mutex_seq_atomic_cmpxchgv_acquire
0000000180124708 (__TEXT,__text) non-external _mutex_seq_atomic_cmpxchgv_relaxed
0000000180124748 (__TEXT,__text) non-external _mutex_seq_atomic_cmpxchgv_release
000000018011f924 (__TEXT,__text) non-external (was a private external) _object_absence_policy_default
000000018011f92c (__TEXT,__text) non-external (was a private external) _object_absence_policy_root_optional
000000018011f918 (__TEXT,__text) non-external (was a private external) _object_derive_global_im4m_name
000000018011f878 (__TEXT,__text) non-external (was a private external) _object_derive_im4m_name
000000018011f99c (__TEXT,__text) non-external (was a private external) _object_fd_close
000000018011f9d8 (__TEXT,__text) non-external (was a private external) _object_getfd
000000018011f940 (__TEXT,__text) non-external (was a private external) _object_setfd
000000018012303c (__TEXT,__text) non-external _oct
00000001800ba72c (__TEXT,__text) non-external (was a private external) _open
000000018011d00c (__TEXT,__text) non-external (was a private external) _open_with_subsystem
0000000180129da8 (__TEXT,__text) non-external (was a private external) _openat
000000018012673c (__TEXT,__text) non-external (was a private external) _openbyid_np
0000000180126768 (__TEXT,__text) non-external (was a private external) _os_fault_with_payload
00000001801227dc (__TEXT,__text) non-external (was a private external) _os_log_simple_type_from_asl
0000000180131b38 (__TEXT,__const) non-external _os_log_simple_type_from_asl._level2ostype
00000001801238b8 (__TEXT,__text) non-external (was a private external) _os_unfair_lock_assert_not_owner
0000000180130508 (__TEXT,__text) non-external _os_unfair_lock_assert_not_owner.cold.1
0000000180123888 (__TEXT,__text) non-external (was a private external) _os_unfair_lock_assert_owner
00000001801304e0 (__TEXT,__text) non-external _os_unfair_lock_assert_owner.cold.1
00000001801235f4 (__TEXT,__text) non-external (was a private external) _os_unfair_lock_lock
000000018012379c (__TEXT,__text) non-external (was a private external) _os_unfair_lock_lock_with_options
00000001801237c0 (__TEXT,__text) non-external (was a private external) _os_unfair_lock_unlock
00000001800b9720 (__TEXT,__text) non-external (was a private external) _pid_for_task
0000000180125e6c (__TEXT,__text) non-external (was a private external) _pipe
00000001800baa88 (__TEXT,__text) non-external (was a private external) _posix_madvise
00000001800bbf2c (__TEXT,__text) non-external (was a private external) _pread
0000000180129a3c (__TEXT,__text) non-external (was a private external) _proc_pidinfo
0000000180129ac4 (__TEXT,__text) non-external (was a private external) _proc_regionfilename
0000000180126794 (__TEXT,__text) non-external (was a private external) _proc_rlimit_control
0000000180129a74 (__TEXT,__text) non-external (was a private external) _proc_set_dyld_all_image_info
0000000180124158 (__TEXT,__text) non-external (was a private external) _pthread_exit
0000000180123f50 (__TEXT,__text) non-external (was a private external) _pthread_get_stacksize_np
0000000180124600 (__TEXT,__text) non-external _pthread_get_stacksize_np.cold.1
00000001e8753ce8 (__DATA,__bss) non-external _pthread_get_stacksize_np.rlimit_stack
0000000180125330 (__TEXT,__text) non-external (was a private external) _pthread_mutex_lock
0000000180125154 (__TEXT,__text) non-external (was a private external) _pthread_mutex_unlock
00000001801267c0 (__TEXT,__text) non-external (was a private external) _pwrite
00000001e8753c10 (__DATA,__bss) non-external _rdat
00000001801267ec (__TEXT,__text) non-external (was a private external) _read
00000001800bc938 (__TEXT,__text) non-external (was a private external) _readlink
000000018011fd08 (__TEXT,__text) non-external (was a private external) _realpathfd
00000001801296c4 (__TEXT,__text) non-external (was a private external) _reboot
0000000180129648 (__TEXT,__text) non-external (was a private external) _rosetta_dyld_get_aot_size
0000000180129614 (__TEXT,__text) non-external (was a private external) _rosetta_dyld_get_runtime_info
00000001801295e0 (__TEXT,__text) non-external (was a private external) _rosetta_dyld_is_translated
0000000180129688 (__TEXT,__text) non-external (was a private external) _rosetta_dyld_map_aot
00000001e8751158 (__DATA,__data) non-external _rs
00000001e8753c08 (__DATA,__bss) non-external _rs_data_available
00000001e8753c04 (__DATA,__bss) non-external _rs_stired
0000000180125704 (__TEXT,__text) non-external (was a private external) _sandbox_check
00000001801257e0 (__TEXT,__text) non-external _sandbox_check_common
0000000180125774 (__TEXT,__text) non-external _sandbox_operation_fixup
0000000180125680 (__TEXT,__text) non-external _sandbox_warn
