00000001e7d1a348 (__DATA,__data) non-external _.compoundliteral
00000001d6ad70e4 (__TEXT,__text) non-external _llvmir_PPStreamAddOption
00000001d6ad706c (__TEXT,__text) non-external _llvmir_PPStreamAddOutputBinding
00000001d6ad6f70 (__TEXT,__text) non-external _llvmir_PPStreamAddParamBinding
00000001d6ad6fd0 (__TEXT,__text) non-external _llvmir_PPStreamAddParamBindingArray
00000001d6ad6f68 (__TEXT,__text) non-external _llvmir_PPStreamAddTempUsage
00000001d6ad717c (__TEXT,__text) non-external _llvmir_PPStreamResolveBranches
00000001d6ad6f18 (__TEXT,__text) non-external _llvmir_PPStreamSetTarget
                 (undefined) external _log2f (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _longjmp (from libSystem)
                 (undefined) external _lroundf (from libSystem)
00000001d6ba1df4 (__TEXT,__text) non-external _macro_scan
00000001d6b7d8f4 (__TEXT,__text) non-external _makeCopyFunction
00000001d6bc9bc4 (__TEXT,__text) non-external _makeIntConstantNode
00000001d6b4c5b0 (__TEXT,__text) non-external _makePoolNode
                 (undefined) external _malloc (from libSystem)
00000001d6ba27e0 (__TEXT,__text) non-external (was a private external) _mem_AddCleanup
00000001d6ba271c (__TEXT,__text) non-external (was a private external) _mem_Alloc
00000001d6ba262c (__TEXT,__text) non-external (was a private external) _mem_CreatePool
00000001d6ba26cc (__TEXT,__text) non-external (was a private external) _mem_FreePool
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00000001d6b4db64 (__TEXT,__text) non-external _mergeTypes
00000001e7d1ea14 (__DATA,__bss) non-external _message
00000001e7d1ea10 (__DATA,__bss) non-external _message_lock
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _mprotect (from libSystem)
                 (undefined) external _munmap (from libSystem)
00000001e7d1a308 (__DATA,__data) non-external _mutex
00000001d6b86db8 (__TEXT,__text) non-external _nameTablePush
00000001e7d1ee38 (__DATA,__bss) non-external _nameTableSets
00000001d6ba2588 (__TEXT,__text) non-external _noop
00000001d6ba4500 (__TEXT,__text) non-external _noop
00000001d6b7f32c (__TEXT,__text) non-external _offsetLayout
00000001d6b9fe8c (__TEXT,__text) non-external _op_add
00000001d6b9fe2c (__TEXT,__text) non-external _op_and
00000001d6b9fedc (__TEXT,__text) non-external _op_cmpl
00000001d6b9fea4 (__TEXT,__text) non-external _op_div
00000001d6b9fe34 (__TEXT,__text) non-external _op_eq
00000001d6b9fe58 (__TEXT,__text) non-external _op_ge
00000001d6b9fe4c (__TEXT,__text) non-external _op_gt
00000001d6b9fe70 (__TEXT,__text) non-external _op_le
00000001d6b9fe0c (__TEXT,__text) non-external _op_logand
00000001d6b9fdfc (__TEXT,__text) non-external _op_logor
00000001d6b9fe64 (__TEXT,__text) non-external _op_lt
00000001d6b9feb8 (__TEXT,__text) non-external _op_mod
00000001d6b9fe9c (__TEXT,__text) non-external _op_mul
00000001d6b9fe40 (__TEXT,__text) non-external _op_ne
00000001d6b9fed4 (__TEXT,__text) non-external _op_neg
00000001d6b9fee4 (__TEXT,__text) non-external _op_not
00000001d6b9fe1c (__TEXT,__text) non-external _op_or
00000001d6b9fed0 (__TEXT,__text) non-external _op_pos
00000001d6b9fe7c (__TEXT,__text) non-external _op_shl
00000001d6b9fe84 (__TEXT,__text) non-external _op_shr
00000001d6b9fe94 (__TEXT,__text) non-external _op_sub
00000001d6b9fe24 (__TEXT,__text) non-external _op_xor
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
00000001d6b85b7c (__TEXT,__text) non-external _outputForInput
00000001d6b74140 (__TEXT,__text) non-external _packInto
00000001d6b8d17c (__TEXT,__text) non-external _parseInterpolationQualifiers
00000001d6b8cfcc (__TEXT,__text) non-external _parseLayout
00000001d6b4da98 (__TEXT,__text) non-external _phase1ProcessFunctionPrototype
00000001d6b4d824 (__TEXT,__text) non-external _phase1ProcessVariableDeclaration
00000001d6bc8714 (__TEXT,__text) non-external (was a private external) _phase2AddDef
00000001d6bc88dc (__TEXT,__text) non-external _phase2Process
00000001d6bc8c60 (__TEXT,__text) non-external _phase2ProcessConstant
00000001d6bc8d3c (__TEXT,__text) non-external _phase2ProcessFunctionPrototype
00000001d6bc8dd8 (__TEXT,__text) non-external _phase2ProcessInterfaceBlock
00000001d6bc9250 (__TEXT,__text) non-external _phase2ProcessLValue
00000001d6bc8cd0 (__TEXT,__text) non-external _phase2ProcessParameterDeclaration
00000001d6bc8e88 (__TEXT,__text) non-external _phase2ProcessRawCall
00000001d6bc9024 (__TEXT,__text) non-external _phase2ProcessSubroutineRawCall
00000001d6bc9724 (__TEXT,__text) non-external _phase2ProcessSubroutineUniform
00000001d6bc8d84 (__TEXT,__text) non-external _phase2ProcessVariableDeclaration
00000001d6b4c61c (__TEXT,__text) non-external _poolAlloc
00000001e7d1ee58 (__DATA,__bss) non-external _poolAllocators
00000001d6b4c6b0 (__TEXT,__text) non-external _poolFree
00000001d6b4c6a8 (__TEXT,__text) non-external _poolRealloc
00000001d6c17c50 (__TEXT,__const) non-external _pow_10.down
00000001d6c17b50 (__TEXT,__const) non-external _pow_10.up
                 (undefined) external _powf (from libSystem)
00000001e4e36d80 (__DATA_CONST,__const) non-external (was a private external) _ppstreamOpString
00000001d6b51578 (__TEXT,__text) non-external _primitiveTypeOfDeref
                 (undefined) external _printf (from libSystem)
00000001d6b8593c (__TEXT,__text) non-external _propagateCopyBindings
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00000001d6b93424 (__TEXT,__text) non-external (was a private external) _pushdownPrecisionInternal
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_b (from libSystem)
00000001d6b8d7ac (__TEXT,__text) non-external _qualifierContextToString
00000001d6b8c51c (__TEXT,__text) non-external _qualifierMaskToSAFlags
00000001d6b8d33c (__TEXT,__text) non-external _qualifierMaskToStringBuffer
00000001d6b9fef0 (__TEXT,__text) non-external (was a private external) _readCPPline
00000001d6b4c890 (__TEXT,__text) non-external _readTOC
00000001d6bb70dc (__TEXT,__text) non-external (was a private external) _real_serialize_GLPValue
                 (undefined) external _realloc (from libSystem)
00000001d6bf4e50 (__TEXT,__text) non-external _regEqualsFunction
00000001d6bf4e48 (__TEXT,__text) non-external _regHashFunction
00000001d6ba5638 (__TEXT,__text) non-external _reget_token
00000001d6b86f80 (__TEXT,__text) non-external _remap
00000001d6c18e74 (__TEXT,__const) non-external (was a private external) _remapSlotToCode
00000001d6beabcc (__TEXT,__text) non-external _renumberTargets
                 (undefined) external _round (from libSystem)
                 (undefined) external _roundf (from libSystem)
00000001d6b8b830 (__TEXT,__text) non-external _saInliningNodeReplacement
00000001d6ba54f4 (__TEXT,__text) non-external _scan_token
00000001d6bc1b94 (__TEXT,__text) non-external _serializeASTFields
00000001d6bbbfbc (__TEXT,__text) non-external _serializeAssignFields
00000001d6bbf038 (__TEXT,__text) non-external _serializeBlockFields
00000001d6bc2a9c (__TEXT,__text) non-external _serializeCallFields
00000001d6bbf488 (__TEXT,__text) non-external _serializeCaseStatementFields
00000001d6bbc14c (__TEXT,__text) non-external _serializeCommaExprFields
00000001d6bbbc2c (__TEXT,__text) non-external _serializeConstantFields
00000001d6bbf564 (__TEXT,__text) non-external _serializeDefaultStatementFields
00000001d6bbbe04 (__TEXT,__text) non-external _serializeEqualFields
00000001d6bbbca0 (__TEXT,__text) non-external _serializeFieldAccessFields
00000001d6bbd660 (__TEXT,__text) non-external _serializeFieldDeclarationFields
00000001d6bbbcf4 (__TEXT,__text) non-external _serializeFunctionCallFields
00000001d6bbc604 (__TEXT,__text) non-external _serializeFunctionPrototypeFields
00000001d6bbeb4c (__TEXT,__text) non-external _serializeGlobalTypeQualifierFields
00000001d6bc0978 (__TEXT,__text) non-external _serializeIBPartialDerefFields
00000001d6bbd708 (__TEXT,__text) non-external _serializeInterfaceBlockFields
00000001d6bbdc9c (__TEXT,__text) non-external _serializeKeywordQualifierFields
00000001d6bc0598 (__TEXT,__text) non-external _serializeLValueFields
00000001d6bbeb94 (__TEXT,__text) non-external _serializeLayoutPairFields
00000001d6bbe048 (__TEXT,__text) non-external _serializeLayoutQualifierFields
00000001d6bbd8f0 (__TEXT,__text) non-external _serializeLayoutTypeFields
00000001d6bbbdb0 (__TEXT,__text) non-external _serializeMethodCallFields
00000001d6bbbee0 (__TEXT,__text) non-external _serializeNotEqualFields
00000001d6bbfae4 (__TEXT,__text) non-external _serializeOffsetFields
00000001d6bbc098 (__TEXT,__text) non-external _serializeOpAssignFields
00000001d6bc09c0 (__TEXT,__text) non-external _serializePPStreamOpFields
00000001d6bbc59c (__TEXT,__text) non-external _serializeParameterDeclarationFields
00000001d6bbd2b4 (__TEXT,__text) non-external _serializePrimitiveTypeFields
00000001d6bbceb4 (__TEXT,__text) non-external _serializeQualifiedDeclarationFields
00000001d6bbcf08 (__TEXT,__text) non-external _serializeQualifiedDeclarationGroupFields
00000001d6bbe7a0 (__TEXT,__text) non-external _serializeQualifierListFields
00000001d6bbfa34 (__TEXT,__text) non-external _serializeRawCallFields
00000001d6bbc0bc (__TEXT,__text) non-external _serializeReadInputFields
00000001d6bbf640 (__TEXT,__text) non-external _serializeReturnStatementFields
00000001d6bbd6b4 (__TEXT,__text) non-external _serializeStructTypeFields
00000001d6bc2e48 (__TEXT,__text) non-external _serializeStructureFields
00000001d6bbbd5c (__TEXT,__text) non-external _serializeSubroutineArrayCallFields
00000001d6bbfa9c (__TEXT,__text) non-external _serializeSubroutineRawCallFields
00000001d6bbe3f4 (__TEXT,__text) non-external _serializeSubroutineTypeListFields
00000001d6bc1b4c (__TEXT,__text) non-external _serializeSubroutineUniformFields
00000001d6bbf688 (__TEXT,__text) non-external _serializeTopLevelFields
00000001d6bbb394 (__TEXT,__text) non-external _serializeTypeConversionFields
00000001d6bbbbd8 (__TEXT,__text) non-external _serializeTypeIdentifierFields
00000001d6bbc9e4 (__TEXT,__text) non-external _serializeVariableDeclarationFields
00000001d6bbcb08 (__TEXT,__text) non-external _serializeVariableDeclarationGroupFields
00000001d6bbbb84 (__TEXT,__text) non-external _serializeVariableIdentifierFields
00000001d6bbc104 (__TEXT,__text) non-external _serializeWriteOutputFields
00000001d6bb8068 (__TEXT,__text) non-external _serialize_GLPASTNode
00000001d6bbac6c (__TEXT,__text) non-external _serialize_GLPBufferObject
00000001d6bb5df0 (__TEXT,__text) non-external _serialize_GLPFunctionObject
00000001d6bba348 (__TEXT,__text) non-external _serialize_GLPInterfaceBlockObject
00000001d6bb5d94 (__TEXT,__text) non-external _serialize_GLPLayoutObject
00000001d6bb88b4 (__TEXT,__text) non-external _serialize_GLPLayoutPair
00000001d6b941c4 (__TEXT,__text) non-external (was a private external) _serialize_GLPString
00000001d6bc31f4 (__TEXT,__text) non-external _serialize_GLPSubroutineUniformObject
00000001d6bb3384 (__TEXT,__text) non-external (was a private external) _serialize_GLPType
00000001d6bb9364 (__TEXT,__text) non-external _serialize_GLPVariableObject
00000001d6b93c6c (__TEXT,__text) non-external (was a private external) _serialize_pointer
00000001d6b515e0 (__TEXT,__text) non-external _setArrayUsed
                 (undefined) external _setjmp (from libSystem)
00000001d6ba3e2c (__TEXT,__text) non-external _simple_str_getch
00000001d6ba3f3c (__TEXT,__text) non-external _simple_str_ungetch
                 (undefined) external _sinf (from libSystem)
                 (undefined) external _sinhf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _snprintf_l (from libSystem)
                 (undefined) external _sprintf_l (from libSystem)
                 (undefined) external _sqrt (from libSystem)
                 (undefined) external _sqrtf (from libSystem)
00000001d6b4c2b0 (__TEXT,__text) non-external _std140ArrayStrideForElementType
00000001d6b4c280 (__TEXT,__text) non-external _std140MatrixStride
00000001d6b4c2d4 (__TEXT,__text) non-external _std140MinimumStructAlignment
00000001d6b4c3c8 (__TEXT,__text) non-external _std140PrimitiveTypeAlign
00000001d6b4c2dc (__TEXT,__text) non-external _std140PrimitiveTypeSize
00000001d6b4c2d0 (__TEXT,__text) non-external _std140SizeToBytes
00000001d6b4c1d4 (__TEXT,__text) non-external _std140TypeAlign
00000001d6b4c0dc (__TEXT,__text) non-external _std140TypeSize
00000001d6ba39f0 (__TEXT,__text) non-external _str_getch
00000001d6ba3b1c (__TEXT,__text) non-external _str_ungetch
                 (undefined) external _strcat (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strndup (from libSystem)
                 (undefined) external _strtod_l (from libSystem)
                 (undefined) external _strtof_l (from libSystem)
                 (undefined) external _strtol_l (from libSystem)
                 (undefined) external _strtoll_l (from libSystem)
                 (undefined) external _strtoul_l (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _tanf (from libSystem)
                 (undefined) external _tanhf (from libSystem)
00000001d6ba40e4 (__TEXT,__text) non-external _token_pasted_str_getch
00000001d6ba402c (__TEXT,__text) non-external _token_pasted_str_scan
00000001d6ba41ac (__TEXT,__text) non-external _token_pasted_str_ungetch
00000001e4e348a8 (__DATA_CONST,__const) non-external _tokens
00000001d6b96d98 (__TEXT,__text) non-external _topLevelLookUpGLPBindingTypeFromStringHash
00000001d6b85d04 (__TEXT,__text) non-external _topLevelLookUpObjectTypeFromStringHash
00000001d6b96644 (__TEXT,__text) non-external _topLevelLookUpUniformBindingTypeFromStringHash
00000001d6bcd298 (__TEXT,__text) non-external _transformKids
                 (undefined) external _trunc (from libSystem)
                 (undefined) external _truncf (from libSystem)
00000001d6b95ea4 (__TEXT,__text) non-external _typeFromGLPBinding
00000001d6b97214 (__TEXT,__text) non-external _typeFromGLPUniformBinding
00000001d6b96e44 (__TEXT,__text) non-external _typeFromGLPUniformBlockBinding
00000001d6b73ff8 (__TEXT,__text) non-external _uniqueComponentCount
