00000001acf13974 (__TEXT,__text) non-external +[AMFI isAvailable]
00000001acf23260 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$numberWithUnsignedLongLong:
00000001acf23280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectAtIndexedSubscript:
00000001acf232a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectForKey:
00000001acf232c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectForKeyedSubscript:
00000001acf232e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectID
00000001acf23300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$path
00000001acf23320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$pathComponents
00000001acf23340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$pathExtension
00000001acf23360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$performGatekeeperScan:withScanOptions:withShouldOverridePolicy:withPolicy:withProgressHandler:error:
00000001acf23380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$performGatekeeperScan:withScanOptions:withShouldOverridePolicy:withPolicy:withUserID:withProgress:withReply:
00000001acf233a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$performMigrationScan
00000001acf233c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$preflightBinary:withPlatform:error:
00000001acf233e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$redactedDescription
00000001acf23400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$reloadIfNecessary
00000001acf23420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeItemAtURL:error:
00000001acf23440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeMDMPayload:withContext:withReply:
00000001acf23460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$reportEvent:withData:withReply:
00000001acf23480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$reportMalwareBlock:withPath:withReply:
00000001acf234a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$requestKernelExtensionApprovals:withReply:
00000001acf234c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$responsiblePath
00000001acf234e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$resume
00000001acf23500 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$reverseObjectEnumerator
00000001acf23520 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$rootID
00000001acf23540 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$sendBundleProtectionMetricFromTCC:withPID:withReply:
00000001acf23560 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$sendShellFallbackExecutionMetric:withReply:
00000001acf23580 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$set
00000001acf235a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setApprovalRequiresAdministrator:withReply:
00000001acf235c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setBlockedSoftwareOverride:isEnabled:withReply:
00000001acf235e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setBundleID:
00000001acf23600 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setCdhash:
00000001acf23620 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setCheckValidity:
00000001acf23640 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setClasses:forSelector:argumentIndex:ofReply:
00000001acf23660 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setDeveloperModeEnabled:withReply:
00000001acf23680 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setExportedInterface:
00000001acf236a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setExportedObject:
00000001acf236c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setFlags:
00000001acf236e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setGatekeeperInsightEnabled:error:
00000001acf23700 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setGatekeeperInsightEnabled:withReply:
00000001acf23720 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setGatekeeperPolicy:withReply:
00000001acf23740 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setIdentifier:
00000001acf23760 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setObject:forKey:
00000001acf23780 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setObject:forKeyedSubscript:
00000001acf237a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setProgressHandler:
00000001acf237c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setRemoteObjectInterface:
00000001acf237e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setResourceValue:forKey:error:
00000001acf23800 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setRootID:
00000001acf23820 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setSigningID:
00000001acf23840 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setStrictGatekeeperEnabled:forDomain:withReply:
00000001acf23860 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setTeamID:
00000001acf23880 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setUniqueID:
00000001acf238a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setUrl:
00000001acf238c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setUserApprovalAllowed:withReply:
00000001acf238e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setWithArray:
00000001acf23900 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setWithObjects:
00000001acf23920 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setupFSStream
00000001acf23940 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$sharedLookupContext
00000001acf23960 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$showGatekeeperPreflightError:forApp:forUser:withReply:
00000001acf23980 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$showXProtectBlockedPrompt:forUser:withReply:
00000001acf239a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$signingID
00000001acf239c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$signingInfo
00000001acf239e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$signposts
00000001acf23a00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$skipDescendants
00000001acf23a20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stageSampleAt:forTasking:withReply:
00000001acf23a40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$staticCodeRef
00000001acf23a60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithCString:
00000001acf23a80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithCapacity:
00000001acf23aa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithFormat:
00000001acf23ac0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithUTF8String:
00000001acf23ae0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$subarrayWithRange:
00000001acf23b00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$substringFromIndex:
00000001acf23b20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$substringToIndex:
00000001acf23b40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$synchronousRemoteObjectProxyWithErrorHandler:
00000001acf23b60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$teamID
00000001acf23b80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$teamIdentifierIsAllowed:withReply:
00000001acf23ba0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$timeIntervalSince1970
00000001acf23bc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$timestamp
00000001acf23be0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$trashedURL
00000001acf23c00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerKernelCollectionRebuildFlow:withKernelExtensions:withReply:
00000001acf23c20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerKernelCollectionRebuildForMDM:withContext:withReply:
00000001acf23c40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerPanicMedic:
00000001acf23c60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerRecoveryJumpToSecurityStartupUtility:
00000001acf23c80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:afterPreInstallScript:error:
00000001acf23ca0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:afterPreInstallScript:withReply:
00000001acf23cc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:error:
00000001acf23ce0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$uniqueID
00000001acf23d00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unlock
00000001acf23d20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unsignedIntegerValue
00000001acf23d40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unsignedLongLongValue
00000001acf23d60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unsignedShortValue
00000001acf23d80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$updateLastUsedTimes:withReply:
00000001acf23da0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$updatePolicyItems:withContext:withReply:
00000001acf23dc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$url
00000001acf23de0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$urlHasGatekeeperException:withReply:
00000001acf23e00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$valueForEntitlement:
00000001acf23e20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$version
00000001acf23e40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$volumeRequiresGatekeeperMigration:
00000001acf23e60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$volumeRequiresKernelExtensionMigration:
00000001acf23e80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$volumeUUID
00000001acf23ea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$wrappedAppURL:
00000001acf23ec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$writeToURL:error:
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
                 (undefined) external _objc_storeWeak (from libobjc)
00000001acf12e08 (__TEXT,__text) external _opaqueSignCode
00000001acf16c48 (__TEXT,__text) non-external _opaqueSignCode.cold.1
00000001acf16c8c (__TEXT,__text) non-external _opaqueSignCode.cold.2
00000001acf16cd0 (__TEXT,__text) non-external _opaqueSignCode.cold.3
00000001acf16d14 (__TEXT,__text) non-external _opaqueSignCode.cold.4
00000001acf16d58 (__TEXT,__text) non-external _opaqueSignCode.cold.5
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_signpost_id_generate (from libSystem)
                 (undefined) external _os_variant_allows_internal_security_policies (from libSystem)
                 (undefined) external _os_variant_is_darwinos (from libSystem)
                 (undefined) external _read (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
00000001acf08984 (__TEXT,__text) external _removePrefixPath
00000001acf15e08 (__TEXT,__text) non-external _removePrefixPath.cold.1
00000001acf15e5c (__TEXT,__text) non-external _removePrefixPath.cold.2
00000001eb1139a0 (__DATA,__data) external _sSystemPolicySubsystem
00000001eb113b50 (__DATA,__bss) non-external _sVerboseLogging
00000001eb113b30 (__DATA,__bss) non-external _sampling.sLog
00000001eb113b28 (__DATA,__bss) non-external _sampling.sLogInit
00000001acf03164 (__TEXT,__text) external _scanForBundledKernelExtensions
00000001acf02c90 (__TEXT,__text) external _scanForBundles
00000001acf030c4 (__TEXT,__text) external _scanForKernelExtensions
00000001acf03dd0 (__TEXT,__text) external _setQuarantineFlagsForURL
00000001acf15420 (__TEXT,__text) non-external _setQuarantineFlagsForURL.cold.1
00000001acf15488 (__TEXT,__text) non-external _setQuarantineFlagsForURL.cold.2
00000001acf154fc (__TEXT,__text) non-external _setQuarantineFlagsForURL.cold.3
00000001acf0b408 (__TEXT,__text) external _shouldFilterOutScanTarget
00000001eb113b20 (__DATA,__bss) non-external _signposts.sLog
00000001eb113b18 (__DATA,__bss) non-external _signposts.sLogInit
