
/System/Library/PrivateFrameworks/AssistantServices.framework/Versions/Current/Support/assistantd (for architecture x86_64):
00000001002edc8c (__TEXT,__text) external _ADAMOSIdentifierCreate
00000001006308b0 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAudioSessionCoordinationMessageKeepAudioSessionAliveRequest
000000010062ebf0 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAudioSessionCoordinationMessageKeepAudioSessionAliveResponse
0000000100632408 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAudioSessionCoordinator
00000001006310a8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADAuthenticator
0000000100631058 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADBackgroundContextCache
0000000100631e68 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADBaseService
0000000100633268 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADBluetoothManager
0000000100633448 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADBluetoothWirelessSplitterSessionObserver
000000010062e8a8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADBuddyMonitor
00000001006324a8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADBundleService
000000010062d520 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADCalendarTransformer
000000010062e218 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADCallObserver
0000000100631c38 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADCallStateContextProvider
000000010062f5c8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADCarPlayAnnouncementRequestCapabilityProvider
0000000100632e08 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADClientConnection
000000010062f550 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADClientLite
000000010062f528 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADClientLiteListener
000000010062f578 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADClientLiteWorkItem
0000000100633628 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADClockService
00000001006332b8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADCloudKitAccountStatusDataStore
000000010062e5d8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADCloudKitAccountStatusMirroredStore
000000010062fed8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADCloudKitCapabilitiesDataStore
0000000100630068 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADCloudKitCapabilitiesRecordBuilder
000000010062ff28 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADCloudKitDeviceCapabilitiesDataStore
000000010062ffa0 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADCloudKitIntentsCapabilitiesDataStore
0000000100632a48 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADCloudKitKeyValueDataStore
000000010062f988 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADCloudKitKeyValueMirroredStore
000000010062d5e8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADCloudKitManager
000000010062e948 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADCloudKitMirroredContainer
000000010062f438 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADCloudKitMultiUserSharedDataStore
000000010062fca8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADCloudKitRecordZoneInfo
000000010062e808 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADCloudKitRetryManager
000000010062e858 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADCloudKitShareAcceptanceParameters
0000000100630d38 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADCloudKitSharedZoneUpdater
000000010062ec68 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADCloudKitShareeOperations
0000000100633498 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADCloudKitVoiceTriggerDataStore
000000010062fac8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADCloudKitZoneShareCreator
000000010062f870 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADCloudResponseHandler
00000001006302e8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADCommandCenter
0000000100630270 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADCommandCenterCurrentRequest
00000001006338f8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADCommandExecutionContext
0000000100632228 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADCommunalDeviceUser
0000000100630798 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADCommunalDeviceUserAttributes
0000000100631198 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADCompanionRoutingPhoneService
000000010062d3b8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADCompanionRoutingService
000000010062e268 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADContextManager
00000001006336f0 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADCoreAnalyticsSideChannel
0000000100631dc8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADCoreBluetoothDevice
0000000100631e18 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADCoreBluetoothManager
000000010062d688 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADCoreSpeechService
000000010062df98 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDaemon
000000010062cb98 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDailyDeviceStatusActivity
0000000100631508 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDeleteSyncDataService
000000010062fc58 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDeviceAuthenticationSessionV0
000000010062ca08 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDeviceAuthenticationSessionV1
000000010062f7f8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDeviceCircleManager
000000010062f730 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDeviceCirclePeerData
000000010062e538 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDeviceContextConnection
000000010062f780 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDeviceCountAndTimestamp
0000000100630108 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDeviceProximityManager
0000000100632318 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDeviceResolutionServiceListener
000000010062cf08 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDeviceRouter
00000001006309f0 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDeviceRouterResult
00000001006336a0 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDeviceSyncCommandPullDeltaRequest
000000010062dd40 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDeviceSyncCommandPullDeltaResponse
000000010062d890 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDeviceSyncCommandPullGenerationsRequest
0000000100633880 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDeviceSyncCommandPullGenerationsResponse
000000010062cda0 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDeviceSyncCommandPullSnapshotRequest
0000000100631b70 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDeviceSyncCommandPullSnapshotResponse
00000001006306d0 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDeviceSyncCommandPushGenerationsRequest
000000010062f1e0 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDeviceSyncCommandPushGenerationsResponse
000000010062eb28 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDeviceSyncCoordinator
00000001006317b0 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDeviceSyncIncrementalChange
0000000100632b60 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDeviceSyncItem
000000010062cb20 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDeviceSyncMessage
00000001006319b8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDeviceSyncMessageSender
000000010062e3f8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDeviceSyncMessageSendingContext
000000010062d7c8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDeviceSyncMessagingServiceRapport
000000010062ed08 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDeviceSyncSession
000000010062d200 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDeviceSyncSnapshot
0000000100632570 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDeviceSyncTimerConsumer
00000001006322c8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDeviceSyncTimerProvider
000000010062ead8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDiagnosticsManager
0000000100632e58 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDictationConnection
000000010062d368 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDictationOfflineStatusObserver
0000000100631378 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDictationOnDeviceSampling
000000010062e178 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDictationSession
000000010062fe88 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDictationSessionTracker
000000010062d598 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDisplayScaleContextCollector
000000010062e308 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADDomainObjectCache
0000000100630248 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADExperimentManager
000000010062f668 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADExtensionService
0000000100630360 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADExternalNotificationInstrumentationEmitter
0000000100632f98 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADExternalNotificationRequestHandler
000000010062f398 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADExternalNotificationRequestQueue
000000010062e9e8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADExternalRequestListener
00000001006333f8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADFMDMonitor
0000000100632638 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADFMIPListener
0000000100630ab8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADFanInfo
0000000100630a90 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADFanInfoManager
0000000100632048 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADFauxUIService
000000010062f028 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADFlowServiceListener
0000000100631aa8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADGenericIntentRequestHandler
000000010062f050 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADGenericIntentRequestTransformer
000000010062d700 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADGenericIntentResponseTransformer
0000000100631a80 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADGenericIntentService
000000010062d980 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADGreenTeaLogger
0000000100633380 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADHeadphonesAnnouncementRequestCapabilityProvider
000000010062d4d0 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADHealthTransformer
0000000100633308 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADHomeAccessorySiriDataSharingLogger
00000001006320e8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADHomeAnnouncementContextAdaptor
000000010062de58 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADHomeAnnouncementContextProvider
0000000100632cc8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADHomeAnnouncementService
0000000100630518 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADHomeInfo
0000000100630478 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADHomeInfoManager
0000000100632688 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADHomeKitService
0000000100630978 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADInstrumentationResolver
0000000100632c78 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADIntentVocabularyUpdateConnection
0000000100630fb8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADIntentsUserActivityManager
000000010062fde8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADLocalContextStore
00000001006318c8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADLocalMeCardStore
000000010062f2f8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADLocalRequestProvider
000000010062fcf8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADLocationManager
0000000100631828 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADMUXCompanionSyncTokenContainer
000000010062dc50 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADMUXReverseSyncInstrumentationUtil
0000000100631a08 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADMUXSyncTokenManager
00000001006315a8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADMacBluetoothDevice
000000010062d930 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADMailTransformer
000000010062fbb8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADManagedObjectService
0000000100631440 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADManagedStorageConnection
000000010062e380 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADMapsTransformer
000000010062f348 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADMediaPlaybackContextProvider
000000010062fe38 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADMediaRemoteService
000000010062ec90 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADMessagesTransformer
0000000100630bf8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADMissingReferencesContext
000000010062d048 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADMockServer
0000000100632db8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADMotionManager
0000000100631d28 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADMultiUserService
00000001006335d8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADMultiUserStateContextProvider
0000000100631fa8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADMultiUserTestSupport
0000000100632138 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADMyriadService
00000001006314b8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADMyriadSettingsManager
00000001006337b8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADNotificationManager
0000000100633768 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADNotificationOrderedDictionary
00000001006328b8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADNotifyAndPushContextCollector
0000000100632bb0 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADOTTRequestTransformer
0000000100630b58 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADOfflineMetricsManager
0000000100631558 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADOfflineMetricsMap
0000000100631af8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADOpportuneSpeakingModule
000000010062df48 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADOpportuneSpeakingModuleEdgeDetector
000000010062d318 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADOpportuneSpeakingMovingAverageBuffer
00000001006305b8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADOpportuneSpeakingStateManager
000000010062ee48 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADOpportuneSpeakingVoiceActivityModel
000000010062f2a8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADPassthroughEndpointer
000000010062f938 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADPeerCloudService
000000010062caa8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADPeerConnection
000000010062e7b8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADPeerConnectionProvider
00000001006334e8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADPeerInfo
000000010062e718 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADPeerLocationConnection
0000000100631008 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADPeerLocationPolicy
000000010062e588 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADPeerLocationRemote
000000010062f8c0 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADPeerResponse
000000010062ceb8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADPeerStreamConnection
0000000100631c88 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADPostSiriEngagementService
0000000100631738 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADPreferences
00000001006304c8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADPreferredMediaUserInfo
0000000100632818 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADPushContextListener
0000000100632868 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADPushContextReceiver
0000000100632ac0 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADQueueMonitor
0000000100632548 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADRadarManager
000000010062faf0 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADRadarManagerDraft
000000010062d2a0 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADRapportLink
0000000100630180 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADRapportLinkConfiguration
000000010062e6a0 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADRapportLinkDiscoveryOptions
000000010062c940 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADRapportLinkTransportOptions
0000000100633060 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADRapportProximityObservation
000000010062f9d8 (__DATA,__objc_data) external _OBJC_METACLASS_$_ADRemoraLanguageCache
