00007ffa17af1a80 (__TEXT,__text) external _ARMCompilationCallback
00007ffa416d9950 (__DATA_CONST,__const) external __ZTIN4llvm12MCSymbolizerE
00007ffa4382a030 (__DATA,__const_weak) external __ZTIN4llvm12MCTargetExprE
00007ffa416dc9a8 (__DATA_CONST,__const) external __ZTIN4llvm12MemoryBufferE
00007ffa416dca88 (__DATA_CONST,__const) external __ZTIN4llvm12MemoryObjectE
00007ffa415fdf98 (__DATA_CONST,__const) external __ZTIN4llvm12ObjectBufferE
00007ffa416a5680 (__DATA_CONST,__const) external __ZTIN4llvm12PtrToIntInstE
00007ffa41691ed8 (__DATA_CONST,__const) external __ZTIN4llvm12RegAllocBaseE
00007ffa4168d228 (__DATA_CONST,__const) external __ZTIN4llvm12SelectionDAG17DAGUpdateListenerE
00007ffa415ffb78 (__DATA_CONST,__const) external __ZTIN4llvm12X86InstrInfoE
00007ffa41601e18 (__DATA_CONST,__const) external __ZTIN4llvm12X86SubtargetE
00007ffa415fcd88 (__DATA_CONST,__const) non-external __ZTIN4llvm12_GLOBAL__N_119ConstantPlaceHolderE
00007ffa41686c08 (__DATA_CONST,__const) non-external (was a private external) __ZTIN4llvm13ARMAsmPrinterE
00007ffa41697cf0 (__DATA_CONST,__const) external __ZTIN4llvm13AliasAnalysisE
00007ffa416a5518 (__DATA_CONST,__const) external __ZTIN4llvm13AtomicRMWInstE
00007ffa43829730 (__DATA,__const_weak) external __ZTIN4llvm13AttributeImplE
00007ffa415fcd30 (__DATA_CONST,__const) external __ZTIN4llvm13BitcodeReaderE
00007ffa4169be58 (__DATA_CONST,__const) external __ZTIN4llvm13ConstantArrayE
00007ffa43829870 (__DATA,__const_weak) weak external __ZTIN4llvm13DominatorBaseINS_10BasicBlockEEE
00007ffa43828508 (__DATA,__const_weak) weak external __ZTIN4llvm13DominatorBaseINS_17MachineBasicBlockEEE
00007ffa43825c18 (__DATA,__const_weak) weak external __ZTIN4llvm13DominatorTreeE
00007ffa4168e0b8 (__DATA_CONST,__const) external __ZTIN4llvm13DwarfTypeUnitE
00007ffa416a5c80 (__DATA_CONST,__const) external __ZTIN4llvm13FPPassManagerE
00007ffa41697a08 (__DATA_CONST,__const) external __ZTIN4llvm13FindUsedTypesE
00007ffa416a6748 (__DATA_CONST,__const) external __ZTIN4llvm13ImmutablePassE
00007ffa41699df8 (__DATA_CONST,__const) external __ZTIN4llvm13LPPassManagerE
00007ffa41699890 (__DATA_CONST,__const) external __ZTIN4llvm13LazyValueInfoE
00007ffa4168f8b0 (__DATA_CONST,__const) external __ZTIN4llvm13LiveIntervalsE
00007ffa4168f910 (__DATA_CONST,__const) external __ZTIN4llvm13LiveRangeEdit8DelegateE
00007ffa4168f950 (__DATA_CONST,__const) external __ZTIN4llvm13LiveRangeEditE
00007ffa4168fa20 (__DATA_CONST,__const) external __ZTIN4llvm13LiveRegMatrixE
00007ffa4168fbb0 (__DATA_CONST,__const) external __ZTIN4llvm13LiveVariablesE
00007ffa416d6f68 (__DATA_CONST,__const) external __ZTIN4llvm13MCAsmInfoCOFFE
00007ffa416d7a78 (__DATA_CONST,__const) external __ZTIN4llvm13MCCodeEmitterE
00007ffa416d7e28 (__DATA_CONST,__const) external __ZTIN4llvm13MCELFStreamerE
00007ffa416d8248 (__DATA_CONST,__const) external __ZTIN4llvm13MCInstPrinterE
00007ffa416d7878 (__DATA_CONST,__const) external __ZTIN4llvm13MCLEBFragmentE
00007ffa416d7810 (__DATA_CONST,__const) external __ZTIN4llvm13MCOrgFragmentE
00007ffa416d9258 (__DATA_CONST,__const) external __ZTIN4llvm13MCSectionCOFFE
00007ffa416a64f8 (__DATA_CONST,__const) external __ZTIN4llvm13MDNodeOperandE
00007ffa416a5b80 (__DATA_CONST,__const) external __ZTIN4llvm13PMDataManagerE
00007ffa4169a620 (__DATA_CONST,__const) external __ZTIN4llvm13RGPassManagerE
00007ffa41690e28 (__DATA_CONST,__const) external __ZTIN4llvm13ScheduleDAGMIE
00007ffa416db430 (__DATA_CONST,__const) external __ZTIN4llvm13SlabAllocatorE
00007ffa4169b3e0 (__DATA_CONST,__const) external __ZTIN4llvm13TargetJITInfoE
00007ffa4169b610 (__DATA_CONST,__const) external __ZTIN4llvm13TargetMachineE
00007ffa415fe450 (__DATA_CONST,__const) non-external (was a private external) __ZTIN4llvm13X86AsmPrinterE
00007ffa41659ef0 (__DATA_CONST,__const) external __ZTIN4llvm14ARM64InstrInfoE
00007ffa4165b410 (__DATA_CONST,__const) external __ZTIN4llvm14ARM64SubtargetE
00007ffa416d6a98 (__DATA_CONST,__const) external __ZTIN4llvm14ARMInstPrinterE
00007ffa41691ac8 (__DATA_CONST,__const) external __ZTIN4llvm14AntiDepBreakerE
00007ffa4169b6f0 (__DATA_CONST,__const) external __ZTIN4llvm14AssemblyWriterE
00007ffa416a68c8 (__DATA_CONST,__const) external __ZTIN4llvm14BasicBlockPassE
00007ffa416a5590 (__DATA_CONST,__const) external __ZTIN4llvm14BinaryOperatorE
00007ffa416987f8 (__DATA_CONST,__const) external __ZTIN4llvm14CaptureTrackerE
00007ffa4169be70 (__DATA_CONST,__const) external __ZTIN4llvm14ConstantStructE
00007ffa4169be88 (__DATA_CONST,__const) external __ZTIN4llvm14ConstantVectorE
00007ffa416dbde8 (__DATA_CONST,__const) external __ZTIN4llvm14DeltaAlgorithmE
00007ffa438297c8 (__DATA,__const_weak) weak external __ZTIN4llvm14DiagnosticInfoE
00007ffa4168dfe8 (__DATA_CONST,__const) external __ZTIN4llvm14DwarfExceptionE
00007ffa43829610 (__DATA,__const_weak) weak external __ZTIN4llvm14FoldingSetImpl4NodeE
00007ffa416dc808 (__DATA_CONST,__const) external __ZTIN4llvm14FoldingSetImplE
00007ffa41698ab8 (__DATA_CONST,__const) external __ZTIN4llvm14FullDependenceE
00007ffa416a42d8 (__DATA_CONST,__const) external __ZTIN4llvm14GVMaterializerE
00007ffa43829aa0 (__DATA,__const_weak) external __ZTIN4llvm14GlobalVariableE
00007ffa416a56f8 (__DATA_CONST,__const) external __ZTIN4llvm14IndirectBrInstE
00007ffa4168f5c0 (__DATA_CONST,__const) external __ZTIN4llvm14JITCodeEmitterE
00007ffa416a5440 (__DATA_CONST,__const) external __ZTIN4llvm14LandingPadInstE
00007ffa416d75b8 (__DATA_CONST,__const) external __ZTIN4llvm14MCDataFragmentE
00007ffa416d7ab0 (__DATA_CONST,__const) external __ZTIN4llvm14MCDisassemblerE
00007ffa416d77a8 (__DATA_CONST,__const) external __ZTIN4llvm14MCFillFragmentE
00007ffa416d8e28 (__DATA_CONST,__const) external __ZTIN4llvm14MCObjectWriterE
00007ffa43828bc8 (__DATA,__const_weak) weak external __ZTIN4llvm14MCRegisterInfoE
00007ffa416d95b0 (__DATA_CONST,__const) external __ZTIN4llvm14MCSectionMachOE
00007ffa43829e40 (__DATA,__const_weak) external __ZTIN4llvm14PassNameParserE
00007ffa415fd2f8 (__DATA_CONST,__const) external __ZTIN4llvm14RuntimeDyldELFE
00007ffa41692a30 (__DATA_CONST,__const) external __ZTIN4llvm14SpillPlacementE
00007ffa41692e00 (__DATA_CONST,__const) external __ZTIN4llvm14StackProtectorE
00007ffa4168d788 (__DATA_CONST,__const) external __ZTIN4llvm14TargetLoweringE
00007ffa416a51a0 (__DATA_CONST,__const) external __ZTIN4llvm14TerminatorInstE
00007ffa4168e1b8 (__DATA_CONST,__const) external __ZTIN4llvm14Win64ExceptionE
00007ffa416de3e0 (__DATA_CONST,__const) external __ZTIN4llvm14error_categoryE
00007ffa4382a118 (__DATA,__const_weak) weak external __ZTIN4llvm14format_object1IdEE
00007ffa4382aa80 (__DATA,__const_weak) weak external __ZTIN4llvm14format_object1IfEE
00007ffa43829fa8 (__DATA,__const_weak) weak external __ZTIN4llvm14format_object1IhEE
00007ffa438299c0 (__DATA,__const_weak) weak external __ZTIN4llvm14format_object1IjEE
00007ffa4382aac8 (__DATA,__const_weak) weak external __ZTIN4llvm14format_object1ItEE
00007ffa4382a088 (__DATA,__const_weak) weak external __ZTIN4llvm14format_object1IxEE
00007ffa43827d10 (__DATA,__const_weak) weak external __ZTIN4llvm14format_object1IyEE
00007ffa4382aa38 (__DATA,__const_weak) weak external __ZTIN4llvm14format_object2IddEE
00007ffa43829a50 (__DATA,__const_weak) weak external __ZTIN4llvm14format_object2IdjEE
00007ffa43829a08 (__DATA,__const_weak) weak external __ZTIN4llvm14format_object2IjjEE
00007ffa4382a0d0 (__DATA,__const_weak) weak external __ZTIN4llvm14format_object3IjPKcS2_EE
00007ffa4382a950 (__DATA,__const_weak) weak external __ZTIN4llvm14format_object5IjjjPKcS2_EE
00007ffa416dd970 (__DATA_CONST,__const) external __ZTIN4llvm14raw_fd_ostreamE
00007ffa416dd6d0 (__DATA_CONST,__const) external __ZTIN4llvm14raw_os_ostreamE
00007ffa416a80e8 (__DATA_CONST,__const) external __ZTIN4llvm15ARMELFMCAsmInfoE
00007ffa4168b3e8 (__DATA_CONST,__const) external __ZTIN4llvm15ARMFunctionInfoE
00007ffa416871a0 (__DATA_CONST,__const) external __ZTIN4llvm15ARMGenInstrInfoE
00007ffa4168b560 (__DATA_CONST,__const) external __ZTIN4llvm15ARMRegisterInfoE
00007ffa41698120 (__DATA_CONST,__const) external __ZTIN4llvm15AliasSetTracker13ASTCallbackVHE
00007ffa415fe030 (__DATA_CONST,__const) external __ZTIN4llvm15ExecutionEngineE
00007ffa416a53f8 (__DATA_CONST,__const) external __ZTIN4llvm15InsertValueInstE
00007ffa416d7740 (__DATA_CONST,__const) external __ZTIN4llvm15MCAlignFragmentE
00007ffa416d6fe8 (__DATA_CONST,__const) external __ZTIN4llvm15MCAsmInfoDarwinE
00007ffa416d82b8 (__DATA_CONST,__const) external __ZTIN4llvm15MCInstrAnalysisE
00007ffa438296f8 (__DATA,__const_weak) weak external __ZTIN4llvm15MCSubtargetInfoE
00007ffa416908f8 (__DATA_CONST,__const) external __ZTIN4llvm15MachineLoopInfoE
00007ffa415fd268 (__DATA_CONST,__const) external __ZTIN4llvm15RuntimeDyldImplE
00007ffa4169aab0 (__DATA_CONST,__const) external __ZTIN4llvm15ScalarEvolution14SCEVCallbackVHE
00007ffa4169aac8 (__DATA_CONST,__const) external __ZTIN4llvm15ScalarEvolutionE
00007ffa43828ba0 (__DATA,__const_weak) external __ZTIN4llvm15TargetInstrInfoE
00007ffa4168c210 (__DATA_CONST,__const) external __ZTIN4llvm15Thumb1InstrInfoE
00007ffa4168c710 (__DATA_CONST,__const) external __ZTIN4llvm15Thumb2InstrInfoE
00007ffa416a5488 (__DATA_CONST,__const) external __ZTIN4llvm15UnreachableInstE
00007ffa43829f40 (__DATA,__const_weak) weak external __ZTIN4llvm15ValueHandleBaseE
00007ffa415fe1c0 (__DATA_CONST,__const) external __ZTIN4llvm15X86Disassembler22X86GenericDisassemblerE
00007ffa41658678 (__DATA_CONST,__const) external __ZTIN4llvm15X86ELFMCAsmInfoE
00007ffa415ffb60 (__DATA_CONST,__const) external __ZTIN4llvm15X86GenInstrInfoE
00007ffa41601cb8 (__DATA_CONST,__const) external __ZTIN4llvm15X86RegisterInfoE
00007ffa43829758 (__DATA,__const_weak) weak external __ZTIN4llvm15ilist_half_nodeINS_10BasicBlockEEE
00007ffa43829fc0 (__DATA,__const_weak) weak external __ZTIN4llvm15ilist_half_nodeINS_10MCFragmentEEE
00007ffa43829ad8 (__DATA,__const_weak) weak external __ZTIN4llvm15ilist_half_nodeINS_11GlobalAliasEEE
00007ffa438290e0 (__DATA,__const_weak) weak external __ZTIN4llvm15ilist_half_nodeINS_11IVStrideUseEEE
00007ffa43829b48 (__DATA,__const_weak) weak external __ZTIN4llvm15ilist_half_nodeINS_11InstructionEEE
00007ffa43829a68 (__DATA,__const_weak) weak external __ZTIN4llvm15ilist_half_nodeINS_14GlobalVariableEEE
00007ffa438298b0 (__DATA,__const_weak) weak external __ZTIN4llvm15ilist_half_nodeINS_8ArgumentEEE
00007ffa43829920 (__DATA,__const_weak) weak external __ZTIN4llvm15ilist_half_nodeINS_8FunctionEEE
00007ffa416839a0 (__DATA_CONST,__const) external __ZTIN4llvm16ARM64InstPrinterE
00007ffa416871b8 (__DATA_CONST,__const) external __ZTIN4llvm16ARMBaseInstrInfoE
00007ffa4168a338 (__DATA_CONST,__const) external __ZTIN4llvm16ARMFrameLoweringE
00007ffa4168b8e0 (__DATA_CONST,__const) external __ZTIN4llvm16ARMTargetMachineE
00007ffa41697618 (__DATA_CONST,__const) external __ZTIN4llvm16CallGraphSCCPassE
00007ffa4168dce8 (__DATA_CONST,__const) external __ZTIN4llvm16DIETypeSignatureE
00007ffa4168e0a0 (__DATA_CONST,__const) external __ZTIN4llvm16DwarfCompileUnitE
00007ffa416a53e0 (__DATA_CONST,__const) external __ZTIN4llvm16ExtractValueInstE
00007ffa415fd998 (__DATA_CONST,__const) external __ZTIN4llvm16JITEventListenerE
00007ffa415fdd08 (__DATA_CONST,__const) external __ZTIN4llvm16JITMemoryManagerE
00007ffa416d6f98 (__DATA_CONST,__const) external __ZTIN4llvm16MCAsmInfoGNUCOFFE
00007ffa438296c0 (__DATA,__const_weak) weak external __ZTIN4llvm16MCObjectFileInfoE
00007ffa416d8d28 (__DATA_CONST,__const) external __ZTIN4llvm16MCObjectStreamerE
00007ffa416d9198 (__DATA_CONST,__const) external __ZTIN4llvm16MCRelocationInfoE
00007ffa416d9900 (__DATA_CONST,__const) external __ZTIN4llvm16MCTargetStreamerE
00007ffa416d99a8 (__DATA_CONST,__const) external __ZTIN4llvm16MachObjectWriterE
00007ffa415fd850 (__DATA_CONST,__const) external __ZTIN4llvm16RuntimeDyldMachOE
00007ffa4168d3c8 (__DATA_CONST,__const) external __ZTIN4llvm16SelectionDAGISelE
00007ffa41692f90 (__DATA_CONST,__const) external __ZTIN4llvm16StackMapLivenessE
00007ffa416919a0 (__DATA_CONST,__const) external __ZTIN4llvm16TargetPassConfigE
00007ffa416a51f0 (__DATA_CONST,__const) external __ZTIN4llvm16UnaryInstructionE
00007ffa415fe910 (__DATA_CONST,__const) external __ZTIN4llvm16X86FrameLoweringE
00007ffa41601ed8 (__DATA_CONST,__const) external __ZTIN4llvm16X86TargetMachineE
00007ffa416dd918 (__DATA_CONST,__const) external __ZTIN4llvm16raw_null_ostreamE
00007ffa41658938 (__DATA_CONST,__const) external __ZTIN4llvm17ARM64DisassemblerE
00007ffa43827af8 (__DATA,__const_weak) weak external __ZTIN4llvm17ARM64FunctionInfoE
00007ffa41659ed8 (__DATA_CONST,__const) external __ZTIN4llvm17ARM64GenInstrInfoE
00007ffa43827b40 (__DATA,__const_weak) weak external __ZTIN4llvm17ARM64MCAsmInfoELFE
00007ffa4165b138 (__DATA_CONST,__const) external __ZTIN4llvm17ARM64RegisterInfoE
00007ffa4168a7a8 (__DATA_CONST,__const) external __ZTIN4llvm17ARMTargetLoweringE
00007ffa416a7a40 (__DATA_CONST,__const) external __ZTIN4llvm17ARMTargetStreamerE
00007ffa416a56c8 (__DATA_CONST,__const) external __ZTIN4llvm17AddrSpaceCastInstE
00007ffa4168da28 (__DATA_CONST,__const) external __ZTIN4llvm17AsmPrinterHandlerE
00007ffa416a5500 (__DATA_CONST,__const) external __ZTIN4llvm17AtomicCmpXchgInstE
00007ffa4169bd08 (__DATA_CONST,__const) external __ZTIN4llvm17ConstantDataArrayE
00007ffa416dbe30 (__DATA_CONST,__const) external __ZTIN4llvm17DAGDeltaAlgorithmE
00007ffa43829820 (__DATA,__const_weak) weak external __ZTIN4llvm17DiagnosticPrinterE
00007ffa41699528 (__DATA_CONST,__const) external __ZTIN4llvm17DominanceFrontierE
00007ffa43829880 (__DATA,__const_weak) weak external __ZTIN4llvm17DominatorTreeBaseINS_10BasicBlockEEE
00007ffa43828518 (__DATA,__const_weak) weak external __ZTIN4llvm17DominatorTreeBaseINS_17MachineBasicBlockEEE
00007ffa4168dd90 (__DATA_CONST,__const) external __ZTIN4llvm17DwarfCFIExceptionE
00007ffa4169b8d0 (__DATA_CONST,__const) external __ZTIN4llvm17EnumAttributeImplE
00007ffa4168f220 (__DATA_CONST,__const) external __ZTIN4llvm17GCMetadataPrinterE
00007ffa416a5258 (__DATA_CONST,__const) external __ZTIN4llvm17GetElementPtrInstE
00007ffa416a5560 (__DATA_CONST,__const) external __ZTIN4llvm17InsertElementInstE
00007ffa416997d8 (__DATA_CONST,__const) external __ZTIN4llvm17IntervalPartitionE
00007ffa4168f678 (__DATA_CONST,__const) external __ZTIN4llvm17LLVMTargetMachineE
00007ffa416966b8 (__DATA_CONST,__const) external __ZTIN4llvm17LibCallSimplifierE
00007ffa416d7460 (__DATA_CONST,__const) external __ZTIN4llvm17MCEncodedFragmentE
00007ffa416a7420 (__DATA_CONST,__const) external __ZTIN4llvm17MCTargetAsmParserE
00007ffa41690a48 (__DATA_CONST,__const) external __ZTIN4llvm17MachineModuleInfoE
00007ffa415fd250 (__DATA_CONST,__const) external __ZTIN4llvm17ObjectImageCommonE
00007ffa416a5dd8 (__DATA_CONST,__const) external __ZTIN4llvm17PMTopLevelManagerE
00007ffa4169a398 (__DATA_CONST,__const) external __ZTIN4llvm17PostDominatorTreeE
00007ffa41691e20 (__DATA_CONST,__const) external __ZTIN4llvm17PseudoSourceValueE
00007ffa41692720 (__DATA_CONST,__const) external __ZTIN4llvm17ScheduleDAGInstrsE
00007ffa41690e40 (__DATA_CONST,__const) external __ZTIN4llvm17ScheduleDAGMILiveE
00007ffa416a5578 (__DATA_CONST,__const) external __ZTIN4llvm17ShuffleVectorInstE
00007ffa4169b4a0 (__DATA_CONST,__const) external __ZTIN4llvm17TargetLibraryInfoE
00007ffa416a5750 (__DATA_CONST,__const) external __ZTIN4llvm17UnaryConstantExprE
00007ffa41697490 (__DATA_CONST,__const) external __ZTIN4llvm17ValueMaterializerE
00007ffa416588b0 (__DATA_CONST,__const) external __ZTIN4llvm17X86ATTInstPrinterE
00007ffa415fed18 (__DATA_CONST,__const) external __ZTIN4llvm17X86TargetLoweringE
00007ffa416592a8 (__DATA_CONST,__const) external __ZTIN4llvm18ARM64FrameLoweringE
00007ffa4165b4c8 (__DATA_CONST,__const) external __ZTIN4llvm18ARM64TargetMachineE
00007ffa4168a0b0 (__DATA_CONST,__const) external __ZTIN4llvm18ARMConstantPoolMBBE
00007ffa41689d78 (__DATA_CONST,__const) external __ZTIN4llvm18ARMGenRegisterInfoE
00007ffa416a80d0 (__DATA_CONST,__const) external __ZTIN4llvm18ARMMCAsmInfoDarwinE
00007ffa4169b910 (__DATA_CONST,__const) external __ZTIN4llvm18AlignAttributeImplE
00007ffa416a57a8 (__DATA_CONST,__const) external __ZTIN4llvm18BinaryConstantExprE
00007ffa41698410 (__DATA_CONST,__const) external __ZTIN4llvm18BlockFrequencyInfoE
00007ffa4169bd60 (__DATA_CONST,__const) external __ZTIN4llvm18ConstantDataVectorE
00007ffa41698b70 (__DATA_CONST,__const) external __ZTIN4llvm18DependenceAnalysisE
00007ffa416a5548 (__DATA_CONST,__const) external __ZTIN4llvm18ExtractElementInstE
00007ffa41697c68 (__DATA_CONST,__const) external __ZTIN4llvm18InlineCostAnalysisE
00007ffa4168f7e8 (__DATA_CONST,__const) external __ZTIN4llvm18LiveDebugVariablesE
00007ffa416d6f80 (__DATA_CONST,__const) external __ZTIN4llvm18MCAsmInfoMicrosoftE
00007ffa416d8d78 (__DATA_CONST,__const) external __ZTIN4llvm18MCObjectSymbolizerE
00007ffa416a7348 (__DATA_CONST,__const) external __ZTIN4llvm18MCParsedAsmOperandE
00007ffa41690138 (__DATA_CONST,__const) external __ZTIN4llvm18MachineCodeEmitterE
00007ffa415fdfd0 (__DATA_CONST,__const) external __ZTIN4llvm18ObjectBufferStreamE
00007ffa416dc968 (__DATA_CONST,__const) external __ZTIN4llvm18RefCountedBaseVPTRE
00007ffa438288c0 (__DATA,__const_weak) weak external __ZTIN4llvm18RegisterPassParserINS_16RegisterRegAllocEEE
00007ffa438282a8 (__DATA,__const_weak) weak external __ZTIN4llvm18RegisterPassParserINS_17RegisterSchedulerEEE
00007ffa43828680 (__DATA,__const_weak) weak external __ZTIN4llvm18RegisterPassParserINS_20MachineSchedRegistryEEE
00007ffa4168d1e0 (__DATA_CONST,__const) external __ZTIN4llvm18ScheduleDAGSDNodesE
00007ffa416a5800 (__DATA_CONST,__const) external __ZTIN4llvm18SelectConstantExprE
00007ffa41693550 (__DATA_CONST,__const) external __ZTIN4llvm18TargetLoweringBaseE
00007ffa43828bd8 (__DATA,__const_weak) external __ZTIN4llvm18TargetRegisterInfoE
00007ffa4168c380 (__DATA_CONST,__const) external __ZTIN4llvm18Thumb1RegisterInfoE
00007ffa4168c880 (__DATA_CONST,__const) external __ZTIN4llvm18Thumb2RegisterInfoE
00007ffa4168b8f8 (__DATA_CONST,__const) external __ZTIN4llvm18ThumbTargetMachineE
00007ffa4168ea98 (__DATA_CONST,__const) external __ZTIN4llvm18VLIWPacketizerListE
00007ffa43828b78 (__DATA,__const_weak) weak external __ZTIN4llvm18ValueMapCallbackVHIPKNS_10AllocaInstENS_14StackProtector13SSPLayoutKindENS_14ValueMapConfigIS3_EEEE
00007ffa43827868 (__DATA,__const_weak) weak external __ZTIN4llvm18ValueMapCallbackVHIPKNS_10BasicBlockEPvNS_14ValueMapConfigIS3_EEEE
00007ffa438278b8 (__DATA,__const_weak) weak external __ZTIN4llvm18ValueMapCallbackVHIPKNS_11GlobalValueEPvNS_20ExecutionEngineState16AddressMapConfigEEE
00007ffa438258f0 (__DATA,__const_weak) weak external __ZTIN4llvm18ValueMapCallbackVHIPKNS_5ValueENS_6WeakVHENS_14ValueMapConfigIS3_EEEE
00007ffa43825a30 (__DATA,__const_weak) weak external __ZTIN4llvm18ValueMapCallbackVHIPKNS_5ValueEjNS_14ValueMapConfigIS3_EEEE
00007ffa415fdbf0 (__DATA_CONST,__const) non-external __ZTIN4llvm18ValueMapCallbackVHIPKNS_8FunctionEN12_GLOBAL__N_110JITEmitter11EmittedCodeENS5_21EmittedFunctionConfigEEE
00007ffa43825a80 (__DATA,__const_weak) weak external __ZTIN4llvm18ValueMapCallbackVHIPKNS_8FunctionEPNS_6MDNodeENS_14ValueMapConfigIS3_EEEE
00007ffa43825ad0 (__DATA,__const_weak) weak external __ZTIN4llvm18ValueMapCallbackVHIPNS_5ValueES2_NS_14ValueMapConfigIS2_EEEE
00007ffa415fdba0 (__DATA_CONST,__const) non-external __ZTIN4llvm18ValueMapCallbackVHIPNS_8FunctionENS_11SmallPtrSetIPvLj1EEEN12_GLOBAL__N_122CallSiteValueMapConfigEEE
00007ffa415fdb50 (__DATA_CONST,__const) non-external __ZTIN4llvm18ValueMapCallbackVHIPNS_8FunctionEPvN12_GLOBAL__N_120NoRAUWValueMapConfigIS2_EEEE
00007ffa41601ca0 (__DATA_CONST,__const) external __ZTIN4llvm18X86GenRegisterInfoE
00007ffa41658648 (__DATA_CONST,__const) external __ZTIN4llvm18X86MCAsmInfoDarwinE
00007ffa416dd960 (__DATA_CONST,__const) external __ZTIN4llvm18format_object_baseE
00007ffa416dd898 (__DATA_CONST,__const) external __ZTIN4llvm18raw_string_ostreamE
00007ffa416596d0 (__DATA_CONST,__const) external __ZTIN4llvm19ARM64TargetLoweringE
00007ffa41689d90 (__DATA_CONST,__const) external __ZTIN4llvm19ARMBaseRegisterInfoE
00007ffa4168b6a8 (__DATA_CONST,__const) external __ZTIN4llvm19ARMGenSubtargetInfoE
00007ffa4168a3b8 (__DATA_CONST,__const) external __ZTIN4llvm19ARMHazardRecognizerE
00007ffa4168b5e0 (__DATA_CONST,__const) external __ZTIN4llvm19ARMSelectionDAGInfoE
00007ffa416a5a10 (__DATA_CONST,__const) external __ZTIN4llvm19CompareConstantExprE
00007ffa4169bc58 (__DATA_CONST,__const) external __ZTIN4llvm19ConstantPointerNullE
00007ffa416d76d8 (__DATA_CONST,__const) external __ZTIN4llvm19MCRelaxableFragmentE
00007ffa41690350 (__DATA_CONST,__const) external __ZTIN4llvm19MachineFunctionInfoE
00007ffa41690510 (__DATA_CONST,__const) external __ZTIN4llvm19MachineFunctionPassE
00007ffa41690c18 (__DATA_CONST,__const) external __ZTIN4llvm19MachineRegisterInfo8DelegateE
00007ffa41690e58 (__DATA_CONST,__const) external __ZTIN4llvm19MachineSchedContextE
00007ffa41691550 (__DATA_CONST,__const) external __ZTIN4llvm19MachineTraceMetrics8EnsembleE
00007ffa41691538 (__DATA_CONST,__const) external __ZTIN4llvm19MachineTraceMetricsE
00007ffa416db470 (__DATA_CONST,__const) external __ZTIN4llvm19MallocSlabAllocatorE
00007ffa415fe188 (__DATA_CONST,__const) external __ZTIN4llvm19RTDyldMemoryManagerE
00007ffa41690e18 (__DATA_CONST,__const) external __ZTIN4llvm19ScheduleDAGMutationE
00007ffa4169b950 (__DATA_CONST,__const) external __ZTIN4llvm19StringAttributeImplE
00007ffa41693118 (__DATA_CONST,__const) external __ZTIN4llvm19TargetFrameLoweringE
00007ffa4169b350 (__DATA_CONST,__const) external __ZTIN4llvm19TargetIntrinsicInfoE
00007ffa43829708 (__DATA,__const_weak) external __ZTIN4llvm19TargetSubtargetInfoE
