00007ff80045e54a (__TEXT,__text) external _NSAddImage
00007ff80045ea88 (__TEXT,__text) external __dyld_for_objc_header_opt_rw
00007ff80045e2f1 (__TEXT,__text) external __dyld_fork_child
00007ff80045e901 (__TEXT,__text) external __dyld_get_dlopen_image_header
00007ff800452184 (__TEXT,__text) external __dyld_get_image_header
00007ff80045e5ff (__TEXT,__text) external __dyld_get_image_header_containing_address
00007ff80045216d (__TEXT,__text) external __dyld_get_image_name
00007ff80045275a (__TEXT,__text) external __dyld_get_image_slide
00007ff800452bdc (__TEXT,__text) external __dyld_get_image_uuid
00007ff800452c24 (__TEXT,__text) external __dyld_get_image_vmaddr_slide
00007ff800451e2b (__TEXT,__text) external __dyld_get_objc_selector
00007ff80045e850 (__TEXT,__text) external __dyld_get_prog_image_header
00007ff800451e10 (__TEXT,__text) external __dyld_get_shared_cache_range
00007ff8004521b0 (__TEXT,__text) external __dyld_get_shared_cache_uuid
00007ff80045eae2 (__TEXT,__text) external __dyld_get_swift_prespecialized_data
00007ff80045e7c2 (__TEXT,__text) external __dyld_has_fix_for_radar
00007ff80045e937 (__TEXT,__text) external __dyld_has_preoptimized_swift_protocol_conformances
00007ff80045e59f (__TEXT,__text) external __dyld_image_containing_address
00007ff80045215b (__TEXT,__text) external __dyld_image_count
00007ff80045278c (__TEXT,__text) external __dyld_images_for_addresses
00007ff800452c7f (__TEXT,__text) external __dyld_initializer
00007ff80045208b (__TEXT,__text) external __dyld_is_memory_immutable
00007ff80045e7a5 (__TEXT,__text) external __dyld_is_objc_constant
00007ff80045ea6e (__TEXT,__text) external __dyld_is_preoptimized_objc_image_loaded
00007ff80045eaf7 (__TEXT,__text) external __dyld_is_pseudodylib
00007ff80045e790 (__TEXT,__text) external __dyld_launch_mode
00007ff80045e56f (__TEXT,__text) external __dyld_launched_prebound
00007ff80045e2d0 (__TEXT,__text) external __dyld_lookup_and_bind
00007ff80045e5de (__TEXT,__text) external __dyld_lookup_and_bind_fully
00007ff80045e5ba (__TEXT,__text) external __dyld_lookup_and_bind_with_hint
00007ff80045e9d9 (__TEXT,__text) external __dyld_lookup_section_info
00007ff80045e77b (__TEXT,__text) external __dyld_missing_symbol_abort
00007ff80045e880 (__TEXT,__text) external __dyld_objc_class_count
00007ff800451dce (__TEXT,__text) external __dyld_objc_notify_register
00007ff80045e91c (__TEXT,__text) external __dyld_objc_register_callbacks
00007ff80045e895 (__TEXT,__text) external __dyld_objc_uses_large_shared_cache
00007ff80045e567 (__TEXT,__text) external __dyld_present
00007ff80046eda0 (__TEXT,__text) external __dyld_process_info_create
00007ff80046f602 (__TEXT,__text) external __dyld_process_info_for_each_aot_image
00007ff80046f5c2 (__TEXT,__text) external __dyld_process_info_for_each_image
00007ff80046f60c (__TEXT,__text) external __dyld_process_info_for_each_segment
00007ff80046f586 (__TEXT,__text) external __dyld_process_info_get_aot_cache
00007ff80046f56d (__TEXT,__text) external __dyld_process_info_get_cache
00007ff80046f5a8 (__TEXT,__text) external __dyld_process_info_get_platform
00007ff80046f554 (__TEXT,__text) external __dyld_process_info_get_state
00007ff8004744d3 (__TEXT,__text) external __dyld_process_info_notify
00007ff800474551 (__TEXT,__text) external __dyld_process_info_notify_main
00007ff800474592 (__TEXT,__text) external __dyld_process_info_notify_release
00007ff800474588 (__TEXT,__text) external __dyld_process_info_notify_retain
00007ff80046f5b1 (__TEXT,__text) external __dyld_process_info_release
00007ff80046f59f (__TEXT,__text) external __dyld_process_info_retain
00007ff80045ea53 (__TEXT,__text) external __dyld_pseudodylib_deregister
00007ff80045ea14 (__TEXT,__text) external __dyld_pseudodylib_deregister_callbacks
00007ff80045ea2f (__TEXT,__text) external __dyld_pseudodylib_register
00007ff80045e9f9 (__TEXT,__text) external __dyld_pseudodylib_register_callbacks
00007ff80045eac7 (__TEXT,__text) external __dyld_register_dlsym_notifier
00007ff80045e760 (__TEXT,__text) external __dyld_register_driverkit_main
00007ff800452055 (__TEXT,__text) external __dyld_register_for_bulk_image_loads
00007ff800452c9b (__TEXT,__text) external __dyld_register_for_image_loads
00007ff800451c00 (__TEXT,__text) external __dyld_register_func_for_add_image
00007ff8004521e6 (__TEXT,__text) external __dyld_register_func_for_remove_image
00007ff80045e7f8 (__TEXT,__text) external __dyld_shared_cache_contains_path
00007ff80045e74b (__TEXT,__text) external __dyld_shared_cache_is_locally_built
00007ff80045e736 (__TEXT,__text) external __dyld_shared_cache_optimized
00007ff80045e7dd (__TEXT,__text) external __dyld_shared_cache_real_path
00007ff80045e8ec (__TEXT,__text) external __dyld_swift_optimizations_version
00007ff80045e865 (__TEXT,__text) external __dyld_visit_objc_classes
                 (undefined) external __simple_salloc (from libsystem_platform)
                 (undefined) external __simple_sfree (from libsystem_platform)
                 (undefined) external __simple_sresize (from libsystem_platform)
                 (undefined) external __simple_string (from libsystem_platform)
                 (undefined) external __simple_vsprintf (from libsystem_platform)
00007ff800452b88 (__TEXT,__text) external __tlv_atexit
00007ff80045e620 (__TEXT,__text) external __tlv_bootstrap
00007ff800452c3b (__TEXT,__text) external __tlv_exit
                 (undefined) external _abort (from libsystem_c)
                 (undefined) external _abort_report_np (from libsystem_c)
00007ff843350b6c (__DATA,__data) non-external _bufferSize32
                 (undefined) external _bzero (from libsystem_c)
                 (undefined) external _close (from libsystem_kernel)
                 (undefined) external _closedir (from libsystem_c)
                 (undefined) external _dispatch_activate (from libdispatch)
                 (undefined) external _dispatch_async (from libdispatch)
                 (undefined) external _dispatch_async_and_wait (from libdispatch)
                 (undefined) external _dispatch_get_current_queue (from libdispatch)
                 (undefined) external _dispatch_once (from libdispatch)
                 (undefined) external _dispatch_queue_create (from libdispatch)
                 (undefined) external _dispatch_release (from libdispatch)
                 (undefined) external _dispatch_retain (from libdispatch)
                 (undefined) external _dispatch_source_cancel (from libdispatch)
                 (undefined) external _dispatch_source_create (from libdispatch)
                 (undefined) external _dispatch_source_set_cancel_handler (from libdispatch)
                 (undefined) external _dispatch_source_set_event_handler (from libdispatch)
00007ff800452bc1 (__TEXT,__text) external _dladdr
00007ff800452b70 (__TEXT,__text) external _dlclose
00007ff800452c50 (__TEXT,__text) external _dlerror
00007ff80045225b (__TEXT,__text) external _dlopen
00007ff80045e833 (__TEXT,__text) external _dlopen_audited
00007ff80045e813 (__TEXT,__text) external _dlopen_from
00007ff800452ba6 (__TEXT,__text) external _dlopen_preflight
00007ff800452284 (__TEXT,__text) external _dlsym
00007ff8004772a8 (__TEXT,__const) external _dyldVersionNumber
00007ff800477280 (__TEXT,__const) external _dyldVersionString
00007ff80045e61a (__TEXT,__text) external _dyld_dynamic_interpose
00007ff80046db9f (__TEXT,__text) external _dyld_for_each_installed_shared_cache
00007ff80046db09 (__TEXT,__text) external _dyld_for_each_installed_shared_cache_with_system_path
00007ff80045200d (__TEXT,__text) external _dyld_get_active_platform
00007ff800452c65 (__TEXT,__text) external _dyld_get_base_platform
00007ff80045e6fa (__TEXT,__text) external _dyld_get_image_versions
00007ff80045314c (__TEXT,__text) external _dyld_get_min_os_version
00007ff80045272a (__TEXT,__text) external _dyld_get_program_min_os_version
00007ff80045eb4b (__TEXT,__text) external _dyld_get_program_minos_version_token
00007ff800451e46 (__TEXT,__text) external _dyld_get_program_sdk_version
00007ff80045eb36 (__TEXT,__text) external _dyld_get_program_sdk_version_token
00007ff800452b55 (__TEXT,__text) external _dyld_get_sdk_version
00007ff800452246 (__TEXT,__text) external _dyld_has_inserted_or_interposing_libraries
00007ff80046dd01 (__TEXT,__text) external _dyld_image_content_for_section
00007ff80046dcf7 (__TEXT,__text) external _dyld_image_content_for_segment
00007ff80046dd0b (__TEXT,__text) external _dyld_image_copy_uuid
00007ff80046dd85 (__TEXT,__text) external _dyld_image_for_each_section_info
00007ff80046dd7b (__TEXT,__text) external _dyld_image_for_each_segment_info
00007ff80046dd99 (__TEXT,__text) external _dyld_image_get_file_path
00007ff80046dd8f (__TEXT,__text) external _dyld_image_get_installname
00007ff80045256a (__TEXT,__text) external _dyld_image_header_containing_address
00007ff80046df06 (__TEXT,__text) external _dyld_image_local_nlist_content_4Symbolication
00007ff8004521cb (__TEXT,__text) external _dyld_image_path_containing_address
00007ff80045e689 (__TEXT,__text) external _dyld_is_simulator_platform
00007ff80045e6c1 (__TEXT,__text) external _dyld_minos_at_least
00007ff80045e718 (__TEXT,__text) external _dyld_need_closure
00007ff80046d831 (__TEXT,__text) external _dyld_process_create_for_current_task
00007ff80046d7ac (__TEXT,__text) external _dyld_process_create_for_task
00007ff80046d846 (__TEXT,__text) external _dyld_process_dispose
00007ff843351c48 (__DATA,__common) external _dyld_process_has_objc_patches
00007ff80045219b (__TEXT,__text) external _dyld_process_is_restricted
00007ff80046d88c (__TEXT,__text) external _dyld_process_register_for_event_notification
00007ff80046d868 (__TEXT,__text) external _dyld_process_register_for_image_notifications
00007ff80046d8ba (__TEXT,__text) external _dyld_process_snapshot_create_for_process
00007ff80046d8f5 (__TEXT,__text) external _dyld_process_snapshot_create_from_data
00007ff800476ca1 (__TEXT,__text) non-external _dyld_process_snapshot_create_from_data.cold.1
00007ff800476cc2 (__TEXT,__text) non-external _dyld_process_snapshot_create_from_data.cold.2
00007ff80046d9a6 (__TEXT,__text) external _dyld_process_snapshot_dispose
00007ff80046d9cb (__TEXT,__text) external _dyld_process_snapshot_for_each_image
00007ff80046da35 (__TEXT,__text) external _dyld_process_snapshot_get_shared_cache
00007ff80046d8b0 (__TEXT,__text) external _dyld_process_unregister_for_notification
00007ff80045e6df (__TEXT,__text) external _dyld_program_minos_at_least
00007ff80045273f (__TEXT,__text) external _dyld_program_sdk_at_least
00007ff80045e6a3 (__TEXT,__text) external _dyld_sdk_at_least
00007ff80046da8f (__TEXT,__text) external _dyld_shared_cache_copy_uuid
00007ff80045e653 (__TEXT,__text) external _dyld_shared_cache_file_path
00007ff80045e668 (__TEXT,__text) external _dyld_shared_cache_find_iterate_text
00007ff80046daaa (__TEXT,__text) external _dyld_shared_cache_for_each_file
00007ff80046dab4 (__TEXT,__text) external _dyld_shared_cache_for_each_image
00007ff80046dda3 (__TEXT,__text) external _dyld_shared_cache_for_each_subcache4Rosetta
00007ff80046dc32 (__TEXT,__text) external _dyld_shared_cache_for_file
00007ff80046da71 (__TEXT,__text) external _dyld_shared_cache_get_base_address
00007ff80046da7b (__TEXT,__text) external _dyld_shared_cache_get_mapped_size
00007ff80046da85 (__TEXT,__text) external _dyld_shared_cache_is_mapped_private
00007ff80045e635 (__TEXT,__text) external _dyld_shared_cache_iterate_text
00007ff80046da5d (__TEXT,__text) external _dyld_shared_cache_pin_mapping
00007ff800452022 (__TEXT,__text) external _dyld_shared_cache_some_image_overridden
00007ff80046da67 (__TEXT,__text) external _dyld_shared_cache_unpin_mapping
00007ff80046ddad (__TEXT,__text) external _dyld_shared_subcache_get_info4Rosetta
00007ff80045eb7b (__TEXT,__text) external _dyld_version_token_at_least
00007ff80045eb60 (__TEXT,__text) external _dyld_version_token_get_platform
00007ff84316b770 (__DATA_DIRTY,__common) external _environ
                 (undefined) external _exit (from libsystem_c)
00007ff843350b68 (__DATA,__data) non-external _features_hi32
00007ff843350b64 (__DATA,__data) non-external _features_lo32
                 (undefined) external _fprintf (from libsystem_c)
                 (undefined) external _free (from libsystem_malloc)
                 (undefined) external _fsgetpath (from libsystem_kernel)
                 (undefined) external _fstat$INODE64 (from libsystem_kernel)
                 (undefined) external _fwrite (from libsystem_c)
00007ff843350b88 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
                 (undefined) external _getattrlist (from libsystem_kernel)
                 (undefined) external _getenv (from libsystem_c)
                 (undefined) external _getfsstat$INODE64 (from libsystem_kernel)
00007ff843350b70 (__DATA,__data) non-external _hasXSave
                 (undefined) external _host_info (from libsystem_kernel)
00007ff843350b60 (__DATA,__data) non-external _inited
00007ff80045e1cc (__TEXT,__text) non-external (was a private external) _instantiateTLVs_thunk
                 (undefined) external _mach_host_self (from libsystem_kernel)
                 (undefined) external _mach_msg (from libsystem_kernel)
                 (undefined) external _mach_msg_destroy (from libsystem_kernel)
                 (undefined) external _mach_port_construct (from libsystem_kernel)
                 (undefined) external _mach_port_deallocate (from libsystem_kernel)
                 (undefined) external _mach_port_destruct (from libsystem_kernel)
                 (undefined) external _mach_port_request_notification (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_vm_read_overwrite (from libsystem_kernel)
                 (undefined) external _mach_vm_region (from libsystem_kernel)
                 (undefined) external _mach_vm_remap_new (from libsystem_kernel)
00007ff8004745a6 (__TEXT,__text) external _macho_arch_name_for_cpu_type
00007ff8004745d5 (__TEXT,__text) external _macho_arch_name_for_mach_header
00007ff8004747ad (__TEXT,__text) external _macho_best_slice
00007ff8004747ee (__TEXT,__text) external _macho_best_slice_in_fd
00007ff80047459c (__TEXT,__text) external _macho_cpu_type_for_arch_name
00007ff800474c1c (__TEXT,__text) external _macho_dylib_install_name
00007ff800475069 (__TEXT,__text) external _macho_for_each_defined_rpath
00007ff800474c37 (__TEXT,__text) external _macho_for_each_dependent_dylib
00007ff800474ef8 (__TEXT,__text) external _macho_for_each_exported_symbol
00007ff800474d20 (__TEXT,__text) external _macho_for_each_imported_symbol
00007ff800474619 (__TEXT,__text) external _macho_for_each_slice
00007ff80047465a (__TEXT,__text) external _macho_for_each_slice_in_fd
                 (undefined) external _malloc_size (from libsystem_malloc)
                 (undefined) external _malloc_type_aligned_alloc (from libsystem_malloc)
                 (undefined) external _malloc_type_malloc (from libsystem_malloc)
                 (undefined) external _memcmp (from libsystem_c)
                 (undefined) external _memcpy (from libsystem_c)
                 (undefined) external _memmove (from libsystem_c)
                 (undefined) external _mkstemp (from libsystem_c)
                 (undefined) external _mmap (from libsystem_kernel)
                 (undefined) external _munmap (from libsystem_kernel)
                 (undefined) external _open (from libsystem_kernel)
                 (undefined) external _openbyid_np (from libsystem_kernel)
                 (undefined) external _opendir$INODE64 (from libsystem_c)
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
                 (undefined) external _os_unfair_recursive_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_recursive_lock_unlock (from libsystem_platform)
                 (undefined) external _os_unfair_recursive_lock_unlock_forked_child (from libsystem_platform)
                 (undefined) external _pid_for_task (from libsystem_kernel)
                 (undefined) external _pread (from libsystem_kernel)
                 (undefined) external _proc_regionfilename (from libsystem_kernel)
                 (undefined) external _pthread_create (from libsystem_pthread)
                 (undefined) external _pthread_detach (from libsystem_pthread)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_key_init_np (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _readdir_r$INODE64 (from libsystem_c)
                 (undefined) external _realpath$DARWIN_EXTSN (from libsystem_c)
00007ff8004773a0 (__TEXT,__const) non-external _reltable._ZN5dyld45Atlas11SharedCache35forEachInstalledCacheWithSystemPathERN3lsl9AllocatorERNS_11FileManagerEPKcU13block_pointerFvPS1_E
                 (undefined) external _snprintf (from libsystem_c)
                 (undefined) external _stat$INODE64 (from libsystem_kernel)
                 (undefined) external _strchr (from libsystem_c)
                 (undefined) external _strcmp (from libsystem_c)
                 (undefined) external _strcpy (from libsystem_c)
                 (undefined) external _strlcat (from libsystem_c)
                 (undefined) external _strlcpy (from libsystem_c)
                 (undefined) external _strlen (from libsystem_c)
