00007ffd04ca3100 (__TEXT,__text) non-external K256
00007ffd04cd8729 (__TEXT,__text) non-external _pkey_cmac_copy
00007ffd04cd880e (__TEXT,__text) non-external _pkey_cmac_ctrl
00007ffd04cd8893 (__TEXT,__text) non-external _pkey_cmac_ctrl_str
00007ffd04cd86fb (__TEXT,__text) non-external _pkey_cmac_init
00007ffd04cd8778 (__TEXT,__text) non-external _pkey_cmac_keygen
00007ffd04d14162 (__TEXT,__text) non-external _pkey_ctrl_gost01
00007ffd04ce7edc (__TEXT,__text) non-external _pkey_dh_cleanup
00007ffd04ce7e69 (__TEXT,__text) non-external _pkey_dh_copy
00007ffd04ce8076 (__TEXT,__text) non-external _pkey_dh_ctrl
00007ffd04ce80b3 (__TEXT,__text) non-external _pkey_dh_ctrl_str
00007ffd04ce800a (__TEXT,__text) non-external _pkey_dh_derive
00007ffd04ce7e10 (__TEXT,__text) non-external _pkey_dh_init
00007ffd04ce7f97 (__TEXT,__text) non-external _pkey_dh_keygen
00007ffd04ce7eea (__TEXT,__text) non-external _pkey_dh_paramgen
00007ffd04ceaec6 (__TEXT,__text) non-external _pkey_dsa_cleanup
00007ffd04ceae80 (__TEXT,__text) non-external _pkey_dsa_copy
00007ffd04ceb10a (__TEXT,__text) non-external _pkey_dsa_ctrl
00007ffd04ceb280 (__TEXT,__text) non-external _pkey_dsa_ctrl_str
00007ffd04ceae24 (__TEXT,__text) non-external _pkey_dsa_init
00007ffd04ceafa2 (__TEXT,__text) non-external _pkey_dsa_keygen
00007ffd04ceaed4 (__TEXT,__text) non-external _pkey_dsa_paramgen
00007ffd04ceb015 (__TEXT,__text) non-external _pkey_dsa_sign
00007ffd04ceb0ab (__TEXT,__text) non-external _pkey_dsa_verify
00007ffd04cf5724 (__TEXT,__text) non-external _pkey_ec_cleanup
00007ffd04cf56b9 (__TEXT,__text) non-external _pkey_ec_copy
00007ffd04cf5a39 (__TEXT,__text) non-external _pkey_ec_ctrl
00007ffd04cf5b45 (__TEXT,__text) non-external _pkey_ec_ctrl_str
00007ffd04cf598c (__TEXT,__text) non-external _pkey_ec_derive
00007ffd04cf567d (__TEXT,__text) non-external _pkey_ec_init
00007ffd04cf57d8 (__TEXT,__text) non-external _pkey_ec_keygen
00007ffd04cf5750 (__TEXT,__text) non-external _pkey_ec_paramgen
00007ffd04cf584b (__TEXT,__text) non-external _pkey_ec_sign
00007ffd04cf592d (__TEXT,__text) non-external _pkey_ec_verify
00007ffd04d14154 (__TEXT,__text) non-external _pkey_free_gost01
00007ffd04d22994 (__TEXT,__text) non-external _pkey_get_dsa
00007ffd04d22cd4 (__TEXT,__text) non-external _pkey_get_eckey
00007ffd04d22714 (__TEXT,__text) non-external _pkey_get_rsa
00007ffd04d1559f (__TEXT,__text) non-external _pkey_gost01_cleanup
00007ffd04d15546 (__TEXT,__text) non-external _pkey_gost01_copy
00007ffd04d15974 (__TEXT,__text) non-external _pkey_gost01_ctrl
00007ffd04d15b08 (__TEXT,__text) non-external _pkey_gost01_ctrl_str
00007ffd04d14bb4 (__TEXT,__text) non-external (was a private external) _pkey_gost01_decrypt
00007ffd04d1508a (__TEXT,__text) non-external (was a private external) _pkey_gost01_derive
00007ffd04d1512a (__TEXT,__text) non-external (was a private external) _pkey_gost01_encrypt
00007ffd04d154c6 (__TEXT,__text) non-external _pkey_gost01_init
00007ffd04d15691 (__TEXT,__text) non-external _pkey_gost01_keygen
00007ffd04d155c4 (__TEXT,__text) non-external _pkey_gost01_paramgen
00007ffd04d156c0 (__TEXT,__text) non-external _pkey_gost01_sign
00007ffd04d15825 (__TEXT,__text) non-external _pkey_gost01_verify
00007ffd04d1219a (__TEXT,__text) non-external _pkey_gost_mac_cleanup
00007ffd04d1214a (__TEXT,__text) non-external _pkey_gost_mac_copy
00007ffd04d122b6 (__TEXT,__text) non-external _pkey_gost_mac_ctrl
00007ffd04d12418 (__TEXT,__text) non-external _pkey_gost_mac_ctrl_str
00007ffd04d12108 (__TEXT,__text) non-external _pkey_gost_mac_init
00007ffd04d121ac (__TEXT,__text) non-external _pkey_gost_mac_keygen
00007ffd04d12251 (__TEXT,__text) non-external _pkey_gost_mac_signctx
00007ffd04d12246 (__TEXT,__text) non-external _pkey_gost_mac_signctx_init
00007ffd04d17189 (__TEXT,__text) non-external _pkey_hmac_cleanup
00007ffd04d17112 (__TEXT,__text) non-external _pkey_hmac_copy
00007ffd04d172e3 (__TEXT,__text) non-external _pkey_hmac_ctrl
00007ffd04d17367 (__TEXT,__text) non-external _pkey_hmac_ctrl_str
00007ffd04d170aa (__TEXT,__text) non-external _pkey_hmac_init
00007ffd04d171ca (__TEXT,__text) non-external _pkey_hmac_keygen
00007ffd41a37c18 (__DATA,__bss) non-external _pkey_meth_table
00007ffd04d36c14 (__TEXT,__text) non-external _pkey_rsa_cleanup
00007ffd04d36bb2 (__TEXT,__text) non-external _pkey_rsa_copy
00007ffd04d37314 (__TEXT,__text) non-external _pkey_rsa_ctrl
00007ffd04d37578 (__TEXT,__text) non-external _pkey_rsa_ctrl_str
00007ffd04d372d2 (__TEXT,__text) non-external _pkey_rsa_decrypt
00007ffd04d37290 (__TEXT,__text) non-external _pkey_rsa_encrypt
00007ffd04d36b48 (__TEXT,__text) non-external _pkey_rsa_init
00007ffd04d36c4a (__TEXT,__text) non-external _pkey_rsa_keygen
00007ffd04d36d26 (__TEXT,__text) non-external _pkey_rsa_sign
00007ffd04d36f13 (__TEXT,__text) non-external _pkey_rsa_verify
00007ffd04d370c5 (__TEXT,__text) non-external _pkey_rsa_verifyrecover
00007ffd04d0db47 (__TEXT,__text) non-external _pkey_set_type
00007ffd04d13c73 (__TEXT,__text) non-external _pkey_size_gost01
00007ffd04d0fb85 (__TEXT,__text) non-external _pmeth_cmp
00007ffd04d0fe76 (__TEXT,__text) non-external _pmeth_cmp_BSEARCH_CMP_FN
00007ffd04d4aceb (__TEXT,__text) non-external (was a private external) _policy_cache_find_data
00007ffd04d4a969 (__TEXT,__text) non-external (was a private external) _policy_cache_free
00007ffd04d4a9a8 (__TEXT,__text) non-external (was a private external) _policy_cache_set
00007ffd04d4af5e (__TEXT,__text) non-external (was a private external) _policy_cache_set_mapping
00007ffd04d4ad49 (__TEXT,__text) non-external _policy_data_cmp
00007ffd04d4ad61 (__TEXT,__text) non-external (was a private external) _policy_data_free
00007ffd04d4ada6 (__TEXT,__text) non-external (was a private external) _policy_data_new
00007ffd04d4b0b4 (__TEXT,__text) non-external (was a private external) _policy_node_cmp_new
00007ffd04d4b2c8 (__TEXT,__text) non-external (was a private external) _policy_node_free
00007ffd04d4b2d2 (__TEXT,__text) non-external (was a private external) _policy_node_match
00007ffd40410740 (__DATA_CONST,__const) non-external _policydefault_tt
00007ffd04d2ffc0 (__TEXT,__text) non-external _poly1305_blocks
00007ffd04d07dc6 (__TEXT,__text) non-external _poly1305_update_with_length
00007ffd04d07e30 (__TEXT,__text) non-external _poly1305_update_with_pad16
00007ffd04d81df0 (__TEXT,__const) non-external _poly1305_update_with_pad16.zero_pad16
00007ffd04d71de0 (__TEXT,__const) non-external _primes
00007ffd04cf67de (__TEXT,__text) non-external _print_bin
00007ffd04d01370 (__TEXT,__text) non-external _print_bio
00007ffd04d4fccb (__TEXT,__text) non-external _print_distpoint
00007ffd04d3fbf2 (__TEXT,__text) non-external _print_error
00007ffd04d012de (__TEXT,__text) non-external _print_fp
00007ffd04d4fe71 (__TEXT,__text) non-external _print_gens
00007ffd04d4eed5 (__TEXT,__text) non-external _print_qualifiers
00007ffd04d4fda6 (__TEXT,__text) non-external _print_reasons
00007ffd04d1385e (__TEXT,__text) non-external _priv_decode_gost01
00007ffd04d13af3 (__TEXT,__text) non-external _priv_encode_gost01
00007ffd04d13bda (__TEXT,__text) non-external _priv_print_gost01
00007ffd04d5202d (__TEXT,__text) non-external _process_pci_value
00007ffd41a397b0 (__DATA,__bss) non-external _prompt_string
00007ffd04d1360a (__TEXT,__text) non-external _pub_cmp_gost01
00007ffd04d131c4 (__TEXT,__text) non-external _pub_decode_gost01
00007ffd04d13373 (__TEXT,__text) non-external _pub_encode_gost01
00007ffd04d13673 (__TEXT,__text) non-external _pub_print_gost01
00007ffd04cbe669 (__TEXT,__text) non-external _pubkey_cb
00007ffd04d54072 (__TEXT,__text) non-external _purpose_smime
                 (undefined) external _qsort (from libSystem)
00007ffd404025b8 (__DATA_CONST,__const) non-external _r2_40_cbc_cipher
00007ffd40402560 (__DATA_CONST,__const) non-external _r2_64_cbc_cipher
00007ffd04d4e35f (__TEXT,__text) non-external _r2i_certpol
00007ffd04d51d57 (__TEXT,__text) non-external _r2i_pci
00007ffd40402668 (__DATA_CONST,__const) non-external _r4_40_cipher
00007ffd40402610 (__DATA_CONST,__const) non-external _r4_cipher
00007ffd41a34a48 (__DATA,__data) non-external _r4_hmac_md5_cipher
00007ffd41a37c20 (__DATA,__bss) non-external _rand_table
00007ffd40402400 (__DATA_CONST,__const) non-external _rc2_cbc
00007ffd04d09063 (__TEXT,__text) non-external _rc2_cbc_cipher
00007ffd40402458 (__DATA_CONST,__const) non-external _rc2_cfb64
00007ffd04d0934e (__TEXT,__text) non-external _rc2_cfb64_cipher
00007ffd04d092fd (__TEXT,__text) non-external _rc2_ctrl
00007ffd40402508 (__DATA_CONST,__const) non-external _rc2_ecb
00007ffd04d09499 (__TEXT,__text) non-external _rc2_ecb_cipher
00007ffd04d091b4 (__TEXT,__text) non-external _rc2_get_asn1_type_and_iv
00007ffd04d09023 (__TEXT,__text) non-external _rc2_init_key
00007ffd404024b0 (__DATA_CONST,__const) non-external _rc2_ofb
00007ffd04d093e5 (__TEXT,__text) non-external _rc2_ofb_cipher
00007ffd04d0910c (__TEXT,__text) non-external _rc2_set_asn1_type_and_iv
00007ffd04d09540 (__TEXT,__text) non-external _rc4_cipher
00007ffd04d09629 (__TEXT,__text) non-external _rc4_hmac_md5_cipher
00007ffd04d0985e (__TEXT,__text) non-external _rc4_hmac_md5_ctrl
00007ffd04d0956a (__TEXT,__text) non-external _rc4_hmac_md5_init_key
00007ffd04d09516 (__TEXT,__text) non-external _rc4_init_key
00007ffd04c9ee40 (__TEXT,__text) non-external (was a private external) _rc4_md5_enc
                 (undefined) external _read (from libSystem)
00007ffd04d27aff (__TEXT,__text) non-external _read_lebn
00007ffd04d402c6 (__TEXT,__text) non-external _read_string
00007ffd04d404a3 (__TEXT,__text) non-external _read_string_inner
00007ffd41a39a70 (__DATA,__bss) non-external _read_string_inner.ps
                 (undefined) external _realloc (from libSystem)
00007ffd04d56707 (__TEXT,__text) external _reallocarray
00007ffd40410ba0 (__DATA_CONST,__const) non-external _reason_flags
00007ffd04d56747 (__TEXT,__text) external _recallocarray
00007ffd04d4079a (__TEXT,__text) non-external _recsig
                 (undefined) external _recvfrom (from libSystem)
00007ffd04d6f250 (__TEXT,__const) non-external _reltable.CRYPTO_get_lock_name
00007ffd04d8ac68 (__TEXT,__const) non-external _reltable.TS_RESP_verify_response
00007ffd04d8ac50 (__TEXT,__const) non-external _reltable.TS_STATUS_INFO_print_bio
00007ffd04cad124 (__TEXT,__text) non-external (was a private external) _rfc5280_string_from_tm
00007ffd04d2b6e4 (__TEXT,__text) non-external _ri_cb
00007ffd04cbe721 (__TEXT,__text) non-external _rinf_cb
00007ffd04d30f3e (__TEXT,__text) non-external (was a private external) _ripemd160_block_data_order
00007ffd40402d50 (__DATA_CONST,__const) non-external _ripemd160_md
00007ffd04cd8f6b (__TEXT,__text) non-external _rle_compress_block
00007ffd04cd8fa4 (__TEXT,__text) non-external _rle_expand_block
00007ffd41a33160 (__DATA,__data) non-external _rle_method
00007ffd4040efe0 (__DATA_CONST,__const) non-external (was a private external) _rsa_asn1_meths
00007ffd04d327d9 (__TEXT,__text) non-external _rsa_bits
00007ffd04d35763 (__TEXT,__text) non-external _rsa_blinding_convert
00007ffd04d336ea (__TEXT,__text) non-external _rsa_cb
00007ffd04d355af (__TEXT,__text) non-external _rsa_get_blinding
00007ffd04d32f45 (__TEXT,__text) non-external _rsa_item_sign
00007ffd04d32c31 (__TEXT,__text) non-external _rsa_item_verify
00007ffd41a35fd0 (__DATA,__data) non-external _rsa_pkcs1_eay_meth
00007ffd04d32b0d (__TEXT,__text) non-external _rsa_pkey_ctrl
00007ffd4040f4d8 (__DATA_CONST,__const) non-external (was a private external) _rsa_pkey_meth
00007ffd04d3269c (__TEXT,__text) non-external _rsa_priv_decode
00007ffd04d32703 (__TEXT,__text) non-external _rsa_priv_encode
00007ffd04d327b8 (__TEXT,__text) non-external _rsa_priv_print
00007ffd04d33575 (__TEXT,__text) non-external _rsa_pss_decode
00007ffd04d3263f (__TEXT,__text) non-external _rsa_pub_cmp
00007ffd04d3250a (__TEXT,__text) non-external _rsa_pub_decode
00007ffd04d325ae (__TEXT,__text) non-external _rsa_pub_encode
00007ffd04d3268c (__TEXT,__text) non-external _rsa_pub_print
00007ffd04d327eb (__TEXT,__text) non-external _rsa_sig_print
00007ffd41a37c28 (__DATA,__bss) non-external _rsa_table
00007ffd04d504ad (__TEXT,__text) non-external _s2i_ASN1_IA5STRING
00007ffd04d54b10 (__TEXT,__text) external _s2i_ASN1_INTEGER
00007ffd04d54284 (__TEXT,__text) external _s2i_ASN1_OCTET_STRING
00007ffd04d509e0 (__TEXT,__text) non-external _s2i_asn1_int
00007ffd04d51b69 (__TEXT,__text) non-external _s2i_ocsp_nocheck
00007ffd04d540ec (__TEXT,__text) non-external _s2i_skey_id
00007ffd4040e460 (__DATA_CONST,__const) non-external _safebag_default_tt
00007ffd41a39a80 (__DATA,__bss) non-external _savsig
00007ffd04cac2b4 (__TEXT,__text) non-external _send_bio_chars
00007ffd04cac34e (__TEXT,__text) non-external _send_fp_chars
                 (undefined) external _sendto (from libSystem)
00007ffd04d4f916 (__TEXT,__text) non-external _set_dist_point_name
00007ffd04d4fb17 (__TEXT,__text) non-external _set_reasons
                 (undefined) external _setsockopt (from libSystem)
00007ffd04d378b4 (__TEXT,__text) non-external _setup_tbuf
00007ffd04c9fe80 (__TEXT,__text) non-external (was a private external) _sha1_block_data_order
00007ffd40402dc8 (__DATA_CONST,__const) non-external _sha1_md
00007ffd04d06553 (__TEXT,__text) non-external _sha1_update
00007ffd40402e40 (__DATA_CONST,__const) non-external _sha224_md
00007ffd04ca1e80 (__TEXT,__text) non-external (was a private external) _sha256_block_data_order
00007ffd40402eb8 (__DATA_CONST,__const) non-external _sha256_md
00007ffd40402f30 (__DATA_CONST,__const) non-external _sha384_md
00007ffd04ca3200 (__TEXT,__text) non-external (was a private external) _sha512_block_data_order
00007ffd40402fa8 (__DATA_CONST,__const) non-external _sha512_md
                 (undefined) external _shutdown (from libSystem)
00007ffd04d2b6c8 (__TEXT,__text) non-external _si_cb
00007ffd04d1ed3d (__TEXT,__text) non-external _sid_free
00007ffd41a39d70 (__DATA,__common) non-external (was a private external) _sig_app
00007ffd04ce9489 (__TEXT,__text) non-external _sig_cb
00007ffd04d1ed47 (__TEXT,__text) non-external _sig_cmp_BSEARCH_CMP_FN
00007ffd04d1ecce (__TEXT,__text) non-external _sig_sk_cmp
                 (undefined) external _sigaction (from libSystem)
                 (undefined) external _signal (from libSystem)
00007ffd04d8a970 (__TEXT,__const) non-external _sigoid_srt
00007ffd4040d200 (__DATA_CONST,__const) non-external _sigoid_srt_xref
00007ffd41a39d78 (__DATA,__common) non-external (was a private external) _sigx_app
00007ffd04d1ecde (__TEXT,__text) non-external _sigx_cmp
00007ffd04d1ed51 (__TEXT,__text) non-external _sigx_cmp_BSEARCH_CMP_FN
00007ffd04d39c6f (__TEXT,__text) external _sk_delete
00007ffd04d39c45 (__TEXT,__text) external _sk_delete_ptr
00007ffd04d39a6c (__TEXT,__text) external _sk_dup
00007ffd04d39cca (__TEXT,__text) external _sk_find
00007ffd04d39d90 (__TEXT,__text) external _sk_find_ex
00007ffd04d39b70 (__TEXT,__text) external _sk_free
00007ffd04d39ba2 (__TEXT,__text) external _sk_insert
00007ffd04d39f02 (__TEXT,__text) external _sk_is_sorted
00007ffd04d39aed (__TEXT,__text) external _sk_new
00007ffd04d39b96 (__TEXT,__text) external _sk_new_null
00007ffd04d39e6f (__TEXT,__text) external _sk_num
00007ffd04d39dd0 (__TEXT,__text) external _sk_pop
00007ffd04d39e18 (__TEXT,__text) external _sk_pop_free
00007ffd04d39d9f (__TEXT,__text) external _sk_push
00007ffd04d39ea5 (__TEXT,__text) external _sk_set
00007ffd04d39a52 (__TEXT,__text) external _sk_set_cmp_func
00007ffd04d39db7 (__TEXT,__text) external _sk_shift
00007ffd04d39ecb (__TEXT,__text) external _sk_sort
00007ffd04d55ee6 (__TEXT,__text) non-external _sk_strcmp
00007ffd04cacf19 (__TEXT,__text) non-external _sk_table_cmp
00007ffd04d39dab (__TEXT,__text) external _sk_unshift
00007ffd04d39e82 (__TEXT,__text) external _sk_value
00007ffd04d39dea (__TEXT,__text) external _sk_zero
00007ffd04cc58bd (__TEXT,__text) non-external _slg_ctrl
00007ffd04cc5921 (__TEXT,__text) non-external _slg_free
00007ffd04cc58ea (__TEXT,__text) non-external _slg_new
00007ffd04cc589c (__TEXT,__text) non-external _slg_puts
00007ffd04cc57f1 (__TEXT,__text) non-external _slg_write
00007ffd04d70900 (__TEXT,__const) non-external _slg_write.mapping
00007ffd04d88240 (__TEXT,__const) non-external _sn_objs
                 (undefined) external _snprintf (from libSystem)
00007ffd04cc5fe3 (__TEXT,__text) non-external _sock_ctrl
00007ffd04cc6096 (__TEXT,__text) non-external _sock_free
00007ffd04cc6078 (__TEXT,__text) non-external _sock_new
00007ffd04cc5fbd (__TEXT,__text) non-external _sock_puts
00007ffd04cc5f38 (__TEXT,__text) non-external _sock_read
00007ffd04cc5ebb (__TEXT,__text) non-external _sock_write
                 (undefined) external _socket (from libSystem)
00007ffd04d74eb0 (__TEXT,__const) non-external _sqrtm1
                 (undefined) external _sscanf (from libSystem)
00007ffd04ca0f50 (__TEXT,__text) non-external _ssse3_shortcut
00007ffd04cacf53 (__TEXT,__text) non-external _st_free
00007ffd41a37a80 (__DATA,__bss) non-external _stable
00007ffd41a36ec0 (__DATA,__data) non-external _standard_exts
00007ffd41a32060 (__DATA,__data) non-external _standard_methods
00007ffd41a34f50 (__DATA,__data) non-external _standard_methods
                 (undefined) external _stat$INODE64 (from libSystem)
00007ffd41a37c30 (__DATA,__bss) non-external _store_table
00007ffd04cd9fea (__TEXT,__text) non-external _str_copy
00007ffd04d48dc7 (__TEXT,__text) non-external _str_free
00007ffd04d556f3 (__TEXT,__text) non-external _str_free
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strdup (from libSystem)
00007ffd40403020 (__DATA_CONST,__const) non-external _streebog256_md
00007ffd40403098 (__DATA_CONST,__const) non-external _streebog512_md
00007ffd04d0c977 (__TEXT,__text) non-external _streebog_final256
00007ffd04d0c9a7 (__TEXT,__text) non-external _streebog_final512
00007ffd04d0c95b (__TEXT,__text) non-external _streebog_init256
00007ffd04d0c98b (__TEXT,__text) non-external _streebog_init512
00007ffd04d165d5 (__TEXT,__text) non-external _streebog_single_block
00007ffd04d0c969 (__TEXT,__text) non-external _streebog_update256
00007ffd04d0c999 (__TEXT,__text) non-external _streebog_update512
                 (undefined) external _strerror (from libSystem)
00007ffd04d55225 (__TEXT,__text) external _string_to_hex
00007ffd04cb204c (__TEXT,__text) non-external _strip_ends
00007ffd04d550c3 (__TEXT,__text) non-external _strip_spaces
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncasecmp (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strndup (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoul (from libSystem)
00007ffd41a37b08 (__DATA,__bss) non-external _supported_modules
00007ffd04d543b1 (__TEXT,__text) non-external _sxnet_i2r
00007ffd04d54317 (__TEXT,__text) non-external _sxnet_v2i
                 (undefined) external _syslog$DARWIN_EXTSN (from libSystem)
00007ffd04cacf65 (__TEXT,__text) non-external _table_cmp_BSEARCH_CMP_FN
00007ffd41a37bd8 (__DATA,__bss) non-external _table_flags
00007ffd04cdd846 (__TEXT,__text) non-external _table_select
00007ffd04d6f740 (__TEXT,__const) non-external _tag2bit
00007ffd04d6f320 (__TEXT,__const) non-external _tag2nbyte
00007ffd04d6f3c0 (__TEXT,__const) non-external _tbl_standard
                 (undefined) external _tcgetattr (from libSystem)
                 (undefined) external _tcsetattr (from libSystem)
