00007ffb067d8619 (__TEXT,__text) non-external +[GKBrush brush]
00007ffb4032d280 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_72_e8_32s40s48s56bs64bs_e5_v8?0l
00007ffb4032d2e0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_72_e8_32s40s48s56s64bs_e16_v16?0"NSData"8l
00007ffb4032d1f0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_72_e8_32s40s48s56s64bs_e17_v16?0"NSImage"8l
00007ffb4032d0d0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_73_e8_32s40s48s56s64bs_e16_v16?0"NSData"8l
00007ffb4032d160 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_73_e8_32s40s48s56s64bs_e5_v8?0l
00007ffb4032d100 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_81_e8_32s40s48s56s64s72s_e14_v16?0?<v?>8l
00007ffb4032d130 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_81_e8_32s40s48s56s64s72s_e5_v8?0l
00007ffb4032dc60 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_88_e8_32bs40s48s56s64s72s80s_e5_v8?0l
00007ffb4032cea0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_88_e8_32s40s48bs56s64s72s_e5_v8?0l
00007ffb4032d490 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_96_e8_32s40r48r_e25_v40?0{CGSize=dd}8^I24Q32l
00007ffb4032c870 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb4032c9e0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb4032ca00 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb4032cb10 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb4032cc20 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb4032cfd0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb4032cff0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb4032d3a0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb4032d3f0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb4032d550 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb4032d5f0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb4032d650 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb4032d8c8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb4032d9b8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb4032dd20 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb4032d410 (__DATA_CONST,__const) non-external ___block_literal_global.109
00007ffb4032ccc0 (__DATA_CONST,__const) non-external ___block_literal_global.120
00007ffb4032c8b0 (__DATA_CONST,__const) non-external ___block_literal_global.129
00007ffb4032d010 (__DATA_CONST,__const) non-external ___block_literal_global.160
00007ffb4032d740 (__DATA_CONST,__const) non-external ___block_literal_global.194
00007ffb4032d030 (__DATA_CONST,__const) non-external ___block_literal_global.196
00007ffb4032d430 (__DATA_CONST,__const) non-external ___block_literal_global.218
00007ffb4032d780 (__DATA_CONST,__const) non-external ___block_literal_global.225
00007ffb4032d7a0 (__DATA_CONST,__const) non-external ___block_literal_global.226
00007ffb4032d7c0 (__DATA_CONST,__const) non-external ___block_literal_global.231
00007ffb4032d7e0 (__DATA_CONST,__const) non-external ___block_literal_global.232
00007ffb4032d800 (__DATA_CONST,__const) non-external ___block_literal_global.237
00007ffb4032d4c0 (__DATA_CONST,__const) non-external ___block_literal_global.264
00007ffb4032d050 (__DATA_CONST,__const) non-external ___block_literal_global.269
00007ffb4032d4e0 (__DATA_CONST,__const) non-external ___block_literal_global.296
00007ffb4032cd60 (__DATA_CONST,__const) non-external ___block_literal_global.371
00007ffb4032d948 (__DATA_CONST,__const) non-external ___block_literal_global.392
00007ffb4032d968 (__DATA_CONST,__const) non-external ___block_literal_global.417
00007ffb4032d570 (__DATA_CONST,__const) non-external ___block_literal_global.42
00007ffb4032cf60 (__DATA_CONST,__const) non-external ___block_literal_global.546
00007ffb4032d610 (__DATA_CONST,__const) non-external ___block_literal_global.679
                 (undefined) external ___bzero (from libSystem)
00007ffb067cbdc7 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_
00007ffb067c1a05 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00007ffb067ded6e (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40s
00007ffb067be812 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40s48b
00007ffb067c94e0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40s48r56r
00007ffb067d5ce5 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40s48s
00007ffb067d6856 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40s48s56s64s
00007ffb067fabc0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40s48s56s64s72s80s
00007ffb067f4b83 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40w
00007ffb067d1528 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r
00007ffb067cc4d0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00007ffb067bfa86 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00007ffb067e4e65 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b48s
00007ffb067d689b (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b48s56s64s
00007ffb067da82f (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40r48r
00007ffb067ddfe8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00007ffb067bd9a4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b
00007ffb067d06f1 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b56s64s72s
00007ffb067d73c6 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
00007ffb067bfa38 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56b
00007ffb067d6940 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56b64b
00007ffb067d5c64 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56s
00007ffb067d5b46 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56s64b
00007ffb067d5bd2 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56s64s72s
00007ffb067f23bf (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56w
00007ffb067cbdcd (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_
00007ffb067c1cd2 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r
00007ffb067c1a1c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00007ffb067da871 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r48r
00007ffb067bfab6 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00007ffb067c9534 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48r56r
00007ffb067bd9e8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
00007ffb067d069e (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s
00007ffb067d5b98 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s64s
00007ffb067d074c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s64s72s
00007ffb067fac13 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s64s72s80s
00007ffb067f2408 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56w
00007ffb067f4bb9 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40w
                 (undefined) external ___error (from libSystem)
00007ffb067c1bfa (__TEXT,__text) non-external ___getAKAppleIDAuthenticationInAppContextClass_block_invoke
00007ffb067d1453 (__TEXT,__text) non-external ___getAKAppleIDAuthenticationInAppContextClass_block_invoke
00007ffb068047e9 (__TEXT,__text) non-external ___getAKAppleIDAuthenticationInAppContextClass_block_invoke.cold.1
00007ffb068052e1 (__TEXT,__text) non-external ___getAKAppleIDAuthenticationInAppContextClass_block_invoke.cold.1
00007ffb06804881 (__TEXT,__text) non-external ___getAKAppleIDAuthenticationInAppContextClass_block_invoke.cold.2
00007ffb06805379 (__TEXT,__text) non-external ___getAKAppleIDAuthenticationInAppContextClass_block_invoke.cold.2
00007ffb067eaee4 (__TEXT,__text) non-external ___getOBBundleClass_block_invoke
00007ffb068068b3 (__TEXT,__text) non-external ___getOBBundleClass_block_invoke.cold.1
00007ffb067eafce (__TEXT,__text) non-external ___getOBPrivacyFlowClass_block_invoke
00007ffb068069df (__TEXT,__text) non-external ___getOBPrivacyFlowClass_block_invoke.cold.1
00007ffb067f5ae2 (__TEXT,__text) non-external ___getWebScriptObjectClass_block_invoke
00007ffb067f7a9f (__TEXT,__text) non-external ___getWebScriptObjectClass_block_invoke
00007ffb06800190 (__TEXT,__text) non-external ___getWebScriptObjectClass_block_invoke
00007ffb06806cf1 (__TEXT,__text) non-external ___getWebScriptObjectClass_block_invoke.cold.1
00007ffb06806e1d (__TEXT,__text) non-external ___getWebScriptObjectClass_block_invoke.cold.1
00007ffb06807130 (__TEXT,__text) non-external ___getWebScriptObjectClass_block_invoke.cold.1
00007ffb06806d89 (__TEXT,__text) non-external ___getWebScriptObjectClass_block_invoke.cold.2
00007ffb06806eb5 (__TEXT,__text) non-external ___getWebScriptObjectClass_block_invoke.cold.2
00007ffb068000ab (__TEXT,__text) non-external ___getWebViewClass_block_invoke
00007ffb06807004 (__TEXT,__text) non-external ___getWebViewClass_block_invoke.cold.1
                 (undefined) external ___kCFBooleanTrue (from CoreFoundation)
                 (undefined) external ___objc_personality_v0 (from libobjc)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
00007ffb067d941c (__TEXT,__text) non-external __annotateDrawInRectWithContextAndInput
00007ffb41f36328 (__DATA,__bss) non-external __annotateDrawInRectWithContextAndInput.onceToken
00007ffb41f36320 (__DATA,__bss) non-external __annotateDrawInRectWithContextAndInput.output
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __gkMarkFileAsPurgeable (from GameCenterFoundation)
                 (undefined) external __gkTabStringForTabLevel (from GameCenterFoundation)
                 (undefined) external __gkUnicodifyDescription (from GameCenterFoundation)
00007ffb41f36220 (__DATA,__bss) non-external __gkloadRemoteImageForURL:queue:withCompletionHandler:.onceToken
00007ffb41f36338 (__DATA,__bss) non-external __gkloadRemoteImageForURL:queue:withCompletionHandler:.onceToken
00007ffb41f36218 (__DATA,__bss) non-external __gkloadRemoteImageForURL:queue:withCompletionHandler:.shouldAnnotateImageUsage
00007ffb41f36330 (__DATA,__bss) non-external __gkloadRemoteImageForURL:queue:withCompletionHandler:.shouldAnnotateImageUsage
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __sl_dlopen (from SoftLinking)
00007ffb41f36140 (__DATA,__objc_arraydata) non-external __unnamed_array_storage
00007ffb41f36158 (__DATA,__objc_arraydata) non-external __unnamed_array_storage
                 (undefined) external _abort (from libSystem)
00007ffb41f362f8 (__DATA,__bss) non-external _annotateOnceToken
00007ffb0680c3c0 (__TEXT,__dlopen_cstrs) non-external _audit_stringAuthKitUI
00007ffb0680c580 (__TEXT,__dlopen_cstrs) non-external _audit_stringAuthKitUI
00007ffb0680c740 (__TEXT,__dlopen_cstrs) non-external _audit_stringAuthKitUI
00007ffb0680c900 (__TEXT,__dlopen_cstrs) non-external _audit_stringAuthKitUI
00007ffb0680cac0 (__TEXT,__dlopen_cstrs) non-external _audit_stringAuthKitUI
00007ffb0680cc80 (__TEXT,__dlopen_cstrs) non-external _audit_stringAuthKitUI
00007ffb0680ce40 (__TEXT,__dlopen_cstrs) non-external _audit_stringAuthKitUI
00007ffb0680c4c0 (__TEXT,__dlopen_cstrs) non-external _audit_stringGameController
00007ffb0680c680 (__TEXT,__dlopen_cstrs) non-external _audit_stringGameController
00007ffb0680c840 (__TEXT,__dlopen_cstrs) non-external _audit_stringGameController
00007ffb0680ca00 (__TEXT,__dlopen_cstrs) non-external _audit_stringGameController
00007ffb0680cbc0 (__TEXT,__dlopen_cstrs) non-external _audit_stringGameController
00007ffb0680cd80 (__TEXT,__dlopen_cstrs) non-external _audit_stringGameController
00007ffb0680cf40 (__TEXT,__dlopen_cstrs) non-external _audit_stringGameController
00007ffb0680c460 (__TEXT,__dlopen_cstrs) non-external _audit_stringOnBoardingKit
00007ffb0680c620 (__TEXT,__dlopen_cstrs) non-external _audit_stringOnBoardingKit
00007ffb0680c7e0 (__TEXT,__dlopen_cstrs) non-external _audit_stringOnBoardingKit
00007ffb0680c9a0 (__TEXT,__dlopen_cstrs) non-external _audit_stringOnBoardingKit
00007ffb0680cb60 (__TEXT,__dlopen_cstrs) non-external _audit_stringOnBoardingKit
00007ffb0680cd20 (__TEXT,__dlopen_cstrs) non-external _audit_stringOnBoardingKit
00007ffb0680cee0 (__TEXT,__dlopen_cstrs) non-external _audit_stringOnBoardingKit
00007ffb0680c360 (__TEXT,__dlopen_cstrs) non-external _audit_stringUIKitMacHelper
00007ffb0680c520 (__TEXT,__dlopen_cstrs) non-external _audit_stringUIKitMacHelper
00007ffb0680c6e0 (__TEXT,__dlopen_cstrs) non-external _audit_stringUIKitMacHelper
00007ffb0680c8a0 (__TEXT,__dlopen_cstrs) non-external _audit_stringUIKitMacHelper
00007ffb0680ca60 (__TEXT,__dlopen_cstrs) non-external _audit_stringUIKitMacHelper
00007ffb0680cc20 (__TEXT,__dlopen_cstrs) non-external _audit_stringUIKitMacHelper
00007ffb0680cde0 (__TEXT,__dlopen_cstrs) non-external _audit_stringUIKitMacHelper
00007ffb0680c410 (__TEXT,__dlopen_cstrs) non-external _audit_stringWebKit
00007ffb0680c5d0 (__TEXT,__dlopen_cstrs) non-external _audit_stringWebKit
00007ffb0680c790 (__TEXT,__dlopen_cstrs) non-external _audit_stringWebKit
00007ffb0680c950 (__TEXT,__dlopen_cstrs) non-external _audit_stringWebKit
00007ffb0680cb10 (__TEXT,__dlopen_cstrs) non-external _audit_stringWebKit
00007ffb0680ccd0 (__TEXT,__dlopen_cstrs) non-external _audit_stringWebKit
00007ffb0680ce90 (__TEXT,__dlopen_cstrs) non-external _audit_stringWebKit
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _class_getName (from libobjc)
00007ffb41f36268 (__DATA,__bss) non-external _currentLocalPlayer.sCurrentLocalPlayer
00007ffb41f36270 (__DATA,__bss) non-external _currentLocalPlayer.sDispatchOnceToken
                 (undefined) external _dispatch_after (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_get_current_queue (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_group_notify (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_time (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ffb41f36308 (__DATA,__bss) non-external _drawInRect:withContext:input:.onceToken
00007ffb41f36310 (__DATA,__bss) non-external _drawInRect:withContext:input:.sTemplateContext
00007ffb41f36318 (__DATA,__bss) non-external _drawInRect:withContext:input:.sTemplatePix
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fflush (from libSystem)
00007ffb067e0594 (__TEXT,__text) external _findClipViewAncestorForView
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _free (from libSystem)
00007ffb41f361f0 (__DATA,__bss) non-external _getAKAppleIDAuthenticationInAppContextClass.softClass
00007ffb41f36278 (__DATA,__bss) non-external _getAKAppleIDAuthenticationInAppContextClass.softClass
00007ffb41f363a0 (__DATA,__bss) non-external _getOBBundleClass.softClass
