00007ffa1e97e082 (__TEXT,__text) non-external _DiToMD5
00007ffa41b43f08 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReporter_Declaration
00007ffa42ceef78 (__DATA,__common) external _gIOServiceMetaClass
00007ffa42ceef80 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
00007ffa41b43f38 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
00007ffa42ceef88 (__DATA,__common) external _gIOServiceStateNotificationDispatchSourceMetaClass
00007ffa41b43f40 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceStateNotificationDispatchSource_Declaration
00007ffa41b43f30 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
00007ffa42ceef58 (__DATA,__common) external _gIOSimpleReporterMetaClass
00007ffa41b43f10 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOSimpleReporter_Declaration
00007ffa42ceef60 (__DATA,__common) external _gIOStateReporterMetaClass
00007ffa41b43f18 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOStateReporter_Declaration
00007ffa42cef040 (__DATA,__common) external _gIOThreadMetaClass
00007ffa41b43ff8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOThread_Declaration
00007ffa42ceef90 (__DATA,__common) external _gIOTimerDispatchSourceMetaClass
00007ffa41b43f48 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOTimerDispatchSource_Declaration
00007ffa42ceef98 (__DATA,__common) external _gIOUserClientMetaClass
00007ffa41b43f50 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserClient_Declaration
00007ffa42ceefa8 (__DATA,__common) external _gIOUserServerMetaClass
00007ffa41b43f60 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserServer_Declaration
00007ffa42ceefb0 (__DATA,__common) external _gIOWorkGroupMetaClass
00007ffa41b43f68 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOWorkGroup_Declaration
00007ffa42ceefb8 (__DATA,__common) external _gOSActionMetaClass
00007ffa41b43f70 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_Declaration
00007ffa42ceefa0 (__DATA,__common) external _gOSAction_IOUserClient_KernelCompletionMetaClass
00007ffa41b43f58 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_IOUserClient_KernelCompletion_Declaration
00007ffa42cef038 (__DATA,__common) external _gOSAction__IOBlockStorageDevice_KernelCompletionMetaClass
00007ffa41b43ff0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction__IOBlockStorageDevice_KernelCompletion_Declaration
00007ffa42ceefc0 (__DATA,__common) external _gOSArrayMetaClass
00007ffa41b43f78 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSArray_Declaration
00007ffa42ceefc8 (__DATA,__common) external _gOSBooleanMetaClass
00007ffa41b43f80 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBoolean_Declaration
00007ffa42ceefd0 (__DATA,__common) external _gOSBundleMetaClass
00007ffa41b43f88 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBundle_Declaration
00007ffa42ceefd8 (__DATA,__common) external _gOSCollectionMetaClass
00007ffa41b43f90 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSCollection_Declaration
00007ffa42ceefe0 (__DATA,__common) external _gOSContainerMetaClass
00007ffa41b43f98 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSContainer_Declaration
00007ffa42ceefe8 (__DATA,__common) external _gOSDataMetaClass
00007ffa41b43fa0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSData_Declaration
00007ffa42ceeff0 (__DATA,__common) external _gOSDictionaryMetaClass
00007ffa41b43fa8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSDictionary_Declaration
00007ffa42ceeff8 (__DATA,__common) external _gOSMappedFileMetaClass
00007ffa41b43fb0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSMappedFile_Declaration
00007ffa42ceedd8 (__DATA,__common) non-external (was a private external) _gOSMetaClassBasePrivateLayout
00007ffa41b43ea0 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBasePrivateLayout_Declaration
00007ffa42ceebf8 (__DATA,__common) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout
00007ffa41b43e98 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout_Declaration
00007ffa42cef000 (__DATA,__common) external _gOSNumberMetaClass
00007ffa41b43fb8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSNumber_Declaration
00007ffa42cef008 (__DATA,__common) external _gOSObjectMetaClass
00007ffa41b43fc0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSObject_Declaration
00007ffa42cef010 (__DATA,__common) external _gOSOrderedSetMetaClass
00007ffa41b43fc8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSOrderedSet_Declaration
00007ffa42cef018 (__DATA,__common) external _gOSSerializationMetaClass
00007ffa41b43fd0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSerialization_Declaration
00007ffa42cef020 (__DATA,__common) external _gOSSetMetaClass
00007ffa41b43fd8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSet_Declaration
00007ffa42cef028 (__DATA,__common) external _gOSStringMetaClass
00007ffa41b43fe0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSString_Declaration
00007ffa42cef030 (__DATA,__common) external _g_IOBlockStorageDeviceMetaClass
00007ffa41b43fe8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _g_IOBlockStorageDevice_Declaration
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getsectiondata (from libSystem)
                 (undefined) external _host_get_io_main (from libSystem)
00007ffa1e975b4f (__TEXT,__text) non-external (was a private external) _io_catalog_get_data
00007ffa1e975cb7 (__TEXT,__text) non-external (was a private external) _io_catalog_get_gen_count
00007ffa1e975dbc (__TEXT,__text) non-external (was a private external) _io_catalog_module_loaded
00007ffa1e975f3a (__TEXT,__text) non-external (was a private external) _io_catalog_reset
00007ffa1e97585d (__TEXT,__text) non-external (was a private external) _io_catalog_send_data
00007ffa1e9759cb (__TEXT,__text) non-external (was a private external) _io_catalog_terminate
00007ffa1e9749c2 (__TEXT,__text) non-external (was a private external) _io_connect_add_client
00007ffa1e977a2a (__TEXT,__text) non-external (was a private external) _io_connect_async_method
00007ffa1e9764fc (__TEXT,__text) non-external (was a private external) _io_connect_get_notification_semaphore
00007ffa1e9748b1 (__TEXT,__text) non-external (was a private external) _io_connect_get_service
00007ffa1e977406 (__TEXT,__text) non-external (was a private external) _io_connect_map_memory_into_task
00007ffa1e977695 (__TEXT,__text) non-external (was a private external) _io_connect_method
00007ffa1e978762 (__TEXT,__text) non-external (was a private external) _io_connect_method_var_output
00007ffa1e977e1b (__TEXT,__text) non-external (was a private external) _io_connect_set_notification_port
00007ffa1e974ab6 (__TEXT,__text) non-external (was a private external) _io_connect_set_properties
00007ffa1e97756b (__TEXT,__text) non-external (was a private external) _io_connect_unmap_memory_from_task
00007ffa1e97a193 (__TEXT,__text) non-external (was a private external) _io_device_tree_entry_exists_with_name
00007ffa1e975758 (__TEXT,__text) non-external (was a private external) _io_iterator_is_valid
00007ffa1e9733d6 (__TEXT,__text) non-external (was a private external) _io_iterator_next
00007ffa1e9734e7 (__TEXT,__text) non-external (was a private external) _io_iterator_reset
00007ffa1e973208 (__TEXT,__text) non-external (was a private external) _io_object_conforms_to
00007ffa1e97709a (__TEXT,__text) non-external (was a private external) _io_object_get_bundle_identifier
00007ffa1e973060 (__TEXT,__text) non-external (was a private external) _io_object_get_class
00007ffa1e97527b (__TEXT,__text) non-external (was a private external) _io_object_get_retain_count
00007ffa1e976e88 (__TEXT,__text) non-external (was a private external) _io_object_get_superclass
00007ffa1e973980 (__TEXT,__text) non-external (was a private external) _io_registry_create_iterator
00007ffa1e975576 (__TEXT,__text) non-external (was a private external) _io_registry_entry_create_iterator
00007ffa1e973d0e (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path
00007ffa1e979f82 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path_ool
00007ffa1e97442b (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_child_iterator
00007ffa1e976628 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_location_in_plane
00007ffa1e973ee6 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name
00007ffa1e97611c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name_in_plane
00007ffa1e974603 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_parent_iterator
00007ffa1e974c20 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path
00007ffa1e979d21 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path_ool
00007ffa1e97408e (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties
00007ffa1e97918e (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin
00007ffa1e97a361 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin_buf
00007ffa1e973795 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property
00007ffa1e9792d5 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin
00007ffa1e97a4da (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin_buf
00007ffa1e9741d5 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bytes
00007ffa1e97683a (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_recursively
00007ffa1e978639 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_registry_entry_id
00007ffa1e9750ad (__TEXT,__text) non-external (was a private external) _io_registry_entry_in_plane
00007ffa1e974f43 (__TEXT,__text) non-external (was a private external) _io_registry_entry_set_properties
00007ffa1e974e32 (__TEXT,__text) non-external (was a private external) _io_registry_get_root_entry
00007ffa1e973b62 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_enter_entry
00007ffa1e973c38 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_exit_entry
00007ffa1e979065 (__TEXT,__text) non-external (was a private external) _io_server_version
00007ffa1e9781cd (__TEXT,__text) non-external (was a private external) _io_service_add_interest_notification
00007ffa1e977f45 (__TEXT,__text) non-external (was a private external) _io_service_add_notification
00007ffa1e979aa4 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_bin
00007ffa1e9783f6 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_ool
00007ffa1e9747db (__TEXT,__text) non-external (was a private external) _io_service_close
00007ffa1e978e4b (__TEXT,__text) non-external (was a private external) _io_service_get_authorization_id
00007ffa1e975380 (__TEXT,__text) non-external (was a private external) _io_service_get_busy_state
00007ffa1e978b15 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service
00007ffa1e97952c (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_bin
00007ffa1e978ced (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_ool
00007ffa1e9735bd (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services
00007ffa1e979702 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_bin
00007ffa1e976bd6 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_ool
00007ffa1e976a91 (__TEXT,__text) non-external (was a private external) _io_service_get_state
00007ffa1e97632e (__TEXT,__text) non-external (was a private external) _io_service_match_property_table
00007ffa1e9798d8 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_bin
00007ffa1e976d34 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_ool
00007ffa1e9772ac (__TEXT,__text) non-external (was a private external) _io_service_open_extended
00007ffa1e97602b (__TEXT,__text) non-external (was a private external) _io_service_request_probe
00007ffa1e978f74 (__TEXT,__text) non-external (was a private external) _io_service_set_authorization_id
00007ffa1e975485 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet
00007ffa1e97a759 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet_with_options
00007ffa1e97304c (__TEXT,__text) non-external (was a private external) _iokit_user_client_trap
00007ffa42ceebf0 (__DATA,__common) external _kOSBooleanFalse
00007ffa42ceebe8 (__DATA,__common) external _kOSBooleanTrue
                 (undefined) external _mach_absolute_time (from libSystem)
                 (undefined) external _mach_continuous_time (from libSystem)
                 (undefined) external _mach_error (from libSystem)
                 (undefined) external _mach_error_string (from libSystem)
                 (undefined) external _mach_host_self (from libSystem)
                 (undefined) external _mach_msg2_internal (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_allocate (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_port_mod_refs (from libSystem)
                 (undefined) external _mach_ports_lookup (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_deallocate (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
00007ffa1e96465f (__TEXT,__text) external _nanoseconds_to_absolutetime
00007ffa1e98e6fc (__TEXT,__text) non-external _nanoseconds_to_absolutetime.cold.1
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_eventlink_activate (from libSystem)
                 (undefined) external _os_eventlink_associate (from libSystem)
                 (undefined) external _os_eventlink_cancel (from libSystem)
                 (undefined) external _os_eventlink_create_with_port (from libSystem)
                 (undefined) external _os_eventlink_disassociate (from libSystem)
                 (undefined) external _os_eventlink_signal (from libSystem)
                 (undefined) external _os_eventlink_signal_and_wait (from libSystem)
                 (undefined) external _os_eventlink_signal_and_wait_until (from libSystem)
                 (undefined) external _os_eventlink_wait (from libSystem)
                 (undefined) external _os_eventlink_wait_until (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_release (from libSystem)
                 (undefined) external _os_unfair_lock_assert_not_owner (from libSystem)
                 (undefined) external _os_unfair_lock_assert_owner (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_trylock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
