00007ffa158a61c0 (__TEXT,__text) external _ARMCompilationCallback
00007ffa15d0e950 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis15isLoopInvariantEPKNS_4SCEVEPKNS_4LoopE
00007ffa15d1a140 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis15updateDirectionERNS_10Dependence7DVEntryERKNS0_10ConstraintE
00007ffa15d18ee0 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis15zeroCoefficientEPKNS_4SCEVEPKNS_4LoopE
00007ffa15d18f60 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis16addToCoefficientEPKNS_4SCEVEPKNS_4LoopES3_
00007ffa15d179e0 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis16collectCoeffInfoEPKNS_4SCEVEbRS3_
00007ffa15d0c6e0 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis16getAnalysisUsageERNS_13AnalysisUsageE
00007ffa15d0de20 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis16isKnownPredicateENS_7CmpInst9PredicateEPKNS_4SCEVES5_
00007ffa15d15ff0 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis16symbolicRDIVtestEPKNS_4SCEVES3_S3_S3_PKNS_4LoopES6_
00007ffa15d0fc70 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis17collectUpperBoundEPKNS_4LoopEPNS_4TypeE
00007ffa15d18140 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis17exploreDirectionsEjPNS0_15CoefficientInfoES2_PNS0_9BoundInfoERKNS_14SmallBitVectorERjPKNS_4SCEVE
00007ffa15d0e9a0 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis18collectCommonLoopsEPKNS_4SCEVEPKNS_4LoopERNS_14SmallBitVectorE
00007ffa15d14690 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis18weakZeroDstSIVtestEPKNS_4SCEVES3_S3_PKNS_4LoopEjRNS_14FullDependenceERNS0_10ConstraintE
00007ffa15d142d0 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis18weakZeroSrcSIVtestEPKNS_4SCEVES3_S3_PKNS_4LoopEjRNS_14FullDependenceERNS0_10ConstraintE
00007ffa15d10370 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis19weakCrossingSIVtestEPKNS_4SCEVES3_S3_PKNS_4LoopEjRNS_14FullDependenceERNS0_10ConstraintERS3_
00007ffa15d0dfb0 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis25collectConstantUpperBoundEPKNS_4LoopEPNS_4TypeE
00007ffa15d0c730 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis5printERNS_11raw_ostreamEPKNS_6ModuleE
00007ffa15d17720 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis7testMIVEPKNS_4SCEVES3_RKNS_14SmallBitVectorERNS_14FullDependenceE
00007ffa15d16600 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis7testSIVEPKNS_4SCEVES3_RjRNS_14FullDependenceERNS0_10ConstraintERS3_
00007ffa15d0fcd0 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis7testZIVEPKNS_4SCEVES3_RNS_14FullDependenceE
00007ffa15d17550 (__TEXT,__text) external __ZNK4llvm18DependenceAnalysis8testRDIVEPKNS_4SCEVES3_RNS_14FullDependenceE
00007ffa155e40e0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18EquivalenceClassesINS_14PointerIntPairIPNS_5ValueELj1EbNS_21PointerLikeTypeTraitsIS3_EEEEE7ECValue9getLeaderEv
00007ffa15e883b0 (__TEXT,__text) external __ZNK4llvm18ExtractElementInst10clone_implEv
00007ffa15ce4430 (__TEXT,__text) external __ZNK4llvm18InlineCostAnalysis16getAnalysisUsageERNS_13AnalysisUsageE
00007ffa15a75ce0 (__TEXT,__text) external __ZNK4llvm18LiveDebugVariables16getAnalysisUsageERNS_13AnalysisUsageE
00007ffa157aeea0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18MCParsedAsmOperand10isOffsetOfEv
00007ffa157aee90 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18MCParsedAsmOperand13needAddressOfEv
00007ffa157aeeb0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18MCParsedAsmOperand14getOffsetOfLocEv
00007ffa15ef90d0 (__TEXT,__text) external __ZNK4llvm18MCParsedAsmOperand4dumpEv
00007ffa15aa9ec0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18MachineCodeEmitter17getCurrentPCValueEv
00007ffa15aa9ed0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18MachineCodeEmitter18getCurrentPCOffsetEv
00007ffa15abb030 (__TEXT,__text) external __ZNK4llvm18MachinePointerInfo12getAddrSpaceEv
00007ffa155c5e10 (__TEXT,__text) external __ZNK4llvm18PassManagerBuilder17addExtensionsToPMENS0_16ExtensionPointTyERNS_6legacy15PassManagerBaseE
00007ffa155c5f80 (__TEXT,__text) external __ZNK4llvm18PassManagerBuilder29addInitialAliasAnalysisPassesERNS_6legacy15PassManagerBaseE
00007ffa15b2e4e0 (__TEXT,__text) external __ZNK4llvm18RegPressureTracker11getCurrSlotEv
00007ffa15b2e480 (__TEXT,__text) external __ZNK4llvm18RegPressureTracker11isTopClosedEv
00007ffa15b2e110 (__TEXT,__text) external __ZNK4llvm18RegPressureTracker12getLiveRangeEj
00007ffa15b2e4b0 (__TEXT,__text) external __ZNK4llvm18RegPressureTracker14isBottomClosedEv
00007ffa15b31b80 (__TEXT,__text) external __ZNK4llvm18RegPressureTracker22getUpwardPressureDeltaEPKNS_12MachineInstrERNS_12PressureDiffERNS_16RegPressureDeltaENS_8ArrayRefINS_14PressureChangeEEENS8_IjEE
00007ffa159782a0 (__TEXT,__text) external __ZNK4llvm18ScheduleDAGSDNodes10getDAGNameEv
00007ffa159e38c0 (__TEXT,__text) external __ZNK4llvm18ScheduleDAGSDNodes17getGraphNodeLabelEPKNS_5SUnitE
00007ffa1596b640 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18ScheduleDAGSDNodes18forceUnitLatenciesEv
00007ffa159773e0 (__TEXT,__text) external __ZNK4llvm18ScheduleDAGSDNodes21computeOperandLatencyEPNS_6SDNodeES2_jRNS_4SDepE
00007ffa159e3c90 (__TEXT,__text) external __ZNK4llvm18ScheduleDAGSDNodes22getCustomGraphFeaturesERNS_11GraphWriterIPNS_11ScheduleDAGEEE
00007ffa159774b0 (__TEXT,__text) external __ZNK4llvm18ScheduleDAGSDNodes8dumpNodeEPKNS_5SUnitE
00007ffa156f8010 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase10isFAbsFreeENS_3EVTE
00007ffa156f8000 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase10isFNegFreeENS_3EVTE
00007ffa158a13d0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase10isZExtFreeENS_3EVTES1_
00007ffa159f7e80 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase10isZExtFreeENS_7SDValueENS_3EVTE
00007ffa158a13c0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase10isZExtFreeEPNS_4TypeES2_
00007ffa15b69e60 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase12getPointerTyEj
00007ffa1567e880 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase12getValueTypeEPNS_4TypeEb
00007ffa159f7e20 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase12isFPImmLegalERKNS_7APFloatENS_3EVTE
00007ffa156f7ff0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase13hasPairedLoadENS_3EVTERj
00007ffa156f7fe0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase13hasPairedLoadEPNS_4TypeERj
00007ffa15b6a300 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase14emitPatchPointEPNS_12MachineInstrEPNS_17MachineBasicBlockE
00007ffa156f7f10 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase14getRegClassForENS_3MVTE
00007ffa156f7ec0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase14getVectorIdxTyEv
00007ffa158a13b0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase14isTruncateFreeENS_3EVTES1_
00007ffa158a13a0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase14isTruncateFreeEPNS_4TypeES2_
00007ffa15685880 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase15getNumRegistersERNS_11LLVMContextENS_3EVTE
00007ffa156857d0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase15getRegisterTypeERNS_11LLVMContextENS_3EVTE
00007ffa1578ee40 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase15isSafeMemOpTypeENS_3MVTE
00007ffa15b6a230 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase16getShiftAmountTyENS_3EVTE
00007ffa156f7f30 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase17getRepRegClassForENS_3MVTE
00007ffa15687340 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase17getTypeConversionERNS_11LLVMContextENS_3EVTE
00007ffa156f7ed0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase17isSelectSupportedENS0_17SelectSupportKindE
00007ffa15b6b700 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase18getSetCCResultTypeERNS_11LLVMContextENS_3EVTE
00007ffa156f7f70 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase18getTgtMemIntrinsicERNS0_13IntrinsicInfoERKNS_8CallInstEj
00007ffa159f7e30 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase18isShuffleMaskLegalERKNS_15SmallVectorImplIiEENS_3EVTE
00007ffa159f7e50 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase19getOptimalMemOpTypeEyjjbbbRNS_15MachineFunctionE
00007ffa159f7e70 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase19isLegalAddImmediateEx
00007ffa1578ee60 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase19isNoopAddrSpaceCastEjj
00007ffa156f7fb0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase20GetAddrModeArgumentsEPNS_13IntrinsicInstERNS_15SmallVectorImplIPNS_5ValueEEERPNS_4TypeE
00007ffa15b69f70 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase20getPointerSizeInBitsEj
00007ffa156f7fc0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase20getScalingFactorCostERKNS0_8AddrModeEPNS_4TypeE
00007ffa159f7e60 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase20isLegalICmpImmediateEx
00007ffa15b6bef0 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase21getByValTypeAlignmentEPNS_4TypeE
00007ffa156f7f50 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase21getRepRegClassCostForENS_3MVTE
00007ffa15b6bfc0 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase21isLegalAddressingModeERKNS0_8AddrModeEPNS_4TypeE
00007ffa1578eea0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase21isNarrowingProfitableENS_3EVTES1_
00007ffa15b6bf00 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase22InstructionOpcodeToISDEj
00007ffa1578ee10 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase22ShouldShrinkFPConstantENS_3EVTE
00007ffa156f7fa0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase22getMaximalGlobalOffsetEv
00007ffa15b6a130 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase22getScalarShiftAmountTyENS_3EVTE
00007ffa1578ee50 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase22getStackCookieLocationERjS1_
00007ffa15b6b720 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase22getVectorTypeBreakdownERNS_11LLVMContextENS_3EVTERS3_RjRNS_3MVTE
00007ffa1578ee00 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase22isVectorClearMaskLegalERKNS_15SmallVectorImplIiEENS_3EVTE
00007ffa15b6a630 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase23findRepresentativeClassENS_3MVTE
00007ffa15b6b710 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase23getCmpLibcallReturnTypeEv
00007ffa156f7f00 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase23getSchedulingPreferenceEPNS_6SDNodeE
00007ffa15b6bf20 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase23getTypeLegalizationCostEPNS_4TypeE
00007ffa156f7ef0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase23isLoadBitCastBeneficialENS_3EVTES1_
00007ffa1578ee90 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase24allowTruncateForTailCallEPNS_4TypeES2_
00007ffa15b6a040 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase24getPointerTypeSizeInBitsEPNS_4TypeE
00007ffa159f7eb0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase26isFMAFasterThanFMulAndFAddENS_3EVTE
00007ffa1578ee80 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase26isVectorShiftByScalarCheapEPNS_4TypeE
00007ffa156f7ee0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase28shouldSplitVectorElementTypeENS_3EVTE
00007ffa159f7e40 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetLoweringBase29allowsUnalignedMemoryAccessesENS_3EVTEPb
00007ffa15b6a290 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase9canOpTrapEjNS_3EVTE
00007ffa15b6a2b0 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase9isLegalRCEPKNS_19TargetRegisterClassE
00007ffa15b70340 (__TEXT,__text) external __ZNK4llvm18TargetRegisterInfo17getAllocatableSetERKNS_15MachineFunctionEPKNS_19TargetRegisterClassE
00007ffa15b709a0 (__TEXT,__text) external __ZNK4llvm18TargetRegisterInfo17getCommonSubClassEPKNS_19TargetRegisterClassES3_
00007ffa15715ae0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetRegisterInfo17needsFrameBaseRegEPNS_12MachineInstrEx
00007ffa16017f30 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetRegisterInfo17resolveFrameIndexENS_17MachineBasicBlock15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS3_EEEEjx
00007ffa15715a30 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetRegisterInfo18UpdateRegAllocHintEjjRNS_15MachineFunctionE
00007ffa15715a50 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetRegisterInfo18getCSRFirstUseCostEv
00007ffa16017f10 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetRegisterInfo18getPointerRegClassERKNS_15MachineFunctionEj
00007ffa16017f40 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetRegisterInfo18isFrameOffsetLegalEPKNS_12MachineInstrEx
00007ffa15b70170 (__TEXT,__text) external __ZNK4llvm18TargetRegisterInfo19getAllocatableClassEPKNS_19TargetRegisterClassE
00007ffa15715a10 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetRegisterInfo19getRegPressureLimitEPKNS_19TargetRegisterClassERNS_15MachineFunctionE
00007ffa15715a20 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetRegisterInfo20avoidWriteAfterWriteEPKNS_19TargetRegisterClassE
00007ffa157159e0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetRegisterInfo20getCallPreservedMaskENS_11CallingConv2IDE
00007ffa157159f0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetRegisterInfo20getCrossCopyRegClassEPKNS_19TargetRegisterClassE
00007ffa15715aa0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetRegisterInfo20hasReservedSpillSlotERKNS_15MachineFunctionEjRi
00007ffa15b70df0 (__TEXT,__text) external __ZNK4llvm18TargetRegisterInfo21getRegAllocationHintsEjNS_8ArrayRefItEERNS_15SmallVectorImplItEERKNS_15MachineFunctionEPKNS_10VirtRegMapE
00007ffa15b70eb0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetRegisterInfo21getSubClassWithSubRegEPKNS_19TargetRegisterClassEj
00007ffa15b70ec0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetRegisterInfo21needsStackRealignmentERKNS_15MachineFunctionE
00007ffa15715af0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetRegisterInfo21saveScavengerRegisterERNS_17MachineBasicBlockENS1_15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS4_EEEERS7_PKNS_19TargetRegisterClassEj
00007ffa15b70ab0 (__TEXT,__text) external __ZNK4llvm18TargetRegisterInfo22getCommonSuperRegClassEPKNS_19TargetRegisterClassEjS3_jRjS4_
00007ffa15715b00 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetRegisterInfo22getCompactUnwindRegNumEjb
00007ffa15b70200 (__TEXT,__text) external __ZNK4llvm18TargetRegisterInfo22getMinimalPhysRegClassEjNS_3EVTE
00007ffa15715a40 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetRegisterInfo22reverseLocalAssignmentEv
00007ffa15715a70 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetRegisterInfo23useFPForScavengingIndexERKNS_15MachineFunctionE
00007ffa16018250 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetRegisterInfo24composeSubRegIndicesImplEjj
00007ffa15715ad0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetRegisterInfo24getFrameIndexInstrOffsetEPKNS_12MachineInstrEi
00007ffa15b70a10 (__TEXT,__text) external __ZNK4llvm18TargetRegisterInfo24getMatchingSuperRegClassEPKNS_19TargetRegisterClassES3_j
00007ffa15715a00 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetRegisterInfo25getLargestLegalSuperClassEPKNS_19TargetRegisterClassE
00007ffa15715a60 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetRegisterInfo26requiresRegisterScavengingERKNS_15MachineFunctionE
00007ffa15715ab0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetRegisterInfo26trackLivenessAfterRegAllocERKNS_15MachineFunctionE
00007ffa16017f20 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetRegisterInfo28materializeFrameBaseRegisterEPNS_17MachineBasicBlockEjix
00007ffa15715a80 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetRegisterInfo28requiresFrameIndexScavengingERKNS_15MachineFunctionE
00007ffa15715a90 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18TargetRegisterInfo28requiresVirtualBaseRegistersERKNS_15MachineFunctionE
00007ffa158be050 (__TEXT,__text) external __ZNK4llvm18Thumb1RegisterInfo17emitLoadConstPoolERNS_17MachineBasicBlockERNS1_15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS4_EEEENS_8DebugLocEjjiNS_5ARMCC9CondCodesEjj
00007ffa158bfdc0 (__TEXT,__text) external __ZNK4llvm18Thumb1RegisterInfo17resolveFrameIndexENS_17MachineBasicBlock15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS3_EEEEjx
00007ffa158bf340 (__TEXT,__text) external __ZNK4llvm18Thumb1RegisterInfo17rewriteFrameIndexENS_17MachineBasicBlock15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS3_EEEEjjRiRKNS_16ARMBaseInstrInfoE
00007ffa158be040 (__TEXT,__text) external __ZNK4llvm18Thumb1RegisterInfo18getPointerRegClassERKNS_15MachineFunctionEj
00007ffa158c0140 (__TEXT,__text) external __ZNK4llvm18Thumb1RegisterInfo19eliminateFrameIndexENS_17MachineBasicBlock15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS3_EEEEijPNS_12RegScavengerE
00007ffa158bfe40 (__TEXT,__text) external __ZNK4llvm18Thumb1RegisterInfo21saveScavengerRegisterERNS_17MachineBasicBlockENS1_15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS4_EEEERS7_PKNS_19TargetRegisterClassEj
00007ffa158be000 (__TEXT,__text) external __ZNK4llvm18Thumb1RegisterInfo25getLargestLegalSuperClassEPKNS_19TargetRegisterClassE
00007ffa158c4230 (__TEXT,__text) external __ZNK4llvm18Thumb2RegisterInfo17emitLoadConstPoolERNS_17MachineBasicBlockERNS1_15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS4_EEEENS_8DebugLocEjjiNS_5ARMCC9CondCodesEjj
00007ffa158b8f10 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18ThumbTargetMachine12getInstrInfoEv
00007ffa158b8f50 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18ThumbTargetMachine13getDataLayoutEv
00007ffa158b8f60 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18ThumbTargetMachine15getRegisterInfoEv
00007ffa158b8f20 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18ThumbTargetMachine16getFrameLoweringEv
00007ffa158b8f30 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18ThumbTargetMachine17getTargetLoweringEv
00007ffa158b8f40 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18ThumbTargetMachine19getSelectionDAGInfoEv
00007ffa15712eb0 (__TEXT,__text) external __ZNK4llvm18X86GenRegisterInfo16getRegUnitWeightEj
00007ffa15712e90 (__TEXT,__text) external __ZNK4llvm18X86GenRegisterInfo17getRegClassWeightEPKNS_19TargetRegisterClassE
00007ffa15712ec0 (__TEXT,__text) external __ZNK4llvm18X86GenRegisterInfo21getNumRegPressureSetsEv
00007ffa15712ed0 (__TEXT,__text) external __ZNK4llvm18X86GenRegisterInfo21getRegPressureSetNameEj
00007ffa15712e40 (__TEXT,__text) external __ZNK4llvm18X86GenRegisterInfo21getSubClassWithSubRegEPKNS_19TargetRegisterClassEj
00007ffa15715ac0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18X86GenRegisterInfo21needsStackRealignmentERKNS_15MachineFunctionE
00007ffa15712ef0 (__TEXT,__text) external __ZNK4llvm18X86GenRegisterInfo22getRegPressureSetLimitEj
00007ffa15712f40 (__TEXT,__text) external __ZNK4llvm18X86GenRegisterInfo22getRegUnitPressureSetsEj
00007ffa15712f10 (__TEXT,__text) external __ZNK4llvm18X86GenRegisterInfo23getRegClassPressureSetsEPKNS_19TargetRegisterClassE
00007ffa15712e20 (__TEXT,__text) external __ZNK4llvm18X86GenRegisterInfo24composeSubRegIndicesImplEjj
00007ffa15fef8d0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm18raw_string_ostream11current_posEv
00007ffa15773b70 (__TEXT,__text) external __ZNK4llvm19ARM64TargetLowering10LowerBR_CCENS_7SDValueERNS_12SelectionDAGE
00007ffa1577b2e0 (__TEXT,__text) external __ZNK4llvm19ARM64TargetLowering10LowerCTPOPENS_7SDValueERNS_12SelectionDAGE
00007ffa15773670 (__TEXT,__text) external __ZNK4llvm19ARM64TargetLowering10LowerSETCCENS_7SDValueERNS_12SelectionDAGE
00007ffa157758c0 (__TEXT,__text) external __ZNK4llvm19ARM64TargetLowering10LowerVAARGENS_7SDValueERNS_12SelectionDAGE
00007ffa1578b040 (__TEXT,__text) external __ZNK4llvm19ARM64TargetLowering10isZExtFreeENS_3EVTES1_
00007ffa1578b100 (__TEXT,__text) external __ZNK4llvm19ARM64TargetLowering10isZExtFreeENS_7SDValueENS_3EVTE
00007ffa1578aff0 (__TEXT,__text) external __ZNK4llvm19ARM64TargetLowering10isZExtFreeEPNS_4TypeES2_
00007ffa15783260 (__TEXT,__text) external __ZNK4llvm19ARM64TargetLowering11LowerReturnENS_7SDValueENS_11CallingConv2IDEbRKNS_15SmallVectorImplINS_3ISD9OutputArgEEERKNS4_IS1_EENS_5SDLocERNS_12SelectionDAGE
